c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he arm22.vms
AgMNN
	Characteristic Energy eV	1486.61	Acquisition Time s	2.8
KE_AgMNN	BE_AgMNN	CPS_AgMNN
364.41	1122.2	2902.44
364.51	1122.1	2914.77
364.61	1122	2904.98
364.71	1121.9	2884.19
364.81	1121.8	2873.65
364.91	1121.7	2867.49
365.01	1121.6	2889.61
365.11	1121.5	2887.54
365.21	1121.4	2862.1
365.31	1121.3	2860.21
365.41	1121.2	2864.6
365.51	1121.1	2892.2
365.61	1121	2858.96
365.71	1120.9	2823.83
365.81	1120.8	2825.2
365.91	1120.7	2780.93
366.01	1120.6	2824.01
366.11	1120.5	2810.46
366.21	1120.4	2777.8
366.31	1120.3	2786.36
366.41	1120.2	2751.84
366.51	1120.1	2783.4
366.61	1120	2774.14
366.71	1119.9	2783.22
366.81	1119.8	2813.02
366.91	1119.7	2835.61
367.01	1119.6	2759.97
367.11	1119.5	2812.6
367.21	1119.4	2807.79
367.31	1119.3	2817.18
367.41	1119.2	2799.17
367.51	1119.1	2759.37
367.61	1119	2797.47
367.71	1118.9	2794.36
367.81	1118.8	2741.21
367.91	1118.7	2737.11
368.01	1118.6	2764.36
368.11	1118.5	2808.75
368.21	1118.4	2743.54
368.31	1118.3	2769.14
368.41	1118.2	2758.83
368.51	1118.1	2754.96
368.61	1118	2813.9
368.71	1117.9	2749.29
368.81	1117.8	2798.48
368.91	1117.7	2784.21
369.01	1117.6	2777.82
369.11	1117.5	2778.65
369.21	1117.4	2779.67
369.31	1117.3	2742.68
369.41	1117.2	2782.6
369.51	1117.1	2750.61
369.61	1117	2767.73
369.71	1116.9	2726.22
369.81	1116.8	2725.85
369.91	1116.7	2748.36
370.01	1116.6	2722.56
370.11	1116.5	2734.52
370.21	1116.4	2740.71
370.31	1116.3	2735.61
370.41	1116.2	2761.8
370.51	1116.1	2716.18
370.61	1116	2747.63
370.71	1115.9	2723.98
370.81	1115.8	2730.72
370.91	1115.7	2698.95
371.01	1115.6	2696.14
371.11	1115.5	2719.43
371.21	1115.4	2769.24
371.31	1115.3	2751.13
371.41	1115.2	2759.05
371.51	1115.1	2788.79
371.61	1115	2746.21
371.71	1114.9	2735.23
371.81	1114.8	2730.13
371.91	1114.7	2734.5
372.01	1114.6	2742.54
372.11	1114.5	2725.78
372.21	1114.4	2739.94
372.31	1114.3	2737.62
372.41	1114.2	2718.27
372.51	1114.1	2770.51
372.61	1114	2743.94
372.71	1113.9	2767.95
372.81	1113.8	2769.34
372.91	1113.7	2728.65
373.01	1113.6	2718.9
373.11	1113.5	2760.54
373.21	1113.4	2751
373.31	1113.3	2749.87
373.41	1113.2	2725.98
373.51	1113.1	2723.24
373.61	1113	2731.03
373.71	1112.9	2732.19
373.81	1112.8	2706.06
373.91	1112.7	2741.48
374.01	1112.6	2742.83
374.11	1112.5	2754.11
374.21	1112.4	2756.01
374.31	1112.3	2757.68
374.41	1112.2	2763.88
374.51	1112.1	2769.97
374.61	1112	2748.6
374.71	1111.9	2792.56
374.81	1111.8	2704.49
374.91	1111.7	2751.34
375.01	1111.6	2741.62
375.11	1111.5	2742.41
375.21	1111.4	2741.97
375.31	1111.3	2763.85
375.41	1111.2	2739.34
375.51	1111.1	2710.87
375.61	1111	2706.35
375.71	1110.9	2768.59
375.81	1110.8	2736.1
375.91	1110.7	2720.28
376.01	1110.6	2772.17
376.11	1110.5	2762.81
376.21	1110.4	2735.62
376.31	1110.3	2752.79
376.41	1110.2	2739.43
376.51	1110.1	2734.69
376.61	1110	2765.56
376.71	1109.9	2743.76
376.81	1109.8	2744.72
376.91	1109.7	2735.4
377.01	1109.6	2719.36
377.11	1109.5	2762.42
377.21	1109.4	2730.54
377.31	1109.3	2741.78
377.41	1109.2	2756.31
377.51	1109.1	2746.53
377.61	1109	2751.49
377.71	1108.9	2723.81
377.81	1108.8	2768.88
377.91	1108.7	2748.35
378.01	1108.6	2744.7
378.11	1108.5	2739.38
378.21	1108.4	2765.45
378.31	1108.3	2781.04
378.41	1108.2	2753.98
378.51	1108.1	2772.19
378.61	1108	2714.24
378.71	1107.9	2754.83
378.81	1107.8	2794.45
378.91	1107.7	2802.85
379.01	1107.6	2807.85
379.11	1107.5	2812.48
379.21	1107.4	2768.95
379.31	1107.3	2766.4
379.41	1107.2	2755.88
379.51	1107.1	2765.8
379.61	1107	2750.6
379.71	1106.9	2732.99
379.81	1106.8	2751.44
379.91	1106.7	2835.76
380.01	1106.6	2788.45
380.11	1106.5	2782.96
380.21	1106.4	2796
380.31	1106.3	2788.6
380.41	1106.2	2775.55
380.51	1106.1	2732.3
380.61	1106	2757.95
380.71	1105.9	2790.92
380.81	1105.8	2750.1
380.91	1105.7	2800.07
381.01	1105.6	2768.86
381.11	1105.5	2787.76
381.21	1105.4	2808.81
381.31	1105.3	2767.15
381.41	1105.2	2748.17
381.51	1105.1	2732.44
381.61	1105	2769.26
381.71	1104.9	2746.53
381.81	1104.8	2831.51
381.91	1104.7	2802.18
382.01	1104.6	2810.25
382.11	1104.5	2796.16
382.21	1104.4	2769.55
382.31	1104.3	2795.33
382.41	1104.2	2806.28
382.51	1104.1	2802.08
382.61	1104	2765.58
382.71	1103.9	2779.58
382.81	1103.8	2794.13
382.91	1103.7	2787.42
383.01	1103.6	2777.65
383.11	1103.5	2793.7
383.21	1103.4	2806.11
383.31	1103.3	2782.15
383.41	1103.2	2791.75
383.51	1103.1	2787.49
383.61	1103	2804.1
383.71	1102.9	2791.63
383.81	1102.8	2779.07
383.91	1102.7	2814.68
384.01	1102.6	2806.5
384.11	1102.5	2795.88
384.21	1102.4	2783.64
384.31	1102.3	2784.82
384.41	1102.2	2818.58
384.51	1102.1	2788.11
384.61	1102	2823.74
384.71	1101.9	2792.22
384.81	1101.8	2783.94
384.91	1101.7	2803.59
385.01	1101.6	2828.68
385.11	1101.5	2764.56
385.21	1101.4	2764.41
385.31	1101.3	2774
385.41	1101.2	2848.96
385.51	1101.1	2789.33
385.61	1101	2774.06
385.71	1100.9	2790.56
385.81	1100.8	2802.26
385.91	1100.7	2833.04
386.01	1100.6	2796.85
386.11	1100.5	2794.33
386.21	1100.4	2850.83
386.31	1100.3	2824.18
386.41	1100.2	2790.66
386.51	1100.1	2816.43
386.61	1100	2827.43
