c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he arm22.vms
Pr:Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Ag3p	BE_Pr:Ag3p	CPS_Pr:Ag3p
791.21	695.4	3123.69
791.31	695.3	3215.71
791.41	695.2	3247.36
791.51	695.1	3230.39
791.61	695	3104.67
791.71	694.9	3028.72
791.81	694.8	2963.14
791.91	694.7	3068.26
792.01	694.6	3090.48
792.11	694.5	3200.5
792.21	694.4	3109.3
792.31	694.3	3096.55
792.41	694.2	3126.22
792.51	694.1	3092.62
792.61	694	3148.71
792.71	693.9	3062.85
792.81	693.8	3001.85
792.91	693.7	3047.56
793.01	693.6	3077.78
793.11	693.5	3044.18
793.21	693.4	3214.16
793.31	693.3	3163.19
793.41	693.2	3085.09
793.51	693.1	3018.05
793.61	693	3130.21
793.71	692.9	3286.97
793.81	692.8	3168.95
793.91	692.7	3093.51
794.01	692.6	3019.29
794.11	692.5	3040.41
794.21	692.4	3097.97
794.31	692.3	3091.84
794.41	692.2	3059.33
794.51	692.1	3182.31
794.61	692	3140.94
794.71	691.9	3112.98
794.81	691.8	3052.38
794.91	691.7	3093.83
795.01	691.6	3144.92
795.11	691.5	3166.86
795.21	691.4	3116.04
795.31	691.3	3094.56
795.41	691.2	3197.51
795.51	691.1	3105.8
795.61	691	3108.54
795.71	690.9	3014.41
795.81	690.8	3020.86
795.91	690.7	3022.28
796.01	690.6	3272.48
796.11	690.5	3194.27
796.21	690.4	3184.53
796.31	690.3	3229.84
796.41	690.2	3199.03
796.51	690.1	3033.88
796.61	690	3092.03
796.71	689.9	3226.98
796.81	689.8	3150.85
796.91	689.7	3077.82
797.01	689.6	3169.62
797.11	689.5	3054.95
797.21	689.4	3266.67
797.31	689.3	3115.06
797.41	689.2	3169.8
797.51	689.1	3264.28
797.61	689	3196.08
797.71	688.9	3224.71
797.81	688.8	3173.03
797.91	688.7	3116.07
798.01	688.6	3178.95
798.11	688.5	3185.43
798.21	688.4	3170.78
798.31	688.3	3075.36
798.41	688.2	3236.6
798.51	688.1	3089.46
798.61	688	3215.99
798.71	687.9	3188.98
798.81	687.8	3295.62
798.91	687.7	3241.76
799.01	687.6	3134.92
799.11	687.5	3077.58
799.21	687.4	3154.58
799.31	687.3	3177.14
799.41	687.2	3037.23
799.51	687.1	3144.64
799.61	687	3150.75
799.71	686.9	3217.06
799.81	686.8	3078.63
799.91	686.7	3154.54
800.01	686.6	3191.15
800.11	686.5	3272.97
800.21	686.4	3156.44
800.31	686.3	3161.03
800.41	686.2	3370.55
800.51	686.1	3165.81
800.61	686	3217.96
800.71	685.9	3105.45
800.81	685.8	3137.69
800.91	685.7	3186.52
801.01	685.6	3142.04
801.11	685.5	3164.23
801.21	685.4	3228.84
801.31	685.3	3153.1
801.41	685.2	3327.03
801.51	685.1	3201.42
801.61	685	3367.53
801.71	684.9	3255.09
801.81	684.8	3287.71
801.91	684.7	3275.56
802.01	684.6	3233.55
802.11	684.5	3198.15
802.21	684.4	3299.87
802.31	684.3	3236.91
802.41	684.2	3347.19
802.51	684.1	3190.52
802.61	684	3261.05
802.71	683.9	3173.17
802.81	683.8	3126.08
802.91	683.7	3177.26
803.01	683.6	3123.63
803.11	683.5	3214.86
803.21	683.4	3103.53
803.31	683.3	3105.75
803.41	683.2	3155
803.51	683.1	3185.93
803.61	683	3319.79
803.71	682.9	3098.43
803.81	682.8	3301.93
803.91	682.7	3380.91
804.01	682.6	3205.04
804.11	682.5	3313.5
804.21	682.4	3287.05
804.31	682.3	3200.1
804.41	682.2	3243.37
804.51	682.1	3305
804.61	682	3201.06
804.71	681.9	3159.34
804.81	681.8	3139.62
804.91	681.7	3190.67
805.01	681.6	3253.39
805.11	681.5	3323.39
805.21	681.4	3249.34
805.31	681.3	3099.91
805.41	681.2	3097.56
805.51	681.1	3118.01
805.61	681	3249.13
805.71	680.9	3321.78
805.81	680.8	3314.48
805.91	680.7	3163.01
806.01	680.6	3204.57
806.11	680.5	3150.4
806.21	680.4	3204.48
806.31	680.3	3074.52
806.41	680.2	3126.75
806.51	680.1	3313.56
806.61	680	3287.43
806.71	679.9	3278.21
806.81	679.8	3120.94
806.91	679.7	3192.39
807.01	679.6	3206.75
807.11	679.5	3237.67
807.21	679.4	3191.71
807.31	679.3	3272.75
807.41	679.2	3211.07
807.51	679.1	3358.12
807.61	679	3397.96
807.71	678.9	3206.54
807.81	678.8	3146.98
807.91	678.7	3313.4
808.01	678.6	3266.03
808.11	678.5	3145
808.21	678.4	3088.77
808.31	678.3	3192.92
808.41	678.2	3142.81
808.51	678.1	3313.71
808.61	678	3298.4
808.71	677.9	3302.25
808.81	677.8	3300.7
808.91	677.7	3228.49
809.01	677.6	3148.76
809.11	677.5	3179.51
809.21	677.4	3132.35
809.31	677.3	3297.2
809.41	677.2	3255.3
809.51	677.1	3276
809.61	677	3258.05
809.71	676.9	3233.73
809.81	676.8	3314.65
809.91	676.7	3212.8
810.01	676.6	3372.82
810.11	676.5	3301.23
810.21	676.4	3223.1
810.31	676.3	3212.11
810.41	676.2	3187.02
810.51	676.1	3270.72
810.61	676	3361.78
810.71	675.9	3345.18
810.81	675.8	3468.89
810.91	675.7	3305.93
811.01	675.6	3346.78
811.11	675.5	3245.09
811.21	675.4	3356.1
811.31	675.3	3225.15
811.41	675.2	3255.54
811.51	675.1	3397.02
811.61	675	3223.25
811.71	674.9	3163.13
811.81	674.8	3160.61
811.91	674.7	3248.63
812.01	674.6	3200.46
812.11	674.5	3277.46
812.21	674.4	3253.4
812.31	674.3	3273.25
812.41	674.2	3239.44
812.51	674.1	3340.95
812.61	674	3243.27
812.71	673.9	3403.21
812.81	673.8	3267.17
812.91	673.7	3273.13
813.01	673.6	3309.11
813.11	673.5	3223.52
813.21	673.4	3343.3
813.31	673.3	3267.96
813.41	673.2	3150.54
813.51	673.1	3323.25
813.61	673	3288.26
813.71	672.9	3301.17
813.81	672.8	3270.59
813.91	672.7	3290.63
814.01	672.6	3272.41
814.11	672.5	3248.64
814.21	672.4	3178.16
814.31	672.3	3045.9
814.41	672.2	3158.43
814.51	672.1	3286.7
814.61	672	3223.75
814.71	671.9	3356.41
814.81	671.8	3398.52
814.91	671.7	3380.28
815.01	671.6	3299.06
815.11	671.5	3201.9
815.21	671.4	3324.44
815.31	671.3	3211.17
815.41	671.2	3182.68
815.51	671.1	3194.25
815.61	671	3253.82
815.71	670.9	3330.13
815.81	670.8	3342.53
815.91	670.7	3240.23
816.01	670.6	3215.19
816.11	670.5	3257.74
816.21	670.4	3097.85
816.31	670.3	3284.44
816.41	670.2	3293.37
816.51	670.1	3295.98
816.61	670	3159.99
816.71	669.9	3087.97
816.81	669.8	3048.61
816.91	669.7	3260.05
817.01	669.6	3305.9
817.11	669.5	3265.17
817.21	669.4	3262.29
817.31	669.3	3425.12
817.41	669.2	3334.74
817.51	669.1	3326.82
817.61	669	3271.03
817.71	668.9	3196.35
817.81	668.8	3477.8
817.91	668.7	3442.19
818.01	668.6	3342.96
818.11	668.5	3381.71
818.21	668.4	3256.47
818.31	668.3	3376.93
818.41	668.2	3262.14
818.51	668.1	3289.89
818.61	668	3332.78
818.71	667.9	3313.51
818.81	667.8	3365.64
818.91	667.7	3250.77
819.01	667.6	3246.15
819.11	667.5	3311.14
819.21	667.4	3336.2
819.31	667.3	3387.38
819.41	667.2	3259.37
819.51	667.1	3256.98
819.61	667	3309.31
819.71	666.9	3297.6
819.81	666.8	3345.07
819.91	666.7	3306.27
820.01	666.6	3283.18
820.11	666.5	3357.03
820.21	666.4	3350.85
820.31	666.3	3349.58
820.41	666.2	3390.11
820.51	666.1	3358.44
820.61	666	3383.13
820.71	665.9	3396.07
820.81	665.8	3314.85
820.91	665.7	3334.24
821.01	665.6	3239.92
821.11	665.5	3233.09
821.21	665.4	3425.29
821.31	665.3	3329.02
821.41	665.2	3226.26
821.51	665.1	3428.02
821.61	665	3303.89
821.71	664.9	3286.88
821.81	664.8	3251.28
821.91	664.7	3348.78
822.01	664.6	3309.02
822.11	664.5	3332.57
822.21	664.4	3233.09
822.31	664.3	3294.44
822.41	664.2	3353.83
822.51	664.1	3415.05
822.61	664	3174.32
822.71	663.9	3152.65
822.81	663.8	3350.6
822.91	663.7	3331.71
823.01	663.6	3278.97
823.11	663.5	3307.14
823.21	663.4	3389.73
823.31	663.3	3289.72
823.41	663.2	3406.3
823.51	663.1	3365.77
823.61	663	3393.75
823.71	662.9	3328.31
823.81	662.8	3424.92
823.91	662.7	3470.96
824.01	662.6	3418.85
824.11	662.5	3413.18
824.21	662.4	3287.35
824.31	662.3	3295.29
824.41	662.2	3182.31
824.51	662.1	3367.34
824.61	662	3367.67
824.71	661.9	3249.27
824.81	661.8	3301.09
824.91	661.7	3224.2
825.01	661.6	3430.81
825.11	661.5	3393.62
825.21	661.4	3396.42
825.31	661.3	3484.13
825.41	661.2	3462.71
825.51	661.1	3479.33
825.61	661	3554.64
825.71	660.9	3405.4
825.81	660.8	3439.28
825.91	660.7	3351.96
826.01	660.6	3379
826.11	660.5	3462.1
826.21	660.4	3328.77
826.31	660.3	3503.15
826.41	660.2	3562.86
826.51	660.1	3402.1
826.61	660	3383.58
826.71	659.9	3324.3
826.81	659.8	3324.65
826.91	659.7	3446.17
827.01	659.6	3445.78
827.11	659.5	3454.63
827.21	659.4	3407.61
827.31	659.3	3431.34
827.41	659.2	3347
827.51	659.1	3306.16
827.61	659	3496.58
827.71	658.9	3494.51
827.81	658.8	3307.94
827.91	658.7	3341.01
828.01	658.6	3429.63
828.11	658.5	3399.36
828.21	658.4	3511.92
828.31	658.3	3389.03
828.41	658.2	3394.18
828.51	658.1	3574.41
828.61	658	3348.56
828.71	657.9	3298.33
828.81	657.8	3476.48
828.91	657.7	3332.84
829.01	657.6	3359.39
829.11	657.5	3506.03
829.21	657.4	3335.35
829.31	657.3	3345.54
829.41	657.2	3599.45
829.51	657.1	3624.56
829.61	657	3607.03
829.71	656.9	3374.19
829.81	656.8	3287.17
829.91	656.7	3228.74
830.01	656.6	3438.71
830.11	656.5	3377.96
830.21	656.4	3484.11
830.31	656.3	3494.09
830.41	656.2	3263.65
830.51	656.1	3244.16
830.61	656	3250.24
830.71	655.9	3414.49
830.81	655.8	3604.86
830.91	655.7	3543.21
831.01	655.6	3441.67
831.11	655.5	3458.84
831.21	655.4	3420.76
831.31	655.3	3498.12
831.41	655.2	3426.99
831.51	655.1	3368.58
831.61	655	3400.11
831.71	654.9	3533.42
831.81	654.8	3502.36
831.91	654.7	3327.09
832.01	654.6	3367.87
832.11	654.5	3466.57
832.21	654.4	3293.95
832.31	654.3	3277.24
832.41	654.2	3336.32
832.51	654.1	3415.76
832.61	654	3615.3
832.71	653.9	3509.24
832.81	653.8	3428.6
832.91	653.7	3413.63
833.01	653.6	3576.72
833.11	653.5	3557.91
833.21	653.4	3584.93
833.31	653.3	3503.66
833.41	653.2	3289.27
833.51	653.1	3385.87
833.61	653	3274.64
833.71	652.9	3429.9
833.81	652.8	3543.04
833.91	652.7	3267.2
834.01	652.6	3388.96
834.11	652.5	3481.29
834.21	652.4	3358.49
834.31	652.3	3430.41
834.41	652.2	3416.27
834.51	652.1	3400.42
834.61	652	3539.25
834.71	651.9	3522.69
834.81	651.8	3514.24
834.91	651.7	3348.83
835.01	651.6	3369.26
835.11	651.5	3426.62
835.21	651.4	3451.3
835.31	651.3	3343.22
835.41	651.2	3323.52
835.51	651.1	3399.04
835.61	651	3345.41
835.71	650.9	3381.82
835.81	650.8	3479.17
835.91	650.7	3285.36
836.01	650.6	3419.36
836.11	650.5	3403.91
836.21	650.4	3381.14
836.31	650.3	3417.35
836.41	650.2	3534.75
836.51	650.1	3483.63
836.61	650	3286.16
836.71	649.9	3430.8
836.81	649.8	3412.74
836.91	649.7	3359.17
837.01	649.6	3352.37
837.11	649.5	3363.73
837.21	649.4	3483.22
837.31	649.3	3374.75
837.41	649.2	3405.05
837.51	649.1	3445.78
837.61	649	3386.05
837.71	648.9	3327.07
837.81	648.8	3516.44
837.91	648.7	3476.42
838.01	648.6	3448.73
838.11	648.5	3452.9
838.21	648.4	3291.15
838.31	648.3	3287.93
838.41	648.2	3384.14
838.51	648.1	3458.93
838.61	648	3467.79
838.71	647.9	3400.81
838.81	647.8	3401.9
838.91	647.7	3543.85
839.01	647.6	3284.73
839.11	647.5	3452.23
839.21	647.4	3515.67
839.31	647.3	3415.41
839.41	647.2	3429.69
839.51	647.1	3359.54
839.61	647	3410.53
839.71	646.9	3471.99
839.81	646.8	3510.26
839.91	646.7	3527.79
840.01	646.6	3461.89
840.11	646.5	3498.88
840.21	646.4	3464.46
840.31	646.3	3515.21
840.41	646.2	3384.13
840.51	646.1	3320.7
840.61	646	3505.36
840.71	645.9	3401.39
840.81	645.8	3439.55
840.91	645.7	3452.47
841.01	645.6	3462.18
841.11	645.5	3469.52
841.21	645.4	3517.14
841.31	645.3	3454.47
841.41	645.2	3428.24
841.51	645.1	3501.66
841.61	645	3297.89
841.71	644.9	3304.91
841.81	644.8	3511.22
841.91	644.7	3637.29
842.01	644.6	3600.74
842.11	644.5	3452.73
842.21	644.4	3375.15
842.31	644.3	3429.34
842.41	644.2	3369.83
842.51	644.1	3272.94
842.61	644	3442.53
842.71	643.9	3352.99
842.81	643.8	3449.42
842.91	643.7	3530.76
843.01	643.6	3457.79
843.11	643.5	3412.5
843.21	643.4	3409.96
843.31	643.3	3472.84
843.41	643.2	3519.52
843.51	643.1	3589.07
843.61	643	3496.62
843.71	642.9	3523.22
843.81	642.8	3563.51
843.91	642.7	3584.04
844.01	642.6	3588
844.11	642.5	3620.21
844.21	642.4	3522.68
844.31	642.3	3486.35
844.41	642.2	3585.45
844.51	642.1	3582.49
844.61	642	3408.16
844.71	641.9	3426.45
844.81	641.8	3490.42
844.91	641.7	3518.77
845.01	641.6	3385.69
845.11	641.5	3450.29
845.21	641.4	3460.87
845.31	641.3	3495.66
845.41	641.2	3557.2
845.51	641.1	3724.5
845.61	641	3466.76
845.71	640.9	3361
845.81	640.8	3564.48
845.91	640.7	3373.41
846.01	640.6	3504.5
846.11	640.5	3596.7
846.21	640.4	3648.43
846.31	640.3	3483.73
846.41	640.2	3300.25
846.51	640.1	3465.09
846.61	640	3632.81
846.71	639.9	3644.37
846.81	639.8	3656.82
846.91	639.7	3593.39
847.01	639.6	3588.71
847.11	639.5	3477.82
847.21	639.4	3637.23
847.31	639.3	3445.91
847.41	639.2	3547.2
847.51	639.1	3620.21
847.61	639	3500.07
847.71	638.9	3461.18
847.81	638.8	3572.38
847.91	638.7	3648.27
848.01	638.6	3568.31
848.11	638.5	3517.83
848.21	638.4	3480.43
848.31	638.3	3615.44
848.41	638.2	3569.74
848.51	638.1	3508.22
848.61	638	3593.48
848.71	637.9	3508.23
848.81	637.8	3599.03
848.91	637.7	3588.5
849.01	637.6	3574.48
849.11	637.5	3443.96
849.21	637.4	3647.57
849.31	637.3	3628.18
849.41	637.2	3548.07
849.51	637.1	3490.43
849.61	637	3664.1
849.71	636.9	3495.45
849.81	636.8	3543.07
849.91	636.7	3517.24
850.01	636.6	3670.3
850.11	636.5	3535.89
850.21	636.4	3673.48
850.31	636.3	3563.49
850.41	636.2	3607.09
850.51	636.1	3608.78
850.61	636	3585.89
850.71	635.9	3478.89
850.81	635.8	3623.23
850.91	635.7	3604.57
851.01	635.6	3546.63
851.11	635.5	3615.73
851.21	635.4	3643.67
851.31	635.3	3530.68
851.41	635.2	3558.41
851.51	635.1	3688.56
851.61	635	3727.96
851.71	634.9	3622.7
851.81	634.8	3534.66
851.91	634.7	3567.34
852.01	634.6	3466.95
852.11	634.5	3611.86
852.21	634.4	3613.17
852.31	634.3	3827.09
852.41	634.2	3715.5
852.51	634.1	3627.92
852.61	634	3691.38
852.71	633.9	3532.56
852.81	633.8	3660.88
852.91	633.7	3678.7
853.01	633.6	3620.08
853.11	633.5	3716.78
853.21	633.4	3692.11
853.31	633.3	3652.65
853.41	633.2	3667.31
853.51	633.1	3597.64
853.61	633	3582.99
853.71	632.9	3553.26
853.81	632.8	3700.85
853.91	632.7	3606.64
854.01	632.6	3516.4
854.11	632.5	3540.08
854.21	632.4	3738.56
854.31	632.3	3644.16
854.41	632.2	3644.47
854.51	632.1	3688.55
854.61	632	3668.4
854.71	631.9	3771.07
854.81	631.8	3662.79
854.91	631.7	3755.74
855.01	631.6	3632.51
855.11	631.5	3636.84
855.21	631.4	3714.32
855.31	631.3	3640.45
855.41	631.2	3671.83
855.51	631.1	3824.26
855.61	631	3650.47
855.71	630.9	3805.86
855.81	630.8	3641.3
855.91	630.7	3623.96
856.01	630.6	3706.51
856.11	630.5	3737.42
856.21	630.4	3676.23
856.31	630.3	3717.86
856.41	630.2	3828.43
856.51	630.1	3723.79
856.61	630	3654.44
856.71	629.9	3790.4
856.81	629.8	3684.02
856.91	629.7	3811.57
857.01	629.6	3840.9
857.11	629.5	3783.68
857.21	629.4	3810.8
857.31	629.3	3888.09
857.41	629.2	3813.35
857.51	629.1	3855.72
857.61	629	4001.81
857.71	628.9	3828.15
857.81	628.8	3665.36
857.91	628.7	3777.71
858.01	628.6	3803.21
858.11	628.5	3732.1
858.21	628.4	3834.27
858.31	628.3	3930.1
858.41	628.2	3822.46
858.51	628.1	3785.71
858.61	628	3770.42
858.71	627.9	3736.14
858.81	627.8	3812.11
858.91	627.7	3758.82
859.01	627.6	3801.13
859.11	627.5	3748.46
859.21	627.4	3698.76
859.31	627.3	3704.05
859.41	627.2	3780.74
859.51	627.1	3768.86
859.61	627	4019.28
859.71	626.9	3744.99
859.81	626.8	3715.7
859.91	626.7	3756.72
860.01	626.6	3742.96
860.11	626.5	3699.43
860.21	626.4	3819.06
860.31	626.3	3830.49
860.41	626.2	3779.07
860.51	626.1	3566.45
860.61	626	3789.19
860.71	625.9	3702.42
860.81	625.8	3840.4
860.91	625.7	3868.37
861.01	625.6	3932.75
861.11	625.5	3894.99
861.21	625.4	3828.31
861.31	625.3	3815.91
861.41	625.2	3711.05
861.51	625.1	3770.79
861.61	625	3769.62
861.71	624.9	3857.37
861.81	624.8	3688.38
861.91	624.7	3845.6
862.01	624.6	3691.83
862.11	624.5	3750.82
862.21	624.4	3851.03
862.31	624.3	3892.43
862.41	624.2	3899.1
862.51	624.1	3787.09
862.61	624	3886.76
862.71	623.9	3825.41
862.81	623.8	3779.57
862.91	623.7	3792.38
863.01	623.6	3861.42
863.11	623.5	3762.71
863.21	623.4	3984.33
863.31	623.3	3843.83
863.41	623.2	3915.54
863.51	623.1	3754.27
863.61	623	3738.37
863.71	622.9	3797.08
863.81	622.8	3855.97
863.91	622.7	3943.25
864.01	622.6	3887.63
864.11	622.5	3892.87
864.21	622.4	3935.25
864.31	622.3	3936.11
864.41	622.2	3908.26
864.51	622.1	3842.28
864.61	622	3816.02
864.71	621.9	3651.8
864.81	621.8	3862.16
864.91	621.7	3664.15
865.01	621.6	3787.97
865.11	621.5	3942.43
865.21	621.4	3866.98
865.31	621.3	3857.83
865.41	621.2	3833.83
865.51	621.1	3873.3
865.61	621	3851.07
865.71	620.9	3659.38
865.81	620.8	3775.79
865.91	620.7	3793.11
866.01	620.6	3926.78
866.11	620.5	3803.17
866.21	620.4	3761.09
866.31	620.3	3782.62
866.41	620.2	3848.63
866.51	620.1	3896.72
866.61	620	3906.13
866.71	619.9	3785.36
866.81	619.8	3853.54
866.91	619.7	3875.16
867.01	619.6	3940.83
867.11	619.5	3798.09
867.21	619.4	3801.37
867.31	619.3	3820.58
867.41	619.2	3754.26
867.51	619.1	3833.38
867.61	619	3735.9
867.71	618.9	3707.39
867.81	618.8	3683.76
867.91	618.7	3634.13
868.01	618.6	3731.97
868.11	618.5	3688.84
868.21	618.4	3831.13
868.31	618.3	3816.05
868.41	618.2	3760.87
868.51	618.1	3880.98
868.61	618	3858.17
868.71	617.9	3811.54
868.81	617.8	3910.57
868.91	617.7	3836.72
869.01	617.6	3852.04
869.11	617.5	4004.86
869.21	617.4	3735.41
869.31	617.3	3860.57
869.41	617.2	3939.22
869.51	617.1	3797.68
869.61	617	3858.53
869.71	616.9	3888.52
869.81	616.8	3915.25
869.91	616.7	3877.23
870.01	616.6	3859.74
870.11	616.5	3931.66
870.21	616.4	3778.25
870.31	616.3	3737.36
870.41	616.2	3929.44
870.51	616.1	3889.58
870.61	616	3805.85
870.71	615.9	3867.06
870.81	615.8	3935.46
870.91	615.7	4038.44
871.01	615.6	3795.34
871.11	615.5	3939.9
871.21	615.4	3981.28
871.31	615.3	3999.16
871.41	615.2	3920.28
871.51	615.1	3823.12
871.61	615	3781.07
871.71	614.9	3881.88
871.81	614.8	3866.69
871.91	614.7	3894.31
872.01	614.6	4013.61
872.11	614.5	3919.61
872.21	614.4	4018.75
872.31	614.3	4046.26
872.41	614.2	3973.55
872.51	614.1	3877.65
872.61	614	3930.6
872.71	613.9	3987.36
872.81	613.8	3994.42
872.91	613.7	3941.75
873.01	613.6	3888.94
873.11	613.5	3982.57
873.21	613.4	3869.78
873.31	613.3	4021.54
873.41	613.2	3923.62
873.51	613.1	3924.28
873.61	613	4020.57
873.71	612.9	4015.35
873.81	612.8	4166.74
873.91	612.7	4143.88
874.01	612.6	4199.4
874.11	612.5	4059.68
874.21	612.4	4186.84
874.31	612.3	4058.44
874.41	612.2	4010.2
874.51	612.1	4217.77
874.61	612	4158.82
874.71	611.9	4185.12
874.81	611.8	4124.94
874.91	611.7	4021.91
875.01	611.6	4106.43
875.11	611.5	4163.52
875.21	611.4	4150.29
875.31	611.3	4216.68
875.41	611.2	4314.26
875.51	611.1	4232.63
875.61	611	4200.81
875.71	610.9	4154.58
875.81	610.8	4275.67
875.91	610.7	4344.95
876.01	610.6	4382.13
876.11	610.5	4264.21
876.21	610.4	4273.49
876.31	610.3	4425.17
876.41	610.2	4307.05
876.51	610.1	4264.63
876.61	610	4306.21
876.71	609.9	4391.5
876.81	609.8	4414.08
876.91	609.7	4461.76
877.01	609.6	4460.74
877.11	609.5	4334.43
877.21	609.4	4360.71
877.31	609.3	4586.79
877.41	609.2	4612.98
877.51	609.1	4598.56
877.61	609	4559.84
877.71	608.9	4585.23
877.81	608.8	4450.51
877.91	608.7	4589.4
878.01	608.6	4734.59
878.11	608.5	4720.37
878.21	608.4	4602.56
878.31	608.3	4829.24
878.41	608.2	4779.13
878.51	608.1	4909.52
878.61	608	4941.4
878.71	607.9	5012.09
878.81	607.8	4949.48
878.91	607.7	5086.67
879.01	607.6	5270.36
879.11	607.5	4999.75
879.21	607.4	5267.73
879.31	607.3	5260.42
879.41	607.2	5366.51
879.51	607.1	5409.4
879.61	607	5558.49
879.71	606.9	5573.08
879.81	606.8	5573.37
879.91	606.7	5704.56
880.01	606.6	5798.56
880.11	606.5	5813.55
880.21	606.4	6104.84
880.31	606.3	6250.53
880.41	606.2	6460.42
880.51	606.1	6410.81
880.61	606	6622.91
880.71	605.9	6777.9
880.81	605.8	7018.69
880.91	605.7	7459.19
881.01	605.6	7538.58
881.11	605.5	8000.97
881.21	605.4	8184.67
881.31	605.3	8641.56
881.41	605.2	8963.46
881.51	605.1	9470.25
881.61	605	9615.65
881.71	604.9	10023
881.81	604.8	10433.7
881.91	604.7	10996.7
882.01	604.6	11400.4
882.11	604.5	11634.6
882.21	604.4	12048.6
882.31	604.3	12064.2
882.41	604.2	12385.4
882.51	604.1	12588.4
882.61	604	12897.4
882.71	603.9	12667.4
882.81	603.8	12595.4
882.91	603.7	12397.1
883.01	603.6	12095.4
883.11	603.5	11762.1
883.21	603.4	11186.2
883.31	603.3	10850.3
883.41	603.2	10485
883.51	603.1	10059.3
883.61	603	9588.4
883.71	602.9	9152.1
883.81	602.8	8844
883.91	602.7	8244.8
884.01	602.6	8092.2
884.11	602.5	7613.8
884.21	602.4	7192.6
884.31	602.3	6972.8
884.41	602.2	6783.81
884.51	602.1	6394.01
884.61	602	6158.61
884.71	601.9	6013.11
884.81	601.8	5741.01
884.91	601.7	5715.62
885.01	601.6	5339.22
885.11	601.5	5272.02
885.21	601.4	5156.33
885.31	601.3	5210.73
885.41	601.2	4758.13
885.51	601.1	4667.04
885.61	601	4612.34
885.71	600.9	4617.24
885.81	600.8	4485.55
885.91	600.7	4365.75
886.01	600.6	4299.66
886.11	600.5	4314.96
886.21	600.4	4244.77
886.31	600.3	4363.77
886.41	600.2	4209.98
886.51	600.1	3955.96
886.61	600	4071.79
886.71	599.9	4082.3
886.81	599.8	3863.73
886.91	599.7	3975.76
887.01	599.6	3923.91
887.11	599.5	3912.51
887.21	599.4	3789.05
887.31	599.3	3733.14
887.41	599.2	3679.37
887.51	599.1	3819.67
887.61	599	3659.12
887.71	598.9	3502.4
887.81	598.8	3455.68
887.91	598.7	3536.07
888.01	598.6	3567.62
888.11	598.5	3464.04
888.21	598.4	3370.81
888.31	598.3	3427.5
888.41	598.2	3453.36
888.51	598.1	3466.66
888.61	598	3467.84
888.71	597.9	3418.81
888.81	597.8	3483.62
888.91	597.7	3441.84
889.01	597.6	3423.3
889.11	597.5	3321.32
889.21	597.4	3445.76
889.31	597.3	3350.25
889.41	597.2	3433.24
889.51	597.1	3322.57
889.61	597	3275.4
889.71	596.9	3360.25
889.81	596.8	3422.57
889.91	596.7	3304.49
890.01	596.6	3181.08
890.11	596.5	3272.44
890.21	596.4	3240.65
890.31	596.3	3243.19
890.41	596.2	3330.07
890.51	596.1	3227.45
890.61	596	3268.57
890.71	595.9	3430.01
890.81	595.8	3301.54
890.91	595.7	3119.36
891.01	595.6	3081.58
891.11	595.5	3225.81
891.21	595.4	3053.5
891.31	595.3	3239.51
891.41	595.2	3175
891.51	595.1	3299.32
891.61	595	3096.69
891.71	594.9	3154.29
891.81	594.8	3299.53
891.91	594.7	3178.74
892.01	594.6	3082.59
892.11	594.5	3121.38
892.21	594.4	3130.43
892.31	594.3	3058.26
892.41	594.2	3084.78
892.51	594.1	3071.28
892.61	594	3251.94
892.71	593.9	3249.69
892.81	593.8	3320.14
892.91	593.7	3117.81
893.01	593.6	3012.59
893.11	593.5	3046.29
893.21	593.4	3105.91
893.31	593.3	3174.47
893.41	593.2	3144.43
893.51	593.1	3153.58
893.61	593	3136.36
893.71	592.9	3115.39
893.81	592.8	3022.43
893.91	592.7	3137.86
894.01	592.6	3124.13
894.11	592.5	3072.86
894.21	592.4	3063.63
894.31	592.3	3186.57
894.41	592.2	3198.28
894.51	592.1	3187.55
894.61	592	3104.81
894.71	591.9	3127.66
894.81	591.8	3280.04
894.91	591.7	3061.03
895.01	591.6	3144.37
895.11	591.5	3018.92
895.21	591.4	3196.05
895.31	591.3	3289.19
895.41	591.2	3212.44
895.51	591.1	3155.75
895.61	591	3160.19
895.71	590.9	3082.91
895.81	590.8	3175.87
895.91	590.7	3144.37
896.01	590.6	3139.07
896.11	590.5	3160.31
896.21	590.4	3123.78
896.31	590.3	3081.83
896.41	590.2	3107.43
896.51	590.1	3084.98
896.61	590	3127.98
896.71	589.9	3124.09
896.81	589.8	3232.48
896.91	589.7	3175.83
897.01	589.6	3085.51
897.11	589.5	3185.18
897.21	589.4	3072.36
897.31	589.3	3117.17
897.41	589.2	3167.7
897.51	589.1	3178.82
897.61	589	3188.95
897.71	588.9	3128.08
897.81	588.8	2975.06
897.91	588.7	3066.37
898.01	588.6	3086.17
898.11	588.5	3048.24
898.21	588.4	3090.12
898.31	588.3	3043.9
898.41	588.2	3095.34
898.51	588.1	3057.58
898.61	588	3166.85
898.71	587.9	3137.05
898.81	587.8	3052.39
898.91	587.7	3144.08
899.01	587.6	3095.04
899.11	587.5	2959.56
899.21	587.4	2980.6
899.31	587.3	3094.29
899.41	587.2	3136.06
899.51	587.1	3091.17
899.61	587	3002.09
899.71	586.9	3078.48
