c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he arm22.vms
AgMNN
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_AgMNN	BE_AgMNN	CPS_AgMNN
364.31	1122.3	5045.01
364.41	1122.2	4998.85
364.51	1122.1	5102.86
364.61	1122	5048.76
364.71	1121.9	5013.66
364.81	1121.8	4937.1
364.91	1121.7	4957.06
365.01	1121.6	4962.97
365.11	1121.5	4943.41
365.21	1121.4	4805.47
365.31	1121.3	4865.49
365.41	1121.2	4816.1
365.51	1121.1	4779.31
365.61	1121	4823.53
365.71	1120.9	4727.36
365.81	1120.8	4767.61
365.91	1120.7	4690.59
366.01	1120.6	4628.74
366.11	1120.5	4704.96
366.21	1120.4	4695
366.31	1120.3	4702.76
366.41	1120.2	4677.25
366.51	1120.1	4655.31
366.61	1120	4555.98
366.71	1119.9	4577.93
366.81	1119.8	4506.88
366.91	1119.7	4613.04
367.01	1119.6	4583.19
367.11	1119.5	4568.47
367.21	1119.4	4667.16
367.31	1119.3	4641.3
367.41	1119.2	4630.07
367.51	1119.1	4579.95
367.61	1119	4512.43
367.71	1118.9	4499.32
367.81	1118.8	4565.24
367.91	1118.7	4563.3
368.01	1118.6	4486.9
368.11	1118.5	4548.22
368.21	1118.4	4650.18
368.31	1118.3	4501.17
368.41	1118.2	4524.3
368.51	1118.1	4538.62
368.61	1118	4514.89
368.71	1117.9	4567.68
368.81	1117.8	4461.38
368.91	1117.7	4493.75
369.01	1117.6	4451.21
369.11	1117.5	4492.48
369.21	1117.4	4420.57
369.31	1117.3	4476.81
369.41	1117.2	4469.78
369.51	1117.1	4424.37
369.61	1117	4494.95
369.71	1116.9	4555.1
369.81	1116.8	4485.98
369.91	1116.7	4467.59
370.01	1116.6	4341.37
370.11	1116.5	4349.65
370.21	1116.4	4370.71
370.31	1116.3	4437.22
370.41	1116.2	4489.59
370.51	1116.1	4444.7
370.61	1116	4405.17
370.71	1115.9	4383.04
370.81	1115.8	4448.64
370.91	1115.7	4431.11
371.01	1115.6	4486.18
371.11	1115.5	4388
371.21	1115.4	4409.12
371.31	1115.3	4386.9
371.41	1115.2	4428.26
371.51	1115.1	4500.58
371.61	1115	4448.38
371.71	1114.9	4489.09
371.81	1114.8	4390.2
371.91	1114.7	4468.89
372.01	1114.6	4453.18
372.11	1114.5	4393
372.21	1114.4	4396.77
372.31	1114.3	4332.79
372.41	1114.2	4274.12
372.51	1114.1	4382.52
372.61	1114	4404.16
372.71	1113.9	4387.28
372.81	1113.8	4395.7
372.91	1113.7	4420.74
373.01	1113.6	4312
373.11	1113.5	4370.98
373.21	1113.4	4377.65
373.31	1113.3	4309.19
373.41	1113.2	4318.76
373.51	1113.1	4364.81
373.61	1113	4440.02
373.71	1112.9	4360.88
373.81	1112.8	4293.92
373.91	1112.7	4310.28
374.01	1112.6	4332.35
374.11	1112.5	4406.43
374.21	1112.4	4279.09
374.31	1112.3	4327.71
374.41	1112.2	4287.76
374.51	1112.1	4418.7
374.61	1112	4397.79
374.71	1111.9	4405.56
374.81	1111.8	4306.1
374.91	1111.7	4369.62
375.01	1111.6	4409.03
375.11	1111.5	4321.5
375.21	1111.4	4373.64
375.31	1111.3	4365.19
375.41	1111.2	4336.25
375.51	1111.1	4327.79
375.61	1111	4225.64
375.71	1110.9	4294.3
375.81	1110.8	4379.32
375.91	1110.7	4315.28
376.01	1110.6	4383.32
376.11	1110.5	4227.13
376.21	1110.4	4255.52
376.31	1110.3	4262.08
376.41	1110.2	4325.21
376.51	1110.1	4293.49
376.61	1110	4299.92
376.71	1109.9	4304.52
376.81	1109.8	4323.1
376.91	1109.7	4357.75
377.01	1109.6	4319.35
377.11	1109.5	4291
377.21	1109.4	4369.56
377.31	1109.3	4358.57
377.41	1109.2	4384.28
377.51	1109.1	4364.52
377.61	1109	4398
377.71	1108.9	4404.87
377.81	1108.8	4391.03
377.91	1108.7	4279.8
378.01	1108.6	4235.46
378.11	1108.5	4282.39
378.21	1108.4	4243.24
378.31	1108.3	4306.91
378.41	1108.2	4265.83
378.51	1108.1	4301.54
378.61	1108	4270.4
378.71	1107.9	4269.79
378.81	1107.8	4398.46
378.91	1107.7	4388.14
379.01	1107.6	4315.22
379.11	1107.5	4239.99
379.21	1107.4	4326.7
379.31	1107.3	4429.09
379.41	1107.2	4338.08
379.51	1107.1	4451.43
379.61	1107	4477.9
379.71	1106.9	4285.34
379.81	1106.8	4320.18
379.91	1106.7	4278.23
380.01	1106.6	4316.09
380.11	1106.5	4410.39
380.21	1106.4	4314.68
380.31	1106.3	4408.62
380.41	1106.2	4393.01
380.51	1106.1	4238.98
380.61	1106	4311.42
380.71	1105.9	4329.88
380.81	1105.8	4272.61
380.91	1105.7	4324.72
381.01	1105.6	4218.21
381.11	1105.5	4290.68
381.21	1105.4	4318.35
381.31	1105.3	4267.58
381.41	1105.2	4339.78
381.51	1105.1	4402.08
381.61	1105	4402.28
381.71	1104.9	4294.02
381.81	1104.8	4265.32
381.91	1104.7	4304.24
382.01	1104.6	4295.27
382.11	1104.5	4358.8
382.21	1104.4	4350.76
382.31	1104.3	4365.13
382.41	1104.2	4296.8
382.51	1104.1	4258.42
382.61	1104	4342.24
382.71	1103.9	4408.85
382.81	1103.8	4385.91
382.91	1103.7	4330.43
383.01	1103.6	4448.85
383.11	1103.5	4447.45
383.21	1103.4	4369.63
383.31	1103.3	4338.78
383.41	1103.2	4385.68
383.51	1103.1	4436.11
383.61	1103	4374.29
383.71	1102.9	4354.85
383.81	1102.8	4416.09
383.91	1102.7	4418.59
384.01	1102.6	4348.9
384.11	1102.5	4318.71
384.21	1102.4	4373.73
384.31	1102.3	4315.57
384.41	1102.2	4331.25
384.51	1102.1	4271.78
384.61	1102	4273.53
384.71	1101.9	4373.8
384.81	1101.8	4365.24
384.91	1101.7	4283.65
385.01	1101.6	4255.42
385.11	1101.5	4341.64
385.21	1101.4	4365.78
385.31	1101.3	4419.6
385.41	1101.2	4356.84
385.51	1101.1	4358.67
385.61	1101	4353.01
385.71	1100.9	4342.57
385.81	1100.8	4318.83
385.91	1100.7	4339.32
386.01	1100.6	4408.92
386.11	1100.5	4345.8
386.21	1100.4	4308.67
386.31	1100.3	4328.25
386.41	1100.2	4424.6
386.51	1100.1	4382
386.61	1100	4353.75
