c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he arm22.vms
Pr:Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.7
KE_Pr:Ag3p	BE_Pr:Ag3p	CPS_Pr:Ag3p
792.31	694.3	2521.86
792.41	694.2	2531.61
792.51	694.1	2609.87
792.61	694	2575.47
792.71	693.9	2570.29
792.81	693.8	2598.08
792.91	693.7	2609.42
793.01	693.6	2608.5
793.11	693.5	2517.47
793.21	693.4	2578.55
793.31	693.3	2552.52
793.41	693.2	2527.74
793.51	693.1	2519.34
793.61	693	2553.94
793.71	692.9	2625.54
793.81	692.8	2604.36
793.91	692.7	2572.29
794.01	692.6	2589.26
794.11	692.5	2605.11
794.21	692.4	2516.41
794.31	692.3	2562.94
794.41	692.2	2574.42
794.51	692.1	2554.28
794.61	692	2560.58
794.71	691.9	2578.25
794.81	691.8	2597.66
794.91	691.7	2594.03
795.01	691.6	2619.44
795.11	691.5	2541
795.21	691.4	2563.78
795.31	691.3	2630.9
795.41	691.2	2582.42
795.51	691.1	2612.64
795.61	691	2607.05
795.71	690.9	2616.57
795.81	690.8	2618.24
795.91	690.7	2568.99
796.01	690.6	2593.06
796.11	690.5	2549.51
796.21	690.4	2581.07
796.31	690.3	2613.92
796.41	690.2	2559.18
796.51	690.1	2571.44
796.61	690	2574.81
796.71	689.9	2603.77
796.81	689.8	2601.52
796.91	689.7	2609.29
797.01	689.6	2588.37
797.11	689.5	2584.7
797.21	689.4	2585.63
797.31	689.3	2636.59
797.41	689.2	2585.44
797.51	689.1	2535.81
797.61	689	2492.59
797.71	688.9	2493.04
797.81	688.8	2616.66
797.91	688.7	2549.44
798.01	688.6	2564.66
798.11	688.5	2601.74
798.21	688.4	2583.88
798.31	688.3	2516.18
798.41	688.2	2614.44
798.51	688.1	2696.54
798.61	688	2612.99
798.71	687.9	2631.95
798.81	687.8	2675.06
798.91	687.7	2600.54
799.01	687.6	2555.98
799.11	687.5	2587.24
799.21	687.4	2582.01
799.31	687.3	2606.45
799.41	687.2	2584.41
799.51	687.1	2552.52
799.61	687	2551.33
799.71	686.9	2582.59
799.81	686.8	2624.29
799.91	686.7	2657.1
800.01	686.6	2545.87
800.11	686.5	2623.68
800.21	686.4	2644.6
800.31	686.3	2560.79
800.41	686.2	2610.19
800.51	686.1	2569.07
800.61	686	2493.44
800.71	685.9	2579.84
800.81	685.8	2671.5
800.91	685.7	2630.42
801.01	685.6	2596.49
801.11	685.5	2553.67
801.21	685.4	2649.59
801.31	685.3	2620.59
801.41	685.2	2612.32
801.51	685.1	2698.39
801.61	685	2559.75
801.71	684.9	2603.34
801.81	684.8	2641.63
801.91	684.7	2568.03
802.01	684.6	2594.13
802.11	684.5	2655.02
802.21	684.4	2628.9
802.31	684.3	2634.11
802.41	684.2	2528.14
802.51	684.1	2528.02
802.61	684	2624.35
802.71	683.9	2612.08
802.81	683.8	2527.37
802.91	683.7	2535.1
803.01	683.6	2588.73
803.11	683.5	2558.68
803.21	683.4	2638.56
803.31	683.3	2629.63
803.41	683.2	2623.14
803.51	683.1	2621.64
803.61	683	2666.23
803.71	682.9	2621.59
803.81	682.8	2638.32
803.91	682.7	2713.83
804.01	682.6	2676.38
804.11	682.5	2654.37
804.21	682.4	2601.69
804.31	682.3	2637.6
804.41	682.2	2603.93
804.51	682.1	2627.55
804.61	682	2538.09
804.71	681.9	2607.6
804.81	681.8	2634.62
804.91	681.7	2664.84
805.01	681.6	2613.45
805.11	681.5	2579.37
805.21	681.4	2572.39
805.31	681.3	2601.72
805.41	681.2	2584.11
805.51	681.1	2655.36
805.61	681	2653.01
805.71	680.9	2655.7
805.81	680.8	2607.14
805.91	680.7	2588.23
806.01	680.6	2602.67
806.11	680.5	2680.76
806.21	680.4	2645.64
806.31	680.3	2590.74
806.41	680.2	2663.39
806.51	680.1	2657.53
806.61	680	2611.14
806.71	679.9	2637.31
806.81	679.8	2665.04
806.91	679.7	2622.29
807.01	679.6	2702.12
807.11	679.5	2575.52
807.21	679.4	2600.98
807.31	679.3	2654.78
807.41	679.2	2650.73
807.51	679.1	2668.38
807.61	679	2653.63
807.71	678.9	2624.28
807.81	678.8	2649.34
807.91	678.7	2620.39
808.01	678.6	2663.49
808.11	678.5	2668.07
808.21	678.4	2651.01
808.31	678.3	2601.85
808.41	678.2	2623.35
808.51	678.1	2667.85
808.61	678	2691.54
808.71	677.9	2668.41
808.81	677.8	2645.02
808.91	677.7	2637.64
809.01	677.6	2648.51
809.11	677.5	2670.08
809.21	677.4	2680.29
809.31	677.3	2641.2
809.41	677.2	2652.73
809.51	677.1	2625.42
809.61	677	2630.73
809.71	676.9	2601.49
809.81	676.8	2634.33
809.91	676.7	2661.01
810.01	676.6	2645.92
810.11	676.5	2629.35
810.21	676.4	2647.07
810.31	676.3	2628.6
810.41	676.2	2627.14
810.51	676.1	2657.23
810.61	676	2621.06
810.71	675.9	2651.67
810.81	675.8	2692.36
810.91	675.7	2660.89
811.01	675.6	2603.2
811.11	675.5	2643.85
811.21	675.4	2724.72
811.31	675.3	2602.33
811.41	675.2	2588.68
811.51	675.1	2611.4
811.61	675	2699.38
811.71	674.9	2696.39
811.81	674.8	2769.55
811.91	674.7	2742.76
812.01	674.6	2720.92
812.11	674.5	2691.64
812.21	674.4	2707.8
812.31	674.3	2649.37
812.41	674.2	2779.13
812.51	674.1	2700.25
812.61	674	2646.64
812.71	673.9	2732.65
812.81	673.8	2667.07
812.91	673.7	2597.2
813.01	673.6	2681.8
813.11	673.5	2770.93
813.21	673.4	2685.98
813.31	673.3	2705.73
813.41	673.2	2701.45
813.51	673.1	2623.61
813.61	673	2615.33
813.71	672.9	2670.64
813.81	672.8	2697.72
813.91	672.7	2684.44
814.01	672.6	2663.41
814.11	672.5	2698.91
814.21	672.4	2666.25
814.31	672.3	2677.6
814.41	672.2	2664.02
814.51	672.1	2658.47
814.61	672	2751
814.71	671.9	2664.68
814.81	671.8	2683.88
814.91	671.7	2686.07
815.01	671.6	2708.23
815.11	671.5	2749.8
815.21	671.4	2725.14
815.31	671.3	2714.56
815.41	671.2	2717.16
815.51	671.1	2689.51
815.61	671	2655.63
815.71	670.9	2628.45
815.81	670.8	2710.94
815.91	670.7	2690.51
816.01	670.6	2682.74
816.11	670.5	2711.9
816.21	670.4	2617.87
816.31	670.3	2750.43
816.41	670.2	2711.59
816.51	670.1	2733.89
816.61	670	2771.75
816.71	669.9	2736.47
816.81	669.8	2724.66
816.91	669.7	2747.89
817.01	669.6	2745.67
817.11	669.5	2708.02
817.21	669.4	2703.32
817.31	669.3	2699.4
817.41	669.2	2754.93
817.51	669.1	2745.3
817.61	669	2718.27
817.71	668.9	2787.58
817.81	668.8	2729.73
817.91	668.7	2714.74
818.01	668.6	2710.34
818.11	668.5	2722.71
818.21	668.4	2791.16
818.31	668.3	2740.1
818.41	668.2	2690.4
818.51	668.1	2727.92
818.61	668	2744.82
818.71	667.9	2702.38
818.81	667.8	2679.01
818.91	667.7	2666.46
819.01	667.6	2586.95
819.11	667.5	2640.25
819.21	667.4	2756.59
819.31	667.3	2698.74
819.41	667.2	2670.08
819.51	667.1	2717.64
819.61	667	2709.86
819.71	666.9	2729.76
819.81	666.8	2725.32
819.91	666.7	2692.13
820.01	666.6	2695.25
820.11	666.5	2779.36
820.21	666.4	2691.44
820.31	666.3	2741.67
820.41	666.2	2769.85
820.51	666.1	2712.34
820.61	666	2748.23
820.71	665.9	2759.49
820.81	665.8	2843.79
820.91	665.7	2797.98
821.01	665.6	2736.57
821.11	665.5	2683.76
821.21	665.4	2689.69
821.31	665.3	2703.69
821.41	665.2	2709.24
821.51	665.1	2728.65
821.61	665	2716.21
821.71	664.9	2685.92
821.81	664.8	2708.36
821.91	664.7	2751.88
822.01	664.6	2713.44
822.11	664.5	2797.88
822.21	664.4	2696.29
822.31	664.3	2749.77
822.41	664.2	2658.4
822.51	664.1	2655.84
822.61	664	2701.92
822.71	663.9	2728.62
822.81	663.8	2768.77
822.91	663.7	2694.66
823.01	663.6	2690.54
823.11	663.5	2735.8
823.21	663.4	2771.99
823.31	663.3	2823.47
823.41	663.2	2746.35
823.51	663.1	2783.54
823.61	663	2719.72
823.71	662.9	2752.87
823.81	662.8	2702.98
823.91	662.7	2674.49
824.01	662.6	2747.82
824.11	662.5	2689.49
824.21	662.4	2769.93
824.31	662.3	2763.41
824.41	662.2	2729.26
824.51	662.1	2713.44
824.61	662	2735.22
824.71	661.9	2713.43
824.81	661.8	2777.14
824.91	661.7	2797.46
825.01	661.6	2741.31
825.11	661.5	2813.24
825.21	661.4	2728.12
825.31	661.3	2732.3
825.41	661.2	2699.78
825.51	661.1	2736.77
825.61	661	2794.77
825.71	660.9	2745.14
825.81	660.8	2731.91
825.91	660.7	2701.68
826.01	660.6	2759.38
826.11	660.5	2800.6
826.21	660.4	2780.96
826.31	660.3	2775.29
826.41	660.2	2747.62
826.51	660.1	2688.5
826.61	660	2824.75
826.71	659.9	2826.9
826.81	659.8	2746.19
826.91	659.7	2807.07
827.01	659.6	2708.02
827.11	659.5	2724.83
827.21	659.4	2829.09
827.31	659.3	2859.19
827.41	659.2	2779.29
827.51	659.1	2786.55
827.61	659	2751.8
827.71	658.9	2728.68
827.81	658.8	2825.6
827.91	658.7	2781.81
828.01	658.6	2747.66
828.11	658.5	2866.24
828.21	658.4	2843.49
828.31	658.3	2843.15
828.41	658.2	2779.25
828.51	658.1	2859.21
828.61	658	2868.79
828.71	657.9	2783.49
828.81	657.8	2814.22
828.91	657.7	2787.95
829.01	657.6	2822.57
829.11	657.5	2804.41
829.21	657.4	2754.03
829.31	657.3	2686.91
829.41	657.2	2829.9
829.51	657.1	2816.34
829.61	657	2847.14
829.71	656.9	2845.46
829.81	656.8	2845.56
829.91	656.7	2800.26
830.01	656.6	2848.58
830.11	656.5	2829.53
830.21	656.4	2823.67
830.31	656.3	2773.14
830.41	656.2	2798.57
830.51	656.1	2842.67
830.61	656	2828.99
830.71	655.9	2825.17
830.81	655.8	2826.97
830.91	655.7	2870.07
831.01	655.6	2829.73
831.11	655.5	2836.49
831.21	655.4	2830.26
831.31	655.3	2824.65
831.41	655.2	2856.12
831.51	655.1	2796.89
831.61	655	2804.39
831.71	654.9	2836.38
831.81	654.8	2883.59
831.91	654.7	2819.68
832.01	654.6	2821.78
832.11	654.5	2757.21
832.21	654.4	2829.05
832.31	654.3	2812.56
832.41	654.2	2828.99
832.51	654.1	2840.23
832.61	654	2885.18
832.71	653.9	2868.54
832.81	653.8	2800.45
832.91	653.7	2825.88
833.01	653.6	2771.68
833.11	653.5	2806.66
833.21	653.4	2869.5
833.31	653.3	2863.89
833.41	653.2	2895.88
833.51	653.1	2875.49
833.61	653	2818.03
833.71	652.9	2866.53
833.81	652.8	2854.33
833.91	652.7	2828.35
834.01	652.6	2809.63
834.11	652.5	2797.62
834.21	652.4	2817.23
834.31	652.3	2800.95
834.41	652.2	2813.98
834.51	652.1	2850
834.61	652	2805.9
834.71	651.9	2831.22
834.81	651.8	2801.28
834.91	651.7	2864.85
835.01	651.6	2834.76
835.11	651.5	2834.74
835.21	651.4	2802.95
835.31	651.3	2829.12
835.41	651.2	2824.62
835.51	651.1	2792.45
835.61	651	2865.47
835.71	650.9	2872.82
835.81	650.8	2791.47
835.91	650.7	2774.34
836.01	650.6	2778.69
836.11	650.5	2809.41
836.21	650.4	2769.95
836.31	650.3	2889.56
836.41	650.2	2869.65
836.51	650.1	2820.15
836.61	650	2863.91
836.71	649.9	2847.3
836.81	649.8	2794.13
836.91	649.7	2881.4
837.01	649.6	2872.86
837.11	649.5	2804.1
837.21	649.4	2827.31
837.31	649.3	2864.17
837.41	649.2	2886.86
837.51	649.1	2905.98
837.61	649	2911.19
837.71	648.9	2913.53
837.81	648.8	2775.36
837.91	648.7	2867.2
838.01	648.6	2871.84
838.11	648.5	2846.12
838.21	648.4	2814.91
838.31	648.3	2869.78
838.41	648.2	2906.09
838.51	648.1	2856.95
838.61	648	2787.78
838.71	647.9	2815.28
838.81	647.8	2931.33
838.91	647.7	2926.12
839.01	647.6	2866.95
839.11	647.5	2808.22
839.21	647.4	2869.35
839.31	647.3	2893.33
839.41	647.2	2825.38
839.51	647.1	2909.13
839.61	647	2972.03
839.71	646.9	2916.68
839.81	646.8	2967.91
839.91	646.7	2852.96
840.01	646.6	2803.42
840.11	646.5	2817.99
840.21	646.4	2822.3
840.31	646.3	2835.38
840.41	646.2	2838.54
840.51	646.1	2862.07
840.61	646	2832.57
840.71	645.9	2955.51
840.81	645.8	2895.3
840.91	645.7	2942.42
841.01	645.6	2883.32
841.11	645.5	2837.81
841.21	645.4	2820.34
841.31	645.3	2895.95
841.41	645.2	2862.51
841.51	645.1	2798.19
841.61	645	2832.87
841.71	644.9	2881.99
841.81	644.8	2881.52
841.91	644.7	2909.71
842.01	644.6	2954.8
842.11	644.5	2827.29
842.21	644.4	2860.19
842.31	644.3	2845.9
842.41	644.2	2861.17
842.51	644.1	2875.14
842.61	644	2829.26
842.71	643.9	2899.35
842.81	643.8	2864.8
842.91	643.7	2912.66
843.01	643.6	2870.41
843.11	643.5	2869.16
843.21	643.4	2901.35
843.31	643.3	2854.84
843.41	643.2	2832.63
843.51	643.1	2896.16
843.61	643	2910.31
843.71	642.9	2932.36
843.81	642.8	3003.55
843.91	642.7	2917.49
844.01	642.6	2881.31
844.11	642.5	2864.69
844.21	642.4	2917.29
844.31	642.3	2939.89
844.41	642.2	2883.89
844.51	642.1	2923.53
844.61	642	2867.54
844.71	641.9	2882.54
844.81	641.8	2946.33
844.91	641.7	2948.93
845.01	641.6	2814.93
845.11	641.5	2839.64
845.21	641.4	2924.17
845.31	641.3	2938.58
845.41	641.2	2980.29
845.51	641.1	2933.85
845.61	641	2921.12
845.71	640.9	2963.75
845.81	640.8	2885.65
845.91	640.7	2938.32
846.01	640.6	2917.25
846.11	640.5	2922.7
846.21	640.4	2933.85
846.31	640.3	2920.86
846.41	640.2	2911.08
846.51	640.1	3018.27
846.61	640	2929.2
846.71	639.9	2904.24
846.81	639.8	2900.36
846.91	639.7	2972.62
847.01	639.6	2940.59
847.11	639.5	2919.41
847.21	639.4	2959.71
847.31	639.3	2953.45
847.41	639.2	3026.31
847.51	639.1	2867.87
847.61	639	2891.83
847.71	638.9	2937.32
847.81	638.8	2905.1
847.91	638.7	2866.4
848.01	638.6	2987.18
848.11	638.5	2964.29
848.21	638.4	2932.77
848.31	638.3	2896.37
848.41	638.2	2923.41
848.51	638.1	2910.56
848.61	638	2895.15
848.71	637.9	2899.97
848.81	637.8	2925.01
848.91	637.7	2913.34
849.01	637.6	2974.42
849.11	637.5	2959.68
849.21	637.4	2952.57
849.31	637.3	2948.57
849.41	637.2	2906.98
849.51	637.1	2914.94
849.61	637	3017.57
849.71	636.9	2928.72
849.81	636.8	2941.46
849.91	636.7	3004.13
850.01	636.6	2974.24
850.11	636.5	2946.31
850.21	636.4	2898.53
850.31	636.3	2988.87
850.41	636.2	2920.01
850.51	636.1	3006.68
850.61	636	2962.31
850.71	635.9	3000.49
850.81	635.8	2966.42
850.91	635.7	2961.12
851.01	635.6	2923.23
851.11	635.5	3004.71
851.21	635.4	3072.3
851.31	635.3	2980.71
851.41	635.2	2988.89
851.51	635.1	3000.55
851.61	635	3040.11
851.71	634.9	3053.7
851.81	634.8	3052.73
851.91	634.7	3054.25
852.01	634.6	3104.99
852.11	634.5	3084.43
852.21	634.4	3036.28
852.31	634.3	2966.98
852.41	634.2	2932.9
852.51	634.1	3040.12
852.61	634	2983.71
852.71	633.9	2969.82
852.81	633.8	2985.33
852.91	633.7	2987.03
853.01	633.6	2918.84
853.11	633.5	2949.14
853.21	633.4	3017.54
853.31	633.3	3053.76
853.41	633.2	3101.35
853.51	633.1	3015.53
853.61	633	2966.86
853.71	632.9	3034.82
853.81	632.8	3061.85
853.91	632.7	3065.55
854.01	632.6	3055.8
854.11	632.5	2990.94
854.21	632.4	2992.42
854.31	632.3	3071.93
854.41	632.2	3076.63
854.51	632.1	3062.37
854.61	632	3094.88
854.71	631.9	3022.24
854.81	631.8	3001.35
854.91	631.7	3093.6
855.01	631.6	3144.74
855.11	631.5	3089.22
855.21	631.4	3070.36
855.31	631.3	3053.87
855.41	631.2	3103.16
855.51	631.1	3061.56
855.61	631	3082.15
855.71	630.9	3150.29
855.81	630.8	3159.06
855.91	630.7	3163.39
856.01	630.6	3163.86
856.11	630.5	3134.78
856.21	630.4	3200.47
856.31	630.3	3138.06
856.41	630.2	3085.61
856.51	630.1	3090.12
856.61	630	3164
856.71	629.9	3187.99
856.81	629.8	3160.06
856.91	629.7	3170.71
857.01	629.6	3081.56
857.11	629.5	3126.81
857.21	629.4	3106.13
857.31	629.3	3110.86
857.41	629.2	3143.52
857.51	629.1	3200.44
857.61	629	3162.65
857.71	628.9	3166.23
857.81	628.8	3196.52
857.91	628.7	3182.55
858.01	628.6	3164.65
858.11	628.5	3159.08
858.21	628.4	3174.7
858.31	628.3	3129.03
858.41	628.2	3169.24
858.51	628.1	3166.75
858.61	628	3184.88
858.71	627.9	3190.5
858.81	627.8	3208.64
858.91	627.7	3122.3
859.01	627.6	3188.88
859.11	627.5	3150.64
859.21	627.4	3196.34
859.31	627.3	3164.69
859.41	627.2	3224.09
859.51	627.1	3168.12
859.61	627	3182.66
859.71	626.9	3174.94
859.81	626.8	3212.34
859.91	626.7	3185.81
860.01	626.6	3179.35
860.11	626.5	3197.71
860.21	626.4	3104.18
860.31	626.3	3176.54
860.41	626.2	3214.52
860.51	626.1	3239.62
860.61	626	3238.16
860.71	625.9	3208.49
860.81	625.8	3220.43
860.91	625.7	3279.75
861.01	625.6	3191.07
861.11	625.5	3278.73
861.21	625.4	3274.42
861.31	625.3	3246.96
861.41	625.2	3274.5
861.51	625.1	3220.89
861.61	625	3259.32
861.71	624.9	3199.35
861.81	624.8	3212.41
861.91	624.7	3299.24
862.01	624.6	3273.56
862.11	624.5	3167.99
862.21	624.4	3214.68
862.31	624.3	3177.63
862.41	624.2	3189.65
862.51	624.1	3114.9
862.61	624	3060.51
862.71	623.9	3101.09
862.81	623.8	3105.33
862.91	623.7	3119.72
863.01	623.6	3046.3
863.11	623.5	3027.28
863.21	623.4	3030.42
863.31	623.3	3048.21
863.41	623.2	3092.42
863.51	623.1	3081.77
863.61	623	3058.68
863.71	622.9	2958.41
863.81	622.8	2988.02
863.91	622.7	2999.26
864.01	622.6	2981.87
864.11	622.5	2983.45
864.21	622.4	3029.25
864.31	622.3	2907.6
864.41	622.2	2899.44
864.51	622.1	2955.49
864.61	622	3010.96
864.71	621.9	3043.57
864.81	621.8	2988.55
864.91	621.7	2946.01
865.01	621.6	2981.81
865.11	621.5	2994.79
865.21	621.4	2995.7
865.31	621.3	2972.38
865.41	621.2	2934.37
865.51	621.1	2900.16
865.61	621	2979.14
865.71	620.9	2978.23
865.81	620.8	2986.1
865.91	620.7	2983.68
866.01	620.6	2960.88
866.11	620.5	2952.64
866.21	620.4	2932.73
866.31	620.3	2959.67
866.41	620.2	2918.73
866.51	620.1	2989.3
866.61	620	2916.17
866.71	619.9	2943.41
866.81	619.8	2986.13
866.91	619.7	2932.22
867.01	619.6	2950.2
867.11	619.5	2929.1
867.21	619.4	2990.49
867.31	619.3	2924.58
867.41	619.2	2908.41
867.51	619.1	2943.69
867.61	619	2981.41
867.71	618.9	2992.13
867.81	618.8	2835.18
867.91	618.7	2970.08
868.01	618.6	2883.73
868.11	618.5	2930.78
868.21	618.4	2917.72
868.31	618.3	2907.37
868.41	618.2	2925.42
868.51	618.1	2945.06
868.61	618	2932.15
868.71	617.9	2969.17
868.81	617.8	2949
868.91	617.7	2969.64
869.01	617.6	2860.77
869.11	617.5	2902.15
869.21	617.4	2898.42
869.31	617.3	2886.62
869.41	617.2	2890.04
869.51	617.1	2887.76
869.61	617	2867.29
869.71	616.9	2913.16
869.81	616.8	2844.51
869.91	616.7	2826.07
870.01	616.6	2841.42
870.11	616.5	2911.29
870.21	616.4	2940.71
870.31	616.3	2921.57
870.41	616.2	2933.88
870.51	616.1	2873.34
870.61	616	2892.65
870.71	615.9	2868.36
870.81	615.8	2877.23
870.91	615.7	2956.61
871.01	615.6	2890.55
871.11	615.5	2816.82
871.21	615.4	2790.76
871.31	615.3	2949.32
871.41	615.2	2978.85
871.51	615.1	2897.12
871.61	615	2856.99
871.71	614.9	2868.92
871.81	614.8	2822.08
871.91	614.7	2902.02
872.01	614.6	2837.4
872.11	614.5	2918.15
872.21	614.4	2930.24
872.31	614.3	2877.14
872.41	614.2	2906.85
872.51	614.1	2861.38
872.61	614	2934.54
872.71	613.9	2834.18
872.81	613.8	2856.56
872.91	613.7	2891.2
873.01	613.6	2894.39
873.11	613.5	2951.63
873.21	613.4	3015.34
873.31	613.3	2995.53
873.41	613.2	2940.47
873.51	613.1	2857.81
873.61	613	2926.64
873.71	612.9	2940.24
873.81	612.8	2947.73
873.91	612.7	2953.59
874.01	612.6	2867.01
874.11	612.5	2939.24
874.21	612.4	3003.58
874.31	612.3	2906.74
874.41	612.2	2900.34
874.51	612.1	2917.64
874.61	612	2953.72
874.71	611.9	2957.25
874.81	611.8	2960.63
874.91	611.7	2890.86
875.01	611.6	2960.01
875.11	611.5	2958.39
875.21	611.4	2976.81
875.31	611.3	2951.96
875.41	611.2	2912.49
875.51	611.1	2958.05
875.61	611	2943.65
875.71	610.9	2995.25
875.81	610.8	3051.63
875.91	610.7	2975.78
876.01	610.6	3023.23
876.11	610.5	3117.24
876.21	610.4	3041.58
876.31	610.3	2972.18
876.41	610.2	3078.08
876.51	610.1	3062.56
876.61	610	3007.2
876.71	609.9	3065.39
876.81	609.8	3083.21
876.91	609.7	3078.22
877.01	609.6	3122.59
877.11	609.5	3146.52
877.21	609.4	3185.64
877.31	609.3	3142.39
877.41	609.2	3189.62
877.51	609.1	3129.25
877.61	609	3223.22
877.71	608.9	3213.37
877.81	608.8	3188.75
877.91	608.7	3194.23
878.01	608.6	3236.13
878.11	608.5	3272.54
878.21	608.4	3317.43
878.31	608.3	3304.62
878.41	608.2	3303
878.51	608.1	3343.26
878.61	608	3335.78
878.71	607.9	3328.05
878.81	607.8	3387.53
878.91	607.7	3495.46
879.01	607.6	3554.24
879.11	607.5	3517.58
879.21	607.4	3609.69
879.31	607.3	3591.59
879.41	607.2	3645.41
879.51	607.1	3685.78
879.61	607	3677.67
879.71	606.9	3753.38
879.81	606.8	3842.68
879.91	606.7	3878.01
880.01	606.6	4020.16
880.11	606.5	4097.13
880.21	606.4	4059.69
880.31	606.3	4164.21
880.41	606.2	4214.47
880.51	606.1	4312.51
880.61	606	4426.96
880.71	605.9	4518.55
880.81	605.8	4632.52
880.91	605.7	4804.59
881.01	605.6	4956.85
881.11	605.5	5068.63
881.21	605.4	5238.56
881.31	605.3	5379.49
881.41	605.2	5633.38
881.51	605.1	5822.42
881.61	605	6041.05
881.71	604.9	6265.53
881.81	604.8	6539.61
881.91	604.7	6828.87
882.01	604.6	6967.42
882.11	604.5	7120.46
882.21	604.4	7317.57
882.31	604.3	7429.76
882.41	604.2	7609.91
882.51	604.1	7640.98
882.61	604	7674.2
882.71	603.9	7718.8
882.81	603.8	7681.61
882.91	603.7	7467.83
883.01	603.6	7418.39
883.11	603.5	7234.31
883.21	603.4	6986.76
883.31	603.3	6798.68
883.41	603.2	6554.05
883.51	603.1	6205.87
883.61	603	5945.13
883.71	602.9	5750.39
883.81	602.8	5613.61
883.91	602.7	5414.87
884.01	602.6	5131.2
884.11	602.5	4939.38
884.21	602.4	4722.86
884.31	602.3	4526.6
884.41	602.2	4376.38
884.51	602.1	4334.93
884.61	602	4237.38
884.71	601.9	4150.6
884.81	601.8	3910.15
884.91	601.7	3879.41
885.01	601.6	3808.11
885.11	601.5	3734.07
885.21	601.4	3613.73
885.31	601.3	3545.44
885.41	601.2	3559.55
885.51	601.1	3521.51
885.61	601	3368.91
885.71	600.9	3263.35
885.81	600.8	3180.42
885.91	600.7	3169.2
886.01	600.6	3263.35
886.11	600.5	3199.97
886.21	600.4	3118.56
886.31	600.3	3118.6
886.41	600.2	3061.81
886.51	600.1	3089.29
886.61	600	3101.92
886.71	599.9	2954.8
886.81	599.8	2985.65
886.91	599.7	2942.72
887.01	599.6	2983.72
887.11	599.5	2935.16
887.21	599.4	2932.16
887.31	599.3	2985.78
887.41	599.2	2918.78
887.51	599.1	2932.55
887.61	599	2922.88
887.71	598.9	2893.47
887.81	598.8	2809.47
887.91	598.7	2783.17
888.01	598.6	2800.61
888.11	598.5	2818.71
888.21	598.4	2850.45
888.31	598.3	2856.96
888.41	598.2	2754.59
888.51	598.1	2775.43
888.61	598	2823.72
888.71	597.9	2753.42
888.81	597.8	2751.38
888.91	597.7	2762.26
889.01	597.6	2880.26
889.11	597.5	2802.96
889.21	597.4	2758.03
889.31	597.3	2750.43
889.41	597.2	2710.5
889.51	597.1	2683.42
889.61	597	2767.08
889.71	596.9	2726.22
889.81	596.8	2656.99
889.91	596.7	2716.58
890.01	596.6	2723.35
890.11	596.5	2683.57
890.21	596.4	2642.74
890.31	596.3	2673.29
890.41	596.2	2732.73
890.51	596.1	2655.73
890.61	596	2702.31
890.71	595.9	2736.53
890.81	595.8	2750.82
890.91	595.7	2720.36
891.01	595.6	2686.77
891.11	595.5	2674.83
891.21	595.4	2672.01
891.31	595.3	2669.71
891.41	595.2	2709.4
891.51	595.1	2715.03
891.61	595	2732.94
891.71	594.9	2732.64
891.81	594.8	2740.78
891.91	594.7	2703.7
892.01	594.6	2763.58
892.11	594.5	2758.05
892.21	594.4	2667.68
892.31	594.3	2721.48
892.41	594.2	2692.1
892.51	594.1	2663.21
892.61	594	2580.27
892.71	593.9	2631.41
892.81	593.8	2565.11
892.91	593.7	2601.65
893.01	593.6	2592.61
893.11	593.5	2591.3
893.21	593.4	2492.11
893.31	593.3	2486.03
893.41	593.2	2412.09
893.51	593.1	2436.12
893.61	593	2432.74
893.71	592.9	2390.18
893.81	592.8	2396.5
893.91	592.7	2378.6
894.01	592.6	2322
894.11	592.5	2306.07
894.21	592.4	2323.2
894.31	592.3	2233.49
894.41	592.2	2137.56
894.51	592.1	2208.4
894.61	592	2173.8
894.71	591.9	2177.93
894.81	591.8	2160.55
894.91	591.7	2246.32
895.01	591.6	2147.9
895.11	591.5	2187.19
895.21	591.4	2184.03
895.31	591.3	2157.43
895.41	591.2	2098.57
895.51	591.1	2075.11
895.61	591	2075.84
895.71	590.9	2073.09
895.81	590.8	2071.67
895.91	590.7	2088.36
896.01	590.6	2087.17
896.11	590.5	2101.9
896.21	590.4	2055.96
896.31	590.3	2048.17
896.41	590.2	2055.87
896.51	590.1	2030.63
896.61	590	2022.99
896.71	589.9	2022.61
896.81	589.8	2055.19
896.91	589.7	1982.44
897.01	589.6	2061.28
897.11	589.5	2034.08
897.21	589.4	1957.88
897.31	589.3	1923.39
897.41	589.2	1983.56
897.51	589.1	1988.85
897.61	589	1994.13
897.71	588.9	2006.94
897.81	588.8	1986.66
897.91	588.7	2040.28
898.01	588.6	1975.05
898.11	588.5	1880.07
898.21	588.4	1939.13
898.31	588.3	2037.75
898.41	588.2	1963
898.51	588.1	1868.36
898.61	588	1924.94
898.71	587.9	1949.03
898.81	587.8	1913.95
898.91	587.7	1951.45
899.01	587.6	1845.29
899.11	587.5	1893.09
899.21	587.4	1911.52
899.31	587.3	1905.14
899.41	587.2	1874.35
899.51	587.1	1819.86
899.61	587	1814.88
899.71	586.9	1919.31
899.81	586.8	1935.07
899.91	586.7	1937.02
900.01	586.6	1955.82
900.11	586.5	1927.81
900.21	586.4	1866.5
900.31	586.3	1840.49
900.41	586.2	1898.47
900.51	586.1	1869.39
900.61	586	1906.19
900.71	585.9	1833.62
