C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.5
KE_Cu2p	BE_Cu2p	CPS_Cu2p
479.21	1007.4	22375.7
479.31	1007.3	22412.7
479.41	1007.2	22404.8
479.51	1007.1	22441.2
479.61	1007	22484.2
479.71	1006.9	22414.6
479.81	1006.8	22466
479.91	1006.7	22513.7
480.01	1006.6	22508
480.11	1006.5	22457.2
480.21	1006.4	22517.3
480.31	1006.3	22574.5
480.41	1006.2	22521.7
480.51	1006.1	22538.3
480.61	1006	22504.5
480.71	1005.9	22510.3
480.81	1005.8	22509.2
480.91	1005.7	22489.7
481.01	1005.6	22516.4
481.11	1005.5	22589.3
481.21	1005.4	22511.3
481.31	1005.3	22564.9
481.41	1005.2	22515.3
481.51	1005.1	22642.5
481.61	1005	22579.7
481.71	1004.9	22632.2
481.81	1004.8	22653.8
481.91	1004.7	22647.9
482.01	1004.6	22604.4
482.11	1004.5	22641.2
482.21	1004.4	22705.3
482.31	1004.3	22645.8
482.41	1004.2	22694.5
482.51	1004.1	22679.6
482.61	1004	22769.1
482.71	1003.9	22768
482.81	1003.8	22788.8
482.91	1003.7	22711
483.01	1003.6	22605.1
483.11	1003.5	22716.6
483.21	1003.4	22798.6
483.31	1003.3	22767.2
483.41	1003.2	22796.7
483.51	1003.1	22874
483.61	1003	22839.1
483.71	1002.9	22751.6
483.81	1002.8	22708.6
483.91	1002.7	22840.3
484.01	1002.6	22851.8
484.11	1002.5	22855.7
484.21	1002.4	22791.6
484.31	1002.3	22742
484.41	1002.2	22708.2
484.51	1002.1	22855.8
484.61	1002	22880.3
484.71	1001.9	22853.4
484.81	1001.8	22949.9
484.91	1001.7	22832.7
485.01	1001.6	22830.6
485.11	1001.5	22879.1
485.21	1001.4	22947.3
485.31	1001.3	22952.8
485.41	1001.2	22952.3
485.51	1001.1	22955
485.61	1001	22977.4
485.71	1000.9	22966
485.81	1000.8	23022.3
485.91	1000.7	22944.7
486.01	1000.6	22920
486.11	1000.5	23059.2
486.21	1000.4	22996.3
486.31	1000.3	23058.2
486.41	1000.2	23022.8
486.51	1000.1	23038.4
486.61	1000	23021.5
486.71	999.9	23079.1
486.81	999.8	23047.1
486.91	999.7	22954
487.01	999.6	23105.5
487.11	999.5	23118.8
487.21	999.4	23089.2
487.31	999.3	23194.6
487.41	999.2	23200.5
487.51	999.1	23195.9
487.61	999	23126.5
487.71	998.9	23158.3
487.81	998.8	23201.7
487.91	998.7	23157.1
488.01	998.6	23164.5
488.11	998.5	23163.3
488.21	998.4	23122.2
488.31	998.3	23061.8
488.41	998.2	23247.2
488.51	998.1	23373.1
488.61	998	23293.3
488.71	997.9	23195.2
488.81	997.8	23228.5
488.91	997.7	23274.1
489.01	997.6	23264.3
489.11	997.5	23376.2
489.21	997.4	23337.3
489.31	997.3	23166.1
489.41	997.2	23205.3
489.51	997.1	23363.7
489.61	997	23348.8
489.71	996.9	23345.1
489.81	996.8	23312.1
489.91	996.7	23368.6
490.01	996.6	23320.6
490.11	996.5	23293.1
490.21	996.4	23334.8
490.31	996.3	23432.9
490.41	996.2	23487.1
490.51	996.1	23494.3
490.61	996	23503.5
490.71	995.9	23391.2
