C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
489.81	996.8	17216.9
489.91	996.7	17180.6
490.01	996.6	17156.4
490.11	996.5	17097.7
490.21	996.4	17168
490.31	996.3	17213.7
490.41	996.2	17245
490.51	996.1	17253.2
490.61	996	17288
490.71	995.9	17374.4
490.81	995.8	17342.4
490.91	995.7	17329.9
491.01	995.6	17341.2
491.11	995.5	17388.7
491.21	995.4	17384.2
491.31	995.3	17434.4
491.41	995.2	17342.3
491.51	995.1	17355.9
491.61	995	17398.3
491.71	994.9	17404.7
491.81	994.8	17385.2
491.91	994.7	17377
492.01	994.6	17308.9
492.11	994.5	17393.6
492.21	994.4	17470.1
492.31	994.3	17456
492.41	994.2	17466
492.51	994.1	17424.9
492.61	994	17379.6
492.71	993.9	17433.4
492.81	993.8	17372.7
492.91	993.7	17362.4
493.01	993.6	17395.7
493.11	993.5	17422.8
493.21	993.4	17352.9
493.31	993.3	17531.3
493.41	993.2	17401.6
493.51	993.1	17380.7
493.61	993	17562.8
493.71	992.9	17609.8
493.81	992.8	17501.6
493.91	992.7	17525
494.01	992.6	17475.7
494.11	992.5	17525.6
494.21	992.4	17679.5
494.31	992.3	17512.9
494.41	992.2	17500.7
494.51	992.1	17504.4
494.61	992	17530.2
494.71	991.9	17543.9
494.81	991.8	17642
494.91	991.7	17653.3
495.01	991.6	17588.5
495.11	991.5	17581
495.21	991.4	17592.6
495.31	991.3	17520.5
495.41	991.2	17458.2
495.51	991.1	17662
495.61	991	17555.7
495.71	990.9	17516.6
495.81	990.8	17591.5
495.91	990.7	17626.5
496.01	990.6	17636.3
496.11	990.5	17676.5
496.21	990.4	17663.7
496.31	990.3	17721.8
496.41	990.2	17601.7
496.51	990.1	17720.4
496.61	990	17683.9
496.71	989.9	17693.4
496.81	989.8	17688.5
496.91	989.7	17726.5
497.01	989.6	17772.1
497.11	989.5	17723
497.21	989.4	17655.2
497.31	989.3	17611.8
497.41	989.2	17668.8
497.51	989.1	17589.8
497.61	989	17729.2
497.71	988.9	17767.9
497.81	988.8	17770.2
497.91	988.7	17739.2
498.01	988.6	17893.3
498.11	988.5	17723.2
498.21	988.4	17793.1
498.31	988.3	17775.6
498.41	988.2	17756.7
498.51	988.1	17708.1
498.61	988	17826.9
498.71	987.9	17808.2
498.81	987.8	17890.5
498.91	987.7	17816
499.01	987.6	17832.6
499.11	987.5	17924.4
499.21	987.4	17859.4
499.31	987.3	17969.6
499.41	987.2	17885.7
499.51	987.1	17933.4
499.61	987	17831.4
499.71	986.9	17949.6
499.81	986.8	17936
499.91	986.7	17869.1
500.01	986.6	17924
500.11	986.5	18084.6
500.21	986.4	17954
500.31	986.3	17955.8
500.41	986.2	17960.8
500.51	986.1	17970.3
500.61	986	17947.6
500.71	985.9	17985.2
500.81	985.8	18033.5
500.91	985.7	18098.8
501.01	985.6	18140.4
501.11	985.5	18136
501.21	985.4	18053.2
501.31	985.3	18069
501.41	985.2	18162.4
501.51	985.1	18172.1
501.61	985	18105.9
501.71	984.9	18201.1
501.81	984.8	18144.9
501.91	984.7	18133
502.01	984.6	18107.7
502.11	984.5	18192.1
502.21	984.4	18101.9
502.31	984.3	18100.2
502.41	984.2	18149.7
502.51	984.1	18307
502.61	984	18223
502.71	983.9	18135.8
502.81	983.8	18299.3
502.91	983.7	18333.2
503.01	983.6	18366.8
503.11	983.5	18252.5
503.21	983.4	18253.1
503.31	983.3	18324.8
503.41	983.2	18388.4
503.51	983.1	18346.8
503.61	983	18300.9
503.71	982.9	18206.3
503.81	982.8	18372.9
503.91	982.7	18332.7
504.01	982.6	18335.2
504.11	982.5	18411.3
504.21	982.4	18336.1
504.31	982.3	18352
504.41	982.2	18237.5
504.51	982.1	18258.1
504.61	982	18363.2
504.71	981.9	18506.8
504.81	981.8	18564.5
504.91	981.7	18445.1
505.01	981.6	18571.2
505.11	981.5	18504.6
505.21	981.4	18396.3
505.31	981.3	18400.6
505.41	981.2	18519.8
505.51	981.1	18518.2
505.61	981	18471.1
505.71	980.9	18489.2
505.81	980.8	18418.5
505.91	980.7	18447.9
506.01	980.6	18547.8
506.11	980.5	18531.8
506.21	980.4	18475.6
506.31	980.3	18528
506.41	980.2	18534.4
506.51	980.1	18559.6
506.61	980	18574.6
506.71	979.9	18646
506.81	979.8	18542.6
506.91	979.7	18579.9
507.01	979.6	18573.2
507.11	979.5	18665.3
507.21	979.4	18681.2
507.31	979.3	18633.2
507.41	979.2	18693.5
507.51	979.1	18699
507.61	979	18702.1
507.71	978.9	18679.6
507.81	978.8	18580
507.91	978.7	18826.8
508.01	978.6	18803.9
508.11	978.5	18786.4
508.21	978.4	18735.1
508.31	978.3	18752.6
508.41	978.2	18675.3
508.51	978.1	18766
508.61	978	18859.3
508.71	977.9	18810
508.81	977.8	18800
508.91	977.7	18929.4
509.01	977.6	18900
509.11	977.5	18825.9
509.21	977.4	18758.4
