c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he largearea.vms
Ag4d
	Characteristic Energy eV	1486.61	Acquisition Time s	0.8
KE_Ag4d	BE_Ag4d	CPS_Ag4d
1346.61	140	1931.35
1346.71	139.9	1820.4
1346.81	139.8	1878.75
1346.91	139.7	1844.56
1347.01	139.6	1841.69
1347.11	139.5	1820.88
1347.21	139.4	1812.43
1347.31	139.3	1843.08
1347.41	139.2	1842.77
1347.51	139.1	1827.02
1347.61	139	1770.42
1347.71	138.9	1802.79
1347.81	138.8	1840.81
1347.91	138.7	1770.53
1348.01	138.6	1836.95
1348.11	138.5	1882.96
1348.21	138.4	1903.35
1348.31	138.3	1818
1348.41	138.2	1844.76
1348.51	138.1	1783.71
1348.61	138	1843.89
1348.71	137.9	1868.81
1348.81	137.8	1867.19
1348.91	137.7	1816.41
1349.01	137.6	1817.08
1349.11	137.5	1831.56
1349.21	137.4	1853.93
1349.31	137.3	1848.7
1349.41	137.2	1802.26
1349.51	137.1	1842.26
1349.61	137	1833.63
1349.71	136.9	1869.36
1349.81	136.8	1824.16
1349.91	136.7	1852.44
1350.01	136.6	1847.81
1350.11	136.5	1793.27
1350.21	136.4	1830.69
1350.31	136.3	1845.8
1350.41	136.2	1837.32
1350.51	136.1	1830.64
1350.61	136	1811.31
1350.71	135.9	1790.29
1350.81	135.8	1783.51
1350.91	135.7	1891.65
1351.01	135.6	1851.34
1351.11	135.5	1890.51
1351.21	135.4	1835.05
1351.31	135.3	1804.95
1351.41	135.2	1812.99
1351.51	135.1	1897.16
1351.61	135	1841.66
1351.71	134.9	1789.09
1351.81	134.8	1894.58
1351.91	134.7	1818.71
1352.01	134.6	1797.59
1352.11	134.5	1830.14
1352.21	134.4	1845.76
1352.31	134.3	1858.94
1352.41	134.2	1825.53
1352.51	134.1	1880.24
1352.61	134	1888.8
1352.71	133.9	1901.94
1352.81	133.8	1843.04
1352.91	133.7	1862.62
1353.01	133.6	1853.99
1353.11	133.5	1919.31
1353.21	133.4	1889.43
1353.31	133.3	1816
1353.41	133.2	1855.4
1353.51	133.1	1889.75
1353.61	133	1835.41
1353.71	132.9	1834.89
1353.81	132.8	1837.45
1353.91	132.7	1879.4
1354.01	132.6	1906.39
1354.11	132.5	1865.95
1354.21	132.4	1878.56
1354.31	132.3	1856.35
1354.41	132.2	1881.21
1354.51	132.1	1861.45
1354.61	132	1884.91
1354.71	131.9	1835.7
1354.81	131.8	1810.63
1354.91	131.7	1943.95
1355.01	131.6	1905.49
1355.11	131.5	1893.69
1355.21	131.4	1839.51
1355.31	131.3	1925.41
1355.41	131.2	1940.34
1355.51	131.1	1853.51
1355.61	131	1934.23
1355.71	130.9	1880.65
1355.81	130.8	1947.75
1355.91	130.7	1922.31
1356.01	130.6	1882.1
1356.11	130.5	1819.93
1356.21	130.4	1851.15
1356.31	130.3	1863.25
1356.41	130.2	1868.59
1356.51	130.1	1900.89
1356.61	130	1853.4
1356.71	129.9	1829.82
1356.81	129.8	1840.53
1356.91	129.7	1892.56
1357.01	129.6	1847.2
1357.11	129.5	1908.14
1357.21	129.4	1919.19
1357.31	129.3	1928.45
1357.41	129.2	1934.85
1357.51	129.1	1917.92
1357.61	129	1879.19
1357.71	128.9	1857.96
1357.81	128.8	1842.56
1357.91	128.7	1834.89
1358.01	128.6	1891
1358.11	128.5	1930.02
1358.21	128.4	1907.81
1358.31	128.3	1878.11
1358.41	128.2	1872.44
1358.51	128.1	1848.19
1358.61	128	1941.81
1358.71	127.9	1926.39
1358.81	127.8	1858.43
1358.91	127.7	1897.21
1359.01	127.6	1869.25
1359.11	127.5	1886.76
1359.21	127.4	1857.34
1359.31	127.3	1849.82
1359.41	127.2	1889.16
1359.51	127.1	1969.05
1359.61	127	1957.66
1359.71	126.9	1942.05
1359.81	126.8	1899.91
1359.91	126.7	1903.95
1360.01	126.6	1860.54
1360.11	126.5	1797.6
1360.21	126.4	1811.2
1360.31	126.3	1880.64
1360.41	126.2	1898.47
1360.51	126.1	1878.82
1360.61	126	1838.93
1360.71	125.9	1946.11
1360.81	125.8	1918.19
1360.91	125.7	1905.29
1361.01	125.6	1840.45
1361.11	125.5	1922.66
1361.21	125.4	1925.65
1361.31	125.3	1946.04
1361.41	125.2	1832.92
1361.51	125.1	1920.15
1361.61	125	1893.47
1361.71	124.9	1956.49
1361.81	124.8	1947.47
1361.91	124.7	1857.3
1362.01	124.6	1933.21
1362.11	124.5	1897.36
1362.21	124.4	1839.12
1362.31	124.3	1893.33
1362.41	124.2	1942.02
1362.51	124.1	1871.59
1362.61	124	1953.68
1362.71	123.9	1972.95
1362.81	123.8	1971.9
1362.91	123.7	1921.21
1363.01	123.6	1921.49
1363.11	123.5	1887.16
1363.21	123.4	1886.05
1363.31	123.3	1947.91
1363.41	123.2	1924.47
1363.51	123.1	1932.66
1363.61	123	1942.29
1363.71	122.9	1871.8
1363.81	122.8	1931.05
1363.91	122.7	1916.75
1364.01	122.6	1879.23
1364.11	122.5	1889.39
1364.21	122.4	1886.94
1364.31	122.3	1929.76
1364.41	122.2	1978.31
1364.51	122.1	1892.16
1364.61	122	1909.09
1364.71	121.9	1958.08
1364.81	121.8	1927.39
1364.91	121.7	1919.16
1365.01	121.6	1955.34
1365.11	121.5	1998.16
1365.21	121.4	1987.54
1365.31	121.3	1935.66
1365.41	121.2	1993.35
1365.51	121.1	1929.3
1365.61	121	1895.02
1365.71	120.9	1975.41
1365.81	120.8	1975.68
1365.91	120.7	1995.22
1366.01	120.6	1886.79
1366.11	120.5	1894.12
1366.21	120.4	1985.58
1366.31	120.3	1993.08
1366.41	120.2	1924.79
1366.51	120.1	1942.57
1366.61	120	1907.32
1366.71	119.9	1942.72
1366.81	119.8	1888.44
1366.91	119.7	1893.93
1367.01	119.6	1969.51
1367.11	119.5	1930.31
1367.21	119.4	1990.18
1367.31	119.3	1876.13
1367.41	119.2	1866.84
1367.51	119.1	1914.21
1367.61	119	1892.47
1367.71	118.9	1875.96
1367.81	118.8	1896.13
1367.91	118.7	1910.76
1368.01	118.6	1897.3
1368.11	118.5	1890.64
1368.21	118.4	1939.41
1368.31	118.3	1968.18
1368.41	118.2	1982.85
1368.51	118.1	1895.94
1368.61	118	1911.05
1368.71	117.9	1983.82
1368.81	117.8	1963.97
1368.91	117.7	1874.86
1369.01	117.6	1969.59
1369.11	117.5	1891.99
1369.21	117.4	1863
1369.31	117.3	1969.52
1369.41	117.2	1930.37
1369.51	117.1	1893.94
1369.61	117	1881.8
1369.71	116.9	1929.06
1369.81	116.8	1993.47
1369.91	116.7	1915.79
1370.01	116.6	1928.7
1370.11	116.5	1871.04
1370.21	116.4	1895.06
1370.31	116.3	1939.26
1370.41	116.2	1892.44
1370.51	116.1	1958.16
1370.61	116	1946.16
1370.71	115.9	1956.5
1370.81	115.8	1972.99
1370.91	115.7	1963.11
1371.01	115.6	1975.91
1371.11	115.5	1904.85
1371.21	115.4	1939.79
1371.31	115.3	1982.56
1371.41	115.2	2004.28
1371.51	115.1	1969.31
1371.61	115	1959.81
1371.71	114.9	1914.93
1371.81	114.8	1985.61
1371.91	114.7	1955.09
1372.01	114.6	1974.88
1372.11	114.5	1933.36
1372.21	114.4	1979.72
1372.31	114.3	1987.36
1372.41	114.2	2005.44
1372.51	114.1	1930.35
1372.61	114	1996.66
1372.71	113.9	1991.19
1372.81	113.8	1919.74
1372.91	113.7	1933.79
1373.01	113.6	1955.14
1373.11	113.5	1933.03
1373.21	113.4	1888.24
1373.31	113.3	1950.69
1373.41	113.2	1974.15
1373.51	113.1	1954.54
1373.61	113	2000.56
1373.71	112.9	2023.26
1373.81	112.8	2023.52
1373.91	112.7	1956.18
1374.01	112.6	1966.78
1374.11	112.5	1925.31
1374.21	112.4	2037.82
1374.31	112.3	1979.65
1374.41	112.2	1980.49
1374.51	112.1	1934.33
1374.61	112	1959.29
1374.71	111.9	1876.69
1374.81	111.8	1952.06
1374.91	111.7	1918.97
1375.01	111.6	1918.41
1375.11	111.5	1959.2
1375.21	111.4	1961.85
1375.31	111.3	1945.79
1375.41	111.2	1998.44
1375.51	111.1	1927.9
1375.61	111	1925.64
1375.71	110.9	1934.9
1375.81	110.8	1930.29
1375.91	110.7	2024.91
