c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_au he largearea.vms
Pr:Au4p
	Characteristic Energy eV	1486.61	Acquisition Time s	2
KE_Pr:Au4p	BE_Pr:Au4p	CPS_Pr:Au4p
761.41	725.2	2972.51
761.51	725.1	2742.05
761.61	725	2816.64
761.71	724.9	2760.52
761.81	724.8	2823.11
761.91	724.7	2857.4
762.01	724.6	2925.09
762.11	724.5	2812.87
762.21	724.4	2725.11
762.31	724.3	2868.25
762.41	724.2	2788.03
762.51	724.1	2899.77
762.61	724	2692.1
762.71	723.9	2917.04
762.81	723.8	2953.68
762.91	723.7	2900.36
763.01	723.6	2906.1
763.11	723.5	2889.63
763.21	723.4	2899.42
763.31	723.3	2987.8
763.41	723.2	2785.84
763.51	723.1	2775.97
763.61	723	2854.06
763.71	722.9	2730.84
763.81	722.8	2824.17
763.91	722.7	2895.21
764.01	722.6	2874.59
764.11	722.5	2931.57
764.21	722.4	2964.91
764.31	722.3	2893.09
764.41	722.2	2863.62
764.51	722.1	2832.61
764.61	722	2795.44
764.71	721.9	2807.97
764.81	721.8	2841.65
764.91	721.7	2892.63
765.01	721.6	2924.47
765.11	721.5	2920.5
765.21	721.4	2917.18
765.31	721.3	2936.56
765.41	721.2	2998.79
765.51	721.1	2919.47
765.61	721	2912.35
765.71	720.9	2755.38
765.81	720.8	2802.66
765.91	720.7	2790.94
766.01	720.6	2774.52
766.11	720.5	2805.85
766.21	720.4	2910.03
766.31	720.3	2864.16
766.41	720.2	2770.29
766.51	720.1	2888.42
766.61	720	2866.5
766.71	719.9	2954.88
766.81	719.8	2839.96
766.91	719.7	2870.59
767.01	719.6	2943.01
767.11	719.5	2977.94
767.21	719.4	3050.82
767.31	719.3	2878.6
767.41	719.2	2748.63
767.51	719.1	2838.6
767.61	719	2957.13
767.71	718.9	2884.16
767.81	718.8	2893.68
767.91	718.7	2834.01
768.01	718.6	2845.54
768.11	718.5	2877.71
768.21	718.4	2873.34
768.31	718.3	2869.61
768.41	718.2	2833.49
768.51	718.1	2834.47
768.61	718	2779.59
768.71	717.9	2900.27
768.81	717.8	2915.74
768.91	717.7	2882.67
769.01	717.6	2770.99
769.11	717.5	2861.77
769.21	717.4	2946.09
769.31	717.3	2803.01
769.41	717.2	2861.94
769.51	717.1	2908.21
769.61	717	2913.39
769.71	716.9	2978.36
769.81	716.8	2971.03
769.91	716.7	2915.51
770.01	716.6	2900.83
770.11	716.5	2949.8
770.21	716.4	2791.68
770.31	716.3	2934.75
770.41	716.2	2963.97
770.51	716.1	2820.34
770.61	716	2912.86
770.71	715.9	2918.79
770.81	715.8	2893.86
770.91	715.7	3035.18
771.01	715.6	3106.45
771.11	715.5	2910.77
771.21	715.4	2740.74
771.31	715.3	2999.51
771.41	715.2	2913.08
771.51	715.1	2811.5
771.61	715	2913.03
771.71	714.9	2979.3
771.81	714.8	2948.87
771.91	714.7	2934.89
772.01	714.6	3018.6
772.11	714.5	2935.87
772.21	714.4	3056.99
772.31	714.3	3034.46
772.41	714.2	3036.53
772.51	714.1	2959.45
772.61	714	2907.27
772.71	713.9	2928.89
772.81	713.8	2995.16
772.91	713.7	3007.77
773.01	713.6	2959.39
773.11	713.5	2890.91
773.21	713.4	2809.13
773.31	713.3	2755.2
773.41	713.2	2844.96
773.51	713.1	2912.38
773.61	713	2909.6
773.71	712.9	3072.26
773.81	712.8	2914.03
773.91	712.7	2903.55
774.01	712.6	2976.01
774.11	712.5	2905.78
774.21	712.4	2823.7
774.31	712.3	2953.86
774.41	712.2	2867.53
774.51	712.1	2913.59
774.61	712	2973.11
774.71	711.9	2923.82
774.81	711.8	2971.54
774.91	711.7	2905.85
775.01	711.6	3003.72
775.11	711.5	2937.93
775.21	711.4	3005.1
775.31	711.3	2903.16
775.41	711.2	2842.18
775.51	711.1	2891.79
775.61	711	2888.45
775.71	710.9	2964.87
775.81	710.8	2978.83
775.91	710.7	2971.09
776.01	710.6	2944.61
776.11	710.5	2938.32
776.21	710.4	3004.18
776.31	710.3	2920.1
776.41	710.2	2937.91
776.51	710.1	2867.27
776.61	710	2991.43
776.71	709.9	2960.79
776.81	709.8	3038.36
776.91	709.7	2949.62
777.01	709.6	2933.88
777.11	709.5	2979.94
777.21	709.4	2872.05
777.31	709.3	2846.91
777.41	709.2	2927.37
777.51	709.1	2928.74
777.61	709	2920.35
777.71	708.9	3000.51
777.81	708.8	2991.97
777.91	708.7	2941.28
778.01	708.6	3013.94
778.11	708.5	2926.7
778.21	708.4	2905.26
778.31	708.3	2750.77
778.41	708.2	3030.88
778.51	708.1	3074.54
778.61	708	2938.69
778.71	707.9	2959.75
778.81	707.8	2974.96
778.91	707.7	2886.12
779.01	707.6	2994.98
779.11	707.5	2933.54
779.21	707.4	2981.8
779.31	707.3	2973.4
779.41	707.2	3003.46
779.51	707.1	3041.47
779.61	707	3031.33
779.71	706.9	3043.08
779.81	706.8	2970.99
779.91	706.7	2919.45
780.01	706.6	3049.31
780.11	706.5	2957.56
780.21	706.4	3040.97
780.31	706.3	2937.93
780.41	706.2	2892.83
780.51	706.1	2942.59
780.61	706	2941.14
780.71	705.9	2985.3
780.81	705.8	3022.91
780.91	705.7	2980.66
781.01	705.6	2982.82
781.11	705.5	2944.72
781.21	705.4	2948.53
781.31	705.3	2951.93
781.41	705.2	2988.79
781.51	705.1	2946.74
781.61	705	2929.95
781.71	704.9	2973.3
781.81	704.8	3116.35
781.91	704.7	3041.41
782.01	704.6	2912.66
782.11	704.5	2951.82
782.21	704.4	3046.72
782.31	704.3	2950.47
782.41	704.2	2931.38
782.51	704.1	2889.83
782.61	704	2943.13
782.71	703.9	2936.04
782.81	703.8	2914.69
782.91	703.7	3027.04
783.01	703.6	3028.44
783.11	703.5	3036.3
783.21	703.4	3076.65
783.31	703.3	3045.55
783.41	703.2	3156.5
783.51	703.1	3107.4
783.61	703	2983.61
783.71	702.9	3048.31
783.81	702.8	3007.36
783.91	702.7	2982.11
784.01	702.6	2989.61
784.11	702.5	3087.26
784.21	702.4	3002.46
784.31	702.3	3074.81
784.41	702.2	2953.86
784.51	702.1	3001.26
784.61	702	3091.01
784.71	701.9	3080.51
784.81	701.8	3132.31
784.91	701.7	3111.36
785.01	701.6	2889.86
785.11	701.5	3071.06
785.21	701.4	3026.86
785.31	701.3	3058.81
785.41	701.2	3121.21
785.51	701.1	3082.71
785.61	701	3022.51
785.71	700.9	3081.7
785.81	700.8	3095.05
785.91	700.7	2937.05
786.01	700.6	2953.45
786.11	700.5	3078.5
786.21	700.4	3013.3
786.31	700.3	2938.69
786.41	700.2	3067.99
786.51	700.1	3050.04
786.61	700	3110.24
786.71	699.9	2934.38
786.81	699.8	2878.73
786.91	699.7	3049.88
787.01	699.6	2988.82
787.11	699.5	3027.32
787.21	699.4	3052.87
787.31	699.3	3002.56
787.41	699.2	3024.06
787.51	699.1	2845.95
787.61	699	2909.8
787.71	698.9	3037.9
787.81	698.8	3091.49
787.91	698.7	3026.14
788.01	698.6	3053.13
788.11	698.5	3060.23
788.21	698.4	3056.17
788.31	698.3	3042.02
788.41	698.2	3071.06
788.51	698.1	3093.61
788.61	698	3088.25
788.71	697.9	3081.6
788.81	697.8	2981.94
788.91	697.7	2934.63
789.01	697.6	3032.18
789.11	697.5	3122.92
789.21	697.4	3088.27
789.31	697.3	3095.06
789.41	697.2	3090.85
789.51	697.1	3061.05
789.61	697	3019.59
789.71	696.9	3035.78
789.81	696.8	3052.33
789.91	696.7	3018.22
790.01	696.6	3055.21
790.11	696.5	3086.05
790.21	696.4	3104.25
790.31	696.3	3040.14
790.41	696.2	2975.83
790.51	696.1	3020.37
790.61	696	2920.41
790.71	695.9	3135.51
790.81	695.8	3109.6
790.91	695.7	3056.69
791.01	695.6	3148.88
791.11	695.5	3228.22
791.21	695.4	3028.71
791.31	695.3	2993.5
791.41	695.2	3104.79
791.51	695.1	2995.68
791.61	695	3120.62
791.71	694.9	3099.36
791.81	694.8	2909.1
791.91	694.7	3125.74
792.01	694.6	3028.43
792.11	694.5	3099.37
792.21	694.4	3077.36
792.31	694.3	2973.15
792.41	694.2	3122.79
792.51	694.1	3131.28
792.61	694	3120.92
792.71	693.9	3156.21
792.81	693.8	3067.05
792.91	693.7	3146.49
793.01	693.6	3089.18
793.11	693.5	3275.91
793.21	693.4	3108.35
793.31	693.3	3162.24
793.41	693.2	3142.88
793.51	693.1	3220.07
793.61	693	3037
793.71	692.9	3190.29
793.81	692.8	3259.38
793.91	692.7	3141.17
794.01	692.6	3099.55
794.11	692.5	3132.04
794.21	692.4	3205.83
794.31	692.3	3138.41
794.41	692.2	3129
794.51	692.1	3145.89
794.61	692	3104.87
794.71	691.9	3267.86
794.81	691.8	3185.65
794.91	691.7	3070.28
795.01	691.6	3137.17
795.11	691.5	3178.35
795.21	691.4	3099.59
795.31	691.3	3136.38
795.41	691.2	3090.06
795.51	691.1	3093.9
795.61	691	3119.68
795.71	690.9	3090.47
795.81	690.8	3099.75
795.91	690.7	3153.69
796.01	690.6	3004.72
796.11	690.5	3053.35
796.21	690.4	3191.84
796.31	690.3	3105.47
796.41	690.2	3130.61
796.51	690.1	3089.74
796.61	690	3047.63
796.71	689.9	3068.26
796.81	689.8	3159.14
796.91	689.7	3151.53
797.01	689.6	3110.81
797.11	689.5	3090.39
797.21	689.4	3178.28
797.31	689.3	3028.61
797.41	689.2	3139.04
797.51	689.1	3263.07
797.61	689	3295.41
797.71	688.9	3198.09
797.81	688.8	3262.02
797.91	688.7	3256.65
798.01	688.6	3204.58
798.11	688.5	3154.42
798.21	688.4	3197.5
798.31	688.3	3166.63
798.41	688.2	3150.06
798.51	688.1	3015.34
798.61	688	3121.12
798.71	687.9	3212.76
798.81	687.8	3195.64
798.91	687.7	3135.07
799.01	687.6	3321.35
799.11	687.5	3232.23
799.21	687.4	3140.11
799.31	687.3	3262.04
799.41	687.2	3087.57
799.51	687.1	3192.85
799.61	687	3215.88
799.71	686.9	3194.91
799.81	686.8	3091.84
799.91	686.7	3171.42
800.01	686.6	3154.75
800.11	686.5	3220.98
800.21	686.4	3152.31
800.31	686.3	3229.34
800.41	686.2	3231.06
800.51	686.1	3306.44
800.61	686	3302.07
800.71	685.9	3331.85
800.81	685.8	3140.38
800.91	685.7	3199.81
801.01	685.6	3213.14
801.11	685.5	3116.71
801.21	685.4	3274.89
801.31	685.3	3213.12
801.41	685.2	3082.8
801.51	685.1	3123.62
801.61	685	3212.75
801.71	684.9	3274.78
801.81	684.8	3272.41
801.91	684.7	3213.38
802.01	684.6	3191.41
802.11	684.5	3177.44
802.21	684.4	3232.46
802.31	684.3	3153.54
802.41	684.2	3151.62
802.51	684.1	3259.04
802.61	684	3273.82
802.71	683.9	3337.8
802.81	683.8	3124.17
802.91	683.7	3257
803.01	683.6	3212.42
803.11	683.5	3168.55
803.21	683.4	3157.52
803.31	683.3	3227.45
803.41	683.2	3205.62
803.51	683.1	3293.8
803.61	683	3500.42
803.71	682.9	3276.2
803.81	682.8	3292.97
803.91	682.7	3261
804.01	682.6	3390.77
804.11	682.5	3288.6
804.21	682.4	3176.22
804.31	682.3	3106.95
804.41	682.2	3236.22
804.51	682.1	3242.09
804.61	682	3266.67
804.71	681.9	3228.79
804.81	681.8	3151.46
804.91	681.7	3114.24
805.01	681.6	3318.21
805.11	681.5	3296.58
805.21	681.4	3299.11
805.31	681.3	3201.73
805.41	681.2	3220.45
805.51	681.1	3321.92
805.61	681	3246.3
805.71	680.9	3352.97
805.81	680.8	3422.59
805.91	680.7	3242.26
806.01	680.6	3282.84
806.11	680.5	3410.76
806.21	680.4	3332.58
806.31	680.3	3338.75
806.41	680.2	3173.32
806.51	680.1	3199.99
806.61	680	3224.07
806.71	679.9	3270.49
806.81	679.8	3293.96
806.91	679.7	3278.98
807.01	679.6	3355.9
807.11	679.5	3392.27
807.21	679.4	3307.24
807.31	679.3	3251.41
807.41	679.2	3239.13
807.51	679.1	3371.8
807.61	679	3381.77
807.71	678.9	3187.64
807.81	678.8	3184.96
807.91	678.7	3281.58
808.01	678.6	3320.65
808.11	678.5	3305.02
808.21	678.4	3346.04
808.31	678.3	3306.31
808.41	678.2	3366.23
808.51	678.1	3279.1
808.61	678	3392.27
808.71	677.9	3428.34
808.81	677.8	3394.8
808.91	677.7	3330.37
809.01	677.6	3327.39
809.11	677.5	3278.61
809.21	677.4	3361.63
809.31	677.3	3262.5
809.41	677.2	3301.16
809.51	677.1	3348.68
809.61	677	3390.6
809.71	676.9	3374.27
809.81	676.8	3348.23
809.91	676.7	3327.2
810.01	676.6	3304.02
810.11	676.5	3231.64
810.21	676.4	3288.25
810.31	676.3	3276.97
810.41	676.2	3361.24
810.51	676.1	3363.2
810.61	676	3307.67
810.71	675.9	3316.94
810.81	675.8	3351.05
810.91	675.7	3204.22
811.01	675.6	3334.78
811.11	675.5	3438.25
811.21	675.4	3311.57
811.31	675.3	3245.13
811.41	675.2	3411.65
811.51	675.1	3332.46
811.61	675	3306.18
811.71	674.9	3209.89
811.81	674.8	3319.81
811.91	674.7	3436.67
812.01	674.6	3413.04
812.11	674.5	3276.65
812.21	674.4	3416.72
812.31	674.3	3307.68
812.41	674.2	3372.65
812.51	674.1	3368.51
812.61	674	3374.53
812.71	673.9	3343.69
812.81	673.8	3325.6
812.91	673.7	3437.42
813.01	673.6	3375.83
813.11	673.5	3310.3
813.21	673.4	3426.51
813.31	673.3	3310.67
813.41	673.2	3307.79
813.51	673.1	3303.85
813.61	673	3332.41
813.71	672.9	3358.53
813.81	672.8	3393.44
813.91	672.7	3440.25
814.01	672.6	3479.71
814.11	672.5	3434.43
814.21	672.4	3290.99
814.31	672.3	3267.4
814.41	672.2	3380.21
814.51	672.1	3603.53
814.61	672	3414.04
814.71	671.9	3403.95
814.81	671.8	3350.51
814.91	671.7	3427.27
815.01	671.6	3357.73
815.11	671.5	3307.15
815.21	671.4	3268.61
815.31	671.3	3471.77
815.41	671.2	3482.28
815.51	671.1	3465.34
815.61	671	3417.3
815.71	670.9	3512.16
815.81	670.8	3431.52
815.91	670.7	3546.58
816.01	670.6	3471.64
816.11	670.5	3461.9
816.21	670.4	3242.76
816.31	670.3	3399.27
816.41	670.2	3416.48
816.51	670.1	3374.84
816.61	670	3408.75
816.71	669.9	3338.21
816.81	669.8	3354.02
816.91	669.7	3470.48
817.01	669.6	3408.59
817.11	669.5	3391.95
817.21	669.4	3340.46
817.31	669.3	3363.02
817.41	669.2	3513.38
817.51	669.1	3552.99
817.61	669	3437.59
817.71	668.9	3445.95
817.81	668.8	3557.31
817.91	668.7	3489.67
818.01	668.6	3445.03
818.11	668.5	3462.44
818.21	668.4	3462.14
818.31	668.3	3505.05
818.41	668.2	3426.06
818.51	668.1	3368.37
818.61	668	3487.68
818.71	667.9	3456.98
818.81	667.8	3284.44
818.91	667.7	3394.25
819.01	667.6	3398.4
819.11	667.5	3402.21
819.21	667.4	3539.37
819.31	667.3	3438.92
819.41	667.2	3491.63
819.51	667.1	3496.59
819.61	667	3481.54
819.71	666.9	3431.8
819.81	666.8	3459.86
819.91	666.7	3468.56
820.01	666.6	3378.77
820.11	666.5	3461.73
820.21	666.4	3506.93
820.31	666.3	3432.74
820.41	666.2	3463.74
820.51	666.1	3408.3
820.61	666	3441.55
820.71	665.9	3380.96
820.81	665.8	3407.91
820.91	665.7	3447.52
821.01	665.6	3594.77
821.11	665.5	3471.53
821.21	665.4	3506.78
821.31	665.3	3519.79
821.41	665.2	3478.89
821.51	665.1	3513.4
821.61	665	3335.6
821.71	664.9	3408.96
821.81	664.8	3534.66
821.91	664.7	3341.36
822.01	664.6	3339.07
822.11	664.5	3485.52
822.21	664.4	3509.43
822.31	664.3	3621.38
822.41	664.2	3487.08
822.51	664.1	3404.79
822.61	664	3498.14
822.71	663.9	3453.64
822.81	663.8	3518.7
822.91	663.7	3478.25
823.01	663.6	3605.65
823.11	663.5	3564.85
823.21	663.4	3477.91
823.31	663.3	3399.76
823.41	663.2	3424.26
823.51	663.1	3493.31
823.61	663	3519.52
823.71	662.9	3620.37
823.81	662.8	3485.07
823.91	662.7	3480.67
824.01	662.6	3563.87
824.11	662.5	3582.23
824.21	662.4	3424.08
824.31	662.3	3615.28
824.41	662.2	3597.73
824.51	662.1	3589.53
824.61	662	3434.78
824.71	661.9	3424.68
824.81	661.8	3469.13
824.91	661.7	3566.94
825.01	661.6	3551.74
825.11	661.5	3578.39
825.21	661.4	3556.14
825.31	661.3	3526.54
825.41	661.2	3553.09
825.51	661.1	3425.44
825.61	661	3434.69
825.71	660.9	3432.79
825.81	660.8	3485.19
825.91	660.7	3592.29
826.01	660.6	3583.84
826.11	660.5	3652.99
826.21	660.4	3626.04
826.31	660.3	3494.79
826.41	660.2	3620.59
826.51	660.1	3491.24
826.61	660	3429.68
826.71	659.9	3498.73
826.81	659.8	3546.43
826.91	659.7	3676.58
827.01	659.6	3476.53
827.11	659.5	3558.33
827.21	659.4	3733.08
827.31	659.3	3541.58
827.41	659.2	3456.07
827.51	659.1	3507.52
827.61	659	3609.92
827.71	658.9	3544.37
827.81	658.8	3430.22
827.91	658.7	3496.41
828.01	658.6	3580.46
828.11	658.5	3669.61
828.21	658.4	3481.46
828.31	658.3	3502.16
828.41	658.2	3620.8
828.51	658.1	3644.45
828.61	658	3619.7
828.71	657.9	3500.94
828.81	657.8	3614.94
828.91	657.7	3547.84
829.01	657.6	3589.88
829.11	657.5	3564.18
829.21	657.4	3576.68
829.31	657.3	3572.77
829.41	657.2	3526.47
829.51	657.1	3578.42
829.61	657	3536.51
829.71	656.9	3656.06
829.81	656.8	3482.66
829.91	656.7	3508.25
830.01	656.6	3650.15
830.11	656.5	3602.29
830.21	656.4	3551.19
830.31	656.3	3705.88
830.41	656.2	3620.63
830.51	656.1	3656.57
830.61	656	3646.07
830.71	655.9	3546.61
830.81	655.8	3477.56
830.91	655.7	3471.05
831.01	655.6	3624.1
831.11	655.5	3638.29
831.21	655.4	3651.74
831.31	655.3	3556.93
831.41	655.2	3588.68
831.51	655.1	3484.92
831.61	655	3542.12
831.71	654.9	3664.46
831.81	654.8	3734.05
831.91	654.7	3742.2
832.01	654.6	3686.74
832.11	654.5	3590.19
832.21	654.4	3553.98
832.31	654.3	3503.77
832.41	654.2	3467.62
832.51	654.1	3607.16
832.61	654	3653.65
832.71	653.9	3592.95
832.81	653.8	3602.59
832.91	653.7	3696.58
833.01	653.6	3636.17
833.11	653.5	3677.97
833.21	653.4	3547.76
833.31	653.3	3629
833.41	653.2	3752.9
833.51	653.1	3765.99
833.61	653	3625.18
833.71	652.9	3758.52
833.81	652.8	3715.46
833.91	652.7	3804.86
834.01	652.6	3869.05
834.11	652.5	3627.74
834.21	652.4	3587.33
834.31	652.3	3745.97
834.41	652.2	3706.82
834.51	652.1	3855.06
834.61	652	3695.15
834.71	651.9	3650.39
834.81	651.8	3694.88
834.91	651.7	3770.47
835.01	651.6	3756.66
835.11	651.5	3849.1
835.21	651.4	3774.44
835.31	651.3	3869.64
835.41	651.2	3704.98
835.51	651.1	3805.02
835.61	651	3900.91
835.71	650.9	3762.6
835.81	650.8	3803.99
835.91	650.7	3749.33
836.01	650.6	3863.07
836.11	650.5	3867.71
836.21	650.4	3790.65
836.31	650.3	3897.64
836.41	650.2	4000.48
836.51	650.1	3854.87
836.61	650	3945.66
836.71	649.9	3942.7
836.81	649.8	3995.24
836.91	649.7	3916.12
837.01	649.6	3884.66
837.11	649.5	3953.5
837.21	649.4	3939.59
837.31	649.3	4015.18
837.41	649.2	4030.22
837.51	649.1	4007.11
837.61	649	4113.65
837.71	648.9	4058.49
837.81	648.8	4183.82
837.91	648.7	4052.41
838.01	648.6	4221.4
838.11	648.5	4088.09
838.21	648.4	4186.73
838.31	648.3	4101.81
838.41	648.2	4273.9
838.51	648.1	4197.89
838.61	648	4241.38
838.71	647.9	4202.92
838.81	647.8	4373.85
838.91	647.7	4323.99
839.01	647.6	4317.93
839.11	647.5	4332.57
839.21	647.4	4359.15
839.31	647.3	4385.29
839.41	647.2	4510.38
839.51	647.1	4508.36
839.61	647	4512.2
839.71	646.9	4364.39
839.81	646.8	4451.32
839.91	646.7	4654.41
840.01	646.6	4562.2
840.11	646.5	4568.68
840.21	646.4	4586.97
840.31	646.3	4560.31
840.41	646.2	4566.79
840.51	646.1	4592.28
840.61	646	4850.51
840.71	645.9	4764.6
840.81	645.8	4974.54
840.91	645.7	5003.77
841.01	645.6	4907.46
841.11	645.5	5088.44
841.21	645.4	5123.23
841.31	645.3	5063.16
841.41	645.2	5004.05
841.51	645.1	5071.03
841.61	645	5272.62
841.71	644.9	5125.95
841.81	644.8	5221.84
841.91	644.7	5204.12
842.01	644.6	5296.21
842.11	644.5	5355.04
842.21	644.4	5340.48
842.31	644.3	5538.66
842.41	644.2	5561.55
842.51	644.1	5479.33
842.61	644	5495.21
842.71	643.9	5513.55
842.81	643.8	5652.73
842.91	643.7	5601.82
843.01	643.6	5669.15
843.11	643.5	5610.33
843.21	643.4	5605.32
843.31	643.3	5791.55
843.41	643.2	5768.74
843.51	643.1	5709.17
843.61	643	5712.75
843.71	642.9	5713.54
843.81	642.8	5749.57
843.91	642.7	5724.7
844.01	642.6	5870.64
844.11	642.5	5799.57
844.21	642.4	5808.5
844.31	642.3	5761.63
844.41	642.2	5707.62
844.51	642.1	5681.2
844.61	642	5719.73
844.71	641.9	5596.11
844.81	641.8	5676.8
844.91	641.7	5678.13
845.01	641.6	5647.81
845.11	641.5	5608.49
845.21	641.4	5531.42
845.31	641.3	5338.06
845.41	641.2	5479.04
845.51	641.1	5434.77
845.61	641	5357.65
845.71	640.9	5399.73
845.81	640.8	5146.22
845.91	640.7	5156.6
846.01	640.6	5044.13
846.11	640.5	5135.51
846.21	640.4	5115.19
846.31	640.3	4903.32
846.41	640.2	4984.15
846.51	640.1	4866.83
846.61	640	4857.66
846.71	639.9	4775.35
846.81	639.8	4743.58
846.91	639.7	4802.86
847.01	639.6	4530.39
847.11	639.5	4578.97
847.21	639.4	4523.3
847.31	639.3	4563.18
847.41	639.2	4442.41
847.51	639.1	4375.49
847.61	639	4477.42
847.71	638.9	4330.6
847.81	638.8	4263.33
847.91	638.7	4370.16
848.01	638.6	4238.19
848.11	638.5	4281.17
848.21	638.4	4145.9
848.31	638.3	4128.63
848.41	638.2	4123.91
848.51	638.1	3968.99
848.61	638	3925.12
848.71	637.9	3942.19
848.81	637.8	3789.12
848.91	637.7	3920.5
849.01	637.6	3845.33
849.11	637.5	3886.51
849.21	637.4	3993.34
849.31	637.3	3850.37
849.41	637.2	3672.5
849.51	637.1	3554.08
849.61	637	3672.7
849.71	636.9	3668.18
849.81	636.8	3588.86
849.91	636.7	3736.19
850.01	636.6	3529.77
850.11	636.5	3458.49
850.21	636.4	3597.47
850.31	636.3	3577.75
850.41	636.2	3550.63
850.51	636.1	3465.81
850.61	636	3471.43
850.71	635.9	3522.91
850.81	635.8	3444.04
850.91	635.7	3476.12
851.01	635.6	3365.24
851.11	635.5	3344.27
851.21	635.4	3338.5
851.31	635.3	3304.58
851.41	635.2	3329.7
851.51	635.1	3320.43
851.61	635	3325.26
851.71	634.9	3261.53
851.81	634.8	3214.06
851.91	634.7	3274.59
852.01	634.6	3404.36
852.11	634.5	3378.89
852.21	634.4	3321.32
852.31	634.3	3243.44
852.41	634.2	3247.62
852.51	634.1	3295.35
852.61	634	3213.82
852.71	633.9	3224.05
852.81	633.8	3178.32
852.91	633.7	3236.7
853.01	633.6	3270.13
853.11	633.5	3198.3
853.21	633.4	3268.08
853.31	633.3	3318.1
853.41	633.2	3172.63
853.51	633.1	3083
853.61	633	3140.33
853.71	632.9	3207.1
853.81	632.8	3245.98
853.91	632.7	3154.1
854.01	632.6	3147.88
854.11	632.5	3060.4
854.21	632.4	3101.58
854.31	632.3	3158.95
854.41	632.2	3104.58
854.51	632.1	3156.3
854.61	632	3123.28
854.71	631.9	3049.85
854.81	631.8	3012.47
854.91	631.7	3012.9
855.01	631.6	2999.47
855.11	631.5	3147.19
855.21	631.4	2969.02
855.31	631.3	3075.34
855.41	631.2	3021.21
855.51	631.1	3142.54
855.61	631	3014.66
855.71	630.9	3071.88
855.81	630.8	3079.5
855.91	630.7	3007.12
856.01	630.6	3017.75
856.11	630.5	2945.02
856.21	630.4	3069.54
856.31	630.3	3071.06
856.41	630.2	3012.58
856.51	630.1	2961.6
856.61	630	2957.92
856.71	629.9	2847.94
856.81	629.8	2945.66
856.91	629.7	3044.63
857.01	629.6	2889.8
857.11	629.5	3052.07
857.21	629.4	2995.44
857.31	629.3	3013.01
857.41	629.2	2958.68
857.51	629.1	2969.4
857.61	629	3004.32
857.71	628.9	3125.54
857.81	628.8	3045.61
857.91	628.7	2955.72
858.01	628.6	3017.39
858.11	628.5	2926.66
858.21	628.4	2698.48
858.31	628.3	3004.34
858.41	628.2	3031.26
858.51	628.1	2849.07
858.61	628	3051.24
858.71	627.9	3075.36
858.81	627.8	2955.22
858.91	627.7	2970.94
859.01	627.6	3015.05
859.11	627.5	2747.32
859.21	627.4	2866.08
859.31	627.3	2879.49
859.41	627.2	2946.51
859.51	627.1	2847.87
859.61	627	2918.28
859.71	626.9	3058.85
859.81	626.8	2983.16
859.91	626.7	2880.92
860.01	626.6	2829.18
860.11	626.5	2840.39
860.21	626.4	2876.01
860.31	626.3	2927.72
860.41	626.2	2825.68
860.51	626.1	2762.19
860.61	626	2910.55
860.71	625.9	2953.36
860.81	625.8	2821.37
860.91	625.7	2856.97
861.01	625.6	2814.93
861.11	625.5	2932.24
861.21	625.4	3122.15
861.31	625.3	3014.21
861.41	625.2	2827.36
861.51	625.1	2941.02
861.61	625	2800.13
861.71	624.9	2901.73
861.81	624.8	2930.09
861.91	624.7	2894.64
862.01	624.6	2950.6
862.11	624.5	2995.45
862.21	624.4	2791.26
862.31	624.3	2991.11
862.41	624.2	2941.76
862.51	624.1	2836.42
862.61	624	2901.87
862.71	623.9	3024.97
862.81	623.8	3015.92
862.91	623.7	3024.82
863.01	623.6	2898.22
863.11	623.5	2848.82
863.21	623.4	2827.42
863.31	623.3	3001.57
863.41	623.2	2880.47
863.51	623.1	2883.32
863.61	623	2870.72
863.71	622.9	2890.37
863.81	622.8	2766.16
863.91	622.7	2830.41
864.01	622.6	2825.66
864.11	622.5	2735
864.21	622.4	2875.8
864.31	622.3	2888.09
864.41	622.2	2957.44
864.51	622.1	2956.53
864.61	622	2982.92
864.71	621.9	2954.87
864.81	621.8	2826.91
864.91	621.7	2864.05
865.01	621.6	2825.49
865.11	621.5	2887.73
865.21	621.4	2773.92
865.31	621.3	2834.06
865.41	621.2	2966.3
865.51	621.1	2886.94
865.61	621	3045.33
865.71	620.9	2991.22
865.81	620.8	2813.26
865.91	620.7	2844.09
866.01	620.6	2865.03
866.11	620.5	2833.17
866.21	620.4	3005.75
866.31	620.3	2993.19
866.41	620.2	3070.12
866.51	620.1	2946.65
866.61	620	2879.29
866.71	619.9	3054.67
866.81	619.8	3017.85
866.91	619.7	2998.78
867.01	619.6	2913.96
867.11	619.5	2991.34
867.21	619.4	2899.97
867.31	619.3	2943.05
867.41	619.2	2911.38
867.51	619.1	2973.56
867.61	619	3002.54
867.71	618.9	3059.27
867.81	618.8	3004.64
867.91	618.7	2822.87
868.01	618.6	2877.64
868.11	618.5	3027.62
868.21	618.4	2974.74
868.31	618.3	2847.72
868.41	618.2	2877.34
868.51	618.1	2987.21
868.61	618	2882.28
868.71	617.9	3004.15
868.81	617.8	2948.27
868.91	617.7	2926.64
869.01	617.6	3085.46
869.11	617.5	3042.13
869.21	617.4	2974.8
869.31	617.3	2985.87
869.41	617.2	2992.03
869.51	617.1	3073.7
869.61	617	2810.71
869.71	616.9	2874.83
869.81	616.8	3055.14
