c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_ag he largearea.vms
Ag3d
	Characteristic Energy eV	1486.61	Acquisition Time s	2.9
KE_Ag3d	BE_Ag3d	CPS_Ag3d
1036.61	450	7388.97
1036.71	449.9	7399.48
1036.81	449.8	7392.72
1036.91	449.7	7391.72
1037.01	449.6	7292.62
1037.11	449.5	7358.69
1037.21	449.4	7333.34
1037.31	449.3	7341.93
1037.41	449.2	7410.14
1037.51	449.1	7412.28
1037.61	449	7427.93
1037.71	448.9	7424.52
1037.81	448.8	7382.59
1037.91	448.7	7385.66
1038.01	448.6	7427.93
1038.11	448.5	7370.66
1038.21	448.4	7300.62
1038.31	448.3	7356.31
1038.41	448.2	7397.48
1038.51	448.1	7353.1
1038.61	448	7327.72
1038.71	447.9	7332.72
1038.81	447.8	7374.66
1038.91	447.7	7340.48
1039.01	447.6	7421.07
1039.11	447.5	7373.79
1039.21	447.4	7352.38
1039.31	447.3	7376.28
1039.41	447.2	7335.28
1039.51	447.1	7422.45
1039.61	447	7403.79
1039.71	446.9	7350.41
1039.81	446.8	7350.24
1039.91	446.7	7433.93
1040.01	446.6	7409.41
1040.11	446.5	7355.76
1040.21	446.4	7322.66
1040.31	446.3	7399.1
1040.41	446.2	7328.17
1040.51	446.1	7445.41
1040.61	446	7451.93
1040.71	445.9	7336
1040.81	445.8	7437.48
1040.91	445.7	7390.24
1041.01	445.6	7383.83
1041.11	445.5	7356.69
1041.21	445.4	7417.17
1041.31	445.3	7371.86
1041.41	445.2	7404.69
1041.51	445.1	7404.1
1041.61	445	7356.34
1041.71	444.9	7406.21
1041.81	444.8	7375.14
1041.91	444.7	7326.1
1042.01	444.6	7400.72
1042.11	444.5	7435.28
1042.21	444.4	7459.52
1042.31	444.3	7379.31
1042.41	444.2	7339.17
1042.51	444.1	7344.69
1042.61	444	7461.66
1042.71	443.9	7433.79
1042.81	443.8	7428.28
1042.91	443.7	7424.52
1043.01	443.6	7432.14
1043.11	443.5	7394.24
1043.21	443.4	7397.34
1043.31	443.3	7429.76
1043.41	443.2	7391.41
1043.51	443.1	7382.93
1043.61	443	7451.24
1043.71	442.9	7367.52
1043.81	442.8	7402.86
1043.91	442.7	7406.38
1044.01	442.6	7407.86
