c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_au he largearea.vms
Pr:Au4p
	Characteristic Energy eV	1486.61	Acquisition Time s	3
KE_Pr:Au4p	BE_Pr:Au4p	CPS_Pr:Au4p
761.51	725.1	2593.53
761.61	725	2562.01
761.71	724.9	2606.19
761.81	724.8	2570.21
761.91	724.7	2562.32
762.01	724.6	2573.13
762.11	724.5	2612.88
762.21	724.4	2550.43
762.31	724.3	2577.67
762.41	724.2	2530.05
762.51	724.1	2509.3
762.61	724	2636.38
762.71	723.9	2590.05
762.81	723.8	2529.53
762.91	723.7	2627.58
763.01	723.6	2531.49
763.11	723.5	2491.56
763.21	723.4	2514.14
763.31	723.3	2571.71
763.41	723.2	2560.42
763.51	723.1	2620.67
763.61	723	2508.34
763.71	722.9	2574.35
763.81	722.8	2523.32
763.91	722.7	2583.43
764.01	722.6	2580.14
764.11	722.5	2618.21
764.21	722.4	2477.72
764.31	722.3	2548.42
764.41	722.2	2497.46
764.51	722.1	2549.17
764.61	722	2563.04
764.71	721.9	2489.98
764.81	721.8	2643.65
764.91	721.7	2602.79
765.01	721.6	2620.49
765.11	721.5	2591.56
765.21	721.4	2554.26
765.31	721.3	2527.53
765.41	721.2	2469.9
765.51	721.1	2612.14
765.61	721	2613.34
765.71	720.9	2552.11
765.81	720.8	2429.67
765.91	720.7	2612.71
766.01	720.6	2677.84
766.11	720.5	2531.57
766.21	720.4	2569.24
766.31	720.3	2536.01
766.41	720.2	2553.24
766.51	720.1	2598.64
766.61	720	2657.33
766.71	719.9	2602.93
766.81	719.8	2524.8
766.91	719.7	2556.83
767.01	719.6	2541.46
767.11	719.5	2580.72
767.21	719.4	2627.38
767.31	719.3	2746.48
767.41	719.2	2596.91
767.51	719.1	2570
767.61	719	2561.9
767.71	718.9	2606.96
767.81	718.8	2595.32
767.91	718.7	2681.58
768.01	718.6	2575.11
768.11	718.5	2511.2
768.21	718.4	2588.69
768.31	718.3	2621.82
768.41	718.2	2650.01
768.51	718.1	2629.04
768.61	718	2566.66
768.71	717.9	2595.09
768.81	717.8	2607.81
768.91	717.7	2568.4
769.01	717.6	2636.86
769.11	717.5	2614.75
769.21	717.4	2550.94
769.31	717.3	2568.69
769.41	717.2	2602.11
769.51	717.1	2643.93
769.61	717	2643.19
769.71	716.9	2648.04
769.81	716.8	2592.6
769.91	716.7	2592.05
770.01	716.6	2577.74
770.11	716.5	2573.22
770.21	716.4	2640.71
770.31	716.3	2620.09
770.41	716.2	2622.21
770.51	716.1	2649.83
770.61	716	2549.22
770.71	715.9	2581.7
770.81	715.8	2635.75
770.91	715.7	2515.93
771.01	715.6	2573.35
771.11	715.5	2632.33
771.21	715.4	2595.68
771.31	715.3	2602.06
771.41	715.2	2578.01
771.51	715.1	2565.89
771.61	715	2586.41
771.71	714.9	2614.99
771.81	714.8	2513
771.91	714.7	2555.55
772.01	714.6	2621.66
772.11	714.5	2520.61
772.21	714.4	2616.78
772.31	714.3	2631.46
772.41	714.2	2688.91
772.51	714.1	2665.69
772.61	714	2625.63
772.71	713.9	2593.91
772.81	713.8	2506.12
772.91	713.7	2635.19
773.01	713.6	2617.8
773.11	713.5	2663.24
773.21	713.4	2598.62
773.31	713.3	2640.06
773.41	713.2	2619.2
773.51	713.1	2604.54
773.61	713	2598.85
773.71	712.9	2539.89
773.81	712.8	2676.7
773.91	712.7	2597.04
774.01	712.6	2557.71
774.11	712.5	2600.01
774.21	712.4	2617.72
774.31	712.3	2619.86
774.41	712.2	2570.79
774.51	712.1	2583.83
774.61	712	2661.3
774.71	711.9	2607.04
774.81	711.8	2594.94
774.91	711.7	2579.84
775.01	711.6	2625.91
775.11	711.5	2574.25
775.21	711.4	2643.68
775.31	711.3	2624.92
775.41	711.2	2668.08
775.51	711.1	2661.88
775.61	711	2727.05
775.71	710.9	2623.25
775.81	710.8	2646.31
775.91	710.7	2572.95
776.01	710.6	2618.41
776.11	710.5	2699.28
776.21	710.4	2584.41
776.31	710.3	2573.74
776.41	710.2	2535.87
776.51	710.1	2546.6
776.61	710	2602.63
776.71	709.9	2606.56
776.81	709.8	2526.59
776.91	709.7	2587.51
777.01	709.6	2643.38
777.11	709.5	2669.97
777.21	709.4	2675.76
777.31	709.3	2689.79
777.41	709.2	2657.15
777.51	709.1	2654.28
777.61	709	2591.07
777.71	708.9	2568.99
777.81	708.8	2618.12
777.91	708.7	2643.88
778.01	708.6	2599.54
778.11	708.5	2585.89
778.21	708.4	2616.68
778.31	708.3	2685.47
778.41	708.2	2722.36
778.51	708.1	2681.32
778.61	708	2555.57
778.71	707.9	2622.86
778.81	707.8	2632.08
778.91	707.7	2625.6
779.01	707.6	2601.09
779.11	707.5	2688.88
779.21	707.4	2695
779.31	707.3	2658.28
779.41	707.2	2650.97
779.51	707.1	2699.79
779.61	707	2666.57
779.71	706.9	2648.43
779.81	706.8	2693.61
779.91	706.7	2649.83
780.01	706.6	2614.11
780.11	706.5	2680.56
780.21	706.4	2639.28
780.31	706.3	2659.86
780.41	706.2	2684.44
780.51	706.1	2600.99
780.61	706	2607.84
780.71	705.9	2701.42
780.81	705.8	2713.8
780.91	705.7	2631.85
781.01	705.6	2613.23
781.11	705.5	2674.04
781.21	705.4	2679.28
781.31	705.3	2726.86
781.41	705.2	2765.64
781.51	705.1	2676.12
781.61	705	2713.36
781.71	704.9	2718.44
781.81	704.8	2625.58
781.91	704.7	2647.93
782.01	704.6	2668.47
782.11	704.5	2660.51
782.21	704.4	2627.55
782.31	704.3	2669.56
782.41	704.2	2714.7
782.51	704.1	2671.74
782.61	704	2733.72
782.71	703.9	2687.76
782.81	703.8	2584.7
782.91	703.7	2688.54
783.01	703.6	2694.24
783.11	703.5	2795.11
783.21	703.4	2748.88
783.31	703.3	2696.89
783.41	703.2	2719.89
783.51	703.1	2726.66
783.61	703	2729.93
783.71	702.9	2726.24
783.81	702.8	2660.01
783.91	702.7	2759.24
784.01	702.6	2734.58
784.11	702.5	2722.88
784.21	702.4	2717.08
784.31	702.3	2742.61
784.41	702.2	2682.04
784.51	702.1	2593.21
784.61	702	2704.71
784.71	701.9	2639.91
784.81	701.8	2750.84
784.91	701.7	2711.14
785.01	701.6	2632.3
785.11	701.5	2741.27
785.21	701.4	2659.53
785.31	701.3	2666.76
785.41	701.2	2730.66
785.51	701.1	2601.19
785.61	701	2617.18
785.71	700.9	2676.21
785.81	700.8	2716.74
785.91	700.7	2754.4
786.01	700.6	2669.09
786.11	700.5	2684.19
786.21	700.4	2775.28
786.31	700.3	2803.24
786.41	700.2	2680.73
786.51	700.1	2663.19
786.61	700	2590.21
786.71	699.9	2772.81
786.81	699.8	2752.66
786.91	699.7	2820.05
787.01	699.6	2792.21
787.11	699.5	2701.27
787.21	699.4	2717.69
787.31	699.3	2793.14
787.41	699.2	2746.4
787.51	699.1	2769.79
787.61	699	2668.01
787.71	698.9	2693.36
787.81	698.8	2682.05
787.91	698.7	2740
788.01	698.6	2754.62
788.11	698.5	2739.77
788.21	698.4	2702.93
788.31	698.3	2770.18
788.41	698.2	2695.33
788.51	698.1	2629.98
788.61	698	2709.06
788.71	697.9	2724.58
788.81	697.8	2710.3
788.91	697.7	2566.81
789.01	697.6	2579.4
789.11	697.5	2630.04
789.21	697.4	2736.33
789.31	697.3	2763.87
789.41	697.2	2691.72
789.51	697.1	2689.53
789.61	697	2684.51
789.71	696.9	2753.99
789.81	696.8	2771.17
789.91	696.7	2747.55
790.01	696.6	2743.93
790.11	696.5	2768.14
790.21	696.4	2755.39
790.31	696.3	2774.66
790.41	696.2	2810.01
790.51	696.1	2720.19
790.61	696	2748.13
790.71	695.9	2749.34
790.81	695.8	2749.98
790.91	695.7	2757.62
791.01	695.6	2722.66
791.11	695.5	2704.17
791.21	695.4	2728.35
791.31	695.3	2603.65
791.41	695.2	2746.83
791.51	695.1	2685.93
791.61	695	2730.34
791.71	694.9	2687.78
791.81	694.8	2748.12
791.91	694.7	2711.19
792.01	694.6	2760.93
792.11	694.5	2679.83
792.21	694.4	2772.37
792.31	694.3	2725.64
792.41	694.2	2809.11
792.51	694.1	2718.31
792.61	694	2743.18
792.71	693.9	2733.95
792.81	693.8	2763.35
792.91	693.7	2730.12
793.01	693.6	2774.59
793.11	693.5	2739.05
793.21	693.4	2708.99
793.31	693.3	2712.49
793.41	693.2	2777.52
793.51	693.1	2709.02
793.61	693	2754.85
793.71	692.9	2734.22
793.81	692.8	2814.05
793.91	692.7	2715.81
794.01	692.6	2675.44
794.11	692.5	2819.37
794.21	692.4	2756.14
794.31	692.3	2812.57
794.41	692.2	2777.8
794.51	692.1	2752.36
794.61	692	2724.55
794.71	691.9	2741.25
794.81	691.8	2756.84
794.91	691.7	2677.94
795.01	691.6	2721.6
795.11	691.5	2769.13
795.21	691.4	2757.45
795.31	691.3	2794.45
795.41	691.2	2764.07
795.51	691.1	2806.23
795.61	691	2723.69
795.71	690.9	2660.72
795.81	690.8	2757.77
795.91	690.7	2823.2
796.01	690.6	2778.92
796.11	690.5	2687.78
796.21	690.4	2805.67
796.31	690.3	2662.96
796.41	690.2	2683.41
796.51	690.1	2856.2
796.61	690	2801.12
796.71	689.9	2792.38
796.81	689.8	2738.33
796.91	689.7	2741.82
797.01	689.6	2714.98
797.11	689.5	2766.46
797.21	689.4	2751.75
797.31	689.3	2748.4
797.41	689.2	2780.62
797.51	689.1	2788.44
797.61	689	2830.33
797.71	688.9	2815.78
797.81	688.8	2725.1
797.91	688.7	2822.28
798.01	688.6	2876.76
798.11	688.5	2867.35
798.21	688.4	2819.76
798.31	688.3	2815.71
798.41	688.2	2743.16
798.51	688.1	2769.95
798.61	688	2793.03
798.71	687.9	2769.51
798.81	687.8	2787.09
798.91	687.7	2810.64
799.01	687.6	2804.59
799.11	687.5	2833.37
799.21	687.4	2794.48
799.31	687.3	2801.43
799.41	687.2	2847.04
799.51	687.1	2932.85
799.61	687	2853.06
799.71	686.9	2761.01
799.81	686.8	2777.25
799.91	686.7	2878.97
800.01	686.6	2799.08
800.11	686.5	2767.85
800.21	686.4	2799.93
800.31	686.3	2801.24
800.41	686.2	2777.88
800.51	686.1	2741.33
800.61	686	2812.64
800.71	685.9	2780.88
800.81	685.8	2856.29
800.91	685.7	2826.13
801.01	685.6	2797.73
801.11	685.5	2797.98
801.21	685.4	2776.42
801.31	685.3	2748.89
801.41	685.2	2810.53
801.51	685.1	2832.74
801.61	685	2852.01
801.71	684.9	2759.71
801.81	684.8	2795.25
801.91	684.7	2842.36
802.01	684.6	2823.86
802.11	684.5	2862.3
802.21	684.4	2883.17
802.31	684.3	2863.81
802.41	684.2	2871.84
802.51	684.1	2798.11
802.61	684	2800.98
802.71	683.9	2833.89
802.81	683.8	2874.65
802.91	683.7	2787.19
803.01	683.6	2838.06
803.11	683.5	2851.59
803.21	683.4	2911.13
803.31	683.3	2924.7
803.41	683.2	2891.56
803.51	683.1	2875.6
803.61	683	2844
803.71	682.9	2860.93
803.81	682.8	2975.79
803.91	682.7	2805.86
804.01	682.6	2907.03
804.11	682.5	2845.96
804.21	682.4	2760.09
804.31	682.3	2847.49
804.41	682.2	2735.42
804.51	682.1	2747.21
804.61	682	2880.58
804.71	681.9	2926.01
804.81	681.8	2922.54
804.91	681.7	2902.2
805.01	681.6	2782.23
805.11	681.5	2735.92
805.21	681.4	2882.12
805.31	681.3	2801.78
805.41	681.2	2847.54
805.51	681.1	2846.8
805.61	681	2896.4
805.71	680.9	2796.92
805.81	680.8	2859.08
805.91	680.7	2782.71
806.01	680.6	2875.14
806.11	680.5	2806.16
806.21	680.4	2926.92
806.31	680.3	2922.25
806.41	680.2	2845.01
806.51	680.1	2826.03
806.61	680	2816.62
806.71	679.9	2856.21
806.81	679.8	2780.97
806.91	679.7	2841.53
807.01	679.6	2771.45
807.11	679.5	2887.97
807.21	679.4	2969.4
807.31	679.3	2913.02
807.41	679.2	2903.78
807.51	679.1	2814.2
807.61	679	2857.55
807.71	678.9	2856.31
807.81	678.8	2766.86
807.91	678.7	2911.95
808.01	678.6	2879.37
808.11	678.5	2877.86
808.21	678.4	2852.01
808.31	678.3	2845.26
808.41	678.2	2946.75
808.51	678.1	2948.94
808.61	678	2909.25
808.71	677.9	2953.84
808.81	677.8	2862.46
808.91	677.7	2843.64
809.01	677.6	2882.16
809.11	677.5	2881.18
809.21	677.4	2905.66
809.31	677.3	2823.11
809.41	677.2	2944.23
809.51	677.1	2911.65
809.61	677	2980.4
809.71	676.9	2992.28
809.81	676.8	2855.76
809.91	676.7	2886.68
810.01	676.6	2946.93
810.11	676.5	2874.08
810.21	676.4	2891.16
810.31	676.3	2873.77
810.41	676.2	2827.02
810.51	676.1	2873.2
810.61	676	2940.71
810.71	675.9	2849.09
810.81	675.8	2883.91
810.91	675.7	2869.72
811.01	675.6	2980.77
811.11	675.5	2939.81
811.21	675.4	2854.09
811.31	675.3	2977
811.41	675.2	2935.08
811.51	675.1	2857.76
811.61	675	2923.47
811.71	674.9	2868.81
811.81	674.8	2886.06
811.91	674.7	2844
812.01	674.6	2856.65
812.11	674.5	2849.16
812.21	674.4	2978.73
812.31	674.3	2919.37
812.41	674.2	2921.28
812.51	674.1	2911.76
812.61	674	2933.17
812.71	673.9	2872.84
812.81	673.8	2877.98
812.91	673.7	2941.76
813.01	673.6	2969.07
813.11	673.5	2911.11
813.21	673.4	2939.18
813.31	673.3	2940.99
813.41	673.2	2885.13
813.51	673.1	3006.87
813.61	673	2906.74
813.71	672.9	2917.65
813.81	672.8	3008.72
813.91	672.7	3057.89
814.01	672.6	3104.46
814.11	672.5	2985.07
814.21	672.4	2938.34
814.31	672.3	2920.31
814.41	672.2	2855.58
814.51	672.1	2856.35
814.61	672	2891.32
814.71	671.9	2941.93
814.81	671.8	2953.13
814.91	671.7	2896.3
815.01	671.6	2951.8
815.11	671.5	2960.61
815.21	671.4	2946.84
815.31	671.3	2983.18
815.41	671.2	2979.61
815.51	671.1	2895.71
815.61	671	2987.48
815.71	670.9	3033.28
815.81	670.8	2952.55
815.91	670.7	2948.45
816.01	670.6	2905.99
816.11	670.5	2923.69
816.21	670.4	2999.29
816.31	670.3	3078.19
816.41	670.2	3061.05
816.51	670.1	3013.49
816.61	670	2990.82
816.71	669.9	2882.15
816.81	669.8	2971.18
816.91	669.7	3000.21
817.01	669.6	2934.21
817.11	669.5	2936.68
817.21	669.4	2969.51
817.31	669.3	2993.57
817.41	669.2	2998.27
817.51	669.1	3055.1
817.61	669	2948
817.71	668.9	2974.59
817.81	668.8	2907.89
817.91	668.7	2966.75
818.01	668.6	3043.85
818.11	668.5	2989.95
818.21	668.4	2935.71
818.31	668.3	2985.5
818.41	668.2	3031.9
818.51	668.1	3092.79
818.61	668	2983.15
818.71	667.9	3035.68
818.81	667.8	3026.54
818.91	667.7	3005.2
819.01	667.6	3067.23
819.11	667.5	3042.13
819.21	667.4	3042.25
819.31	667.3	2945.88
819.41	667.2	2937.04
819.51	667.1	3007.4
819.61	667	2926.09
819.71	666.9	2929.18
819.81	666.8	2956.11
819.91	666.7	3034.73
820.01	666.6	3003.66
820.11	666.5	2943.85
820.21	666.4	3053.11
820.31	666.3	3075.5
820.41	666.2	3042.69
820.51	666.1	2998.95
820.61	666	2952.27
820.71	665.9	2983.63
820.81	665.8	2971.32
820.91	665.7	2922.04
821.01	665.6	3020.83
821.11	665.5	2993.86
821.21	665.4	3012.91
821.31	665.3	2990.47
821.41	665.2	2977.42
821.51	665.1	3008.55
821.61	665	3050.27
821.71	664.9	3031.92
821.81	664.8	3024.28
821.91	664.7	2980.9
822.01	664.6	3026.25
822.11	664.5	3006.44
822.21	664.4	3010.73
822.31	664.3	3009.32
822.41	664.2	2992.57
822.51	664.1	2875.66
822.61	664	2959.61
822.71	663.9	3011.76
822.81	663.8	2978.18
822.91	663.7	2858.83
823.01	663.6	3019.55
823.11	663.5	3004.21
823.21	663.4	3095.72
823.31	663.3	2992.44
823.41	663.2	3057.99
823.51	663.1	3066.85
823.61	663	3053.56
823.71	662.9	3032.08
823.81	662.8	3067.43
823.91	662.7	3044.25
824.01	662.6	2999.3
824.11	662.5	3015.92
824.21	662.4	3046.94
824.31	662.3	3075.45
824.41	662.2	2972.87
824.51	662.1	3032.32
824.61	662	2985.43
824.71	661.9	2959.58
824.81	661.8	2869.07
824.91	661.7	3049.88
825.01	661.6	3057.5
825.11	661.5	2834.31
825.21	661.4	2973.03
825.31	661.3	2991.88
825.41	661.2	2927.92
825.51	661.1	2895.81
825.61	661	2905.72
825.71	660.9	2967.5
825.81	660.8	3042.71
825.91	660.7	2893.46
826.01	660.6	2910.94
826.11	660.5	2873.19
826.21	660.4	2920.84
826.31	660.3	2873.82
826.41	660.2	2931.49
826.51	660.1	2875.04
826.61	660	2887.92
826.71	659.9	2924.5
826.81	659.8	2913.78
826.91	659.7	2795.36
827.01	659.6	2809.64
827.11	659.5	2942.41
827.21	659.4	2785.06
827.31	659.3	2936.17
827.41	659.2	2871.35
827.51	659.1	2876.49
827.61	659	2938.2
827.71	658.9	2945.65
827.81	658.8	2934.06
827.91	658.7	2851.87
828.01	658.6	3032.01
828.11	658.5	2927.19
828.21	658.4	2983.13
828.31	658.3	2946.44
828.41	658.2	2900.65
828.51	658.1	2918.79
828.61	658	2889.34
828.71	657.9	2962.15
828.81	657.8	2977.16
828.91	657.7	3005.93
829.01	657.6	2877.91
829.11	657.5	2924.18
829.21	657.4	2990.06
829.31	657.3	2968.83
829.41	657.2	2828.17
829.51	657.1	2809.61
829.61	657	2852.82
829.71	656.9	2949.16
829.81	656.8	2826.2
829.91	656.7	2858.58
830.01	656.6	2873.78
830.11	656.5	2863.76
830.21	656.4	2966
830.31	656.3	2929.44
830.41	656.2	2919.31
830.51	656.1	2839.35
830.61	656	2912.02
830.71	655.9	2951.6
830.81	655.8	2849.64
830.91	655.7	2929.17
831.01	655.6	3010.98
831.11	655.5	2882.19
831.21	655.4	2855.32
831.31	655.3	2950.1
831.41	655.2	2872.43
831.51	655.1	2871.01
831.61	655	2964.74
831.71	654.9	2933.12
831.81	654.8	2949.85
831.91	654.7	2958.46
832.01	654.6	2952.83
832.11	654.5	2954.23
832.21	654.4	3004.47
832.31	654.3	2978.31
832.41	654.2	3069.74
832.51	654.1	2948.28
832.61	654	2928.82
832.71	653.9	3051.25
832.81	653.8	3027.19
832.91	653.7	2980.96
833.01	653.6	2954.83
833.11	653.5	2976
833.21	653.4	2913
833.31	653.3	2990.3
833.41	653.2	3001.31
833.51	653.1	2925.27
833.61	653	2950.81
833.71	652.9	2933.81
833.81	652.8	2925.95
833.91	652.7	3020.01
834.01	652.6	3014.35
834.11	652.5	2941.42
834.21	652.4	2935.32
834.31	652.3	2986.12
834.41	652.2	3051.29
834.51	652.1	3003.15
834.61	652	2913.02
834.71	651.9	2955.59
834.81	651.8	3060.49
834.91	651.7	3116.49
835.01	651.6	3028.16
835.11	651.5	3105.59
835.21	651.4	3110.46
835.31	651.3	3103.36
835.41	651.2	3176.62
835.51	651.1	3031.55
835.61	651	2968.55
835.71	650.9	3055.52
835.81	650.8	3142.49
835.91	650.7	3094.08
836.01	650.6	2985.35
836.11	650.5	3045.08
836.21	650.4	2997.01
836.31	650.3	2996.65
836.41	650.2	3124.98
836.51	650.1	3097.84
836.61	650	3134.57
836.71	649.9	3140.34
836.81	649.8	3056.64
836.91	649.7	3121.47
837.01	649.6	3108.3
837.11	649.5	3085.5
837.21	649.4	3114.53
837.31	649.3	3111.06
837.41	649.2	3125.06
837.51	649.1	3183.85
837.61	649	3176.25
837.71	648.9	3213.38
837.81	648.8	3192.24
837.91	648.7	3174.57
838.01	648.6	3270.3
838.11	648.5	3286
838.21	648.4	3211.63
838.31	648.3	3270.59
838.41	648.2	3301.35
838.51	648.1	3262.88
838.61	648	3267.81
838.71	647.9	3283.58
838.81	647.8	3326.8
838.91	647.7	3309.03
839.01	647.6	3425.1
839.11	647.5	3438.56
839.21	647.4	3347.72
839.31	647.3	3401.45
839.41	647.2	3345.38
839.51	647.1	3418.97
839.61	647	3396.17
839.71	646.9	3455.83
839.81	646.8	3556.06
839.91	646.7	3583.78
840.01	646.6	3577.78
840.11	646.5	3602.84
840.21	646.4	3634.9
840.31	646.3	3642.46
840.41	646.2	3652.49
840.51	646.1	3698.52
840.61	646	3709.68
840.71	645.9	3672.57
840.81	645.8	3603.76
840.91	645.7	3730.19
841.01	645.6	3767.25
841.11	645.5	3699.48
841.21	645.4	3886.74
841.31	645.3	3856.03
841.41	645.2	3882.19
841.51	645.1	3775.35
841.61	645	3994.58
841.71	644.9	3905.84
841.81	644.8	3961.46
841.91	644.7	4034.62
842.01	644.6	4030.55
842.11	644.5	4053.91
842.21	644.4	4071.53
842.31	644.3	4052.53
842.41	644.2	4116.28
842.51	644.1	4159.21
842.61	644	4143.07
842.71	643.9	4207.69
842.81	643.8	4220.75
842.91	643.7	4306.28
843.01	643.6	4285.3
843.11	643.5	4215.73
843.21	643.4	4328.52
843.31	643.3	4341.54
843.41	643.2	4288.64
843.51	643.1	4314.16
843.61	643	4350.25
843.71	642.9	4383.04
843.81	642.8	4368.43
843.91	642.7	4382.59
844.01	642.6	4275.92
844.11	642.5	4322.24
844.21	642.4	4283.1
844.31	642.3	4304.66
844.41	642.2	4302.58
844.51	642.1	4308.47
844.61	642	4313.63
844.71	641.9	4255.95
844.81	641.8	4223.47
844.91	641.7	4216.7
845.01	641.6	4169.79
845.11	641.5	4173.81
845.21	641.4	4157.4
845.31	641.3	4113.23
845.41	641.2	4084.55
845.51	641.1	4066.67
845.61	641	4008.93
845.71	640.9	3954.98
845.81	640.8	4015.87
845.91	640.7	4004.23
846.01	640.6	3922.15
846.11	640.5	3759.31
846.21	640.4	3837.2
846.31	640.3	3835.69
846.41	640.2	3717.24
846.51	640.1	3634.3
846.61	640	3679.56
846.71	639.9	3700.71
846.81	639.8	3649.67
846.91	639.7	3559.59
847.01	639.6	3612.64
847.11	639.5	3544.33
847.21	639.4	3520.96
847.31	639.3	3446.98
847.41	639.2	3447.33
847.51	639.1	3393.82
847.61	639	3267.08
847.71	638.9	3341.03
847.81	638.8	3267.85
847.91	638.7	3204.88
848.01	638.6	3216.33
848.11	638.5	3229.12
848.21	638.4	3178.17
848.31	638.3	3301.86
848.41	638.2	3226.85
848.51	638.1	3113.07
848.61	638	3101.69
848.71	637.9	3063.25
848.81	637.8	3038.43
848.91	637.7	3093.56
849.01	637.6	3110.21
849.11	637.5	2944.73
849.21	637.4	3047.52
849.31	637.3	3024.27
849.41	637.2	2919.56
849.51	637.1	2998.48
849.61	637	3036.27
849.71	636.9	3027.99
849.81	636.8	2955.94
849.91	636.7	2916.7
850.01	636.6	2889.75
850.11	636.5	2935.41
850.21	636.4	2933.86
850.31	636.3	2906.88
850.41	636.2	2845.27
850.51	636.1	2790.75
850.61	636	2836.74
850.71	635.9	2834.1
850.81	635.8	2848.95
850.91	635.7	2890.74
851.01	635.6	2821.76
851.11	635.5	2779.54
851.21	635.4	2817.23
851.31	635.3	2808.42
851.41	635.2	2800.9
851.51	635.1	2718.32
851.61	635	2766.18
851.71	634.9	2787.36
851.81	634.8	2753.68
851.91	634.7	2686.67
852.01	634.6	2653.72
852.11	634.5	2698.27
852.21	634.4	2671.09
852.31	634.3	2644.78
852.41	634.2	2627.53
852.51	634.1	2629.22
852.61	634	2725
852.71	633.9	2757.86
852.81	633.8	2668.81
852.91	633.7	2682.1
853.01	633.6	2719.58
853.11	633.5	2674.03
853.21	633.4	2627.92
853.31	633.3	2570.1
853.41	633.2	2586.15
853.51	633.1	2546.07
853.61	633	2668.32
853.71	632.9	2697.84
853.81	632.8	2666.09
853.91	632.7	2609.71
854.01	632.6	2523.66
854.11	632.5	2520.75
854.21	632.4	2629.27
854.31	632.3	2591.65
854.41	632.2	2618.37
854.51	632.1	2654.22
854.61	632	2579.9
854.71	631.9	2538.05
854.81	631.8	2610.13
854.91	631.7	2548.18
855.01	631.6	2605.6
855.11	631.5	2654.62
855.21	631.4	2654.83
855.31	631.3	2620.12
855.41	631.2	2506.33
855.51	631.1	2434.81
855.61	631	2539.76
855.71	630.9	2541.95
855.81	630.8	2544.23
855.91	630.7	2509.78
856.01	630.6	2534.19
856.11	630.5	2589.57
856.21	630.4	2485.72
856.31	630.3	2557.84
856.41	630.2	2519.28
856.51	630.1	2598.56
856.61	630	2584.28
856.71	629.9	2502.16
856.81	629.8	2422.04
856.91	629.7	2454.49
857.01	629.6	2542.8
857.11	629.5	2602.91
857.21	629.4	2453.59
857.31	629.3	2395.77
857.41	629.2	2532.98
857.51	629.1	2493.8
857.61	629	2493.07
857.71	628.9	2497.69
857.81	628.8	2475.47
857.91	628.7	2488.48
858.01	628.6	2486.99
858.11	628.5	2404.97
858.21	628.4	2395.24
858.31	628.3	2430.65
858.41	628.2	2483
858.51	628.1	2593.78
858.61	628	2426.95
858.71	627.9	2558
858.81	627.8	2576.84
858.91	627.7	2486.08
859.01	627.6	2430.09
859.11	627.5	2376.77
859.21	627.4	2443.17
859.31	627.3	2525.88
859.41	627.2	2516.79
859.51	627.1	2454.83
859.61	627	2462.27
859.71	626.9	2366.11
859.81	626.8	2440.75
859.91	626.7	2509.6
860.01	626.6	2419.94
860.11	626.5	2494.84
860.21	626.4	2497.51
860.31	626.3	2435.85
860.41	626.2	2425.73
860.51	626.1	2458.07
860.61	626	2436.57
860.71	625.9	2418.21
860.81	625.8	2444.45
860.91	625.7	2482.48
861.01	625.6	2483.16
861.11	625.5	2443.89
861.21	625.4	2457.63
861.31	625.3	2465.03
861.41	625.2	2461.34
861.51	625.1	2398.87
861.61	625	2446.67
861.71	624.9	2512.54
861.81	624.8	2434.58
861.91	624.7	2455.65
862.01	624.6	2506.98
862.11	624.5	2439.25
862.21	624.4	2424.55
862.31	624.3	2583.75
862.41	624.2	2497.62
862.51	624.1	2511.12
862.61	624	2415.58
862.71	623.9	2468.95
862.81	623.8	2485.78
862.91	623.7	2486.61
863.01	623.6	2452.88
863.11	623.5	2494.71
863.21	623.4	2480.34
863.31	623.3	2470.57
863.41	623.2	2492.13
863.51	623.1	2451.2
863.61	623	2476.23
863.71	622.9	2468.75
863.81	622.8	2443.52
863.91	622.7	2421.98
864.01	622.6	2402.94
864.11	622.5	2540.27
864.21	622.4	2454.1
864.31	622.3	2377.19
864.41	622.2	2466.52
864.51	622.1	2519.68
864.61	622	2573.24
864.71	621.9	2439.83
864.81	621.8	2478.92
864.91	621.7	2422.34
865.01	621.6	2489.27
865.11	621.5	2424.29
865.21	621.4	2370.92
865.31	621.3	2385.81
865.41	621.2	2424.3
865.51	621.1	2484.39
865.61	621	2407.44
865.71	620.9	2418.96
865.81	620.8	2388.75
865.91	620.7	2481.34
866.01	620.6	2421.63
866.11	620.5	2397.28
866.21	620.4	2442.9
866.31	620.3	2448.45
866.41	620.2	2459.17
866.51	620.1	2398.36
866.61	620	2413.34
866.71	619.9	2383.63
866.81	619.8	2401.31
866.91	619.7	2442.43
867.01	619.6	2557.71
867.11	619.5	2503.6
867.21	619.4	2446.25
867.31	619.3	2397.93
867.41	619.2	2471.18
867.51	619.1	2498.06
867.61	619	2509.51
867.71	618.9	2474.95
867.81	618.8	2396.6
867.91	618.7	2343.98
868.01	618.6	2527.43
868.11	618.5	2485.54
868.21	618.4	2470.25
868.31	618.3	2425.59
868.41	618.2	2505.81
868.51	618.1	2499.65
868.61	618	2521.13
868.71	617.9	2477.14
868.81	617.8	2432.64
868.91	617.7	2578.42
869.01	617.6	2420.93
869.11	617.5	2427.77
869.21	617.4	2436.01
869.31	617.3	2511.02
869.41	617.2	2402.99
869.51	617.1	2428.06
869.61	617	2489.37
869.71	616.9	2471.87
869.81	616.8	2493.98
869.91	616.7	2494.25
870.01	616.6	2419.22
