C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.7
KE_Ag3p	BE_Ag3p	CPS_Ag3p	Background_Ag3p
842.71	643.9	10917.3	10917.3
842.81	643.8	10893.7	10893.7
842.91	643.7	11001.5	11001.5
843.01	643.6	11048.7	11048.7
843.11	643.5	10987.5	10987.5
843.21	643.4	11133.8	11133.8
843.31	643.3	11198.6	11198.6
843.41	643.2	11213.2	11213.2
843.51	643.1	11238.8	11238.8
843.61	643	11262.6	11262.6
843.71	642.9	11116.2	11116.2
843.81	642.8	11069.9	11069.9
843.91	642.7	11027.9	11027.9
844.01	642.6	11012.5	11012.5
844.11	642.5	11103.5	11103.5
844.21	642.4	10938.3	10938.3
844.31	642.3	11046.4	11046.4
844.41	642.2	11201.7	11201.7
844.51	642.1	11090.9	11090.9
844.61	642	11240	11240
844.71	641.9	11223.7	11223.7
844.81	641.8	11059.8	11059.8
844.91	641.7	11259	11259
845.01	641.6	11213.5	11213.5
845.11	641.5	11173.9	11173.9
845.21	641.4	11198.5	11198.5
845.31	641.3	10934.4	10934.4
845.41	641.2	11129.9	11129.9
845.51	641.1	11053.2	11053.2
845.61	641	11092.7	11092.7
845.71	640.9	11163.5	11163.5
845.81	640.8	11115.3	11115.3
845.91	640.7	11085.8	11085.8
846.01	640.6	11158.4	11158.4
846.11	640.5	10910	10910
846.21	640.4	11075	11075
846.31	640.3	11092.1	11092.1
846.41	640.2	11144.9	11144.9
846.51	640.1	11373.1	11373.1
846.61	640	11102.3	11102.3
846.71	639.9	11128.4	11128.4
846.81	639.8	11196.1	11196.1
846.91	639.7	11190	11190
847.01	639.6	11212.5	11212.5
847.11	639.5	11197.5	11197.5
847.21	639.4	11049.4	11049.4
847.31	639.3	11069.6	11069.6
847.41	639.2	11230.5	11230.5
847.51	639.1	11069.7	11069.7
847.61	639	11154.5	11154.5
847.71	638.9	11262.3	11262.3
847.81	638.8	11282.6	11282.6
847.91	638.7	11345.4	11345.4
848.01	638.6	11205.9	11205.9
848.11	638.5	11176.2	11176.2
848.21	638.4	11131	11131
848.31	638.3	11190.9	11190.9
848.41	638.2	11107.2	11107.2
848.51	638.1	11266.3	11266.3
848.61	638	11297.9	11297.9
848.71	637.9	11250.6	11250.6
848.81	637.8	11069.4	11069.4
848.91	637.7	10902.9	10902.9
849.01	637.6	11321.7	11321.7
849.11	637.5	11222	11222
849.21	637.4	11241.3	11241.3
849.31	637.3	11194.2	11194.2
849.41	637.2	11089.8	11089.8
849.51	637.1	11103.6	11103.6
849.61	637	11302	11302
849.71	636.9	11175.6	11175.6
849.81	636.8	11082.9	11082.9
849.91	636.7	11292.6	11292.6
850.01	636.6	11338.9	11338.9
850.11	636.5	11327.7	11327.7
850.21	636.4	11257.4	11257.4
850.31	636.3	11295.3	11295.3
850.41	636.2	11127.3	11127.3
850.51	636.1	11290.9	11290.9
850.61	636	11256.5	11256.5
850.71	635.9	11302.8	11302.8
850.81	635.8	11302	11302
850.91	635.7	11481	11481
851.01	635.6	11323.9	11323.9
851.11	635.5	11189.8	11189.8
851.21	635.4	11230.8	11230.8
851.31	635.3	11299.4	11299.4
851.41	635.2	11182.7	11182.7
851.51	635.1	11208.9	11208.9
851.61	635	11094.3	11094.3
851.71	634.9	11379.2	11379.2
851.81	634.8	11077.3	11077.3
851.91	634.7	11229.1	11229.1
852.01	634.6	11228.1	11228.1
852.11	634.5	11375.9	11375.9
852.21	634.4	11388	11388
852.31	634.3	11302.6	11302.6
852.41	634.2	11541.5	11541.5
852.51	634.1	11154.9	11154.9
852.61	634	11351.6	11351.6
852.71	633.9	11454.6	11454.6
852.81	633.8	11320.9	11320.9
852.91	633.7	11320.1	11320.1
853.01	633.6	11470.1	11470.1
853.11	633.5	11518.1	11518.1
853.21	633.4	11224.3	11224.3
853.31	633.3	11327.7	11327.7
853.41	633.2	11442.5	11442.5
853.51	633.1	11384.7	11384.7
853.61	633	11480.8	11480.8
853.71	632.9	11514.5	11514.5
853.81	632.8	11442	11442
853.91	632.7	11361.5	11361.5
854.01	632.6	11462.2	11462.2
854.11	632.5	11555.1	11555.1
854.21	632.4	11389.8	11389.8
854.31	632.3	11345.3	11345.3
854.41	632.2	11429.6	11429.6
854.51	632.1	11352.9	11352.9
854.61	632	11372.7	11372.7
854.71	631.9	11445.4	11445.4
854.81	631.8	11268.8	11268.8
854.91	631.7	11129	11129
855.01	631.6	11079.8	11079.8
855.11	631.5	11465.6	11465.6
855.21	631.4	11550.3	11550.3
855.31	631.3	11558.2	11558.2
855.41	631.2	11401	11401
855.51	631.1	11443.4	11443.4
855.61	631	11471.1	11471.1
855.71	630.9	11664	11664
855.81	630.8	11569.4	11569.4
855.91	630.7	11555.7	11555.7
856.01	630.6	11536.8	11536.8
856.11	630.5	11428.2	11428.2
856.21	630.4	11528.8	11528.8
856.31	630.3	11509.8	11509.8
856.41	630.2	11482.4	11482.4
856.51	630.1	11510.4	11510.4
856.61	630	11600.8	11600.8
856.71	629.9	11473.2	11473.2
856.81	629.8	11424.2	11424.2
856.91	629.7	11560.4	11560.4
857.01	629.6	11547.9	11547.9
857.11	629.5	11677.5	11677.5
857.21	629.4	11403.6	11403.6
857.31	629.3	11432.2	11432.2
857.41	629.2	11651.8	11651.8
857.51	629.1	11243.3	11243.3
857.61	629	11637.3	11637.3
857.71	628.9	11642	11642
857.81	628.8	11532.3	11532.3
857.91	628.7	11565.4	11565.4
858.01	628.6	11497.2	11497.2
858.11	628.5	11439.4	11439.4
858.21	628.4	11345.8	11345.8
858.31	628.3	11398	11398
858.41	628.2	11666.8	11666.8
858.51	628.1	11592.5	11592.5
858.61	628	11458.2	11458.2
858.71	627.9	11575.9	11575.9
858.81	627.8	11335.1	11335.1
858.91	627.7	11351.3	11351.3
859.01	627.6	11561.5	11561.5
859.11	627.5	11584.1	11584.1
859.21	627.4	11516	11516
859.31	627.3	11430.2	11430.2
859.41	627.2	11557.5	11557.5
859.51	627.1	11604.4	11604.4
859.61	627	11717.5	11717.5
859.71	626.9	11499	11499
859.81	626.8	11483.8	11483.8
859.91	626.7	11506.3	11506.3
860.01	626.6	11713.5	11713.5
860.11	626.5	11638.8	11638.8
860.21	626.4	11459.6	11459.6
860.31	626.3	11365	11365
860.41	626.2	11312.5	11312.5
860.51	626.1	11615.9	11615.9
860.61	626	11540.6	11540.6
860.71	625.9	11392.8	11392.8
860.81	625.8	11463.2	11463.2
860.91	625.7	11435.3	11435.3
861.01	625.6	11587.9	11587.9
861.11	625.5	11499	11499
861.21	625.4	11633.1	11633.1
861.31	625.3	11659.7	11659.7
861.41	625.2	11624.3	11624.3
861.51	625.1	11589.3	11589.3
861.61	625	11767.6	11767.6
861.71	624.9	11543.4	11543.4
861.81	624.8	11460	11460
861.91	624.7	11419.9	11419.9
862.01	624.6	11498.9	11498.9
862.11	624.5	11406	11406
862.21	624.4	11484.8	11484.8
862.31	624.3	11566.8	11566.8
862.41	624.2	11439.8	11439.8
862.51	624.1	11589.3	11589.3
862.61	624	11668.8	11668.8
862.71	623.9	11558.1	11558.1
862.81	623.8	11566.1	11566.1
862.91	623.7	11724.2	11724.2
863.01	623.6	11533.4	11533.4
863.11	623.5	11607.1	11607.1
863.21	623.4	11665.4	11665.4
863.31	623.3	11599.6	11599.6
863.41	623.2	11642.5	11642.5
863.51	623.1	11725.5	11725.5
863.61	623	11731.2	11731.2
863.71	622.9	11602.3	11602.3
863.81	622.8	11489.6	11489.6
863.91	622.7	11720.1	11720.1
864.01	622.6	11756.4	11756.4
864.11	622.5	11571.2	11571.2
864.21	622.4	11646.5	11646.5
864.31	622.3	11759.3	11759.3
864.41	622.2	11552.3	11552.3
864.51	622.1	11562.8	11562.8
864.61	622	11582.8	11582.8
864.71	621.9	11678.8	11678.8
864.81	621.8	11553.1	11553.1
864.91	621.7	11612.6	11612.6
865.01	621.6	11735.8	11735.8
865.11	621.5	11710.7	11710.7
865.21	621.4	11713.5	11713.5
865.31	621.3	11797.1	11797.1
865.41	621.2	11828.7	11828.7
865.51	621.1	11781.6	11781.6
865.61	621	11510.8	11510.8
865.71	620.9	11579.1	11579.1
865.81	620.8	11891.6	11891.6
865.91	620.7	11784.6	11784.6
866.01	620.6	11555	11555
866.11	620.5	11723.5	11723.5
866.21	620.4	11789.8	11789.8
866.31	620.3	11598.6	11598.6
866.41	620.2	11642.5	11642.5
866.51	620.1	11691.4	11691.4
866.61	620	11735.3	11735.3
866.71	619.9	11661.6	11661.6
866.81	619.8	11592.2	11592.2
866.91	619.7	11657.5	11657.5
867.01	619.6	11609.9	11609.9
867.11	619.5	11929.9	11929.9
867.21	619.4	11790.8	11790.8
867.31	619.3	11816.5	11816.5
867.41	619.2	11648.2	11648.2
867.51	619.1	11623.9	11623.9
867.61	619	11789	11789
867.71	618.9	11883	11883
867.81	618.8	11740.8	11740.8
867.91	618.7	11530.1	11530.1
868.01	618.6	11596	11596
868.11	618.5	11761.1	11761.1
868.21	618.4	11798.2	11798.2
868.31	618.3	11616.5	11616.5
868.41	618.2	11716.3	11716.3
868.51	618.1	11683.8	11683.8
868.61	618	11669.8	11669.8
868.71	617.9	11754.1	11754.1
868.81	617.8	11652.6	11652.6
868.91	617.7	11414.9	11414.9
869.01	617.6	11560.3	11560.3
869.11	617.5	11762.4	11762.4
869.21	617.4	11894.7	11894.7
869.31	617.3	11727.3	11727.3
869.41	617.2	11740.3	11740.3
869.51	617.1	11764	11764
869.61	617	11860.5	11860.5
869.71	616.9	11603.2	11603.2
869.81	616.8	11873.8	11873.8
869.91	616.7	11843.6	11843.6
870.01	616.6	11835.7	11835.7
870.11	616.5	11762.9	11762.9
870.21	616.4	11684.6	11684.6
870.31	616.3	11698.8	11698.8
870.41	616.2	11861.6	11861.6
870.51	616.1	11890.1	11890.1
870.61	616	11791.7	11791.7
870.71	615.9	11722.7	11722.7
870.81	615.8	11679	11679
870.91	615.7	11686.1	11686.1
871.01	615.6	11758.2	11758.2
871.11	615.5	11626.9	11626.9
871.21	615.4	11621.5	11621.5
871.31	615.3	11991.4	11991.4
871.41	615.2	11603.6	11603.6
871.51	615.1	11731.9	11731.9
871.61	615	11913	11913
871.71	614.9	11905.4	11905.4
871.81	614.8	11689.8	11689.8
871.91	614.7	11787.6	11787.6
872.01	614.6	12048.5	12048.5
872.11	614.5	11704.5	11704.5
872.21	614.4	11798.5	11798.5
872.31	614.3	11828.1	11828.1
872.41	614.2	11940	11940
872.51	614.1	11789	11789
872.61	614	11685.5	11685.5
872.71	613.9	11853.3	11853.3
872.81	613.8	11807.4	11807.4
872.91	613.7	12067.3	12067.3
873.01	613.6	11880.3	11880.3
873.11	613.5	11779.5	11779.5
873.21	613.4	11888.8	11888.8
873.31	613.3	11991.5	11991.5
873.41	613.2	12067.1	12067.1
873.51	613.1	12169.5	12169.5
873.61	613	12054.3	12054.3
873.71	612.9	12125	12125
873.81	612.8	11904.5	11904.5
873.91	612.7	11885.9	11885.9
874.01	612.6	11915.7	11915.7
874.11	612.5	12081.2	12081.2
874.21	612.4	11981.8	11981.8
874.31	612.3	12110.3	12110.3
874.41	612.2	12135.7	12135.7
874.51	612.1	12043.8	12043.8
874.61	612	12018.8	12018.8
874.71	611.9	12216.4	12216.4
874.81	611.8	12120.5	12120.5
874.91	611.7	12222.6	12222.6
875.01	611.6	12143.6	12143.6
875.11	611.5	12208.9	12208.9
875.21	611.4	11942.6	11942.6
875.31	611.3	12170.4	12170.4
875.41	611.2	12160.8	12160.8
875.51	611.1	12223.4	12223.4
875.61	611	12275.1	12275.1
875.71	610.9	12125	12125
875.81	610.8	12284.5	12284.5
875.91	610.7	12333.9	12333.9
876.01	610.6	12413.1	12413.1
876.11	610.5	12413	12413
876.21	610.4	12158.4	12158.4
876.31	610.3	12226.3	12226.3
876.41	610.2	12270.7	12270.7
876.51	610.1	12246.4	12246.4
876.61	610	12309.7	12309.7
876.71	609.9	12426.7	12426.7
876.81	609.8	12333.5	12333.5
876.91	609.7	12274.8	12274.8
877.01	609.6	12352.8	12352.8
877.11	609.5	12460.7	12460.7
877.21	609.4	12489.8	12489.8
877.31	609.3	12553.7	12553.7
877.41	609.2	12740.4	12740.4
877.51	609.1	12805.6	12805.6
877.61	609	12778.2	12778.2
877.71	608.9	12731	12731
877.81	608.8	12899.9	12899.9
877.91	608.7	12857.2	12857.2
878.01	608.6	12741	12741
878.11	608.5	12997.3	12997.3
878.21	608.4	12988.1	12988.1
878.31	608.3	12865.9	12865.9
878.41	608.2	13136.5	13136.5
878.51	608.1	12965.7	12965.7
878.61	608	13058.8	13058.8
878.71	607.9	13140.8	13140.8
878.81	607.8	13425.7	13425.7
878.91	607.7	13352.8	13352.8
879.01	607.6	13277.2	13277.2
879.11	607.5	13257.5	13257.5
879.21	607.4	13663	13663
879.31	607.3	13618.1	13618.1
879.41	607.2	13723.4	13723.4
879.51	607.1	13546.4	13546.4
879.61	607	13914.7	13914.7
879.71	606.9	14029.7	14029.7
879.81	606.8	13948.7	13948.7
879.91	606.7	14274.4	14274.4
880.01	606.6	14317.7	14317.7
880.11	606.5	14419.3	14419.3
880.21	606.4	14766.1	14766.1
880.31	606.3	15028.3	15028.3
880.41	606.2	15087.4	15087.4
880.51	606.1	15231.3	15231.3
880.61	606	15569.1	15569.1
880.71	605.9	15940.4	15940.4
880.81	605.8	16308.9	16308.9
880.91	605.7	16547.4	16547.4
881.01	605.6	16734.6	16734.6
881.11	605.5	17393.4	17393.4
881.21	605.4	17809.4	17809.4
881.31	605.3	18108.7	18108.7
881.41	605.2	18602.6	18602.6
881.51	605.1	19118.3	19118.3
881.61	605	19585.7	19585.7
881.71	604.9	19840.9	19840.9
881.81	604.8	20285.4	20285.4
881.91	604.7	20813.6	20813.6
882.01	604.6	21408.6	21408.6
882.11	604.5	21713.4	21713.4
882.21	604.4	22057.7	22057.7
882.31	604.3	22258.1	22258.1
882.41	604.2	22148.1	22148.1
882.51	604.1	22544	22544
882.61	604	22497.1	22497.1
882.71	603.9	22033.4	22033.4
882.81	603.8	21268	21268
882.91	603.7	21465.6	21465.6
883.01	603.6	21216.9	21216.9
883.11	603.5	20582.9	20582.9
883.21	603.4	20474.7	20474.7
883.31	603.3	19843.1	19843.1
883.41	603.2	19171	19171
883.51	603.1	18427	18427
883.61	603	17873.9	17873.9
883.71	602.9	17561.1	17561.1
883.81	602.8	17254.1	17254.1
883.91	602.7	16670.9	16670.9
884.01	602.6	16232.1	16232.1
884.11	602.5	15915.9	15915.9
884.21	602.4	15335.6	15335.6
884.31	602.3	15273	15273
884.41	602.2	15077.1	15077.1
884.51	602.1	14738.6	14738.6
884.61	602	14307.9	14307.9
884.71	601.9	14028	14028
884.81	601.8	14002.9	14002.9
884.91	601.7	13668.9	13668.9
885.01	601.6	13497.2	13497.2
885.11	601.5	13515.7	13515.7
885.21	601.4	13191.2	13191.2
885.31	601.3	13228.7	13228.7
885.41	601.2	13091.5	13091.5
885.51	601.1	12813	12813
885.61	601	12760.5	12760.5
885.71	600.9	12497.3	12497.3
885.81	600.8	12475.5	12475.5
885.91	600.7	12468.7	12468.7
886.01	600.6	12234.8	12234.8
886.11	600.5	12245.4	12245.4
886.21	600.4	12093.3	12093.3
886.31	600.3	12192.1	12192.1
886.41	600.2	12314.4	12314.4
886.51	600.1	12043.2	12043.2
886.61	600	11934.5	11934.5
886.71	599.9	11859.5	11859.5
886.81	599.8	11781.3	11781.3
886.91	599.7	11821	11821
887.01	599.6	11972.7	11972.7
887.11	599.5	11788.8	11788.8
887.21	599.4	11651.5	11651.5
887.31	599.3	11628.3	11628.3
887.41	599.2	11590.2	11590.2
887.51	599.1	11697.4	11697.4
887.61	599	11659.4	11659.4
887.71	598.9	11586.1	11586.1
887.81	598.8	11804.2	11804.2
887.91	598.7	11688.6	11688.6
888.01	598.6	11483.6	11483.6
888.11	598.5	11532.2	11532.2
888.21	598.4	11451.3	11451.3
888.31	598.3	11509.3	11509.3
888.41	598.2	11285.4	11285.4
888.51	598.1	11482	11482
888.61	598	11404.6	11404.6
888.71	597.9	11290.7	11290.7
888.81	597.8	11190.3	11190.3
888.91	597.7	11276.8	11276.8
889.01	597.6	11256.5	11256.5
889.11	597.5	11265.8	11265.8
889.21	597.4	11227.7	11227.7
889.31	597.3	11421.6	11421.6
889.41	597.2	11364.9	11364.9
889.51	597.1	11310.6	11310.6
889.61	597	11091.3	11091.3
889.71	596.9	11218.7	11218.7
889.81	596.8	11130.4	11130.4
889.91	596.7	11365	11365
890.01	596.6	11099.5	11099.5
890.11	596.5	11125.4	11125.4
890.21	596.4	11208.4	11208.4
890.31	596.3	11099.8	11099.8
890.41	596.2	11080.1	11080.1
890.51	596.1	10947.8	10947.8
890.61	596	11049.6	11049.6
890.71	595.9	11059.4	11059.4
890.81	595.8	11204.7	11204.7
890.91	595.7	11022.7	11022.7
891.01	595.6	11043.5	11043.5
891.11	595.5	11029.8	11029.8
891.21	595.4	11064.8	11064.8
891.31	595.3	11176.1	11176.1
891.41	595.2	11109	11109
891.51	595.1	11006.9	11006.9
891.61	595	11113	11113
891.71	594.9	11081.5	11081.5
891.81	594.8	10958.1	10958.1
891.91	594.7	11026.4	11026.4
892.01	594.6	11141.5	11141.5
892.11	594.5	10979.8	10979.8
892.21	594.4	11109.1	11109.1
892.31	594.3	11022.4	11022.4
892.41	594.2	10918.4	10918.4
892.51	594.1	10956.3	10956.3
892.61	594	10878.6	10878.6
892.71	593.9	11113.2	11113.2
892.81	593.8	11209.3	11209.3
892.91	593.7	11104	11104
893.01	593.6	11062.8	11062.8
893.11	593.5	10961.5	10961.5
893.21	593.4	10914.8	10914.8
893.31	593.3	11100.2	11100.2
893.41	593.2	11146.2	11146.2
893.51	593.1	11104.5	11104.5
893.61	593	10978.6	10978.6
893.71	592.9	11061	11061
893.81	592.8	11106.1	11106.1
893.91	592.7	11013.1	11013.1
894.01	592.6	10856.6	10856.6
894.11	592.5	11048.9	11048.9
894.21	592.4	10969	10969
894.31	592.3	11260.1	11260.1
894.41	592.2	11087.4	11087.4
894.51	592.1	10969.8	10969.8
894.61	592	11054.7	11054.7
894.71	591.9	11016.5	11016.5
894.81	591.8	11180.1	11180.1
894.91	591.7	11074.4	11074.4
895.01	591.6	11001	11001
895.11	591.5	10782.1	10782.1
895.21	591.4	10973	10973
895.31	591.3	10998.5	10998.5
895.41	591.2	11082.2	11082.2
895.51	591.1	10951.8	10951.8
895.61	591	11003.8	11003.8
895.71	590.9	10990.7	10990.7
895.81	590.8	11067.8	11067.8
895.91	590.7	11036.2	11036.2
896.01	590.6	10962.8	10962.8
896.11	590.5	11117	11117
896.21	590.4	10948.2	10948.2
896.31	590.3	11084.7	11084.7
896.41	590.2	10812.7	10812.7
896.51	590.1	10987.2	10987.2
896.61	590	11067	11067
896.71	589.9	10947.5	10947.5
896.81	589.8	10927.1	10927.1
896.91	589.7	10980.5	10980.5
897.01	589.6	11005.6	11005.6
897.11	589.5	11092.9	11092.9
897.21	589.4	10989.4	10989.4
897.31	589.3	11053.1	11053.1
897.41	589.2	11121.7	11121.7
897.51	589.1	10979.1	10979.1
897.61	589	11006.7	11006.7
897.71	588.9	11061.2	11061.2
897.81	588.8	11002.4	11002.4
897.91	588.7	11031.3	11031.3
898.01	588.6	10995	10995
898.11	588.5	10947.7	10947.7
898.21	588.4	11213.5	11213.5
898.31	588.3	10892.6	10892.6
898.41	588.2	10854.1	10854.1
898.51	588.1	11036.1	11036.1
898.61	588	10941	10941
898.71	587.9	10969.4	10969.4
898.81	587.8	11036.8	11036.8
898.91	587.7	11050.5	11050.5
899.01	587.6	10705.9	10705.9
899.11	587.5	10973.9	10973.9
899.21	587.4	10889.2	10889.2
899.31	587.3	10760	10760
899.41	587.2	10884.1	10884.1
899.51	587.1	10849.8	10849.8
899.61	587	10777.8	10777.8
899.71	586.9	10932.9	10932.9
899.81	586.8	10912.1	10912.1
899.91	586.7	10919.6	10919.6
900.01	586.6	10792.9	10792.9
900.11	586.5	10959	10959
900.21	586.4	11159.1	11159.1
900.31	586.3	10956.6	10956.6
900.41	586.2	10820.2	10820.2
900.51	586.1	10850.3	10850.3
900.61	586	10893.8	10893.8
900.71	585.9	10854	10854
900.81	585.8	11082.4	11082.4
900.91	585.7	11008.1	11008.1
901.01	585.6	11083	11083
901.11	585.5	10950.3	10950.3
901.21	585.4	11027.9	11027.9
901.31	585.3	11086.4	11086.4
901.41	585.2	11065.5	11065.5
901.51	585.1	11182.8	11182.8
901.61	585	11092.3	11092.3
901.71	584.9	11046.5	11046.5
901.81	584.8	10953.4	10953.4
901.91	584.7	10981.7	10981.7
902.01	584.6	11046.3	11046.3
902.11	584.5	11097.4	11097.4
902.21	584.4	11001.5	11001.5
902.31	584.3	11020.2	11020.2
902.41	584.2	11039	11039
902.51	584.1	10882	10882
902.61	584	10862.6	10862.6
902.71	583.9	11064.2	11064.2
902.81	583.8	10997.5	10997.5
902.91	583.7	10893.7	10893.7
903.01	583.6	11136.3	11136.3
903.11	583.5	11199.9	11199.9
903.21	583.4	11148.3	11148.3
903.31	583.3	11205.3	11205.3
903.41	583.2	11184.4	11184.4
903.51	583.1	11163.6	11163.6
903.61	583	11051.2	11051.2
903.71	582.9	11177.8	11177.8
903.81	582.8	11257.5	11257.5
903.91	582.7	11324.6	11324.6
904.01	582.6	11274.2	11274.2
904.11	582.5	11214.6	11214.6
904.21	582.4	11280.4	11280.4
904.31	582.3	11354.2	11354.2
904.41	582.2	11496.4	11496.4
904.51	582.1	11250.6	11250.6
904.61	582	11397	11397
904.71	581.9	11291.1	11291.1
904.81	581.8	11240.3	11240.3
904.91	581.7	11315.9	11315.9
905.01	581.6	11437.5	11437.5
905.11	581.5	11584.3	11584.3
905.21	581.4	11571.5	11571.5
905.31	581.3	11523.4	11523.4
905.41	581.2	11551.6	11551.6
905.51	581.1	11650.9	11650.9
905.61	581	11532.3	11532.3
905.71	580.9	11587.9	11587.9
905.81	580.8	11544.4	11544.4
905.91	580.7	11620.7	11620.7
906.01	580.6	11559.1	11559.1
906.11	580.5	11669	11669
906.21	580.4	11496.5	11496.5
906.31	580.3	11532	11532
906.41	580.2	11569.7	11569.7
906.51	580.1	11697	11697
906.61	580	11742.9	11742.9
906.71	579.9	11778.8	11778.8
906.81	579.8	11852.4	11852.4
906.91	579.7	11792.2	11792.2
907.01	579.6	11724	11724
907.11	579.5	11747.1	11747.1
907.21	579.4	11881.2	11881.2
907.31	579.3	11844.6	11844.6
907.41	579.2	11819.8	11819.8
907.51	579.1	12030.3	12030.3
907.61	579	12033.9	12033.9
907.71	578.9	11991.7	11991.7
907.81	578.8	12042.5	12042.5
907.91	578.7	12109	12109
908.01	578.6	12059.9	12059.9
908.11	578.5	12394.5	12394.5
908.21	578.4	12322.9	12322.9
908.31	578.3	12323	12323
908.41	578.2	12464.4	12464.4
908.51	578.1	12443.8	12443.8
908.61	578	12744.5	12744.5
908.71	577.9	12703.1	12703.1
908.81	577.8	12941.7	12941.7
908.91	577.7	12918.8	12918.8
909.01	577.6	12781.6	12781.6
909.11	577.5	12995.4	12995.4
909.21	577.4	13050.4	13050.4
909.31	577.3	13373.4	13373.4
909.41	577.2	13485.6	13485.6
909.51	577.1	13393.4	13393.4
909.61	577	13600.6	13600.6
909.71	576.9	13718.8	13718.8
909.81	576.8	13800.1	13800.1
909.91	576.7	13781.6	13781.6
910.01	576.6	13894.8	13894.8
910.11	576.5	14192	14192
910.21	576.4	14253.1	14253.1
910.31	576.3	14526.1	14526.1
910.41	576.2	14922.4	14922.4
910.51	576.1	14957.1	14957.1
910.61	576	14911.6	14911.6
910.71	575.9	15383.4	15383.4
910.81	575.8	15459.6	15459.6
910.91	575.7	15948.9	15948.9
911.01	575.6	16321.4	16321.4
911.11	575.5	16936.7	16936.7
911.21	575.4	17196.7	17196.7
911.31	575.3	17785.9	17785.9
911.41	575.2	18263	18263
911.51	575.1	18800.9	18800.9
911.61	575	19114	19114
911.71	574.9	19797.4	19797.4
911.81	574.8	20771.9	20771.9
911.91	574.7	21192.9	21192.9
912.01	574.6	21955.6	21955.6
912.11	574.5	22828.1	22828.1
912.21	574.4	23503.1	23503.1
912.31	574.3	24609.4	24609.4
912.41	574.2	25292.6	25292.6
912.51	574.1	25992	25992
912.61	574	27165.4	27165.4
912.71	573.9	27989	27989
912.81	573.8	28442.1	28442.1
912.91	573.7	29471.3	29471.3
913.01	573.6	29970.3	29970.3
913.11	573.5	30508.9	30508.9
913.21	573.4	30588.7	30588.7
913.31	573.3	30741.9	30741.9
913.41	573.2	30636.6	30636.6
913.51	573.1	30318.7	30318.7
913.61	573	29997.7	29997.7
913.71	572.9	29727.9	29727.9
913.81	572.8	28750.7	28750.7
913.91	572.7	28102	28102
914.01	572.6	26913.3	26913.3
914.11	572.5	26057.6	26057.6
914.21	572.4	25055.1	25055.1
914.31	572.3	23937.4	23937.4
914.41	572.2	23093.7	23093.7
914.51	572.1	22317.9	22317.9
914.61	572	21254.4	21254.4
914.71	571.9	20330.6	20330.6
914.81	571.8	19677.7	19677.7
914.91	571.7	18740.7	18740.7
915.01	571.6	17988.3	17988.3
915.11	571.5	17343.1	17343.1
915.21	571.4	16804	16804
915.31	571.3	16344.1	16344.1
915.41	571.2	15590.9	15590.9
915.51	571.1	15143.3	15143.3
915.61	571	15009.1	15009.1
915.71	570.9	14347.6	14347.6
915.81	570.8	14058.7	14058.7
915.91	570.7	13480	13480
916.01	570.6	13261.4	13261.4
916.11	570.5	12888.5	12888.5
916.21	570.4	12737.6	12737.6
916.31	570.3	12376.9	12376.9
916.41	570.2	12072.4	12072.4
916.51	570.1	11622.4	11622.4
916.61	570	11502.4	11502.4
916.71	569.9	11312	11312
916.81	569.8	11121.6	11121.6
916.91	569.7	11137.1	11137.1
917.01	569.6	10957.8	10957.8
917.11	569.5	10660.4	10660.4
917.21	569.4	10579.3	10579.3
917.31	569.3	10368.7	10368.7
917.41	569.2	10353.1	10353.1
917.51	569.1	10227.4	10227.4
917.61	569	10065.1	10065.1
917.71	568.9	10066	10066
917.81	568.8	9789.84	9789.84
917.91	568.7	9706.23	9706.23
918.01	568.6	9571	9571
918.11	568.5	9484.1	9484.1
918.21	568.4	9635.64	9635.64
918.31	568.3	9569.36	9569.36
918.41	568.2	9448.76	9448.76
918.51	568.1	9353.36	9353.36
918.61	568	9224.91	9224.91
918.71	567.9	9194.39	9194.39
918.81	567.8	9326.76	9326.76
918.91	567.7	9299.73	9299.73
919.01	567.6	9206.37	9206.37
919.11	567.5	9050.59	9050.59
919.21	567.4	9002	9002
919.31	567.3	8935.06	8935.06
919.41	567.2	8890	8890
919.51	567.1	8826.86	8826.86
919.61	567	8690.67	8690.67
919.71	566.9	8590.59	8590.59
919.81	566.8	8765.36	8765.36
919.91	566.7	8805.14	8805.14
920.01	566.6	8645.71	8645.71
920.11	566.5	8556.24	8556.24
920.21	566.4	8501.34	8501.34
920.31	566.3	8629.21	8629.21
920.41	566.2	8660.86	8660.86
920.51	566.1	8526.79	8526.79
920.61	566	8357.99	8357.99
920.71	565.9	8653.99	8653.99
920.81	565.8	8444.29	8444.29
920.91	565.7	8209.71	8209.71
921.01	565.6	8339.24	8339.24
921.11	565.5	8452.8	8452.8
921.21	565.4	8224.77	8224.77
921.31	565.3	8385.86	8385.86
921.41	565.2	8280.23	8280.23
921.51	565.1	8290.5	8290.5
921.61	565	8171.69	8171.69
921.71	564.9	8166.29	8166.29
921.81	564.8	8181.4	8181.4
921.91	564.7	8344.86	8344.86
922.01	564.6	8238.8	8238.8
922.11	564.5	8445.2	8445.2
922.21	564.4	8233.99	8233.99
922.31	564.3	8288.17	8288.17
922.41	564.2	8213.54	8213.54
