C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.7
KE_Ag3p	BE_Ag3p	CPS_Ag3p	Background_Ag3p
763.51	723.1	11543.4	11543.4
763.61	723	11538.9	11538.9
763.71	722.9	11595	11595
763.81	722.8	11819	11819
763.91	722.7	11852.4	11852.4
764.01	722.6	11761.9	11761.9
764.11	722.5	11725.8	11725.8
764.21	722.4	11813.5	11813.5
764.31	722.3	11722.5	11722.5
764.41	722.2	11875.1	11875.1
764.51	722.1	11977.6	11977.6
764.61	722	11884.4	11884.4
764.71	721.9	11838.4	11838.4
764.81	721.8	11923.4	11923.4
764.91	721.7	12106.2	12106.2
765.01	721.6	11940	11940
765.11	721.5	11782.6	11782.6
765.21	721.4	11934.5	11934.5
765.31	721.3	12106.6	12106.6
765.41	721.2	12242.3	12242.3
765.51	721.1	12246.6	12246.6
765.61	721	11997.8	11997.8
765.71	720.9	12004.8	12004.8
765.81	720.8	12196.5	12196.5
765.91	720.7	12102.3	12102.3
766.01	720.6	12220	12220
766.11	720.5	12100	12100
766.21	720.4	12067.8	12067.8
766.31	720.3	12172.2	12172.2
766.41	720.2	12139.1	12139.1
766.51	720.1	12184.6	12184.6
766.61	720	12226.5	12226.5
766.71	719.9	12278.2	12278.2
766.81	719.8	12408	12408
766.91	719.7	12209.4	12209.4
767.01	719.6	12269.2	12269.2
767.11	719.5	12198.1	12198.1
767.21	719.4	12325.8	12325.8
767.31	719.3	12507.3	12507.3
767.41	719.2	12309.4	12309.4
767.51	719.1	12132.8	12132.8
767.61	719	12235.8	12235.8
767.71	718.9	12349.9	12349.9
767.81	718.8	12465.3	12465.3
767.91	718.7	12487.8	12487.8
768.01	718.6	12296.7	12296.7
768.11	718.5	12329.8	12329.8
768.21	718.4	12263	12263
768.31	718.3	12091.5	12091.5
768.41	718.2	12189.5	12189.5
768.51	718.1	12201.3	12201.3
768.61	718	12191.5	12191.5
768.71	717.9	12161.4	12161.4
768.81	717.8	12037.2	12037.2
768.91	717.7	12081.3	12081.3
769.01	717.6	12060.6	12060.6
769.11	717.5	12141.2	12141.2
769.21	717.4	11971.7	11971.7
769.31	717.3	12051.5	12051.5
769.41	717.2	12104.9	12104.9
769.51	717.1	12063.7	12063.7
769.61	717	11973.8	11973.8
769.71	716.9	12088.9	12088.9
769.81	716.8	11906.1	11906.1
769.91	716.7	11661.4	11661.4
770.01	716.6	11967.7	11967.7
770.11	716.5	11787.4	11787.4
770.21	716.4	11822.1	11822.1
770.31	716.3	11852.9	11852.9
770.41	716.2	11740	11740
770.51	716.1	11721.7	11721.7
770.61	716	11681.5	11681.5
770.71	715.9	11436.3	11436.3
770.81	715.8	11544.8	11544.8
770.91	715.7	11647.1	11647.1
771.01	715.6	11701.6	11701.6
771.11	715.5	11589.5	11589.5
771.21	715.4	11329.7	11329.7
771.31	715.3	11450.3	11450.3
771.41	715.2	11320.5	11320.5
771.51	715.1	11402.2	11402.2
771.61	715	11364.1	11364.1
771.71	714.9	11285.3	11285.3
771.81	714.8	11271.7	11271.7
771.91	714.7	11270.8	11270.8
772.01	714.6	11235.1	11235.1
772.11	714.5	11149.3	11149.3
772.21	714.4	11157.7	11157.7
772.31	714.3	11087.6	11087.6
772.41	714.2	11268.1	11268.1
772.51	714.1	11390.5	11390.5
772.61	714	11322.7	11322.7
772.71	713.9	11098.3	11098.3
772.81	713.8	11012	11012
772.91	713.7	11000.6	11000.6
773.01	713.6	10986.7	10986.7
773.11	713.5	11115.7	11115.7
773.21	713.4	11070.1	11070.1
773.31	713.3	10944.1	10944.1
773.41	713.2	11035.9	11035.9
773.51	713.1	11022.2	11022.2
773.61	713	10987.2	10987.2
773.71	712.9	10914.8	10914.8
773.81	712.8	11037	11037
773.91	712.7	11029.1	11029.1
774.01	712.6	10840.7	10840.7
774.11	712.5	10815.1	10815.1
774.21	712.4	10801.7	10801.7
774.31	712.3	10816.1	10816.1
774.41	712.2	10815.3	10815.3
774.51	712.1	10663.8	10663.8
774.61	712	10776.1	10776.1
774.71	711.9	10570.9	10570.9
774.81	711.8	10722.1	10722.1
774.91	711.7	10741.2	10741.2
775.01	711.6	10845.9	10845.9
775.11	711.5	10864.7	10864.7
775.21	711.4	10846	10846
775.31	711.3	10924.4	10924.4
775.41	711.2	10641.3	10641.3
775.51	711.1	10654.5	10654.5
775.61	711	10532.7	10532.7
775.71	710.9	10511.5	10511.5
775.81	710.8	10755.5	10755.5
775.91	710.7	10677.7	10677.7
776.01	710.6	10738.2	10738.2
776.11	710.5	10697.5	10697.5
776.21	710.4	10665.3	10665.3
776.31	710.3	10626.8	10626.8
776.41	710.2	10640.7	10640.7
776.51	710.1	10581.7	10581.7
776.61	710	10564.8	10564.8
776.71	709.9	10635	10635
776.81	709.8	10761	10761
776.91	709.7	10687.3	10687.3
777.01	709.6	10744.3	10744.3
777.11	709.5	10691.7	10691.7
777.21	709.4	10607.9	10607.9
777.31	709.3	10491.2	10491.2
777.41	709.2	10545.2	10545.2
777.51	709.1	10549.4	10549.4
777.61	709	10461.4	10461.4
777.71	708.9	10337.1	10337.1
777.81	708.8	10305.9	10305.9
777.91	708.7	10554.1	10554.1
778.01	708.6	10553.3	10553.3
778.11	708.5	10568.9	10568.9
778.21	708.4	10502.1	10502.1
778.31	708.3	10616.7	10616.7
778.41	708.2	10463.1	10463.1
778.51	708.1	10507.4	10507.4
778.61	708	10589.1	10589.1
778.71	707.9	10245.2	10245.2
778.81	707.8	10187.4	10187.4
778.91	707.7	10425.2	10425.2
779.01	707.6	10404.7	10404.7
779.11	707.5	10431	10431
779.21	707.4	10364.8	10364.8
779.31	707.3	10544.3	10544.3
779.41	707.2	10422.6	10422.6
779.51	707.1	10394.6	10394.6
779.61	707	10404.5	10404.5
779.71	706.9	10295.2	10295.2
779.81	706.8	10478.4	10478.4
779.91	706.7	10403.9	10403.9
780.01	706.6	10339.7	10339.7
780.11	706.5	10432	10432
780.21	706.4	10358.7	10358.7
780.31	706.3	10318.9	10318.9
780.41	706.2	10259.9	10259.9
780.51	706.1	10175.7	10175.7
780.61	706	10248	10248
780.71	705.9	10309.7	10309.7
780.81	705.8	10351.1	10351.1
780.91	705.7	10363.2	10363.2
781.01	705.6	10289	10289
781.11	705.5	10311.8	10311.8
781.21	705.4	10447.7	10447.7
781.31	705.3	10289.9	10289.9
781.41	705.2	10474.8	10474.8
781.51	705.1	10438.7	10438.7
781.61	705	10366.9	10366.9
781.71	704.9	10503.8	10503.8
781.81	704.8	10311.3	10311.3
781.91	704.7	10280.1	10280.1
782.01	704.6	10167.7	10167.7
782.11	704.5	10337.3	10337.3
782.21	704.4	10256.7	10256.7
782.31	704.3	10287.8	10287.8
782.41	704.2	10452.5	10452.5
782.51	704.1	10411.6	10411.6
782.61	704	10302.9	10302.9
782.71	703.9	10190.3	10190.3
782.81	703.8	10321.1	10321.1
782.91	703.7	10321.4	10321.4
783.01	703.6	10372.7	10372.7
783.11	703.5	10466.7	10466.7
783.21	703.4	10428.5	10428.5
783.31	703.3	10305.6	10305.6
783.41	703.2	10319.4	10319.4
783.51	703.1	10282	10282
783.61	703	10598.4	10598.4
783.71	702.9	10494.8	10494.8
783.81	702.8	10386.1	10386.1
783.91	702.7	10396.3	10396.3
784.01	702.6	10295.4	10295.4
784.11	702.5	10235.2	10235.2
784.21	702.4	10320	10320
784.31	702.3	10613.8	10613.8
784.41	702.2	10346.5	10346.5
784.51	702.1	10497.2	10497.2
784.61	702	10429.5	10429.5
784.71	701.9	10356.6	10356.6
784.81	701.8	10427.5	10427.5
784.91	701.7	10274.7	10274.7
785.01	701.6	10303.4	10303.4
785.11	701.5	10324.6	10324.6
785.21	701.4	10211.3	10211.3
785.31	701.3	10416.3	10416.3
785.41	701.2	10477.7	10477.7
785.51	701.1	10404.1	10404.1
785.61	701	10456.5	10456.5
785.71	700.9	10373.6	10373.6
785.81	700.8	10354.5	10354.5
785.91	700.7	10491.7	10491.7
786.01	700.6	10212.1	10212.1
786.11	700.5	10229.8	10229.8
786.21	700.4	10262.8	10262.8
786.31	700.3	10258.6	10258.6
786.41	700.2	10436.6	10436.6
786.51	700.1	10351.7	10351.7
786.61	700	10298.6	10298.6
786.71	699.9	10374.9	10374.9
786.81	699.8	10219.7	10219.7
786.91	699.7	10410.5	10410.5
787.01	699.6	10304.7	10304.7
787.11	699.5	10224.5	10224.5
787.21	699.4	10343.8	10343.8
787.31	699.3	10474.5	10474.5
787.41	699.2	10309.8	10309.8
787.51	699.1	10322.3	10322.3
787.61	699	10398.9	10398.9
787.71	698.9	10319.5	10319.5
787.81	698.8	10324.5	10324.5
787.91	698.7	10246.6	10246.6
788.01	698.6	10232.1	10232.1
788.11	698.5	10401.3	10401.3
788.21	698.4	10298.6	10298.6
788.31	698.3	10243	10243
788.41	698.2	10278.5	10278.5
788.51	698.1	10238.9	10238.9
788.61	698	10369.1	10369.1
788.71	697.9	10186.9	10186.9
788.81	697.8	10268.4	10268.4
788.91	697.7	10246.7	10246.7
789.01	697.6	10255.3	10255.3
789.11	697.5	10365.7	10365.7
789.21	697.4	10291.8	10291.8
789.31	697.3	10152	10152
789.41	697.2	10311.5	10311.5
789.51	697.1	10491.6	10491.6
789.61	697	10393.9	10393.9
789.71	696.9	10325.8	10325.8
789.81	696.8	10369.8	10369.8
789.91	696.7	10411.6	10411.6
790.01	696.6	10342	10342
790.11	696.5	10357.9	10357.9
790.21	696.4	10270.2	10270.2
790.31	696.3	10255.9	10255.9
790.41	696.2	10332.3	10332.3
790.51	696.1	10518.5	10518.5
790.61	696	10363.3	10363.3
790.71	695.9	10314.3	10314.3
790.81	695.8	10285.6	10285.6
790.91	695.7	10311.9	10311.9
791.01	695.6	10232.6	10232.6
791.11	695.5	10238.3	10238.3
791.21	695.4	10493.9	10493.9
791.31	695.3	10300.8	10300.8
791.41	695.2	10357.7	10357.7
791.51	695.1	10230.4	10230.4
791.61	695	10222.8	10222.8
791.71	694.9	10402.9	10402.9
791.81	694.8	10305.4	10305.4
791.91	694.7	10312.1	10312.1
792.01	694.6	10297.3	10297.3
792.11	694.5	10380.1	10380.1
792.21	694.4	10333.9	10333.9
792.31	694.3	10238.3	10238.3
792.41	694.2	10310.5	10310.5
792.51	694.1	10289.6	10289.6
792.61	694	10365.2	10365.2
792.71	693.9	10294.5	10294.5
792.81	693.8	10276.1	10276.1
792.91	693.7	10213.2	10213.2
793.01	693.6	10315.2	10315.2
793.11	693.5	10514.2	10514.2
793.21	693.4	10377.2	10377.2
793.31	693.3	10121.9	10121.9
793.41	693.2	10315	10315
793.51	693.1	10328.7	10328.7
793.61	693	10389.9	10389.9
793.71	692.9	10527.7	10527.7
793.81	692.8	10515.5	10515.5
793.91	692.7	10369.1	10369.1
794.01	692.6	10329.5	10329.5
794.11	692.5	10438.4	10438.4
794.21	692.4	10451.3	10451.3
794.31	692.3	10385.5	10385.5
794.41	692.2	10535.8	10535.8
794.51	692.1	10418	10418
794.61	692	10412.7	10412.7
794.71	691.9	10298.8	10298.8
794.81	691.8	10326.7	10326.7
794.91	691.7	10482.6	10482.6
795.01	691.6	10323.1	10323.1
795.11	691.5	10382.9	10382.9
795.21	691.4	10314.8	10314.8
795.31	691.3	10342.9	10342.9
795.41	691.2	10295.3	10295.3
795.51	691.1	10392.9	10392.9
795.61	691	10359.2	10359.2
795.71	690.9	10483.7	10483.7
795.81	690.8	10525.1	10525.1
795.91	690.7	10260.8	10260.8
796.01	690.6	10285.1	10285.1
796.11	690.5	10354.2	10354.2
796.21	690.4	10137.1	10137.1
796.31	690.3	10443.5	10443.5
796.41	690.2	10497.3	10497.3
796.51	690.1	10318.7	10318.7
796.61	690	10439	10439
796.71	689.9	10439.2	10439.2
796.81	689.8	10282.1	10282.1
796.91	689.7	10478.3	10478.3
797.01	689.6	10324.5	10324.5
797.11	689.5	10424.9	10424.9
797.21	689.4	10503.2	10503.2
797.31	689.3	10638	10638
797.41	689.2	10362.3	10362.3
797.51	689.1	10355.9	10355.9
797.61	689	10408.2	10408.2
797.71	688.9	10452.5	10452.5
797.81	688.8	10546.2	10546.2
797.91	688.7	10477.9	10477.9
798.01	688.6	10626.4	10626.4
798.11	688.5	10339.7	10339.7
798.21	688.4	10626.2	10626.2
798.31	688.3	10521.1	10521.1
798.41	688.2	10580.7	10580.7
798.51	688.1	10287	10287
798.61	688	10482.7	10482.7
798.71	687.9	10448.6	10448.6
798.81	687.8	10346.9	10346.9
798.91	687.7	10402.7	10402.7
799.01	687.6	10493.3	10493.3
799.11	687.5	10425.9	10425.9
799.21	687.4	10248.4	10248.4
799.31	687.3	10305.7	10305.7
799.41	687.2	10454.2	10454.2
799.51	687.1	10411.3	10411.3
799.61	687	10191	10191
799.71	686.9	10263.2	10263.2
799.81	686.8	10339.4	10339.4
799.91	686.7	10465	10465
800.01	686.6	10336	10336
800.11	686.5	10360.2	10360.2
800.21	686.4	10444.8	10444.8
800.31	686.3	10503	10503
800.41	686.2	10508.5	10508.5
800.51	686.1	10382.2	10382.2
800.61	686	10465.6	10465.6
800.71	685.9	10424.4	10424.4
800.81	685.8	10366.2	10366.2
800.91	685.7	10297.2	10297.2
801.01	685.6	10504.3	10504.3
801.11	685.5	10514.2	10514.2
801.21	685.4	10632.4	10632.4
801.31	685.3	10431.6	10431.6
801.41	685.2	10444.7	10444.7
801.51	685.1	10487.1	10487.1
801.61	685	10419.4	10419.4
801.71	684.9	10437.2	10437.2
801.81	684.8	10433.1	10433.1
801.91	684.7	10392.6	10392.6
802.01	684.6	10457.8	10457.8
802.11	684.5	10555.4	10555.4
802.21	684.4	10478	10478
802.31	684.3	10456.3	10456.3
802.41	684.2	10614.9	10614.9
802.51	684.1	10651.8	10651.8
802.61	684	10500.2	10500.2
802.71	683.9	10590.2	10590.2
802.81	683.8	10556	10556
802.91	683.7	10260.1	10260.1
803.01	683.6	10514.2	10514.2
803.11	683.5	10386.2	10386.2
803.21	683.4	10316.7	10316.7
803.31	683.3	10384.3	10384.3
803.41	683.2	10519.3	10519.3
803.51	683.1	10432.8	10432.8
803.61	683	10511.6	10511.6
803.71	682.9	10437.8	10437.8
803.81	682.8	10496.5	10496.5
803.91	682.7	10535	10535
804.01	682.6	10496.2	10496.2
804.11	682.5	10560.1	10560.1
804.21	682.4	10509.6	10509.6
804.31	682.3	10452.5	10452.5
804.41	682.2	10426.5	10426.5
804.51	682.1	10531.7	10531.7
804.61	682	10419.6	10419.6
804.71	681.9	10714.8	10714.8
804.81	681.8	10485	10485
804.91	681.7	10588.6	10588.6
805.01	681.6	10596.3	10596.3
805.11	681.5	10555.5	10555.5
805.21	681.4	10495.3	10495.3
805.31	681.3	10683.2	10683.2
805.41	681.2	10576.6	10576.6
805.51	681.1	10562.1	10562.1
805.61	681	10500.6	10500.6
805.71	680.9	10374.8	10374.8
805.81	680.8	10317.7	10317.7
805.91	680.7	10454.9	10454.9
806.01	680.6	10456.2	10456.2
806.11	680.5	10511	10511
806.21	680.4	10483.8	10483.8
806.31	680.3	10463.1	10463.1
806.41	680.2	10473.9	10473.9
806.51	680.1	10548.1	10548.1
806.61	680	10575.5	10575.5
806.71	679.9	10741.3	10741.3
806.81	679.8	10655.9	10655.9
806.91	679.7	10667.4	10667.4
807.01	679.6	10605.5	10605.5
807.11	679.5	10473.8	10473.8
807.21	679.4	10621.7	10621.7
807.31	679.3	10515.5	10515.5
807.41	679.2	10609.3	10609.3
807.51	679.1	10598.8	10598.8
807.61	679	10564.4	10564.4
807.71	678.9	10668	10668
807.81	678.8	10578.1	10578.1
807.91	678.7	10471.7	10471.7
808.01	678.6	10535.6	10535.6
808.11	678.5	10386.3	10386.3
808.21	678.4	10435.2	10435.2
808.31	678.3	10751.1	10751.1
808.41	678.2	10603.2	10603.2
808.51	678.1	10484.7	10484.7
808.61	678	10545	10545
808.71	677.9	10505.9	10505.9
808.81	677.8	10713.3	10713.3
808.91	677.7	10655.6	10655.6
809.01	677.6	10587.6	10587.6
809.11	677.5	10399.7	10399.7
809.21	677.4	10563	10563
809.31	677.3	10594.1	10594.1
809.41	677.2	10442	10442
809.51	677.1	10485.1	10485.1
809.61	677	10540.2	10540.2
809.71	676.9	10588.3	10588.3
809.81	676.8	10609.1	10609.1
809.91	676.7	10678.4	10678.4
810.01	676.6	10579.7	10579.7
810.11	676.5	10560.9	10560.9
810.21	676.4	10682.8	10682.8
810.31	676.3	10711.8	10711.8
810.41	676.2	10653.3	10653.3
810.51	676.1	10599.2	10599.2
810.61	676	10536.1	10536.1
810.71	675.9	10560.5	10560.5
810.81	675.8	10530.5	10530.5
810.91	675.7	10493.5	10493.5
811.01	675.6	10559.6	10559.6
811.11	675.5	10502.1	10502.1
811.21	675.4	10552.5	10552.5
811.31	675.3	10604.9	10604.9
811.41	675.2	10589.6	10589.6
811.51	675.1	10554.2	10554.2
811.61	675	10560.6	10560.6
811.71	674.9	10585.2	10585.2
811.81	674.8	10633	10633
811.91	674.7	10758.8	10758.8
812.01	674.6	10687.2	10687.2
812.11	674.5	10758.8	10758.8
812.21	674.4	10631.9	10631.9
812.31	674.3	10504	10504
812.41	674.2	10470.7	10470.7
812.51	674.1	10613.7	10613.7
812.61	674	10674.5	10674.5
812.71	673.9	10512.6	10512.6
812.81	673.8	10589.4	10589.4
812.91	673.7	10531.2	10531.2
813.01	673.6	10675.4	10675.4
813.11	673.5	10583	10583
813.21	673.4	10687.3	10687.3
813.31	673.3	10635.3	10635.3
813.41	673.2	10700.8	10700.8
813.51	673.1	10682.6	10682.6
813.61	673	10606.2	10606.2
813.71	672.9	10790	10790
813.81	672.8	10604.9	10604.9
813.91	672.7	10691.3	10691.3
814.01	672.6	10739.3	10739.3
814.11	672.5	10622	10622
814.21	672.4	10557.7	10557.7
814.31	672.3	10501.5	10501.5
814.41	672.2	10437.5	10437.5
814.51	672.1	10526.6	10526.6
814.61	672	10530.8	10530.8
814.71	671.9	10644.1	10644.1
814.81	671.8	10591.8	10591.8
814.91	671.7	10558.1	10558.1
815.01	671.6	10712.1	10712.1
815.11	671.5	10688	10688
815.21	671.4	10561.7	10561.7
815.31	671.3	10445.3	10445.3
815.41	671.2	10480.4	10480.4
815.51	671.1	10760.4	10760.4
815.61	671	10876.4	10876.4
815.71	670.9	10707.7	10707.7
815.81	670.8	10484.8	10484.8
815.91	670.7	10612.7	10612.7
816.01	670.6	10476.6	10476.6
816.11	670.5	10510.1	10510.1
816.21	670.4	10624.4	10624.4
816.31	670.3	10440.3	10440.3
816.41	670.2	10488.4	10488.4
816.51	670.1	10504.6	10504.6
816.61	670	10692.7	10692.7
816.71	669.9	10691.3	10691.3
816.81	669.8	10726.9	10726.9
816.91	669.7	10490.8	10490.8
817.01	669.6	10658.7	10658.7
817.11	669.5	10666.4	10666.4
817.21	669.4	10734.8	10734.8
817.31	669.3	10669.2	10669.2
817.41	669.2	10679.6	10679.6
817.51	669.1	10571.3	10571.3
817.61	669	10667.8	10667.8
817.71	668.9	10900.3	10900.3
817.81	668.8	10802.6	10802.6
817.91	668.7	10683.6	10683.6
818.01	668.6	10676.2	10676.2
818.11	668.5	10607.5	10607.5
818.21	668.4	10513.8	10513.8
818.31	668.3	10928.1	10928.1
818.41	668.2	10787.4	10787.4
818.51	668.1	10820.7	10820.7
818.61	668	10757.3	10757.3
818.71	667.9	10608.1	10608.1
818.81	667.8	10636.7	10636.7
818.91	667.7	10710.3	10710.3
819.01	667.6	10679.3	10679.3
819.11	667.5	10728.3	10728.3
819.21	667.4	10876.3	10876.3
819.31	667.3	10580.6	10580.6
819.41	667.2	10671.1	10671.1
819.51	667.1	10651.8	10651.8
819.61	667	10752.8	10752.8
819.71	666.9	10630.8	10630.8
819.81	666.8	10657.8	10657.8
819.91	666.7	10615.3	10615.3
820.01	666.6	10701.1	10701.1
820.11	666.5	10617.7	10617.7
820.21	666.4	10709.1	10709.1
820.31	666.3	10784.9	10784.9
820.41	666.2	10618.2	10618.2
820.51	666.1	10550.7	10550.7
820.61	666	10508.4	10508.4
820.71	665.9	10592.1	10592.1
820.81	665.8	10630.8	10630.8
820.91	665.7	10716.5	10716.5
821.01	665.6	10813.1	10813.1
821.11	665.5	10435.9	10435.9
821.21	665.4	10555.7	10555.7
821.31	665.3	10772.4	10772.4
821.41	665.2	10584.1	10584.1
821.51	665.1	10472.6	10472.6
821.61	665	10652.9	10652.9
821.71	664.9	10773.2	10773.2
821.81	664.8	10596	10596
821.91	664.7	10669.2	10669.2
822.01	664.6	10824.2	10824.2
822.11	664.5	10827.6	10827.6
822.21	664.4	10655.4	10655.4
822.31	664.3	10491.9	10491.9
822.41	664.2	10604.7	10604.7
822.51	664.1	10827	10827
822.61	664	10756.1	10756.1
822.71	663.9	10787.7	10787.7
822.81	663.8	10755.5	10755.5
822.91	663.7	10860.5	10860.5
823.01	663.6	10566.1	10566.1
823.11	663.5	10661.2	10661.2
823.21	663.4	10813	10813
823.31	663.3	10782.9	10782.9
823.41	663.2	10642.1	10642.1
823.51	663.1	10520.3	10520.3
823.61	663	10697.2	10697.2
823.71	662.9	10882.9	10882.9
823.81	662.8	10699.4	10699.4
823.91	662.7	10678.3	10678.3
824.01	662.6	10725.8	10725.8
824.11	662.5	10719	10719
824.21	662.4	10720.4	10720.4
824.31	662.3	10847.2	10847.2
824.41	662.2	10815.1	10815.1
824.51	662.1	10654.4	10654.4
824.61	662	10793.5	10793.5
824.71	661.9	10696.4	10696.4
824.81	661.8	10602.3	10602.3
824.91	661.7	10661.9	10661.9
825.01	661.6	10794.1	10794.1
825.11	661.5	10892.1	10892.1
825.21	661.4	10876.2	10876.2
825.31	661.3	10888.6	10888.6
825.41	661.2	11011.9	11011.9
825.51	661.1	10748.5	10748.5
825.61	661	10845.6	10845.6
825.71	660.9	10796.6	10796.6
825.81	660.8	10622.8	10622.8
825.91	660.7	10704.8	10704.8
826.01	660.6	10707.3	10707.3
826.11	660.5	10852.7	10852.7
826.21	660.4	10871.5	10871.5
826.31	660.3	10701.9	10701.9
826.41	660.2	10795.9	10795.9
826.51	660.1	10878.1	10878.1
826.61	660	10836.4	10836.4
826.71	659.9	10811	10811
826.81	659.8	11007.4	11007.4
826.91	659.7	10945.9	10945.9
827.01	659.6	10788.4	10788.4
827.11	659.5	10911.2	10911.2
827.21	659.4	10934.3	10934.3
827.31	659.3	10725.2	10725.2
827.41	659.2	10842.7	10842.7
827.51	659.1	10796.3	10796.3
827.61	659	11059.1	11059.1
827.71	658.9	10754.4	10754.4
827.81	658.8	10743.8	10743.8
827.91	658.7	10801.4	10801.4
828.01	658.6	10960.9	10960.9
828.11	658.5	10910.5	10910.5
828.21	658.4	10841.7	10841.7
828.31	658.3	10943.2	10943.2
828.41	658.2	10781.5	10781.5
828.51	658.1	11005.3	11005.3
828.61	658	10989.5	10989.5
828.71	657.9	10839.2	10839.2
828.81	657.8	11032.7	11032.7
828.91	657.7	11023.8	11023.8
829.01	657.6	10651.9	10651.9
829.11	657.5	10749.8	10749.8
829.21	657.4	10778.5	10778.5
829.31	657.3	10764.2	10764.2
829.41	657.2	10792	10792
829.51	657.1	10998.4	10998.4
829.61	657	11052.5	11052.5
829.71	656.9	10848.6	10848.6
829.81	656.8	10887.8	10887.8
829.91	656.7	10850.5	10850.5
830.01	656.6	10944.6	10944.6
830.11	656.5	10911.7	10911.7
830.21	656.4	10785	10785
830.31	656.3	10817.4	10817.4
830.41	656.2	10974.5	10974.5
830.51	656.1	10855	10855
830.61	656	11002.8	11002.8
830.71	655.9	10867.9	10867.9
830.81	655.8	10922.1	10922.1
830.91	655.7	11002.4	11002.4
831.01	655.6	11097.7	11097.7
831.11	655.5	10839.8	10839.8
831.21	655.4	10912.1	10912.1
831.31	655.3	10877.7	10877.7
831.41	655.2	11074.1	11074.1
831.51	655.1	10776.8	10776.8
831.61	655	10815.3	10815.3
831.71	654.9	10966.4	10966.4
831.81	654.8	10891.4	10891.4
831.91	654.7	10767.1	10767.1
832.01	654.6	10822.1	10822.1
832.11	654.5	10910.5	10910.5
832.21	654.4	10875	10875
832.31	654.3	10851.7	10851.7
832.41	654.2	10916.1	10916.1
832.51	654.1	10825.1	10825.1
832.61	654	10798.9	10798.9
832.71	653.9	10763	10763
832.81	653.8	11036.9	11036.9
832.91	653.7	11001.1	11001.1
833.01	653.6	10927.7	10927.7
833.11	653.5	11143.6	11143.6
833.21	653.4	11158.7	11158.7
833.31	653.3	11035.6	11035.6
833.41	653.2	11061.1	11061.1
833.51	653.1	10874.4	10874.4
833.61	653	11005.7	11005.7
833.71	652.9	10955.7	10955.7
833.81	652.8	10988.2	10988.2
833.91	652.7	10883.4	10883.4
834.01	652.6	10983.2	10983.2
834.11	652.5	10819.9	10819.9
834.21	652.4	10978.5	10978.5
834.31	652.3	11056.2	11056.2
834.41	652.2	10914.7	10914.7
834.51	652.1	10962.7	10962.7
834.61	652	11023.8	11023.8
834.71	651.9	10828.4	10828.4
834.81	651.8	11037.9	11037.9
834.91	651.7	11107.7	11107.7
835.01	651.6	11034	11034
835.11	651.5	10917.7	10917.7
835.21	651.4	10867	10867
835.31	651.3	10929.6	10929.6
835.41	651.2	11014.6	11014.6
835.51	651.1	11096.7	11096.7
835.61	651	10995.7	10995.7
835.71	650.9	11069.5	11069.5
835.81	650.8	11120.4	11120.4
835.91	650.7	10984.3	10984.3
836.01	650.6	10991.4	10991.4
836.11	650.5	11078.4	11078.4
836.21	650.4	10848.4	10848.4
836.31	650.3	10812.7	10812.7
836.41	650.2	10796.3	10796.3
836.51	650.1	10990.9	10990.9
836.61	650	10719.5	10719.5
836.71	649.9	10821.1	10821.1
836.81	649.8	10936.3	10936.3
836.91	649.7	11059	11059
837.01	649.6	10879.8	10879.8
837.11	649.5	11097.9	11097.9
837.21	649.4	11074.8	11074.8
837.31	649.3	10879.8	10879.8
837.41	649.2	10841.1	10841.1
837.51	649.1	10931.6	10931.6
837.61	649	11028.3	11028.3
837.71	648.9	10953.7	10953.7
837.81	648.8	11018	11018
837.91	648.7	10963.1	10963.1
838.01	648.6	10817.5	10817.5
838.11	648.5	11012.7	11012.7
838.21	648.4	10868.2	10868.2
838.31	648.3	10885	10885
838.41	648.2	10972.8	10972.8
838.51	648.1	10959.5	10959.5
838.61	648	10967.3	10967.3
838.71	647.9	10894.5	10894.5
838.81	647.8	10897.2	10897.2
838.91	647.7	11040.4	11040.4
839.01	647.6	11044.1	11044.1
839.11	647.5	10922.4	10922.4
839.21	647.4	11007.2	11007.2
839.31	647.3	11028.2	11028.2
839.41	647.2	11018.7	11018.7
839.51	647.1	10939.7	10939.7
839.61	647	11086.6	11086.6
839.71	646.9	10822.2	10822.2
839.81	646.8	10894.4	10894.4
839.91	646.7	10947.7	10947.7
840.01	646.6	11085.3	11085.3
840.11	646.5	10975.8	10975.8
840.21	646.4	10898.9	10898.9
840.31	646.3	11037.4	11037.4
840.41	646.2	10911.9	10911.9
840.51	646.1	10961.2	10961.2
840.61	646	11038.2	11038.2
840.71	645.9	11189.1	11189.1
840.81	645.8	10982.8	10982.8
840.91	645.7	10978.2	10978.2
841.01	645.6	11044.4	11044.4
841.11	645.5	11183.9	11183.9
841.21	645.4	10965.8	10965.8
841.31	645.3	10979.3	10979.3
841.41	645.2	11009.9	11009.9
841.51	645.1	11082.2	11082.2
841.61	645	11073.7	11073.7
841.71	644.9	10980.6	10980.6
841.81	644.8	10969.7	10969.7
841.91	644.7	11002.2	11002.2
842.01	644.6	11030.4	11030.4
842.11	644.5	10973.7	10973.7
842.21	644.4	10979.8	10979.8
842.31	644.3	10896.2	10896.2
842.41	644.2	10982.9	10982.9
842.51	644.1	11142.2	11142.2
842.61	644	10993.2	10993.2
