c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_au n2 largearea.vms
Au4d
	Characteristic Energy eV	1486.61	Acquisition Time s	3
KE_Au4d	BE_Au4d	CPS_Au4d
1114.71	371.9	8786.37
1114.81	371.8	8814.77
1114.91	371.7	8834.2
1115.01	371.6	8769.17
1115.11	371.5	8794.8
1115.21	371.4	8875.63
1115.31	371.3	8828.97
1115.41	371.2	8873.83
1115.51	371.1	8814.27
1115.61	371	8875.5
1115.71	370.9	8881.93
1115.81	370.8	8824.1
1115.91	370.7	8852.67
1116.01	370.6	8931.67
1116.11	370.5	8949.07
1116.21	370.4	8878.87
1116.31	370.3	8944.43
1116.41	370.2	8877.4
1116.51	370.1	8904.53
1116.61	370	8960.2
1116.71	369.9	8974.57
1116.81	369.8	8930.87
1116.91	369.7	8945.87
1117.01	369.6	8959.27
1117.11	369.5	8898.73
1117.21	369.4	8993.03
1117.31	369.3	8970.87
1117.41	369.2	8888.97
1117.51	369.1	8940.5
1117.61	369	8988
1117.71	368.9	8955.2
1117.81	368.8	8988.13
1117.91	368.7	8988.2
1118.01	368.6	8996.87
1118.11	368.5	8983.87
1118.21	368.4	9055.97
1118.31	368.3	9088.73
1118.41	368.2	9103.87
1118.51	368.1	9075.53
1118.61	368	9066.33
1118.71	367.9	9050.67
1118.81	367.8	9041.97
1118.91	367.7	8980.13
1119.01	367.6	9100.07
1119.11	367.5	9100.77
1119.21	367.4	9092.67
1119.31	367.3	9071.93
1119.41	367.2	9083.87
1119.51	367.1	9171.23
1119.61	367	9101.37
1119.71	366.9	9047.23
1119.81	366.8	9024.43
1119.91	366.7	9076.63
1120.01	366.6	8993.53
1120.11	366.5	9009.5
1120.21	366.4	8985.1
1120.31	366.3	9034.07
1120.41	366.2	9048.73
1120.51	366.1	9015.43
1120.61	366	9022.7
1120.71	365.9	8963.43
1120.81	365.8	8945.87
1120.91	365.7	8876.7
1121.01	365.6	8858.53
1121.11	365.5	8868.93
1121.21	365.4	8855.93
1121.31	365.3	8846.23
1121.41	365.2	8790.17
1121.51	365.1	8821.87
1121.61	365	8760.03
1121.71	364.9	8746.9
1121.81	364.8	8597.37
1121.91	364.7	8627.53
1122.01	364.6	8671.97
1122.11	364.5	8628.7
1122.21	364.4	8678.13
1122.31	364.3	8653.23
1122.41	364.2	8639.13
1122.51	364.1	8573.43
1122.61	364	8569.7
1122.71	363.9	8500.7
1122.81	363.8	8562.73
1122.91	363.7	8611.1
1123.01	363.6	8533.77
1123.11	363.5	8459.1
1123.21	363.4	8497.07
1123.31	363.3	8533.2
1123.41	363.2	8514.33
1123.51	363.1	8435.33
1123.61	363	8393.23
1123.71	362.9	8451.13
1123.81	362.8	8396.43
1123.91	362.7	8464.63
1124.01	362.6	8435.3
1124.11	362.5	8472.43
1124.21	362.4	8417.03
1124.31	362.3	8433.93
1124.41	362.2	8388.8
1124.51	362.1	8420.43
1124.61	362	8369.53
1124.71	361.9	8384.87
1124.81	361.8	8432.2
1124.91	361.7	8439.9
1125.01	361.6	8377.57
1125.11	361.5	8370.07
1125.21	361.4	8368.43
1125.31	361.3	8438.2
1125.41	361.2	8488.3
1125.51	361.1	8434.1
1125.61	361	8402.83
1125.71	360.9	8444.87
1125.81	360.8	8418.93
1125.91	360.7	8353.77
1126.01	360.6	8409.87
1126.11	360.5	8389.07
1126.21	360.4	8409.13
1126.31	360.3	8353.97
1126.41	360.2	8474.63
1126.51	360.1	8452.73
1126.61	360	8478.47
1126.71	359.9	8512.43
1126.81	359.8	8468.13
1126.91	359.7	8417
1127.01	359.6	8353.5
1127.11	359.5	8423.33
1127.21	359.4	8475.97
1127.31	359.3	8506.13
1127.41	359.2	8517.87
1127.51	359.1	8450.77
1127.61	359	8519.13
1127.71	358.9	8506.4
1127.81	358.8	8511.43
1127.91	358.7	8511.83
1128.01	358.6	8492.47
1128.11	358.5	8584.2
1128.21	358.4	8602.67
1128.31	358.3	8619.43
1128.41	358.2	8748.33
1128.51	358.1	8755
1128.61	358	8730.53
1128.71	357.9	8699.4
1128.81	357.8	8739.73
1128.91	357.7	8885.03
1129.01	357.6	8838.5
1129.11	357.5	8982.97
1129.21	357.4	8890.23
1129.31	357.3	8966.9
1129.41	357.2	9034.93
1129.51	357.1	9039.03
1129.61	357	9160.93
1129.71	356.9	9192.4
1129.81	356.8	9202.73
1129.91	356.7	9247.27
1130.01	356.6	9368.2
1130.11	356.5	9354.97
1130.21	356.4	9457.17
1130.31	356.3	9491.73
1130.41	356.2	9604.63
1130.51	356.1	9693.63
1130.61	356	9718.87
1130.71	355.9	9845.3
1130.81	355.8	9852.43
1130.91	355.7	10008.5
1131.01	355.6	10097.6
1131.11	355.5	10275
1131.21	355.4	10389.2
1131.31	355.3	10495.7
1131.41	355.2	10646.9
1131.51	355.1	10663.9
1131.61	355	10845.8
1131.71	354.9	11075.1
1131.81	354.8	11116
1131.91	354.7	11306.7
1132.01	354.6	11485.6
1132.11	354.5	11483.3
1132.21	354.4	11677.3
1132.31	354.3	11733.6
1132.41	354.2	11917.1
1132.51	354.1	12018.4
1132.61	354	12125.8
1132.71	353.9	12255.5
1132.81	353.8	12330.5
1132.91	353.7	12443.9
1133.01	353.6	12489.9
1133.11	353.5	12518.7
1133.21	353.4	12545.4
1133.31	353.3	12593.5
1133.41	353.2	12519.8
1133.51	353.1	12502
1133.61	353	12535.5
1133.71	352.9	12459.3
1133.81	352.8	12427.6
1133.91	352.7	12330.6
1134.01	352.6	12195.1
1134.11	352.5	12030
1134.21	352.4	11964.4
1134.31	352.3	11871.6
1134.41	352.2	11624.7
1134.51	352.1	11463.2
1134.61	352	11365.9
1134.71	351.9	11212
1134.81	351.8	10980.8
1134.91	351.7	10885.1
1135.01	351.6	10776.8
1135.11	351.5	10612.9
1135.21	351.4	10407.9
1135.31	351.3	10395.3
1135.41	351.2	10267.9
1135.51	351.1	10149.5
1135.61	351	10023.9
1135.71	350.9	9863.9
1135.81	350.8	9783.43
1135.91	350.7	9583.07
1136.01	350.6	9455.77
1136.11	350.5	9396.07
1136.21	350.4	9338.13
1136.31	350.3	9310.8
1136.41	350.2	9190.4
1136.51	350.1	9196.87
1136.61	350	9083.1
1136.71	349.9	9015.3
1136.81	349.8	8905.63
1136.91	349.7	8908.5
1137.01	349.6	8848.83
1137.11	349.5	8787.5
1137.21	349.4	8702.6
1137.31	349.3	8644.83
1137.41	349.2	8587.6
1137.51	349.1	8526.8
1137.61	349	8497
1137.71	348.9	8439.73
1137.81	348.8	8386.93
1137.91	348.7	8367.87
1138.01	348.6	8269.1
1138.11	348.5	8193.67
1138.21	348.4	8198.6
1138.31	348.3	8092
1138.41	348.2	8094.37
1138.51	348.1	8039.53
1138.61	348	7908.3
1138.71	347.9	7896.53
1138.81	347.8	7798.43
1138.91	347.7	7746.17
1139.01	347.6	7644.8
1139.11	347.5	7673.53
1139.21	347.4	7538.27
1139.31	347.3	7432.33
1139.41	347.2	7410.5
1139.51	347.1	7405.13
1139.61	347	7325.73
1139.71	346.9	7277.6
1139.81	346.8	7218.23
1139.91	346.7	7185.8
1140.01	346.6	7098.07
1140.11	346.5	7126.43
1140.21	346.4	7018.77
1140.31	346.3	7025.43
1140.41	346.2	6922.83
1140.51	346.1	6817.53
1140.61	346	6827.17
1140.71	345.9	6839.7
1140.81	345.8	6717.37
1140.91	345.7	6701.7
1141.01	345.6	6713.8
1141.11	345.5	6621.53
1141.21	345.4	6588.67
1141.31	345.3	6609.2
1141.41	345.2	6626.8
1141.51	345.1	6507.5
1141.61	345	6479.67
1141.71	344.9	6490.8
1141.81	344.8	6431.73
1141.91	344.7	6489.43
1142.01	344.6	6508.77
1142.11	344.5	6452.9
1142.21	344.4	6415.3
1142.31	344.3	6359.63
1142.41	344.2	6362.5
1142.51	344.1	6364.57
1142.61	344	6417.83
1142.71	343.9	6320.43
1142.81	343.8	6310.37
1142.91	343.7	6273.43
1143.01	343.6	6295.1
1143.11	343.5	6235.07
1143.21	343.4	6287.1
1143.31	343.3	6243.03
1143.41	343.2	6239.7
1143.51	343.1	6272
1143.61	343	6188.1
1143.71	342.9	6241.93
1143.81	342.8	6176.2
1143.91	342.7	6198
1144.01	342.6	6309.43
1144.11	342.5	6284.9
1144.21	342.4	6253.43
1144.31	342.3	6257.07
1144.41	342.2	6292.93
1144.51	342.1	6328.37
1144.61	342	6306.2
1144.71	341.9	6261.2
1144.81	341.8	6260.43
1144.91	341.7	6383.77
1145.01	341.6	6284.93
1145.11	341.5	6322.73
1145.21	341.4	6360.47
1145.31	341.3	6396.83
1145.41	341.2	6422.17
1145.51	341.1	6463.1
1145.61	341	6375.43
1145.71	340.9	6474.73
1145.81	340.8	6409
1145.91	340.7	6468.07
1146.01	340.6	6578.73
1146.11	340.5	6620.4
1146.21	340.4	6645.93
1146.31	340.3	6639.07
1146.41	340.2	6677
1146.51	340.1	6719.63
1146.61	340	6725.13
1146.71	339.9	6750.67
1146.81	339.8	6816.2
1146.91	339.7	6904.9
1147.01	339.6	6929.77
1147.11	339.5	6959.33
1147.21	339.4	6998.13
1147.31	339.3	7112.23
1147.41	339.2	7069.03
1147.51	339.1	7136.6
1147.61	339	7250.03
1147.71	338.9	7351.3
1147.81	338.8	7435.67
1147.91	338.7	7514
1148.01	338.6	7575.43
1148.11	338.5	7708.47
1148.21	338.4	7766.93
1148.31	338.3	7938.2
1148.41	338.2	7998.87
1148.51	338.1	8127.8
1148.61	338	8239.3
1148.71	337.9	8304.33
1148.81	337.8	8583.07
1148.91	337.7	8692.1
1149.01	337.6	8874.87
1149.11	337.5	8986.33
1149.21	337.4	9165.87
1149.31	337.3	9390.7
1149.41	337.2	9521.63
1149.51	337.1	9693.07
1149.61	337	9934.67
1149.71	336.9	10204.1
1149.81	336.8	10310.7
1149.91	336.7	10545.1
1150.01	336.6	10894.1
1150.11	336.5	11063.1
1150.21	336.4	11250.8
1150.31	336.3	11592.2
1150.41	336.2	11819.6
1150.51	336.1	11918.8
1150.61	336	12162.1
1150.71	335.9	12345.5
1150.81	335.8	12517.4
1150.91	335.7	12737.7
1151.01	335.6	12822.6
1151.11	335.5	12992.3
1151.21	335.4	13131.1
1151.31	335.3	13058.3
1151.41	335.2	13037.4
1151.51	335.1	12926.4
1151.61	335	12890.5
1151.71	334.9	12909.6
1151.81	334.8	12811.7
1151.91	334.7	12557.4
1152.01	334.6	12389.6
1152.11	334.5	12173.2
1152.21	334.4	11876
1152.31	334.3	11590.9
1152.41	334.2	11295
1152.51	334.1	11043.3
1152.61	334	10749.6
1152.71	333.9	10491.3
1152.81	333.8	10317.3
1152.91	333.7	9943.4
1153.01	333.6	9671.57
1153.11	333.5	9411.37
1153.21	333.4	9195.1
1153.31	333.3	8982.7
1153.41	333.2	8634.8
1153.51	333.1	8513.67
1153.61	333	8260.07
1153.71	332.9	8017.77
1153.81	332.8	7860.07
1153.91	332.7	7702.6
1154.01	332.6	7507.13
1154.11	332.5	7387.23
1154.21	332.4	7190
1154.31	332.3	7043.17
1154.41	332.2	6949.07
1154.51	332.1	6757.8
1154.61	332	6589.03
1154.71	331.9	6574.2
1154.81	331.8	6384.83
1154.91	331.7	6254.17
1155.01	331.6	6107.63
1155.11	331.5	6056.73
1155.21	331.4	5963.8
1155.31	331.3	5903.27
1155.41	331.2	5871.37
1155.51	331.1	5767.87
1155.61	331	5734.43
1155.71	330.9	5704.07
1155.81	330.8	5541.63
1155.91	330.7	5507
1156.01	330.6	5476.87
1156.11	330.5	5359.33
1156.21	330.4	5310.03
1156.31	330.3	5270.73
1156.41	330.2	5254.53
1156.51	330.1	5180.3
1156.61	330	5150.03
1156.71	329.9	5112.37
1156.81	329.8	5104.43
1156.91	329.7	5011.83
1157.01	329.6	4974.8
1157.11	329.5	4938.3
1157.21	329.4	4923.5
1157.31	329.3	4864.77
1157.41	329.2	4844.07
1157.51	329.1	4845.87
1157.61	329	4803.93
1157.71	328.9	4742
1157.81	328.8	4764.13
1157.91	328.7	4763.7
1158.01	328.6	4663.13
1158.11	328.5	4694.43
1158.21	328.4	4672.8
1158.31	328.3	4580.5
1158.41	328.2	4577.93
1158.51	328.1	4612.2
1158.61	328	4548.87
1158.71	327.9	4539.4
1158.81	327.8	4579.7
1158.91	327.7	4523.8
1159.01	327.6	4538
1159.11	327.5	4486.13
1159.21	327.4	4505.6
1159.31	327.3	4524.87
1159.41	327.2	4458.9
1159.51	327.1	4393.87
1159.61	327	4417.23
1159.71	326.9	4412.57
1159.81	326.8	4404.6
1159.91	326.7	4417.1
1160.01	326.6	4379.5
1160.11	326.5	4345.8
1160.21	326.4	4349.1
1160.31	326.3	4335.9
1160.41	326.2	4328.67
1160.51	326.1	4363.93
1160.61	326	4324.3
1160.71	325.9	4284.93
1160.81	325.8	4331.07
1160.91	325.7	4302.6
1161.01	325.6	4215.3
1161.11	325.5	4209.2
1161.21	325.4	4220.9
1161.31	325.3	4188.8
1161.41	325.2	4192.87
1161.51	325.1	4212.17
1161.61	325	4224.5
1161.71	324.9	4237.37
1161.81	324.8	4235.8
1161.91	324.7	4247.13
1162.01	324.6	4150.2
1162.11	324.5	4231.03
1162.21	324.4	4213.4
1162.31	324.3	4146.67
1162.41	324.2	4177.17
1162.51	324.1	4138.43
1162.61	324	4174.53
1162.71	323.9	4127.23
1162.81	323.8	4156.93
1162.91	323.7	4176.07
1163.01	323.6	4063.27
1163.11	323.5	4034.67
1163.21	323.4	4105.47
1163.31	323.3	4158.33
1163.41	323.2	4099.67
1163.51	323.1	4049.33
1163.61	323	4035.8
1163.71	322.9	4086.83
1163.81	322.8	4089.8
1163.91	322.7	4102.8
1164.01	322.6	4049.3
1164.11	322.5	4066.97
1164.21	322.4	4088.9
1164.31	322.3	4090
1164.41	322.2	4000.7
1164.51	322.1	4061.23
1164.61	322	4048.63
1164.71	321.9	4071.3
1164.81	321.8	4106.87
1164.91	321.7	4070.53
1165.01	321.6	4034.23
1165.11	321.5	4022
1165.21	321.4	4109.97
1165.31	321.3	4110
1165.41	321.2	4086.97
1165.51	321.1	4098.6
1165.61	321	4091.57
1165.71	320.9	4039.13
1165.81	320.8	4004.4
1165.91	320.7	3977.33
1166.01	320.6	4032.87
1166.11	320.5	4032.57
1166.21	320.4	4123.93
1166.31	320.3	4063.77
1166.41	320.2	4039.23
1166.51	320.1	4020.2
1166.61	320	4047.43
1166.71	319.9	4023.07
1166.81	319.8	4052.07
1166.91	319.7	4025.9
1167.01	319.6	4034.17
1167.11	319.5	4040.6
1167.21	319.4	4032.4
1167.31	319.3	4052.83
1167.41	319.2	4025.83
1167.51	319.1	4006.8
1167.61	319	4057.47
1167.71	318.9	3994.43
1167.81	318.8	3984.27
1167.91	318.7	3968.63
1168.01	318.6	3994.57
1168.11	318.5	4034.83
1168.21	318.4	4012.27
1168.31	318.3	4047.6
1168.41	318.2	4089.87
1168.51	318.1	4007.27
1168.61	318	3973.53
1168.71	317.9	3908.3
1168.81	317.8	3973.37
1168.91	317.7	3992.57
1169.01	317.6	4012.6
1169.11	317.5	4045.53
1169.21	317.4	3978.37
1169.31	317.3	3969.4
1169.41	317.2	3987.53
1169.51	317.1	4006.8
1169.61	317	3993.63
1169.71	316.9	4007.33
1169.81	316.8	3993.8
1169.91	316.7	3950.7
1170.01	316.6	3941.43
1170.11	316.5	3935.77
1170.21	316.4	3972.87
1170.31	316.3	3984.23
1170.41	316.2	4003.47
1170.51	316.1	3984.17
1170.61	316	4004.63
1170.71	315.9	3953.67
1170.81	315.8	3950.9
1170.91	315.7	4004
1171.01	315.6	4005.3
1171.11	315.5	3976.03
1171.21	315.4	3922.4
1171.31	315.3	3990.8
1171.41	315.2	3973
1171.51	315.1	3965.07
1171.61	315	3936.83
1171.71	314.9	3949.2
1171.81	314.8	4030.47
1171.91	314.7	3953.5
1172.01	314.6	3934.5
1172.11	314.5	3937.1
1172.21	314.4	3896.1
1172.31	314.3	3936.73
1172.41	314.2	3988.47
1172.51	314.1	4063.73
1172.61	314	3995.8
1172.71	313.9	3924.03
1172.81	313.8	3930.7
1172.91	313.7	3976.5
1173.01	313.6	3998.1
1173.11	313.5	3922.23
1173.21	313.4	3941.3
1173.31	313.3	3967.97
1173.41	313.2	3947.97
1173.51	313.1	3912.27
1173.61	313	3921.3
1173.71	312.9	3944.97
1173.81	312.8	3921.1
1173.91	312.7	3901.5
1174.01	312.6	3971
1174.11	312.5	3940.67
1174.21	312.4	3970.6
1174.31	312.3	3981.07
1174.41	312.2	3975.73
1174.51	312.1	3920.97
1174.61	312	3948.47
1174.71	311.9	3963.03
1174.81	311.8	3988.63
1174.91	311.7	4001.83
1175.01	311.6	3923.07
1175.11	311.5	3944.7
1175.21	311.4	3933.47
1175.31	311.3	3949.23
1175.41	311.2	3929.3
1175.51	311.1	3988.13
1175.61	311	3979.13
1175.71	310.9	3957.83
1175.81	310.8	3897.87
1175.91	310.7	3944.1
1176.01	310.6	3997.07
1176.11	310.5	3951.5
1176.21	310.4	3965.5
1176.31	310.3	3991.47
1176.41	310.2	3966.47
1176.51	310.1	3974.53
1176.61	310	3927
1176.71	309.9	3955.97
1176.81	309.8	3968.8
1176.91	309.7	3893.47
1177.01	309.6	3946.07
1177.11	309.5	3949.43
1177.21	309.4	3961.37
1177.31	309.3	3997.97
1177.41	309.2	3947.37
1177.51	309.1	3970
1177.61	309	3988.73
1177.71	308.9	3972
1177.81	308.8	3993.57
1177.91	308.7	3963.2
1178.01	308.6	3938.8
1178.11	308.5	3984.87
1178.21	308.4	3983.67
1178.31	308.3	3953.7
1178.41	308.2	3966.17
1178.51	308.1	3971.2
1178.61	308	3985.13
1178.71	307.9	4005.13
1178.81	307.8	3926.67
1178.91	307.7	3901.07
1179.01	307.6	3942.2
1179.11	307.5	3957.13
1179.21	307.4	4016.4
1179.31	307.3	3973.07
1179.41	307.2	3931.9
1179.51	307.1	3989.4
1179.61	307	3963
1179.71	306.9	3985.67
1179.81	306.8	4022.2
1179.91	306.7	3994.07
1180.01	306.6	3951.53
1180.11	306.5	3930.27
1180.21	306.4	3984.23
1180.31	306.3	4033.9
1180.41	306.2	3975
1180.51	306.1	3963.7
1180.61	306	3949.13
1180.71	305.9	3934.87
1180.81	305.8	3932.4
1180.91	305.7	3973.53
1181.01	305.6	3941.5
1181.11	305.5	3971.73
1181.21	305.4	3968.67
1181.31	305.3	3942.73
1181.41	305.2	3973.9
1181.51	305.1	3929.93
1181.61	305	3988.1
1181.71	304.9	3961.3
1181.81	304.8	3999.07
1181.91	304.7	4019.5
1182.01	304.6	3914.7
1182.11	304.5	3971.87
1182.21	304.4	3962.03
1182.31	304.3	3943.87
1182.41	304.2	3967.83
1182.51	304.1	4014.3
1182.61	304	3923.43
1182.71	303.9	3983.23
1182.81	303.8	3982.47
1182.91	303.7	3991.47
1183.01	303.6	4001.37
1183.11	303.5	4010.07
1183.21	303.4	3983.13
1183.31	303.3	3992.27
1183.41	303.2	4034.93
1183.51	303.1	3945.2
1183.61	303	3971.47
1183.71	302.9	4040.9
1183.81	302.8	3983.97
1183.91	302.7	3981.13
1184.01	302.6	3971
1184.11	302.5	3966.67
1184.21	302.4	4021.73
1184.31	302.3	3990.53
1184.41	302.2	4017.83
1184.51	302.1	4001.77
1184.61	302	4009.43
1184.71	301.9	4025.2
1184.81	301.8	3998.37
1184.91	301.7	4021.07
1185.01	301.6	3985.43
1185.11	301.5	4012.5
1185.21	301.4	3952.87
1185.31	301.3	3938.03
1185.41	301.2	4017.5
1185.51	301.1	4014.5
1185.61	301	4003.73
1185.71	300.9	3931.5
1185.81	300.8	3936.47
1185.91	300.7	4009.03
1186.01	300.6	4007.57
1186.11	300.5	3987.1
1186.21	300.4	3969.23
1186.31	300.3	3990.03
1186.41	300.2	4025.63
1186.51	300.1	4043.73
1186.61	300	4005.97
1186.71	299.9	3930.8
1186.81	299.8	3972.8
1186.91	299.7	3974.13
1187.01	299.6	4061.7
1187.11	299.5	3965.7
1187.21	299.4	3992.07
1187.31	299.3	4027.07
1187.41	299.2	4035.5
1187.51	299.1	3956.7
1187.61	299	3970.57
1187.71	298.9	4015.47
1187.81	298.8	4029.8
1187.91	298.7	4026.1
1188.01	298.6	3972.4
1188.11	298.5	3989.1
1188.21	298.4	4049.07
1188.31	298.3	3998.97
1188.41	298.2	3953.77
1188.51	298.1	3989.33
1188.61	298	4043.1
1188.71	297.9	3980.9
1188.81	297.8	4014.23
1188.91	297.7	4004.27
1189.01	297.6	4032.3
1189.11	297.5	4020.93
1189.21	297.4	4054.27
1189.31	297.3	4021.47
1189.41	297.2	3991.63
1189.51	297.1	4024.2
1189.61	297	4027
1189.71	296.9	3960.3
1189.81	296.8	3944.57
1189.91	296.7	3979.17
1190.01	296.6	3967.17
1190.11	296.5	3976.03
1190.21	296.4	3994.6
1190.31	296.3	3950.77
1190.41	296.2	3930.3
1190.51	296.1	3980.37
1190.61	296	3972.4
1190.71	295.9	4024.53
1190.81	295.8	3961.73
1190.91	295.7	3940.6
1191.01	295.6	3976.13
1191.11	295.5	4022.2
1191.21	295.4	3938.3
1191.31	295.3	3982.73
1191.41	295.2	4014.1
1191.51	295.1	3984.7
1191.61	295	3944.53
1191.71	294.9	3941.5
1191.81	294.8	3973.2
1191.91	294.7	3985.53
1192.01	294.6	4000.43
1192.11	294.5	4012.5
1192.21	294.4	3982.27
1192.31	294.3	3986.5
1192.41	294.2	3969.7
1192.51	294.1	3973.47
1192.61	294	3914.17
1192.71	293.9	3960.17
1192.81	293.8	3957.9
1192.91	293.7	3942.87
1193.01	293.6	3984.03
1193.11	293.5	3978.27
1193.21	293.4	4001
1193.31	293.3	3975.8
1193.41	293.2	3993.07
1193.51	293.1	3969.87
1193.61	293	3975.83
1193.71	292.9	3993
1193.81	292.8	3976.27
1193.91	292.7	4021.4
1194.01	292.6	3981.53
1194.11	292.5	4018.27
1194.21	292.4	4049.23
1194.31	292.3	4051.63
1194.41	292.2	3986.8
1194.51	292.1	3973.43
1194.61	292	4054
1194.71	291.9	4030.5
1194.81	291.8	4013
1194.91	291.7	4001.4
1195.01	291.6	3994.73
1195.11	291.5	3986.37
1195.21	291.4	3995.57
1195.31	291.3	4001.13
1195.41	291.2	3960.53
1195.51	291.1	4043.8
1195.61	291	4018.57
1195.71	290.9	3984.7
1195.81	290.8	3994.9
1195.91	290.7	3981.77
1196.01	290.6	3975.7
1196.11	290.5	4016.53
1196.21	290.4	4068.77
1196.31	290.3	4017.5
1196.41	290.2	3979.53
1196.51	290.1	4014.43
1196.61	290	4026.67
