c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_cu n2 largearea.vms
Cu3s
	Characteristic Energy eV	1486.61	Acquisition Time s	2
KE_Cu3s	BE_Cu3s	CPS_Cu3s
1364.91	121.7	4742.1
1365.01	121.6	4532.27
1365.11	121.5	4336.51
1365.21	121.4	4073.26
1365.31	121.3	3875.26
1365.41	121.2	3690.07
1365.51	121.1	3640.53
1365.61	121	3514.64
1365.71	120.9	3401.72
1365.81	120.8	3316.12
1365.91	120.7	3149.74
1366.01	120.6	3037.74
1366.11	120.5	2946.15
1366.21	120.4	2897.1
1366.31	120.3	2800.5
1366.41	120.2	2786.4
1366.51	120.1	2714.08
1366.61	120	2702.17
1366.71	119.9	2629.76
1366.81	119.8	2540.51
1366.91	119.7	2555.61
1367.01	119.6	2505.07
1367.11	119.5	2457.07
1367.21	119.4	2474.27
1367.31	119.3	2432.86
1367.41	119.2	2468.53
1367.51	119.1	2424.91
1367.61	119	2402.36
1367.71	118.9	2375.91
1367.81	118.8	2354.46
1367.91	118.7	2331.57
1368.01	118.6	2306.59
1368.11	118.5	2271.94
1368.21	118.4	2250.32
1368.31	118.3	2304.4
1368.41	118.2	2275.26
1368.51	118.1	2255.53
1368.61	118	2267.37
1368.71	117.9	2216.75
1368.81	117.8	2225.78
1368.91	117.7	2220.03
1369.01	117.6	2257.45
1369.11	117.5	2249.32
1369.21	117.4	2185.99
1369.31	117.3	2183.43
1369.41	117.2	2180.4
1369.51	117.1	2153.76
1369.61	117	2163.22
1369.71	116.9	2172.43
1369.81	116.8	2154.62
1369.91	116.7	2163.45
1370.01	116.6	2189.53
1370.11	116.5	2179.17
1370.21	116.4	2137.07
1370.31	116.3	2187.61
1370.41	116.2	2160.2
1370.51	116.1	2129.12
1370.61	116	2123.45
1370.71	115.9	2147.63
1370.81	115.8	2126.9
1370.91	115.7	2154.54
1371.01	115.6	2200.26
1371.11	115.5	2120.67
1371.21	115.4	2088.51
1371.31	115.3	2083.91
1371.41	115.2	2107.78
1371.51	115.1	2094.95
1371.61	115	2130.7
1371.71	114.9	2107.78
1371.81	114.8	2145.42
1371.91	114.7	2134.16
1372.01	114.6	2080.8
1372.11	114.5	2103.36
1372.21	114.4	2115.57
1372.31	114.3	2111.36
1372.41	114.2	2096.3
1372.51	114.1	2085.3
1372.61	114	2114.61
1372.71	113.9	2066.06
1372.81	113.8	2063.56
1372.91	113.7	2105.92
1373.01	113.6	2130.99
1373.11	113.5	2105.53
1373.21	113.4	2094.95
1373.31	113.3	2084.07
1373.41	113.2	2128.95
1373.51	113.1	2120.57
1373.61	113	2127.49
1373.71	112.9	2127.89
1373.81	112.8	2171.53
1373.91	112.7	2080.99
1374.01	112.6	2115.82
1374.11	112.5	2132.55
1374.21	112.4	2109.14
1374.31	112.3	2109.72
1374.41	112.2	2086.01
1374.51	112.1	2113.19
1374.61	112	2150.22
1374.71	111.9	2092.82
1374.81	111.8	2078.65
1374.91	111.7	2089.36
1375.01	111.6	2155.49
1375.11	111.5	2102.51
1375.21	111.4	2112.14
1375.31	111.3	2141.11
1375.41	111.2	2096.12
1375.51	111.1	2113.57
1375.61	111	2117.24
1375.71	110.9	2142.3
1375.81	110.8	2186.15
1375.91	110.7	2127.59
1376.01	110.6	2120.24
1376.11	110.5	2130.68
1376.21	110.4	2118.49
1376.31	110.3	2155.17
1376.41	110.2	2175.92
1376.51	110.1	2124.34
1376.61	110	2117.51
1376.71	109.9	2198.43
1376.81	109.8	2160.12
1376.91	109.7	2147.11
1377.01	109.6	2108.16
1377.11	109.5	2153.01
1377.21	109.4	2186.4
1377.31	109.3	2161.53
1377.41	109.2	2148.93
1377.51	109.1	2131.76
1377.61	109	2117.32
1377.71	108.9	2143.39
1377.81	108.8	2203.85
1377.91	108.7	2204.01
1378.01	108.6	2180.88
1378.11	108.5	2183.78
1378.21	108.4	2155.93
1378.31	108.3	2154.24
1378.41	108.2	2154.95
1378.51	108.1	2169.16
1378.61	108	2160.76
1378.71	107.9	2177.15
1378.81	107.8	2210.87
1378.91	107.7	2252.98
1379.01	107.6	2228.09
1379.11	107.5	2193.22
1379.21	107.4	2232.03
1379.31	107.3	2224.76
1379.41	107.2	2227.63
1379.51	107.1	2283.63
1379.61	107	2229.86
1379.71	106.9	2220.65
1379.81	106.8	2244.2
1379.91	106.7	2208.75
1380.01	106.6	2256.42
1380.11	106.5	2248.14
1380.21	106.4	2234.61
1380.31	106.3	2239.74
1380.41	106.2	2227.54
1380.51	106.1	2241.2
1380.61	106	2290.63
1380.71	105.9	2304.2
1380.81	105.8	2279.91
1380.91	105.7	2270.13
1381.01	105.6	2298.78
1381.11	105.5	2329.16
1381.21	105.4	2270.4
1381.31	105.3	2335.07
1381.41	105.2	2300.93
1381.51	105.1	2281.41
1381.61	105	2286.91
1381.71	104.9	2320.91
1381.81	104.8	2289.77
1381.91	104.7	2334.7
1382.01	104.6	2310.36
1382.11	104.5	2284.4
1382.21	104.4	2327.65
1382.31	104.3	2324.78
1382.41	104.2	2294.01
1382.51	104.1	2361.45
1382.61	104	2368.59
1382.71	103.9	2394.22
1382.81	103.8	2354.99
1382.91	103.7	2343.59
1383.01	103.6	2377.88
1383.11	103.5	2344.45
1383.21	103.4	2315.3
1383.31	103.3	2337.63
1383.41	103.2	2344.61
1383.51	103.1	2322.78
1383.61	103	2317.13
1383.71	102.9	2367.88
1383.81	102.8	2337.07
1383.91	102.7	2294.57
1384.01	102.6	2360.57
1384.11	102.5	2374.8
1384.21	102.4	2383.07
1384.31	102.3	2373.38
1384.41	102.2	2365.95
1384.51	102.1	2394.7
1384.61	102	2408.14
1384.71	101.9	2347.59
1384.81	101.8	2353.78
1384.91	101.7	2341.31
1385.01	101.6	2418.82
1385.11	101.5	2390.06
1385.21	101.4	2344.13
1385.31	101.3	2370.51
1385.41	101.2	2377.37
1385.51	101.1	2363.24
1385.61	101	2413.76
1385.71	100.9	2361.28
1385.81	100.8	2361.08
1385.91	100.7	2344.34
1386.01	100.6	2373.01
1386.11	100.5	2404.97
1386.21	100.4	2328.38
1386.31	100.3	2359.72
1386.41	100.2	2362.77
1386.51	100.1	2404.36
1386.61	100	2406.16
1386.71	99.9	2402.9
1386.81	99.8	2357.64
1386.91	99.7	2378.16
1387.01	99.6	2425.8
1387.11	99.5	2383.53
1387.21	99.4	2403.14
1387.31	99.3	2430.9
1387.41	99.2	2499.72
1387.51	99.1	2444.77
1387.61	99	2489.83
1387.71	98.9	2429.24
1387.81	98.8	2460.22
1387.91	98.7	2422.5
1388.01	98.6	2422
1388.11	98.5	2465.6
1388.21	98.4	2434.51
1388.31	98.3	2415.28
1388.41	98.2	2425.74
1388.51	98.1	2484.14
1388.61	98	2448.05
1388.71	97.9	2388.72
1388.81	97.8	2396.05
1388.91	97.7	2455.63
1389.01	97.6	2446.9
1389.11	97.5	2464.64
1389.21	97.4	2488.94
1389.31	97.3	2484.45
1389.41	97.2	2488.9
1389.51	97.1	2535.16
1389.61	97	2516.72
1389.71	96.9	2512.42
1389.81	96.8	2496.78
1389.91	96.7	2479.64
1390.01	96.6	2438.57
1390.11	96.5	2506.13
1390.21	96.4	2514.11
1390.31	96.3	2468.78
1390.41	96.2	2485.95
1390.51	96.1	2484.63
1390.61	96	2487.9
1390.71	95.9	2528.15
1390.81	95.8	2474.16
1390.91	95.7	2487.56
1391.01	95.6	2536.28
1391.11	95.5	2518.68
1391.21	95.4	2444.28
1391.31	95.3	2468.75
1391.41	95.2	2495.59
1391.51	95.1	2435.44
1391.61	95	2374.4
1391.71	94.9	2485.84
1391.81	94.8	2519.8
1391.91	94.7	2536.82
1392.01	94.6	2521.26
1392.11	94.5	2452.54
1392.21	94.4	2467.28
1392.31	94.3	2454.55
1392.41	94.2	2445.28
1392.51	94.1	2393.57
1392.61	94	2465.36
1392.71	93.9	2391.03
1392.81	93.8	2365.81
1392.91	93.7	2343.61
1393.01	93.6	2365.07
1393.11	93.5	2348.28
1393.21	93.4	2353.55
1393.31	93.3	2353.18
1393.41	93.2	2333.16
1393.51	93.1	2345.67
1393.61	93	2290.43
1393.71	92.9	2262.72
1393.81	92.8	2305.59
1393.91	92.7	2306.77
1394.01	92.6	2306.69
1394.11	92.5	2254.09
1394.21	92.4	2287.34
1394.31	92.3	2222.66
1394.41	92.2	2221.63
1394.51	92.1	2296.22
1394.61	92	2275.55
1394.71	91.9	2250.41
1394.81	91.8	2259.45
1394.91	91.7	2266.49
1395.01	91.6	2244.6
1395.11	91.5	2223.36
1395.21	91.4	2209.18
1395.31	91.3	2151.36
1395.41	91.2	2186.09
1395.51	91.1	2207.01
1395.61	91	2228.43
1395.71	90.9	2222
1395.81	90.8	2224.34
1395.91	90.7	2150.2
1396.01	90.6	2162.84
1396.11	90.5	2176.68
1396.21	90.4	2214.65
1396.31	90.3	2194.31
1396.41	90.2	2179.86
1396.51	90.1	2136.01
1396.61	90	2139.01
1396.71	89.9	2190.63
1396.81	89.8	2190.93
1396.91	89.7	2180.93
1397.01	89.6	2215.27
1397.11	89.5	2177.84
1397.21	89.4	2156.36
1397.31	89.3	2133.47
1397.41	89.2	2148.3
1397.51	89.1	2177.28
1397.61	89	2212.7
1397.71	88.9	2186.09
1397.81	88.8	2148.5
1397.91	88.7	2154.7
1398.01	88.6	2136.66
1398.11	88.5	2164.11
1398.21	88.4	2210.82
1398.31	88.3	2150.24
1398.41	88.2	2179.39
1398.51	88.1	2195.02
1398.61	88	2207.01
1398.71	87.9	2205.13
1398.81	87.8	2179.74
1398.91	87.7	2212
1399.01	87.6	2171.25
1399.11	87.5	2151.45
1399.21	87.4	2147.97
1399.31	87.3	2128.87
1399.41	87.2	2126.67
1399.51	87.1	2168.6
1399.61	87	2188.58
1399.71	86.9	2186.01
1399.81	86.8	2182.96
1399.91	86.7	2148.68
1400.01	86.6	2161.97
1400.11	86.5	2153.32
1400.21	86.4	2138.24
1400.31	86.3	2147.13
1400.41	86.2	2135.53
1400.51	86.1	2088.77
1400.61	86	2143.88
1400.71	85.9	2090.39
1400.81	85.8	2088.92
1400.91	85.7	2132.31
1401.01	85.6	2119.18
1401.11	85.5	2129.09
1401.21	85.4	2093.91
1401.31	85.3	2082.72
1401.41	85.2	2120.69
1401.51	85.1	2083.91
1401.61	85	2089.31
1401.71	84.9	2061.29
1401.81	84.8	2092.11
1401.91	84.7	2078.9
1402.01	84.6	2092.74
1402.11	84.5	2114.64
1402.21	84.4	2119.34
1402.31	84.3	2080.82
1402.41	84.2	2070.4
1402.51	84.1	2084.54
1402.61	84	2126.91
1402.71	83.9	2101.99
1402.81	83.8	2082.14
1402.91	83.7	2084.64
1403.01	83.6	2107.65
1403.11	83.5	2077.26
1403.21	83.4	2105.32
1403.31	83.3	2105.07
1403.41	83.2	2111.91
1403.51	83.1	2084.16
1403.61	83	2095.64
1403.71	82.9	2108.06
1403.81	82.8	2175.76
1403.91	82.7	2159.91
1404.01	82.6	2142.93
1404.11	82.5	2121.78
1404.21	82.4	2153.57
1404.31	82.3	2214.2
1404.41	82.2	2200.49
1404.51	82.1	2210.26
1404.61	82	2169.64
1404.71	81.9	2178.22
1404.81	81.8	2203.64
1404.91	81.7	2258.93
1405.01	81.6	2203.21
1405.11	81.5	2206.17
1405.21	81.4	2252.18
1405.31	81.3	2323.76
1405.41	81.2	2353.65
1405.51	81.1	2373.78
1405.61	81	2362.74
1405.71	80.9	2390.22
1405.81	80.8	2364.11
1405.91	80.7	2421.86
1406.01	80.6	2443.42
1406.11	80.5	2539.82
1406.21	80.4	2584.89
1406.31	80.3	2563.81
1406.41	80.2	2626.07
1406.51	80.1	2638.24
1406.61	80	2685.01
1406.71	79.9	2811.98
1406.81	79.8	2891.09
1406.91	79.7	2971.59
1407.01	79.6	3064.84
1407.11	79.5	3181.73
1407.21	79.4	3226.87
1407.31	79.3	3262.55
1407.41	79.2	3469.89
1407.51	79.1	3571.42
1407.61	79	3716.55
1407.71	78.9	3847.27
1407.81	78.8	4061.94
1407.91	78.7	4292.19
1408.01	78.6	4409.06
1408.11	78.5	4616.45
1408.21	78.4	4903.03
1408.31	78.3	5135.05
1408.41	78.2	5362.85
1408.51	78.1	5638.95
1408.61	78	5884.75
1408.71	77.9	6114.1
1408.81	77.8	6304.5
1408.91	77.7	6514.25
1409.01	77.6	6641.85
1409.11	77.5	6610.95
1409.21	77.4	6698.1
1409.31	77.3	6754.5
1409.41	77.2	6681.8
1409.51	77.1	6663.45
1409.61	77	6633.55
1409.71	76.9	6477.35
1409.81	76.8	6494.7
1409.91	76.7	6411.85
1410.01	76.6	6432.7
1410.11	76.5	6532.35
1410.21	76.4	6663.75
1410.31	76.3	6807.55
1410.41	76.2	6948.95
1410.51	76.1	7166.35
1410.61	76	7313.6
1410.71	75.9	7505.7
1410.81	75.8	7847.65
1410.91	75.7	8201.05
1411.01	75.6	8483.25
1411.11	75.5	8681.1
1411.21	75.4	8919.8
1411.31	75.3	9108.35
1411.41	75.2	9261.75
1411.51	75.1	9192.1
1411.61	75	9153.75
1411.71	74.9	8879.8
1411.81	74.8	8555.95
1411.91	74.7	8224.65
1412.01	74.6	7845.55
1412.11	74.5	7424.4
1412.21	74.4	6866.15
1412.31	74.3	6370.05
1412.41	74.2	5922.15
1412.51	74.1	5437.55
1412.61	74	5029.15
1412.71	73.9	4717.7
1412.81	73.8	4293.47
1412.91	73.7	3933.24
1413.01	73.6	3709.69
1413.11	73.5	3412.99
1413.21	73.4	3173.09
1413.31	73.3	2941.6
1413.41	73.2	2764.49
1413.51	73.1	2572.86
1413.61	73	2439.61
1413.71	72.9	2289.17
1413.81	72.8	2181.8
1413.91	72.7	2093.99
1414.01	72.6	1964.02
1414.11	72.5	1896
1414.21	72.4	1853.22
1414.31	72.3	1715.56
1414.41	72.2	1664.29
1414.51	72.1	1652.9
1414.61	72	1524.95
1414.71	71.9	1458.94
1414.81	71.8	1412.24
1414.91	71.7	1339.13
1415.01	71.6	1321.99
1415.11	71.5	1289.83
1415.21	71.4	1248.53
1415.31	71.3	1202.55
1415.41	71.2	1161.61
1415.51	71.1	1104.49
1415.61	71	1113.74
1415.71	70.9	1072.51
1415.81	70.8	1020.29
1415.91	70.7	1039.54
1416.01	70.6	1000.19
1416.11	70.5	971.365
1416.21	70.4	971.035
1416.31	70.3	923.915
1416.41	70.2	905.04
1416.51	70.1	869.765
1416.61	70	867.38
1416.71	69.9	866.905
1416.81	69.8	877.39
1416.91	69.7	849.595
1417.01	69.6	829.24
1417.11	69.5	807.04
1417.21	69.4	823.48
1417.31	69.3	803.21
1417.41	69.2	796.86
1417.51	69.1	759.24
1417.61	69	776.01
1417.71	68.9	776.845
1417.81	68.8	755.48
1417.91	68.7	689.2
1418.01	68.6	707.575
1418.11	68.5	698.475
1418.21	68.4	692.67
1418.31	68.3	697.04
1418.41	68.2	702.94
1418.51	68.1	681.885
1418.61	68	690.33
1418.71	67.9	699.91
1418.81	67.8	653.095
1418.91	67.7	654.69
1419.01	67.6	670.38
1419.11	67.5	637.075
1419.21	67.4	636.665
1419.31	67.3	641.335
1419.41	67.2	630.51
1419.51	67.1	608.55
1419.61	67	600.775
1419.71	66.9	622.185
1419.81	66.8	586.345
1419.91	66.7	606.065
1420.01	66.6	590.925
1420.11	66.5	601.52
1420.21	66.4	592.11
1420.31	66.3	579.815
1420.41	66.2	577.005
1420.51	66.1	575.18
1420.61	66	600.9
1420.71	65.9	576.265
1420.81	65.8	582.43
1420.91	65.7	562.2
1421.01	65.6	580.97
1421.11	65.5	560.5
1421.21	65.4	569.58
1421.31	65.3	570.41
1421.41	65.2	546.06
1421.51	65.1	556.28
1421.61	65	577.235
1421.71	64.9	582.395
1421.81	64.8	554.465
1421.91	64.7	556.435
1422.01	64.6	534.395
1422.11	64.5	551.935
1422.21	64.4	546.75
1422.31	64.3	561.905
1422.41	64.2	524.47
1422.51	64.1	528.49
1422.61	64	536.71
1422.71	63.9	558.79
1422.81	63.8	571.445
1422.91	63.7	537.21
1423.01	63.6	550.335
1423.11	63.5	550.195
1423.21	63.4	544.65
1423.31	63.3	547.27
1423.41	63.2	520.23
1423.51	63.1	537.045
1423.61	63	516.44
1423.71	62.9	510.41
1423.81	62.8	516.665
1423.91	62.7	537.645
1424.01	62.6	524.66
1424.11	62.5	507.49
1424.21	62.4	519.8
1424.31	62.3	521.97
1424.41	62.2	511.495
1424.51	62.1	506.52
1424.61	62	529.895
1424.71	61.9	523.24
1424.81	61.8	527.78
1424.91	61.7	515.155
1425.01	61.6	507.145
1425.11	61.5	502.635
1425.21	61.4	489.906
1425.31	61.3	503.315
1425.41	61.2	497.551
1425.51	61.1	490.7
1425.61	61	496.165
1425.71	60.9	535.825
1425.81	60.8	494.94
1425.91	60.7	513.295
1426.01	60.6	513.46
1426.11	60.5	526.295
1426.21	60.4	534.48
1426.31	60.3	525.145
1426.41	60.2	500.83
1426.51	60.1	498.024
1426.61	60	517.85
1426.71	59.9	510.525
1426.81	59.8	490.372
1426.91	59.7	511.145
1427.01	59.6	505.55
1427.11	59.5	509.645
1427.21	59.4	509.75
1427.31	59.3	494.411
1427.41	59.2	496.201
1427.51	59.1	497.889
1427.61	59	499.918
1427.71	58.9	500.46
1427.81	58.8	519.48
1427.91	58.7	495.492
1428.01	58.6	510.1
1428.11	58.5	506.76
1428.21	58.4	500.445
1428.31	58.3	497.677
1428.41	58.2	499.382
1428.51	58.1	498.838
1428.61	58	485.516
1428.71	57.9	504.965
1428.81	57.8	477.904
1428.91	57.7	467.005
1429.01	57.6	486.56
1429.11	57.5	489.591
1429.21	57.4	503.02
1429.31	57.3	481.668
1429.41	57.2	483.113
1429.51	57.1	496.134
1429.61	57	506.235
1429.71	56.9	497.245
1429.81	56.8	486.031
1429.91	56.7	495.463
1430.01	56.6	489.259
1430.11	56.5	473.616
1430.21	56.4	464.014
1430.31	56.3	492.104
1430.41	56.2	481.197
1430.51	56.1	497.027
1430.61	56	508.035
1430.71	55.9	509.05
1430.81	55.8	488.512
1430.91	55.7	482.683
1431.01	55.6	496.805
1431.11	55.5	472.864
1431.21	55.4	456.051
1431.31	55.3	477.341
1431.41	55.2	477.698
1431.51	55.1	494.678
1431.61	55	505.055
1431.71	54.9	494.029
1431.81	54.8	483.046
1431.91	54.7	465.108
1432.01	54.6	465.462
1432.11	54.5	466.394
1432.21	54.4	472.467
1432.31	54.3	471.772
1432.41	54.2	502.945
1432.51	54.1	484.548
1432.61	54	478.913
1432.71	53.9	481.511
1432.81	53.8	491.373
1432.91	53.7	488.25
1433.01	53.6	490.969
1433.11	53.5	492.484
1433.21	53.4	494.697
1433.31	53.3	486.061
1433.41	53.2	483.466
1433.51	53.1	479.209
1433.61	53	483.185
1433.71	52.9	491.192
1433.81	52.8	476.842
1433.91	52.7	481.935
1434.01	52.6	478.232
1434.11	52.5	480.93
1434.21	52.4	489.728
1434.31	52.3	502.705
1434.41	52.2	487.114
1434.51	52.1	462.878
1434.61	52	480.3
1434.71	51.9	483.796
1434.81	51.8	482.907
1434.91	51.7	510.025
1435.01	51.6	493.977
1435.11	51.5	507.175
1435.21	51.4	493.76
1435.31	51.3	483.219
1435.41	51.2	492.217
1435.51	51.1	491.644
1435.61	51	499.418
1435.71	50.9	491.996
1435.81	50.8	497.714
1435.91	50.7	498.615
1436.01	50.6	485.211
1436.11	50.5	494.109
1436.21	50.4	481.28
1436.31	50.3	488.565
1436.41	50.2	481.493
1436.51	50.1	501.83
1436.61	50	498.742
1436.71	49.9	483.878
1436.81	49.8	484.688
1436.91	49.7	478.377
1437.01	49.6	487.688
1437.11	49.5	485.514
1437.21	49.4	464.838
1437.31	49.3	479.236
1437.41	49.2	521.55
1437.51	49.1	500.535
1437.61	49	520.785
1437.71	48.9	508.46
1437.81	48.8	510.105
1437.91	48.7	487.996
1438.01	48.6	466.202
1438.11	48.5	499.804
1438.21	48.4	489.123
1438.31	48.3	518.005
1438.41	48.2	510.655
1438.51	48.1	499.599
1438.61	48	501.535
1438.71	47.9	495.41
1438.81	47.8	487.686
1438.91	47.7	484.541
1439.01	47.6	483.135
1439.11	47.5	496.7
1439.21	47.4	483.971
1439.31	47.3	491.022
1439.41	47.2	504.98
1439.51	47.1	488.577
1439.61	47	487.478
1439.71	46.9	487.053
1439.81	46.8	481.604
1439.91	46.7	489.867
1440.01	46.6	490.652
1440.11	46.5	485.737
1440.21	46.4	527.43
1440.31	46.3	490.935
1440.41	46.2	481.25
1440.51	46.1	473.959
1440.61	46	484.169
1440.71	45.9	500.65
1440.81	45.8	507.295
1440.91	45.7	496.045
1441.01	45.6	490.433
1441.11	45.5	504.54
1441.21	45.4	501.055
1441.31	45.3	485.036
1441.41	45.2	503.17
1441.51	45.1	497.959
1441.61	45	518.485
1441.71	44.9	497.143
1441.81	44.8	493.748
1441.91	44.7	499.467
1442.01	44.6	495.622
1442.11	44.5	518.43
1442.21	44.4	501.16
1442.31	44.3	507.13
1442.41	44.2	503.03
1442.51	44.1	507.965
1442.61	44	512.62
1442.71	43.9	509.135
1442.81	43.8	520.265
1442.91	43.7	498.397
1443.01	43.6	504.565
1443.11	43.5	493.953
1443.21	43.4	521.98
1443.31	43.3	512.9
1443.41	43.2	502.41
1443.51	43.1	501.23
1443.61	43	539.07
1443.71	42.9	546.89
1443.81	42.8	531.295
1443.91	42.7	499.043
1444.01	42.6	523.88
1444.11	42.5	512.36
1444.21	42.4	522.5
1444.31	42.3	504.43
1444.41	42.2	506.815
1444.51	42.1	533.835
1444.61	42	534.89
1444.71	41.9	517.7
1444.81	41.8	513.255
1444.91	41.7	512.455
1445.01	41.6	518.1
1445.11	41.5	515.985
1445.21	41.4	514.31
1445.31	41.3	504.41
1445.41	41.2	518.63
1445.51	41.1	515.235
1445.61	41	500.27
1445.71	40.9	519.995
1445.81	40.8	512.5
1445.91	40.7	532.04
1446.01	40.6	516.325
1446.11	40.5	541.885
1446.21	40.4	532.34
1446.31	40.3	523.545
1446.41	40.2	525.235
1446.51	40.1	518.535
1446.61	40	524.775
