C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
AgMNN
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_AgMNN	BE_AgMNN	CPS_AgMNN	Background_AgMNN
338.11	1148.5	10596.7	10596.7
338.21	1148.4	10645	10645
338.31	1148.3	10620.2	10620.2
338.41	1148.2	10639.7	10639.7
338.51	1148.1	10586.2	10586.2
338.61	1148	10497.9	10497.9
338.71	1147.9	10712.4	10712.4
338.81	1147.8	10725.4	10725.4
338.91	1147.7	10679.5	10679.5
339.01	1147.6	10645	10645
339.11	1147.5	10587.7	10587.7
339.21	1147.4	10601.6	10601.6
339.31	1147.3	10652.8	10652.8
339.41	1147.2	10735	10735
339.51	1147.1	10584.8	10584.8
339.61	1147	10738.5	10738.5
339.71	1146.9	10663.1	10663.1
339.81	1146.8	10758.3	10758.3
339.91	1146.7	10797.8	10797.8
340.01	1146.6	10841.2	10841.2
340.11	1146.5	10710.3	10710.3
340.21	1146.4	10732.5	10732.5
340.31	1146.3	10633.6	10633.6
340.41	1146.2	10862.9	10862.9
340.51	1146.1	10788.9	10788.9
340.61	1146	10781.4	10781.4
340.71	1145.9	10782.6	10782.6
340.81	1145.8	10882.4	10882.4
340.91	1145.7	10932.4	10932.4
341.01	1145.6	10801	10801
341.11	1145.5	10994.5	10994.5
341.21	1145.4	11030.3	11030.3
341.31	1145.3	10775.8	10775.8
341.41	1145.2	10924.8	10924.8
341.51	1145.1	11043	11043
341.61	1145	11022.6	11022.6
341.71	1144.9	10945.9	10945.9
341.81	1144.8	11069.7	11069.7
341.91	1144.7	11034.7	11034.7
342.01	1144.6	11068.8	11068.8
342.11	1144.5	11081	11081
342.21	1144.4	11114.6	11114.6
342.31	1144.3	11052.8	11052.8
342.41	1144.2	11148.7	11148.7
342.51	1144.1	11259.1	11259.1
342.61	1144	11177.9	11177.9
342.71	1143.9	11156.1	11156.1
342.81	1143.8	11154.3	11154.3
342.91	1143.7	11365	11365
343.01	1143.6	11385.7	11385.7
343.11	1143.5	11336	11336
343.21	1143.4	11249.5	11249.5
343.31	1143.3	11278.4	11278.4
343.41	1143.2	11475.7	11475.7
343.51	1143.1	11498.9	11498.9
343.61	1143	11734	11734
343.71	1142.9	11550.2	11550.2
343.81	1142.8	11641.5	11641.5
343.91	1142.7	11568.4	11568.4
344.01	1142.6	11563	11563
344.11	1142.5	11578.6	11578.6
344.21	1142.4	11614.4	11614.4
344.31	1142.3	11574	11574
344.41	1142.2	11674.9	11674.9
344.51	1142.1	11867.6	11867.6
344.61	1142	11812.2	11812.2
344.71	1141.9	11925.1	11925.1
344.81	1141.8	12040.5	12040.5
344.91	1141.7	11916.3	11916.3
345.01	1141.6	11822.3	11822.3
345.11	1141.5	12106.2	12106.2
345.21	1141.4	11964.1	11964.1
345.31	1141.3	12196.5	12196.5
345.41	1141.2	12138.2	12138.2
345.51	1141.1	12127.3	12127.3
345.61	1141	12163.6	12163.6
345.71	1140.9	12213.6	12213.6
345.81	1140.8	12180.6	12180.6
345.91	1140.7	12236.4	12236.4
346.01	1140.6	12399.7	12399.7
346.11	1140.5	12440.4	12440.4
346.21	1140.4	12558.2	12558.2
346.31	1140.3	12479.2	12479.2
346.41	1140.2	12579.5	12579.5
346.51	1140.1	12619.2	12619.2
346.61	1140	12646	12646
346.71	1139.9	12630.6	12630.6
346.81	1139.8	12711.1	12711.1
346.91	1139.7	12858.5	12858.5
347.01	1139.6	12918	12918
347.11	1139.5	12880.6	12880.6
347.21	1139.4	13075.3	13075.3
347.31	1139.3	13052.1	13052.1
347.41	1139.2	13260.9	13260.9
347.51	1139.1	13359.1	13359.1
347.61	1139	13469.5	13469.5
347.71	1138.9	13633.5	13633.5
347.81	1138.8	13601.3	13601.3
347.91	1138.7	13909.4	13909.4
348.01	1138.6	14011.2	14011.2
348.11	1138.5	14268.4	14268.4
348.21	1138.4	14414.2	14414.2
348.31	1138.3	14539.2	14539.2
348.41	1138.2	14651.4	14651.4
348.51	1138.1	14864.1	14864.1
348.61	1138	14896.5	14896.5
348.71	1137.9	15005.8	15005.8
348.81	1137.8	14895.3	14895.3
348.91	1137.7	14931	14931
349.01	1137.6	14976.1	14976.1
349.11	1137.5	14905.4	14905.4
349.21	1137.4	14839.2	14839.2
349.31	1137.3	14833.1	14833.1
349.41	1137.2	14629	14629
349.51	1137.1	14737.9	14737.9
349.61	1137	14841.5	14841.5
349.71	1136.9	14889.5	14889.5
349.81	1136.8	15152.5	15152.5
349.91	1136.7	15121.4	15121.4
350.01	1136.6	15143.3	15143.3
350.11	1136.5	15351.5	15351.5
350.21	1136.4	15711.2	15711.2
350.31	1136.3	15617.9	15617.9
350.41	1136.2	15744.2	15744.2
350.51	1136.1	15980.2	15980.2
350.61	1136	16234.6	16234.6
350.71	1135.9	16295.5	16295.5
350.81	1135.8	16769.6	16769.6
350.91	1135.7	17429.5	17429.5
351.01	1135.6	18288.6	18288.6
351.11	1135.5	18974.6	18974.6
351.21	1135.4	20090.5	20090.5
351.31	1135.3	21194.5	21194.5
351.41	1135.2	22349.9	22349.9
351.51	1135.1	23501.8	23501.8
351.61	1135	24124.9	24124.9
351.71	1134.9	24382.8	24382.8
351.81	1134.8	24763	24763
351.91	1134.7	24540.1	24540.1
352.01	1134.6	24296.2	24296.2
352.11	1134.5	23577.9	23577.9
352.21	1134.4	22944.2	22944.2
352.31	1134.3	22570	22570
352.41	1134.2	22203.5	22203.5
352.51	1134.1	21918.5	21918.5
352.61	1134	21684.1	21684.1
352.71	1133.9	21489.3	21489.3
352.81	1133.8	21082.3	21082.3
352.91	1133.7	20870.4	20870.4
353.01	1133.6	20783.6	20783.6
353.11	1133.5	20620.9	20620.9
353.21	1133.4	20570.9	20570.9
353.31	1133.3	20562.5	20562.5
353.41	1133.2	20278.9	20278.9
353.51	1133.1	20178.5	20178.5
353.61	1133	19758.8	19758.8
353.71	1132.9	19533.3	19533.3
353.81	1132.8	19152.2	19152.2
353.91	1132.7	18620.2	18620.2
354.01	1132.6	18124.1	18124.1
354.11	1132.5	17492.3	17492.3
354.21	1132.4	17260.8	17260.8
354.31	1132.3	17226.6	17226.6
354.41	1132.2	16728.3	16728.3
354.51	1132.1	16476.2	16476.2
354.61	1132	16281.2	16281.2
354.71	1131.9	16176.1	16176.1
354.81	1131.8	15938.6	15938.6
354.91	1131.7	15640.7	15640.7
355.01	1131.6	15421	15421
355.11	1131.5	14956	14956
355.21	1131.4	14887.6	14887.6
355.31	1131.3	14608.9	14608.9
355.41	1131.2	14544	14544
355.51	1131.1	14361	14361
355.61	1131	14351.2	14351.2
355.71	1130.9	14127.6	14127.6
355.81	1130.8	14041.3	14041.3
355.91	1130.7	13960	13960
356.01	1130.6	13905.4	13905.4
356.11	1130.5	13925.9	13925.9
356.21	1130.4	14048.5	14048.5
356.31	1130.3	13905.6	13905.6
356.41	1130.2	13726.5	13726.5
356.51	1130.1	13712.3	13712.3
356.61	1130	14001.1	14001.1
356.71	1129.9	14352.8	14352.8
356.81	1129.8	14365.3	14365.3
356.91	1129.7	14747.2	14747.2
357.01	1129.6	15220	15220
357.11	1129.5	15794.1	15794.1
357.21	1129.4	16699.9	16699.9
357.31	1129.3	17751.3	17751.3
357.41	1129.2	18582.7	18582.7
357.51	1129.1	19890.7	19890.7
357.61	1129	20614.5	20614.5
357.71	1128.9	20991.8	20991.8
357.81	1128.8	21027.4	21027.4
357.91	1128.7	20956.8	20956.8
358.01	1128.6	20023.9	20023.9
358.11	1128.5	19491.7	19491.7
358.21	1128.4	18422.4	18422.4
358.31	1128.3	17544.4	17544.4
358.41	1128.2	16360.9	16360.9
358.51	1128.1	15606.3	15606.3
358.61	1128	14967.9	14967.9
358.71	1127.9	14381.2	14381.2
358.81	1127.8	14204.2	14204.2
358.91	1127.7	13779.4	13779.4
359.01	1127.6	13573.5	13573.5
359.11	1127.5	13441.2	13441.2
359.21	1127.4	13181.7	13181.7
359.31	1127.3	12832.9	12832.9
359.41	1127.2	12384	12384
359.51	1127.1	12032.8	12032.8
359.61	1127	11355.1	11355.1
359.71	1126.9	11116.8	11116.8
359.81	1126.8	10539.7	10539.7
359.91	1126.7	10186.2	10186.2
360.01	1126.6	10030.5	10030.5
360.11	1126.5	9827.48	9827.48
360.21	1126.4	9519.8	9519.8
360.31	1126.3	9394.31	9394.31
360.41	1126.2	9395.51	9395.51
360.51	1126.1	9277.38	9277.38
360.61	1126	9082.79	9082.79
360.71	1125.9	9041.04	9041.04
360.81	1125.8	9012.44	9012.44
360.91	1125.7	9037.53	9037.53
361.01	1125.6	8999.56	8999.56
361.11	1125.5	8898.76	8898.76
361.21	1125.4	8819.53	8819.53
361.31	1125.3	8903.71	8903.71
361.41	1125.2	8804.68	8804.68
361.51	1125.1	8691.57	8691.57
361.61	1125	8798.66	8798.66
361.71	1124.9	8831.44	8831.44
361.81	1124.8	8712.41	8712.41
361.91	1124.7	8586.74	8586.74
362.01	1124.6	8550.29	8550.29
362.11	1124.5	8522.28	8522.28
362.21	1124.4	8429.62	8429.62
362.31	1124.3	8457.95	8457.95
362.41	1124.2	8452.61	8452.61
362.51	1124.1	8472.93	8472.93
362.61	1124	8288.57	8288.57
362.71	1123.9	8362	8362
362.81	1123.8	8249.77	8249.77
362.91	1123.7	8306.39	8306.39
363.01	1123.6	8321.48	8321.48
363.11	1123.5	8183.37	8183.37
363.21	1123.4	8079.88	8079.88
363.31	1123.3	8173.6	8173.6
363.41	1123.2	8045.25	8045.25
363.51	1123.1	7995.59	7995.59
363.61	1123	7994.26	7994.26
363.71	1122.9	7950.62	7950.62
363.81	1122.8	7830.01	7830.01
363.91	1122.7	7810.88	7810.88
364.01	1122.6	7815.37	7815.37
364.11	1122.5	7787.05	7787.05
364.21	1122.4	7840.9	7840.9
364.31	1122.3	7771.8	7771.8
364.41	1122.2	7710.2	7710.2
364.51	1122.1	7636.75	7636.75
364.61	1122	7671.47	7671.47
364.71	1121.9	7646.17	7646.17
364.81	1121.8	7587.67	7587.67
364.91	1121.7	7595.07	7595.07
365.01	1121.6	7587.72	7587.72
365.11	1121.5	7359.04	7359.04
365.21	1121.4	7421.85	7421.85
365.31	1121.3	7441.65	7441.65
365.41	1121.2	7439.57	7439.57
365.51	1121.1	7451.2	7451.2
365.61	1121	7393.74	7393.74
365.71	1120.9	7375.64	7375.64
365.81	1120.8	7237.73	7237.73
365.91	1120.7	7236.97	7236.97
366.01	1120.6	7286.52	7286.52
366.11	1120.5	7261.05	7261.05
366.21	1120.4	7233.92	7233.92
366.31	1120.3	7112.64	7112.64
366.41	1120.2	7018.07	7018.07
366.51	1120.1	7010.67	7010.67
366.61	1120	7127.28	7127.28
366.71	1119.9	7121.95	7121.95
366.81	1119.8	7211.93	7211.93
366.91	1119.7	7167.53	7167.53
367.01	1119.6	7088.8	7088.8
367.11	1119.5	7249.93	7249.93
367.21	1119.4	6982.81	6982.81
367.31	1119.3	6981.92	6981.92
367.41	1119.2	7032.13	7032.13
367.51	1119.1	7097.12	7097.12
367.61	1119	7018.54	7018.54
367.71	1118.9	6880.21	6880.21
367.81	1118.8	6925.89	6925.89
367.91	1118.7	7206.65	7206.65
368.01	1118.6	7125.13	7125.13
368.11	1118.5	7047.99	7047.99
368.21	1118.4	7020.2	7020.2
368.31	1118.3	6947.93	6947.93
368.41	1118.2	6982.76	6982.76
368.51	1118.1	7075.9	7075.9
368.61	1118	7003.82	7003.82
368.71	1117.9	7013.44	7013.44
368.81	1117.8	6964.36	6964.36
368.91	1117.7	7003.81	7003.81
369.01	1117.6	6971.48	6971.48
369.11	1117.5	6892.04	6892.04
369.21	1117.4	7029.37	7029.37
369.31	1117.3	6797.22	6797.22
369.41	1117.2	6899.06	6899.06
369.51	1117.1	6862.03	6862.03
369.61	1117	6919.9	6919.9
369.71	1116.9	6919.06	6919.06
369.81	1116.8	6891.14	6891.14
369.91	1116.7	6922.94	6922.94
370.01	1116.6	6853.61	6853.61
370.11	1116.5	6751.08	6751.08
370.21	1116.4	6623.14	6623.14
370.31	1116.3	6938.26	6938.26
370.41	1116.2	6906.02	6906.02
370.51	1116.1	6913.36	6913.36
370.61	1116	6935.51	6935.51
370.71	1115.9	6854.55	6854.55
370.81	1115.8	6798.19	6798.19
370.91	1115.7	6774.87	6774.87
371.01	1115.6	6869.7	6869.7
371.11	1115.5	6802.46	6802.46
371.21	1115.4	6887.47	6887.47
371.31	1115.3	6802.1	6802.1
371.41	1115.2	6725.87	6725.87
371.51	1115.1	6723.9	6723.9
371.61	1115	6706.05	6706.05
371.71	1114.9	6720.87	6720.87
371.81	1114.8	6829.67	6829.67
371.91	1114.7	6808.91	6808.91
372.01	1114.6	6727	6727
372.11	1114.5	6788.64	6788.64
372.21	1114.4	6674.88	6674.88
372.31	1114.3	6638.68	6638.68
372.41	1114.2	6678.72	6678.72
372.51	1114.1	6715.89	6715.89
372.61	1114	6753.03	6753.03
372.71	1113.9	6733.19	6733.19
372.81	1113.8	6721.67	6721.67
372.91	1113.7	6752.21	6752.21
373.01	1113.6	6696.27	6696.27
373.11	1113.5	6754.85	6754.85
373.21	1113.4	6804.71	6804.71
373.31	1113.3	6736.66	6736.66
373.41	1113.2	6612.1	6612.1
373.51	1113.1	6685.02	6685.02
373.61	1113	6616.21	6616.21
373.71	1112.9	6553.83	6553.83
373.81	1112.8	6564.45	6564.45
373.91	1112.7	6661.99	6661.99
374.01	1112.6	6684.23	6684.23
374.11	1112.5	6682.74	6682.74
374.21	1112.4	6572.28	6572.28
374.31	1112.3	6625.9	6625.9
374.41	1112.2	6662.4	6662.4
374.51	1112.1	6717.3	6717.3
374.61	1112	6688.64	6688.64
374.71	1111.9	6699.05	6699.05
374.81	1111.8	6711.88	6711.88
374.91	1111.7	6677.54	6677.54
375.01	1111.6	6539.21	6539.21
375.11	1111.5	6616.37	6616.37
375.21	1111.4	6848.61	6848.61
375.31	1111.3	6697.02	6697.02
375.41	1111.2	6630.56	6630.56
375.51	1111.1	6657.81	6657.81
375.61	1111	6718.15	6718.15
375.71	1110.9	6633.03	6633.03
375.81	1110.8	6679.85	6679.85
375.91	1110.7	6644.5	6644.5
376.01	1110.6	6684.1	6684.1
376.11	1110.5	6572.88	6572.88
376.21	1110.4	6611.41	6611.41
376.31	1110.3	6738.91	6738.91
376.41	1110.2	6750.61	6750.61
376.51	1110.1	6751.15	6751.15
376.61	1110	6767.03	6767.03
376.71	1109.9	6745.32	6745.32
376.81	1109.8	6578.31	6578.31
376.91	1109.7	6631.49	6631.49
377.01	1109.6	6637.2	6637.2
377.11	1109.5	6670.11	6670.11
377.21	1109.4	6644.67	6644.67
377.31	1109.3	6566.84	6566.84
377.41	1109.2	6557.37	6557.37
377.51	1109.1	6548.9	6548.9
377.61	1109	6726.59	6726.59
377.71	1108.9	6665.02	6665.02
377.81	1108.8	6564.22	6564.22
377.91	1108.7	6517.87	6517.87
378.01	1108.6	6670.03	6670.03
378.11	1108.5	6623.23	6623.23
378.21	1108.4	6512.66	6512.66
378.31	1108.3	6607.03	6607.03
378.41	1108.2	6541.31	6541.31
378.51	1108.1	6619.11	6619.11
378.61	1108	6602.54	6602.54
378.71	1107.9	6770.62	6770.62
378.81	1107.8	6702.04	6702.04
378.91	1107.7	6524.59	6524.59
379.01	1107.6	6666.44	6666.44
379.11	1107.5	6544.46	6544.46
379.21	1107.4	6468.01	6468.01
379.31	1107.3	6562.29	6562.29
379.41	1107.2	6672.35	6672.35
379.51	1107.1	6610.49	6610.49
379.61	1107	6626.63	6626.63
379.71	1106.9	6655.16	6655.16
379.81	1106.8	6663.31	6663.31
379.91	1106.7	6616.36	6616.36
380.01	1106.6	6624.66	6624.66
380.11	1106.5	6694.11	6694.11
380.21	1106.4	6586.7	6586.7
380.31	1106.3	6620.57	6620.57
380.41	1106.2	6626.95	6626.95
380.51	1106.1	6602.02	6602.02
380.61	1106	6520.88	6520.88
380.71	1105.9	6625.14	6625.14
380.81	1105.8	6710.67	6710.67
380.91	1105.7	6487.26	6487.26
381.01	1105.6	6604.77	6604.77
381.11	1105.5	6651.93	6651.93
381.21	1105.4	6639.46	6639.46
381.31	1105.3	6553.05	6553.05
381.41	1105.2	6607.65	6607.65
381.51	1105.1	6528	6528
381.61	1105	6620.69	6620.69
381.71	1104.9	6714.85	6714.85
381.81	1104.8	6698.78	6698.78
381.91	1104.7	6712.73	6712.73
382.01	1104.6	6646.02	6646.02
382.11	1104.5	6570.09	6570.09
382.21	1104.4	6551.93	6551.93
382.31	1104.3	6594.83	6594.83
382.41	1104.2	6480.83	6480.83
382.51	1104.1	6531.63	6531.63
382.61	1104	6590.69	6590.69
382.71	1103.9	6723.49	6723.49
382.81	1103.8	6723.35	6723.35
382.91	1103.7	6668.62	6668.62
383.01	1103.6	6515.67	6515.67
383.11	1103.5	6637.63	6637.63
383.21	1103.4	6591.01	6591.01
383.31	1103.3	6638.78	6638.78
383.41	1103.2	6475.95	6475.95
383.51	1103.1	6516.02	6516.02
383.61	1103	6611.62	6611.62
383.71	1102.9	6582.71	6582.71
383.81	1102.8	6561.92	6561.92
383.91	1102.7	6527.96	6527.96
384.01	1102.6	6548.39	6548.39
384.11	1102.5	6509.85	6509.85
384.21	1102.4	6705.59	6705.59
384.31	1102.3	6703.24	6703.24
384.41	1102.2	6739.67	6739.67
384.51	1102.1	6734.22	6734.22
384.61	1102	6727.08	6727.08
384.71	1101.9	6679.57	6679.57
384.81	1101.8	6602.07	6602.07
384.91	1101.7	6663.01	6663.01
385.01	1101.6	6682.55	6682.55
385.11	1101.5	6706.29	6706.29
385.21	1101.4	6613.49	6613.49
385.31	1101.3	6767.23	6767.23
385.41	1101.2	6695.2	6695.2
385.51	1101.1	6698.7	6698.7
385.61	1101	6718.49	6718.49
385.71	1100.9	6687.79	6687.79
385.81	1100.8	6675.22	6675.22
385.91	1100.7	6592.27	6592.27
386.01	1100.6	6588.25	6588.25
386.11	1100.5	6687.2	6687.2
386.21	1100.4	6734.77	6734.77
386.31	1100.3	6734.65	6734.65
386.41	1100.2	6676.72	6676.72
386.51	1100.1	6573.82	6573.82
386.61	1100	6639.09	6639.09
