C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3d
	Characteristic Energy eV	1486.61	Acquisition Time s	2.9
KE_Ag3d	BE_Ag3d	CPS_Ag3d
1036.61	450	4151.18
1036.71	449.9	4140.87
1036.81	449.8	4214.68
1036.91	449.7	4154.48
1037.01	449.6	4176.75
1037.11	449.5	4154.58
1037.21	449.4	4166.35
1037.31	449.3	4206.9
1037.41	449.2	4142.69
1037.51	449.1	4120.4
1037.61	449	4188.9
1037.71	448.9	4174.41
1037.81	448.8	4187.67
1037.91	448.7	4186.4
1038.01	448.6	4236.48
1038.11	448.5	4232.49
1038.21	448.4	4211.73
1038.31	448.3	4158.23
1038.41	448.2	4202.95
1038.51	448.1	4223.34
1038.61	448	4179.89
1038.71	447.9	4209.48
1038.81	447.8	4165.73
1038.91	447.7	4209.92
1039.01	447.6	4265.7
1039.11	447.5	4131.8
1039.21	447.4	4148.62
1039.31	447.3	4209.23
1039.41	447.2	4168.98
1039.51	447.1	4217.64
1039.61	447	4241.27
1039.71	446.9	4225.06
1039.81	446.8	4182.94
1039.91	446.7	4194
1040.01	446.6	4213.08
1040.11	446.5	4247.03
1040.21	446.4	4189.82
1040.31	446.3	4176.05
1040.41	446.2	4194.36
1040.51	446.1	4249.15
1040.61	446	4196.88
1040.71	445.9	4184.33
1040.81	445.8	4209.31
1040.91	445.7	4218.36
1041.01	445.6	4202.79
1041.11	445.5	4191.34
1041.21	445.4	4280.21
1041.31	445.3	4263.02
1041.41	445.2	4224.78
1041.51	445.1	4204.09
1041.61	445	4199.89
1041.71	444.9	4183.6
1041.81	444.8	4188.26
1041.91	444.7	4215.34
1042.01	444.6	4230.2
1042.11	444.5	4234.15
1042.21	444.4	4235.58
1042.31	444.3	4284.25
1042.41	444.2	4225.97
1042.51	444.1	4246.11
1042.61	444	4228.78
1042.71	443.9	4206.66
1042.81	443.8	4187.47
1042.91	443.7	4262.66
1043.01	443.6	4224.25
1043.11	443.5	4286.36
1043.21	443.4	4276.97
1043.31	443.3	4238.45
1043.41	443.2	4271.3
1043.51	443.1	4239.54
1043.61	443	4252.54
1043.71	442.9	4263.08
1043.81	442.8	4268.81
1043.91	442.7	4225.94
1044.01	442.6	4227.29
1044.11	442.5	4230.24
1044.21	442.4	4206.92
1044.31	442.3	4233.3
1044.41	442.2	4226.15
1044.51	442.1	4175.63
1044.61	442	4239.02
1044.71	441.9	4279.71
1044.81	441.8	4282.06
1044.91	441.7	4283.98
1045.01	441.6	4259.29
1045.11	441.5	4205.48
1045.21	441.4	4247.48
1045.31	441.3	4267.57
1045.41	441.2	4247.91
1045.51	441.1	4268.17
1045.61	441	4277.42
1045.71	440.9	4250.76
1045.81	440.8	4222.82
1045.91	440.7	4250.81
1046.01	440.6	4296.1
1046.11	440.5	4277.73
1046.21	440.4	4262.56
1046.31	440.3	4272.82
1046.41	440.2	4262.95
1046.51	440.1	4233.11
1046.61	440	4295.22
1046.71	439.9	4281.48
1046.81	439.8	4258.77
1046.91	439.7	4272.42
1047.01	439.6	4305.88
1047.11	439.5	4348.22
1047.21	439.4	4242.41
1047.31	439.3	4245.14
1047.41	439.2	4239.18
1047.51	439.1	4257.63
1047.61	439	4292.25
1047.71	438.9	4253.64
1047.81	438.8	4256.02
1047.91	438.7	4270.78
1048.01	438.6	4304.43
1048.11	438.5	4288.63
1048.21	438.4	4306.11
1048.31	438.3	4219.24
1048.41	438.2	4289.67
1048.51	438.1	4356.68
1048.61	438	4338.21
1048.71	437.9	4322.13
1048.81	437.8	4303.71
1048.91	437.7	4246.64
1049.01	437.6	4252.19
1049.11	437.5	4294.04
1049.21	437.4	4308.52
1049.31	437.3	4229.46
1049.41	437.2	4238.12
1049.51	437.1	4326.51
1049.61	437	4358.65
1049.71	436.9	4331.27
1049.81	436.8	4338.21
1049.91	436.7	4314.89
1050.01	436.6	4295.42
1050.11	436.5	4298.05
1050.21	436.4	4307.22
1050.31	436.3	4294.27
1050.41	436.2	4253.16
