C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
AgMNN
	Characteristic Energy eV	1486.61	Acquisition Time s	2.9
KE_AgMNN	BE_AgMNN	CPS_AgMNN
363.71	1122.9	1226.24
363.81	1122.8	1220.91
363.91	1122.7	1247.59
364.01	1122.6	1259.9
364.11	1122.5	1260.42
364.21	1122.4	1275.58
364.31	1122.3	1275.41
364.41	1122.2	1296.4
364.51	1122.1	1278.83
364.61	1122	1305.53
364.71	1121.9	1258.03
364.81	1121.8	1225.56
364.91	1121.7	1251.36
365.01	1121.6	1266.88
365.11	1121.5	1219.67
365.21	1121.4	1216.12
365.31	1121.3	1226.28
365.41	1121.2	1244.8
365.51	1121.1	1245.91
365.61	1121	1247.37
365.71	1120.9	1254.37
365.81	1120.8	1265.23
365.91	1120.7	1279.55
366.01	1120.6	1298.01
366.11	1120.5	1299.49
366.21	1120.4	1275.6
366.31	1120.3	1292.57
366.41	1120.2	1291.73
366.51	1120.1	1322.86
366.61	1120	1321.43
366.71	1119.9	1289.99
366.81	1119.8	1281.65
366.91	1119.7	1300.87
367.01	1119.6	1333.22
367.11	1119.5	1331.14
367.21	1119.4	1309.18
367.31	1119.3	1300.03
367.41	1119.2	1276.65
367.51	1119.1	1291.23
367.61	1119	1289.63
367.71	1118.9	1299.24
367.81	1118.8	1300.87
367.91	1118.7	1296.45
368.01	1118.6	1282.72
368.11	1118.5	1301.65
368.21	1118.4	1304.82
368.31	1118.3	1288.08
368.41	1118.2	1282.81
368.51	1118.1	1309.55
368.61	1118	1296.15
368.71	1117.9	1252.84
368.81	1117.8	1240.67
368.91	1117.7	1245.68
369.01	1117.6	1230.51
369.11	1117.5	1223.52
369.21	1117.4	1209.25
369.31	1117.3	1172.65
369.41	1117.2	1208.55
369.51	1117.1	1204.12
369.61	1117	1206.59
369.71	1116.9	1176.99
369.81	1116.8	1157.3
369.91	1116.7	1166.83
370.01	1116.6	1169.1
370.11	1116.5	1183.15
370.21	1116.4	1181.52
370.31	1116.3	1195
370.41	1116.2	1161.72
370.51	1116.1	1205.12
370.61	1116	1215.18
370.71	1115.9	1228.13
370.81	1115.8	1220.23
370.91	1115.7	1210.86
371.01	1115.6	1240.25
371.11	1115.5	1217.03
371.21	1115.4	1167.87
371.31	1115.3	1170.97
371.41	1115.2	1177.38
371.51	1115.1	1188.95
371.61	1115	1180.11
371.71	1114.9	1192.42
371.81	1114.8	1156.56
371.91	1114.7	1155.62
372.01	1114.6	1160.42
372.11	1114.5	1171.96
372.21	1114.4	1140.95
372.31	1114.3	1153.47
372.41	1114.2	1161.07
372.51	1114.1	1152.82
372.61	1114	1157.43
372.71	1113.9	1150.19
372.81	1113.8	1160.21
372.91	1113.7	1151.19
373.01	1113.6	1145.73
373.11	1113.5	1142.95
373.21	1113.4	1169.03
373.31	1113.3	1167.9
373.41	1113.2	1162.84
373.51	1113.1	1172.91
373.61	1113	1195.02
373.71	1112.9	1195.09
373.81	1112.8	1183.39
373.91	1112.7	1185.67
374.01	1112.6	1152.66
374.11	1112.5	1172.19
374.21	1112.4	1163.92
374.31	1112.3	1169.04
374.41	1112.2	1156.9
374.51	1112.1	1162.6
374.61	1112	1166.74
374.71	1111.9	1169.92
374.81	1111.8	1175.14
374.91	1111.7	1182.99
375.01	1111.6	1161.58
375.11	1111.5	1171.24
375.21	1111.4	1163.64
375.31	1111.3	1180.99
375.41	1111.2	1151.51
375.51	1111.1	1189.67
375.61	1111	1176.39
375.71	1110.9	1197.53
375.81	1110.8	1177.21
375.91	1110.7	1176.91
376.01	1110.6	1189.42
376.11	1110.5	1164.81
376.21	1110.4	1154.02
376.31	1110.3	1165
376.41	1110.2	1175.15
376.51	1110.1	1160.3
376.61	1110	1164.37
376.71	1109.9	1210.31
376.81	1109.8	1169.99
376.91	1109.7	1169.51
377.01	1109.6	1168.45
377.11	1109.5	1138.15
377.21	1109.4	1156.97
377.31	1109.3	1193.05
377.41	1109.2	1176.1
377.51	1109.1	1169.58
377.61	1109	1193.2
377.71	1108.9	1200.05
377.81	1108.8	1195.4
377.91	1108.7	1179.69
378.01	1108.6	1198.84
378.11	1108.5	1188.11
378.21	1108.4	1180.72
378.31	1108.3	1188.9
378.41	1108.2	1177.75
378.51	1108.1	1191.31
378.61	1108	1177.36
378.71	1107.9	1176.36
378.81	1107.8	1168.82
378.91	1107.7	1153.35
379.01	1107.6	1182.78
379.11	1107.5	1187.45
379.21	1107.4	1146.42
379.31	1107.3	1179.07
379.41	1107.2	1198.96
379.51	1107.1	1189.75
379.61	1107	1214.69
379.71	1106.9	1213.7
379.81	1106.8	1210.16
379.91	1106.7	1221.2
380.01	1106.6	1223.1
380.11	1106.5	1220.66
380.21	1106.4	1193.96
380.31	1106.3	1172.65
380.41	1106.2	1178.18
380.51	1106.1	1202.43
380.61	1106	1197.93
380.71	1105.9	1201.97
380.81	1105.8	1217.98
380.91	1105.7	1207.59
381.01	1105.6	1210.34
381.11	1105.5	1173.45
381.21	1105.4	1160.15
381.31	1105.3	1197.44
381.41	1105.2	1185.5
381.51	1105.1	1194.68
381.61	1105	1204.85
381.71	1104.9	1199.04
381.81	1104.8	1182.07
381.91	1104.7	1185.42
382.01	1104.6	1223.63
382.11	1104.5	1210.83
382.21	1104.4	1220.68
382.31	1104.3	1189.06
382.41	1104.2	1186.8
382.51	1104.1	1183.84
382.61	1104	1201.33
382.71	1103.9	1216.41
382.81	1103.8	1207.26
382.91	1103.7	1208.44
383.01	1103.6	1213.31
383.11	1103.5	1185.69
383.21	1103.4	1199.86
383.31	1103.3	1231.62
383.41	1103.2	1208.7
383.51	1103.1	1209.04
383.61	1103	1219.16
383.71	1102.9	1206.93
383.81	1102.8	1206.41
383.91	1102.7	1206.75
384.01	1102.6	1185.31
384.11	1102.5	1177.21
384.21	1102.4	1184.45
384.31	1102.3	1219.55
384.41	1102.2	1214.5
384.51	1102.1	1219.57
384.61	1102	1192.97
384.71	1101.9	1190.91
384.81	1101.8	1220.1
384.91	1101.7	1221.02
385.01	1101.6	1219.75
385.11	1101.5	1230.68
385.21	1101.4	1217.69
385.31	1101.3	1192.23
385.41	1101.2	1224.34
385.51	1101.1	1221.84
385.61	1101	1267.6
385.71	1100.9	1204.42
385.81	1100.8	1212.5
385.91	1100.7	1233.24
386.01	1100.6	1202.76
386.11	1100.5	1198.72
386.21	1100.4	1236.55
386.31	1100.3	1235.04
386.41	1100.2	1222.44
386.51	1100.1	1217.33
386.61	1100	1194.93
