C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX340_CEC356_Ag N2 LargeArea.vms
Ag3p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.8
KE_Ag3p	BE_Ag3p	CPS_Ag3p
790.31	696.3	3830.62
790.41	696.2	3946.94
790.51	696.1	3941.86
790.61	696	3880.9
790.71	695.9	3840.73
790.81	695.8	3899.86
790.91	695.7	3953.6
791.01	695.6	4000.32
791.11	695.5	3971.66
791.21	695.4	3902.5
791.31	695.3	3975.32
791.41	695.2	3973.23
791.51	695.1	3946.99
791.61	695	3918.64
791.71	694.9	3953.48
791.81	694.8	3958.84
791.91	694.7	3929.72
792.01	694.6	3924.21
792.11	694.5	3921.39
792.21	694.4	3956.09
792.31	694.3	3943.47
792.41	694.2	3947.73
792.51	694.1	3952.21
792.61	694	3877.38
792.71	693.9	3945.69
792.81	693.8	4022.71
792.91	693.7	3901.85
793.01	693.6	3929.06
793.11	693.5	3944.42
793.21	693.4	3899.02
793.31	693.3	3887.49
793.41	693.2	3872.95
793.51	693.1	3947.47
793.61	693	3954.63
793.71	692.9	3873.24
793.81	692.8	3938.84
793.91	692.7	3926.97
794.01	692.6	4009.21
794.11	692.5	3945.45
794.21	692.4	3919.59
794.31	692.3	3945.36
794.41	692.2	3910.54
794.51	692.1	3942.89
794.61	692	3915.9
794.71	691.9	3920.71
794.81	691.8	3936.97
794.91	691.7	3931.96
795.01	691.6	3969.85
795.11	691.5	3991.5
795.21	691.4	3931.84
795.31	691.3	3931.02
795.41	691.2	3934.93
795.51	691.1	3962.07
795.61	691	3896.44
795.71	690.9	3952.02
795.81	690.8	3895.6
795.91	690.7	3924.78
796.01	690.6	3933.33
796.11	690.5	3936.96
796.21	690.4	3931.12
796.31	690.3	3917.62
796.41	690.2	3993.18
796.51	690.1	3963.1
796.61	690	3951.62
796.71	689.9	3968.99
796.81	689.8	3964.53
796.91	689.7	3957.17
797.01	689.6	3914.99
797.11	689.5	3957.36
797.21	689.4	3960
797.31	689.3	3926.47
797.41	689.2	3963.08
797.51	689.1	3962.21
797.61	689	3965.92
797.71	688.9	3914.8
797.81	688.8	3926.91
797.91	688.7	3930.56
798.01	688.6	3964.77
798.11	688.5	3982.3
798.21	688.4	3962.12
798.31	688.3	3994.83
798.41	688.2	4024
798.51	688.1	4003.73
798.61	688	4018.1
798.71	687.9	3997.46
798.81	687.8	3963.85
798.91	687.7	3963.21
799.01	687.6	3987.71
799.11	687.5	3983.22
799.21	687.4	4040.51
799.31	687.3	4005.54
799.41	687.2	4006.91
799.51	687.1	4016.77
799.61	687	4006.95
799.71	686.9	3992.43
799.81	686.8	4014.31
799.91	686.7	4004.72
800.01	686.6	3996.03
800.11	686.5	3986.9
800.21	686.4	3997.01
800.31	686.3	4035.56
800.41	686.2	3978.66
800.51	686.1	4048.41
800.61	686	4053.06
800.71	685.9	4035.21
800.81	685.8	4045.87
800.91	685.7	4017.39
801.01	685.6	3977.63
801.11	685.5	3965.08
801.21	685.4	3988.86
801.31	685.3	3977.94
801.41	685.2	3956.81
801.51	685.1	3974.55
801.61	685	4028.04
801.71	684.9	4009.95
801.81	684.8	4014.07
801.91	684.7	4013.76
802.01	684.6	3993.76
802.11	684.5	4037.58
802.21	684.4	3973.77
802.31	684.3	3976.95
802.41	684.2	4026.42
802.51	684.1	4002.11
802.61	684	4044.47
802.71	683.9	4002.19
802.81	683.8	3968.66
802.91	683.7	4023.4
803.01	683.6	4022.19
803.11	683.5	3997.43
803.21	683.4	4028.67
803.31	683.3	4100.19
803.41	683.2	4073.52
803.51	683.1	4057.39
803.61	683	4028
803.71	682.9	4004.5
803.81	682.8	4055.77
803.91	682.7	4076.46
804.01	682.6	4019.66
804.11	682.5	4035.65
804.21	682.4	4015.82
804.31	682.3	4027.17
804.41	682.2	3960.66
804.51	682.1	4017.24
804.61	682	4053.51
804.71	681.9	4058.45
804.81	681.8	4012.62
804.91	681.7	4000.76
805.01	681.6	4073.13
805.11	681.5	3992.96
805.21	681.4	4014.42
805.31	681.3	4065.42
805.41	681.2	4054.62
805.51	681.1	4039.33
805.61	681	3958.17
805.71	680.9	4010.03
805.81	680.8	3980.37
805.91	680.7	4070.27
806.01	680.6	4021.95
806.11	680.5	4033.61
806.21	680.4	4039.14
806.31	680.3	4068.73
806.41	680.2	4053.41
806.51	680.1	3990.06
806.61	680	4031.88
806.71	679.9	4045.67
806.81	679.8	4108.46
806.91	679.7	4097.63
807.01	679.6	4073.98
807.11	679.5	4021.42
807.21	679.4	4002.58
807.31	679.3	4040.04
807.41	679.2	4044.98
807.51	679.1	4049.45
807.61	679	4088.81
807.71	678.9	4064
807.81	678.8	4064.7
807.91	678.7	4090.22
808.01	678.6	4132.67
808.11	678.5	4050.22
808.21	678.4	4068.96
808.31	678.3	4102.03
808.41	678.2	4056.14
808.51	678.1	4075.58
808.61	678	4086.37
808.71	677.9	4091.87
808.81	677.8	4105.14
808.91	677.7	4106.67
809.01	677.6	4021.4
809.11	677.5	4100.4
809.21	677.4	4068.5
809.31	677.3	4030.04
809.41	677.2	4047.75
809.51	677.1	4047.23
809.61	677	4005.54
809.71	676.9	4046.26
809.81	676.8	4101.54
809.91	676.7	4060.06
810.01	676.6	4100.48
810.11	676.5	4085.13
810.21	676.4	4103.93
810.31	676.3	4083.35
810.41	676.2	4058.13
810.51	676.1	4079.68
810.61	676	4096.59
810.71	675.9	4038.16
810.81	675.8	4114.07
810.91	675.7	4098.57
811.01	675.6	4101.41
811.11	675.5	4093.83
811.21	675.4	4135.41
811.31	675.3	4091.42
811.41	675.2	4091.76
811.51	675.1	4073.01
811.61	675	4109.56
811.71	674.9	4111.17
811.81	674.8	4104.09
811.91	674.7	4062.51
812.01	674.6	4081.59
812.11	674.5	4052.53
812.21	674.4	4093.44
812.31	674.3	4112.65
812.41	674.2	4029.08
812.51	674.1	4103.64
812.61	674	4070.26
812.71	673.9	4107.28
812.81	673.8	4151.79
812.91	673.7	4160.7
813.01	673.6	4107.65
813.11	673.5	4097.03
813.21	673.4	4150.62
813.31	673.3	4133.66
813.41	673.2	4117.43
813.51	673.1	4071.9
813.61	673	4080.22
813.71	672.9	4113.96
813.81	672.8	4179.52
813.91	672.7	4149.09
814.01	672.6	4139.9
814.11	672.5	4120.72
814.21	672.4	4126.68
814.31	672.3	4120.07
814.41	672.2	4123.75
814.51	672.1	4100.69
814.61	672	4096.98
814.71	671.9	4088.2
814.81	671.8	4130.23
814.91	671.7	4104.06
815.01	671.6	4063.74
815.11	671.5	4086.76
815.21	671.4	4134.33
815.31	671.3	4158.62
815.41	671.2	4174.37
815.51	671.1	4096.93
815.61	671	4105
815.71	670.9	4146.17
815.81	670.8	4153.69
815.91	670.7	4121.13
816.01	670.6	4123.99
816.11	670.5	4099.76
816.21	670.4	4137.05
816.31	670.3	4104.59
816.41	670.2	4123.43
816.51	670.1	4119.9
816.61	670	4116.65
816.71	669.9	4108.91
816.81	669.8	4099.73
816.91	669.7	4134.56
817.01	669.6	4143.19
817.11	669.5	4196.75
817.21	669.4	4182.13
817.31	669.3	4123.58
817.41	669.2	4162.54
817.51	669.1	4151.42
817.61	669	4169.87
817.71	668.9	4118.98
817.81	668.8	4135.59
817.91	668.7	4191.48
818.01	668.6	4158.99
818.11	668.5	4139.89
818.21	668.4	4194.93
818.31	668.3	4154.86
818.41	668.2	4128.83
818.51	668.1	4189.73
818.61	668	4115.01
818.71	667.9	4109.94
818.81	667.8	4129.96
818.91	667.7	4193.41
819.01	667.6	4155.69
819.11	667.5	4129.24
819.21	667.4	4088.95
819.31	667.3	4143.85
819.41	667.2	4123.59
819.51	667.1	4175.14
819.61	667	4214.8
819.71	666.9	4104.12
819.81	666.8	4143.72
819.91	666.7	4141.48
820.01	666.6	4134.54
820.11	666.5	4193.44
820.21	666.4	4220.79
820.31	666.3	4193.9
820.41	666.2	4183.14
820.51	666.1	4152.2
820.61	666	4150.79
820.71	665.9	4134.44
820.81	665.8	4141.91
820.91	665.7	4177.92
821.01	665.6	4156.06
821.11	665.5	4117.98
821.21	665.4	4191.71
821.31	665.3	4186.51
821.41	665.2	4151.14
821.51	665.1	4214.51
821.61	665	4133.04
821.71	664.9	4101.3
821.81	664.8	4085.23
821.91	664.7	4140.27
822.01	664.6	4176.25
822.11	664.5	4228.93
822.21	664.4	4277.2
822.31	664.3	4238.26
822.41	664.2	4172.21
822.51	664.1	4113.73
822.61	664	4181.47
822.71	663.9	4197.55
822.81	663.8	4191.12
822.91	663.7	4192.17
823.01	663.6	4160.95
823.11	663.5	4190.18
823.21	663.4	4192.75
823.31	663.3	4162.51
823.41	663.2	4193.43
823.51	663.1	4195.19
823.61	663	4208.06
823.71	662.9	4185.96
823.81	662.8	4244.34
823.91	662.7	4251.62
824.01	662.6	4238.36
824.11	662.5	4264.57
824.21	662.4	4174.76
824.31	662.3	4171.18
824.41	662.2	4197.67
824.51	662.1	4253.35
824.61	662	4176.06
824.71	661.9	4192.17
824.81	661.8	4224.16
824.91	661.7	4213.4
825.01	661.6	4218.79
825.11	661.5	4195.51
825.21	661.4	4304.28
825.31	661.3	4247.41
825.41	661.2	4190.2
825.51	661.1	4227.7
825.61	661	4213.75
825.71	660.9	4200.39
825.81	660.8	4207.22
825.91	660.7	4247.99
826.01	660.6	4215.02
826.11	660.5	4215.71
826.21	660.4	4257.55
826.31	660.3	4281.05
826.41	660.2	4247.85
826.51	660.1	4218.82
826.61	660	4250.26
826.71	659.9	4260.49
826.81	659.8	4278.87
826.91	659.7	4282.68
827.01	659.6	4252.01
827.11	659.5	4233.86
827.21	659.4	4269.82
827.31	659.3	4250.21
827.41	659.2	4199.66
827.51	659.1	4231.32
827.61	659	4226.21
827.71	658.9	4237.63
827.81	658.8	4239.87
827.91	658.7	4234.06
828.01	658.6	4244.56
828.11	658.5	4244.04
828.21	658.4	4238.18
828.31	658.3	4244.59
828.41	658.2	4245.92
828.51	658.1	4231.95
828.61	658	4253.55
828.71	657.9	4259.34
828.81	657.8	4218.92
828.91	657.7	4244.67
829.01	657.6	4284.86
829.11	657.5	4311.42
829.21	657.4	4266.49
829.31	657.3	4267.12
829.41	657.2	4293.99
829.51	657.1	4279.17
829.61	657	4254.22
829.71	656.9	4294.23
829.81	656.8	4227.28
829.91	656.7	4247.83
830.01	656.6	4271.04
830.11	656.5	4221.78
830.21	656.4	4287.94
830.31	656.3	4308.45
830.41	656.2	4285.59
830.51	656.1	4299.4
830.61	656	4245.33
830.71	655.9	4270.84
830.81	655.8	4250.56
830.91	655.7	4316.5
831.01	655.6	4287.21
831.11	655.5	4305.47
831.21	655.4	4258.35
831.31	655.3	4275.68
831.41	655.2	4245.38
831.51	655.1	4286.02
831.61	655	4310.64
831.71	654.9	4255.32
831.81	654.8	4240.86
831.91	654.7	4326.4
832.01	654.6	4325.99
832.11	654.5	4310.83
832.21	654.4	4310.98
832.31	654.3	4278.82
832.41	654.2	4275.45
832.51	654.1	4281.55
832.61	654	4300.93
832.71	653.9	4305.06
832.81	653.8	4286.46
832.91	653.7	4290.69
833.01	653.6	4294.22
833.11	653.5	4264.9
833.21	653.4	4315.73
833.31	653.3	4285.25
833.41	653.2	4317.29
833.51	653.1	4264.42
833.61	653	4305.29
833.71	652.9	4276.58
833.81	652.8	4316.6
833.91	652.7	4300
834.01	652.6	4252.46
834.11	652.5	4269.84
834.21	652.4	4318.79
834.31	652.3	4287.42
834.41	652.2	4294.85
834.51	652.1	4299.04
834.61	652	4351.25
834.71	651.9	4354.96
834.81	651.8	4312.69
834.91	651.7	4286.19
835.01	651.6	4319.7
835.11	651.5	4312.22
835.21	651.4	4342.6
835.31	651.3	4346.19
835.41	651.2	4307.59
835.51	651.1	4301.32
835.61	651	4365.73
835.71	650.9	4346.81
835.81	650.8	4339.3
835.91	650.7	4371.23
836.01	650.6	4315.37
836.11	650.5	4312.2
836.21	650.4	4307.56
836.31	650.3	4344.04
836.41	650.2	4387.95
836.51	650.1	4371.05
836.61	650	4326.77
836.71	649.9	4330.5
836.81	649.8	4313.87
836.91	649.7	4341.73
837.01	649.6	4314.47
837.11	649.5	4324.69
837.21	649.4	4312.54
837.31	649.3	4362.28
837.41	649.2	4312.3
837.51	649.1	4322
837.61	649	4357.84
837.71	648.9	4304.02
837.81	648.8	4330.81
837.91	648.7	4339.77
838.01	648.6	4344.37
838.11	648.5	4334.42
838.21	648.4	4366.47
838.31	648.3	4336.48
838.41	648.2	4295.21
838.51	648.1	4363.22
838.61	648	4360.04
838.71	647.9	4350.8
838.81	647.8	4305.93
838.91	647.7	4340.17
839.01	647.6	4327.03
839.11	647.5	4426.98
839.21	647.4	4312.92
839.31	647.3	4343.53
839.41	647.2	4333.15
839.51	647.1	4356.54
839.61	647	4355.15
839.71	646.9	4306.79
839.81	646.8	4350.55
839.91	646.7	4376.4
840.01	646.6	4379.32
840.11	646.5	4381.84
840.21	646.4	4401.03
840.31	646.3	4419.11
840.41	646.2	4343.26
840.51	646.1	4376.3
840.61	646	4324.32
840.71	645.9	4321.51
840.81	645.8	4369.79
840.91	645.7	4343.6
841.01	645.6	4292.48
841.11	645.5	4315.95
841.21	645.4	4357.15
841.31	645.3	4356.98
841.41	645.2	4395.41
841.51	645.1	4387.34
841.61	645	4401.48
841.71	644.9	4386.08
841.81	644.8	4403.12
841.91	644.7	4385.77
842.01	644.6	4375.49
842.11	644.5	4335.29
842.21	644.4	4354.69
842.31	644.3	4347.75
842.41	644.2	4383.61
842.51	644.1	4396.52
842.61	644	4354.16
842.71	643.9	4367.29
842.81	643.8	4372.1
842.91	643.7	4359.67
843.01	643.6	4379.82
843.11	643.5	4399.82
843.21	643.4	4381.26
843.31	643.3	4391.99
843.41	643.2	4374.96
843.51	643.1	4373.44
843.61	643	4371.76
843.71	642.9	4427.13
843.81	642.8	4392.99
843.91	642.7	4341.64
844.01	642.6	4355.01
844.11	642.5	4377.16
844.21	642.4	4358.63
844.31	642.3	4392.82
844.41	642.2	4364.48
844.51	642.1	4429.97
844.61	642	4399.77
844.71	641.9	4420.89
844.81	641.8	4400.48
844.91	641.7	4396.67
845.01	641.6	4374.82
845.11	641.5	4398.54
845.21	641.4	4432.52
845.31	641.3	4428.99
845.41	641.2	4415.72
845.51	641.1	4401.01
845.61	641	4372.83
845.71	640.9	4329.54
845.81	640.8	4413.07
845.91	640.7	4448.44
846.01	640.6	4450.21
846.11	640.5	4397.56
846.21	640.4	4435.01
846.31	640.3	4374.4
846.41	640.2	4436.37
846.51	640.1	4455.75
846.61	640	4380.61
846.71	639.9	4387.11
846.81	639.8	4410.48
846.91	639.7	4371.87
847.01	639.6	4345.35
847.11	639.5	4399.56
847.21	639.4	4474
847.31	639.3	4375.41
847.41	639.2	4482.7
847.51	639.1	4470.33
847.61	639	4478.31
847.71	638.9	4441.26
847.81	638.8	4434.57
847.91	638.7	4409.56
848.01	638.6	4468.48
848.11	638.5	4442.5
848.21	638.4	4395.02
848.31	638.3	4470.98
848.41	638.2	4499.4
848.51	638.1	4475.21
848.61	638	4452.05
848.71	637.9	4479.44
848.81	637.8	4457.15
848.91	637.7	4458.88
849.01	637.6	4469.42
849.11	637.5	4434.98
849.21	637.4	4413.95
849.31	637.3	4420.57
849.41	637.2	4420.32
849.51	637.1	4470.39
849.61	637	4460.43
849.71	636.9	4447.77
849.81	636.8	4427.69
849.91	636.7	4490.67
850.01	636.6	4422.54
850.11	636.5	4391.79
850.21	636.4	4457.79
850.31	636.3	4445.93
850.41	636.2	4465.54
850.51	636.1	4513.96
850.61	636	4471.37
850.71	635.9	4506.88
850.81	635.8	4436.84
850.91	635.7	4429.34
851.01	635.6	4464.2
851.11	635.5	4449.61
851.21	635.4	4441.06
851.31	635.3	4483.01
851.41	635.2	4509.72
851.51	635.1	4511.09
851.61	635	4539.24
851.71	634.9	4460.87
851.81	634.8	4498.76
851.91	634.7	4469.67
852.01	634.6	4477.63
852.11	634.5	4438.2
852.21	634.4	4433.85
852.31	634.3	4454.25
852.41	634.2	4468.14
852.51	634.1	4482.74
852.61	634	4453.49
852.71	633.9	4487.2
852.81	633.8	4455.13
852.91	633.7	4443.86
853.01	633.6	4474.67
853.11	633.5	4529.8
853.21	633.4	4508.73
853.31	633.3	4470.33
853.41	633.2	4497.4
853.51	633.1	4498.88
853.61	633	4547.39
853.71	632.9	4464.85
853.81	632.8	4523.81
853.91	632.7	4509.24
854.01	632.6	4518.61
854.11	632.5	4599.81
854.21	632.4	4505.07
854.31	632.3	4510.77
854.41	632.2	4532.37
854.51	632.1	4502.23
854.61	632	4496.69
854.71	631.9	4463.95
854.81	631.8	4451.86
854.91	631.7	4470.51
855.01	631.6	4506.88
855.11	631.5	4509.27
855.21	631.4	4512.75
855.31	631.3	4470.7
855.41	631.2	4525.09
855.51	631.1	4537.75
855.61	631	4490.29
855.71	630.9	4493.83
855.81	630.8	4534.63
855.91	630.7	4536.95
856.01	630.6	4538.6
856.11	630.5	4550
856.21	630.4	4610.66
856.31	630.3	4515.45
856.41	630.2	4485.29
856.51	630.1	4568.68
856.61	630	4595.8
856.71	629.9	4493.44
856.81	629.8	4534.36
856.91	629.7	4497.01
857.01	629.6	4532.73
857.11	629.5	4529.15
857.21	629.4	4500.96
857.31	629.3	4543.01
857.41	629.2	4572.21
857.51	629.1	4544.69
857.61	629	4508.08
857.71	628.9	4498.83
857.81	628.8	4492.96
857.91	628.7	4538.53
858.01	628.6	4545.36
858.11	628.5	4615.26
858.21	628.4	4629.28
858.31	628.3	4578.08
858.41	628.2	4490.64
858.51	628.1	4575.74
858.61	628	4523.96
858.71	627.9	4547.82
858.81	627.8	4530.15
858.91	627.7	4543.64
859.01	627.6	4522.95
859.11	627.5	4502.12
859.21	627.4	4534.79
859.31	627.3	4523.49
859.41	627.2	4589.44
859.51	627.1	4546.88
859.61	627	4540.69
859.71	626.9	4576.17
859.81	626.8	4572.85
859.91	626.7	4554.3
860.01	626.6	4526.76
860.11	626.5	4542.23
860.21	626.4	4534.66
860.31	626.3	4560.52
860.41	626.2	4598.4
860.51	626.1	4531.41
860.61	626	4535.3
860.71	625.9	4559.11
860.81	625.8	4532.69
860.91	625.7	4499.95
861.01	625.6	4523.66
861.11	625.5	4589.96
861.21	625.4	4552.8
861.31	625.3	4562.87
861.41	625.2	4562.61
861.51	625.1	4567.38
861.61	625	4589.24
861.71	624.9	4532.77
861.81	624.8	4562.06
861.91	624.7	4527.22
862.01	624.6	4598.29
862.11	624.5	4585.35
862.21	624.4	4565.18
862.31	624.3	4552.72
862.41	624.2	4552.62
862.51	624.1	4558.28
862.61	624	4579.4
862.71	623.9	4568.8
862.81	623.8	4638.92
862.91	623.7	4572.26
863.01	623.6	4568.17
863.11	623.5	4611.66
863.21	623.4	4601.04
863.31	623.3	4619.75
863.41	623.2	4522.57
863.51	623.1	4521.63
863.61	623	4615.18
863.71	622.9	4552.96
863.81	622.8	4561.46
863.91	622.7	4557.92
864.01	622.6	4570.46
864.11	622.5	4508.75
864.21	622.4	4528.16
864.31	622.3	4606.07
864.41	622.2	4586.71
864.51	622.1	4569.49
864.61	622	4530.29
864.71	621.9	4628.1
864.81	621.8	4596.18
864.91	621.7	4598.4
865.01	621.6	4610.22
865.11	621.5	4527.04
865.21	621.4	4563.69
865.31	621.3	4577.35
865.41	621.2	4594.39
865.51	621.1	4636.26
865.61	621	4666.76
865.71	620.9	4649.97
865.81	620.8	4623.16
865.91	620.7	4597.66
866.01	620.6	4648.31
866.11	620.5	4661.5
866.21	620.4	4608.15
866.31	620.3	4660.65
866.41	620.2	4694.53
866.51	620.1	4603.27
866.61	620	4601.29
866.71	619.9	4673.05
866.81	619.8	4644.96
866.91	619.7	4610.37
867.01	619.6	4604.56
867.11	619.5	4601.24
867.21	619.4	4638.63
867.31	619.3	4601.22
867.41	619.2	4643.39
867.51	619.1	4653.74
867.61	619	4726.32
867.71	618.9	4692.71
867.81	618.8	4702.57
867.91	618.7	4658.4
868.01	618.6	4683.8
868.11	618.5	4660.41
868.21	618.4	4735
868.31	618.3	4683.55
868.41	618.2	4658.54
868.51	618.1	4627.66
868.61	618	4674.89
868.71	617.9	4708.39
868.81	617.8	4695.53
868.91	617.7	4661.39
869.01	617.6	4729.33
869.11	617.5	4695.21
869.21	617.4	4647.4
869.31	617.3	4665.57
869.41	617.2	4654.95
869.51	617.1	4702.94
869.61	617	4652.9
869.71	616.9	4682.99
869.81	616.8	4674.67
869.91	616.7	4568.78
870.01	616.6	4594.54
870.11	616.5	4595
870.21	616.4	4616.22
870.31	616.3	4619.95
870.41	616.2	4562.53
870.51	616.1	4522.88
870.61	616	4563.23
870.71	615.9	4553.69
870.81	615.8	4488.95
870.91	615.7	4532.33
871.01	615.6	4502.03
871.11	615.5	4496.8
871.21	615.4	4410.63
871.31	615.3	4450.27
871.41	615.2	4475.63
871.51	615.1	4464.41
871.61	615	4446.08
871.71	614.9	4488.23
871.81	614.8	4405.61
871.91	614.7	4457.57
872.01	614.6	4480.41
872.11	614.5	4420.51
872.21	614.4	4448.98
872.31	614.3	4502.85
872.41	614.2	4519.71
872.51	614.1	4470.12
872.61	614	4473.8
872.71	613.9	4431.69
872.81	613.8	4448.27
872.91	613.7	4384.38
873.01	613.6	4468.67
873.11	613.5	4468.15
873.21	613.4	4446.37
873.31	613.3	4470.15
873.41	613.2	4361.07
873.51	613.1	4402.95
873.61	613	4483.1
873.71	612.9	4412.1
873.81	612.8	4459.89
873.91	612.7	4444.04
874.01	612.6	4413.66
874.11	612.5	4404.47
874.21	612.4	4377.8
874.31	612.3	4378.39
874.41	612.2	4425.12
874.51	612.1	4414.2
874.61	612	4426.37
874.71	611.9	4493.16
874.81	611.8	4467.49
874.91	611.7	4431.07
875.01	611.6	4459.13
875.11	611.5	4479.78
875.21	611.4	4457.68
875.31	611.3	4408.47
875.41	611.2	4485.08
875.51	611.1	4397.84
875.61	611	4494.84
875.71	610.9	4466.02
875.81	610.8	4451.4
875.91	610.7	4417.08
876.01	610.6	4406.01
876.11	610.5	4470.21
876.21	610.4	4453.79
876.31	610.3	4393.67
876.41	610.2	4403.77
876.51	610.1	4453.75
876.61	610	4469.83
876.71	609.9	4458.67
876.81	609.8	4443.71
876.91	609.7	4453.18
877.01	609.6	4467.35
877.11	609.5	4461.59
877.21	609.4	4501.2
877.31	609.3	4482.24
877.41	609.2	4555.3
877.51	609.1	4547.77
877.61	609	4495.66
877.71	608.9	4536.49
877.81	608.8	4511.11
877.91	608.7	4540.21
878.01	608.6	4554.88
878.11	608.5	4517.17
878.21	608.4	4529.32
878.31	608.3	4559.53
878.41	608.2	4588.11
878.51	608.1	4593.08
878.61	608	4638.9
878.71	607.9	4545.79
878.81	607.8	4573.53
878.91	607.7	4557.58
879.01	607.6	4585.35
879.11	607.5	4612.41
879.21	607.4	4641.45
879.31	607.3	4631.12
879.41	607.2	4658.93
879.51	607.1	4692.59
879.61	607	4709.51
879.71	606.9	4787.82
879.81	606.8	4744.32
879.91	606.7	4758.36
880.01	606.6	4800.43
880.11	606.5	4763.08
880.21	606.4	4860.52
880.31	606.3	4915.24
880.41	606.2	4906.99
880.51	606.1	4905.95
880.61	606	4933.49
880.71	605.9	4985.98
880.81	605.8	5049.82
880.91	605.7	5151.33
881.01	605.6	5212.67
881.11	605.5	5238.45
881.21	605.4	5226.9
881.31	605.3	5277.9
881.41	605.2	5408.12
881.51	605.1	5550
881.61	605	5638.72
881.71	604.9	5707.78
881.81	604.8	5710.82
881.91	604.7	5744.4
882.01	604.6	5813.07
882.11	604.5	5893.06
882.21	604.4	5984.5
882.31	604.3	6009.22
882.41	604.2	6055.33
882.51	604.1	5982.32
882.61	604	5940.03
882.71	603.9	5968.52
882.81	603.8	5930.38
882.91	603.7	5893.47
883.01	603.6	5852.1
883.11	603.5	5868.56
883.21	603.4	5779.01
883.31	603.3	5598.84
883.41	603.2	5545.09
883.51	603.1	5504.09
883.61	603	5405.6
883.71	602.9	5289.63
883.81	602.8	5188.91
883.91	602.7	5205.09
884.01	602.6	5148.79
884.11	602.5	5057.46
884.21	602.4	5009.17
884.31	602.3	4901.39
884.41	602.2	4940.32
884.51	602.1	4902.33
884.61	602	4840.09
884.71	601.9	4760.49
884.81	601.8	4734.76
884.91	601.7	4761.27
885.01	601.6	4636.21
885.11	601.5	4694.1
885.21	601.4	4661.43
885.31	601.3	4599.96
885.41	601.2	4594.76
885.51	601.1	4606.78
885.61	601	4538.91
885.71	600.9	4506.23
885.81	600.8	4554.72
885.91	600.7	4585.38
886.01	600.6	4510.54
886.11	600.5	4530.83
886.21	600.4	4511.96
886.31	600.3	4445.96
886.41	600.2	4492.52
886.51	600.1	4503.38
886.61	600	4380.72
886.71	599.9	4404.58
886.81	599.8	4475.21
886.91	599.7	4456.81
887.01	599.6	4459.18
887.11	599.5	4398.03
887.21	599.4	4355.91
887.31	599.3	4372.18
887.41	599.2	4420.11
887.51	599.1	4442.58
887.61	599	4345.4
887.71	598.9	4347.74
887.81	598.8	4360.22
887.91	598.7	4314.9
888.01	598.6	4357.67
888.11	598.5	4308.86
888.21	598.4	4278.23
888.31	598.3	4349.33
888.41	598.2	4379.16
888.51	598.1	4329.44
888.61	598	4304.76
888.71	597.9	4314.83
888.81	597.8	4317.01
888.91	597.7	4312.9
889.01	597.6	4305.51
889.11	597.5	4324.15
889.21	597.4	4361.95
889.31	597.3	4348.73
889.41	597.2	4287.14
889.51	597.1	4311.46
889.61	597	4325.47
889.71	596.9	4308.3
889.81	596.8	4318.93
889.91	596.7	4289.16
890.01	596.6	4299.14
890.11	596.5	4314.11
890.21	596.4	4282.04
890.31	596.3	4273.18
890.41	596.2	4274.07
890.51	596.1	4280.91
890.61	596	4324.62
890.71	595.9	4312.67
890.81	595.8	4279.13
890.91	595.7	4333.5
891.01	595.6	4314.37
891.11	595.5	4276.8
891.21	595.4	4260.99
891.31	595.3	4236.66
891.41	595.2	4293.35
891.51	595.1	4262.95
891.61	595	4238.17
891.71	594.9	4239.37
891.81	594.8	4235.38
891.91	594.7	4248.8
892.01	594.6	4295.38
892.11	594.5	4283
892.21	594.4	4227.13
892.31	594.3	4228.71
892.41	594.2	4293.02
892.51	594.1	4297.26
892.61	594	4230.73
892.71	593.9	4268.52
892.81	593.8	4291.03
892.91	593.7	4264.89
893.01	593.6	4326.87
893.11	593.5	4294.92
893.21	593.4	4295.72
893.31	593.3	4277.51
893.41	593.2	4252.18
893.51	593.1	4229.36
893.61	593	4234.66
893.71	592.9	4283.73
893.81	592.8	4310.39
893.91	592.7	4257.44
894.01	592.6	4307.65
894.11	592.5	4314.64
894.21	592.4	4333.88
894.31	592.3	4355.44
894.41	592.2	4331.3
894.51	592.1	4335.66
894.61	592	4342.46
894.71	591.9	4315.78
894.81	591.8	4270.97
894.91	591.7	4239.59
895.01	591.6	4301.6
895.11	591.5	4307.11
895.21	591.4	4345.01
895.31	591.3	4297.85
895.41	591.2	4309.63
895.51	591.1	4350.13
895.61	591	4381.38
895.71	590.9	4332.76
895.81	590.8	4292.52
895.91	590.7	4306.36
896.01	590.6	4344.64
896.11	590.5	4265.63
896.21	590.4	4302.05
896.31	590.3	4382.02
896.41	590.2	4360.13
896.51	590.1	4306.03
896.61	590	4326.88
896.71	589.9	4329.01
896.81	589.8	4355.57
896.91	589.7	4317.04
897.01	589.6	4347.82
897.11	589.5	4371.27
897.21	589.4	4360.67
897.31	589.3	4355.12
897.41	589.2	4385.29
897.51	589.1	4372.74
897.61	589	4348.29
897.71	588.9	4309.04
897.81	588.8	4365.02
897.91	588.7	4372.75
898.01	588.6	4400.2
898.11	588.5	4380.79
898.21	588.4	4414.02
898.31	588.3	4435.4
898.41	588.2	4404.81
898.51	588.1	4438.35
898.61	588	4443.37
898.71	587.9	4462.51
898.81	587.8	4415.8
