c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_cu n2 largearea.vms
Cu3s
	Characteristic Energy eV	1486.61	Acquisition Time s	3
KE_Cu3s	BE_Cu3s	CPS_Cu3s
1366.31	120.3	1257.17
1366.41	120.2	1254.64
1366.51	120.1	1243.75
1366.61	120	1234.59
1366.71	119.9	1223.19
1366.81	119.8	1198.17
1366.91	119.7	1207.36
1367.01	119.6	1185.77
1367.11	119.5	1201.76
1367.21	119.4	1192.57
1367.31	119.3	1172.78
1367.41	119.2	1154.98
1367.51	119.1	1181.46
1367.61	119	1159.25
1367.71	118.9	1141.78
1367.81	118.8	1168.2
1367.91	118.7	1155.25
1368.01	118.6	1116.84
1368.11	118.5	1106.43
1368.21	118.4	1111.46
1368.31	118.3	1081.37
1368.41	118.2	1106.26
1368.51	118.1	1120.43
1368.61	118	1115.07
1368.71	117.9	1086.62
1368.81	117.8	1114
1368.91	117.7	1109.75
1369.01	117.6	1096.55
1369.11	117.5	1130.99
1369.21	117.4	1117.85
1369.31	117.3	1093.49
1369.41	117.2	1096.84
1369.51	117.1	1112.05
1369.61	117	1096.33
1369.71	116.9	1083.36
1369.81	116.8	1090.52
1369.91	116.7	1107.6
1370.01	116.6	1104.02
1370.11	116.5	1090.28
1370.21	116.4	1088.87
1370.31	116.3	1072.68
1370.41	116.2	1065.61
1370.51	116.1	1084.71
1370.61	116	1080.35
1370.71	115.9	1065.04
1370.81	115.8	1085.87
1370.91	115.7	1103.81
1371.01	115.6	1097.33
1371.11	115.5	1077.63
1371.21	115.4	1077.29
1371.31	115.3	1087.25
1371.41	115.2	1080.09
1371.51	115.1	1072.5
1371.61	115	1093.82
1371.71	114.9	1116
1371.81	114.8	1093.65
1371.91	114.7	1043.74
1372.01	114.6	1052.13
1372.11	114.5	1053.34
1372.21	114.4	1061.54
1372.31	114.3	1065.8
1372.41	114.2	1089.29
1372.51	114.1	1098.9
1372.61	114	1071.25
1372.71	113.9	1077.47
1372.81	113.8	1075.62
1372.91	113.7	1094.09
1373.01	113.6	1085.57
1373.11	113.5	1102.04
1373.21	113.4	1063
1373.31	113.3	1063.88
1373.41	113.2	1073.51
1373.51	113.1	1037.57
1373.61	113	1075.87
1373.71	112.9	1060.36
1373.81	112.8	1077.53
1373.91	112.7	1091.09
1374.01	112.6	1052.58
1374.11	112.5	1055.75
1374.21	112.4	1069.94
1374.31	112.3	1069.28
1374.41	112.2	1077.19
1374.51	112.1	1055.71
1374.61	112	1039.02
1374.71	111.9	1056.98
1374.81	111.8	1070.61
1374.91	111.7	1114.88
1375.01	111.6	1076.89
1375.11	111.5	1057.91
1375.21	111.4	1041.16
1375.31	111.3	1047.55
1375.41	111.2	1049.14
1375.51	111.1	1049.44
1375.61	111	1051.39
1375.71	110.9	1075.68
1375.81	110.8	1094.94
1375.91	110.7	1082.05
1376.01	110.6	1069.38
1376.11	110.5	1059.42
1376.21	110.4	1082.52
1376.31	110.3	1098.31
1376.41	110.2	1075.22
1376.51	110.1	1075.53
1376.61	110	1097.3
1376.71	109.9	1069.45
1376.81	109.8	1057.54
1376.91	109.7	1089.43
1377.01	109.6	1101.74
1377.11	109.5	1078.26
1377.21	109.4	1089.88
1377.31	109.3	1103.46
1377.41	109.2	1088.7
1377.51	109.1	1096.45
1377.61	109	1087.07
1377.71	108.9	1073.96
1377.81	108.8	1065.32
1377.91	108.7	1092.04
1378.01	108.6	1091.76
1378.11	108.5	1096.67
1378.21	108.4	1081.85
1378.31	108.3	1069.52
1378.41	108.2	1065.14
1378.51	108.1	1109.99
1378.61	108	1061.14
1378.71	107.9	1047.16
1378.81	107.8	1070.68
1378.91	107.7	1107.07
1379.01	107.6	1100.73
1379.11	107.5	1083.24
1379.21	107.4	1076.85
1379.31	107.3	1080.44
1379.41	107.2	1079.59
1379.51	107.1	1100.12
1379.61	107	1075.61
1379.71	106.9	1083.08
1379.81	106.8	1076.73
1379.91	106.7	1073.29
1380.01	106.6	1100.16
1380.11	106.5	1094.31
1380.21	106.4	1086.88
1380.31	106.3	1095.8
1380.41	106.2	1082.29
1380.51	106.1	1092.67
1380.61	106	1094.71
1380.71	105.9	1128.55
1380.81	105.8	1127.17
1380.91	105.7	1123.49
1381.01	105.6	1097.79
1381.11	105.5	1097.27
1381.21	105.4	1107.11
1381.31	105.3	1120.75
1381.41	105.2	1073.7
1381.51	105.1	1083.19
1381.61	105	1106.72
1381.71	104.9	1102.6
1381.81	104.8	1097.73
1381.91	104.7	1088.73
1382.01	104.6	1076.99
1382.11	104.5	1066.23
1382.21	104.4	1097.12
1382.31	104.3	1086.59
1382.41	104.2	1076.84
1382.51	104.1	1133.52
1382.61	104	1142.19
1382.71	103.9	1111.96
1382.81	103.8	1093.64
1382.91	103.7	1123.47
1383.01	103.6	1094.93
1383.11	103.5	1107.62
1383.21	103.4	1104.93
1383.31	103.3	1097.98
1383.41	103.2	1100.57
1383.51	103.1	1095.71
1383.61	103	1098.76
1383.71	102.9	1096.95
1383.81	102.8	1118.3
1383.91	102.7	1104.82
1384.01	102.6	1121.59
1384.11	102.5	1135.39
1384.21	102.4	1132.24
1384.31	102.3	1102.95
1384.41	102.2	1119
1384.51	102.1	1112.47
1384.61	102	1092.96
1384.71	101.9	1095.83
1384.81	101.8	1112.17
1384.91	101.7	1100.34
1385.01	101.6	1104.74
1385.11	101.5	1105.09
1385.21	101.4	1121.99
1385.31	101.3	1123.74
1385.41	101.2	1108.26
1385.51	101.1	1078.47
1385.61	101	1080.61
1385.71	100.9	1100.9
1385.81	100.8	1114.39
1385.91	100.7	1089.76
1386.01	100.6	1075.29
1386.11	100.5	1103.47
1386.21	100.4	1090.86
1386.31	100.3	1096.74
1386.41	100.2	1107.25
1386.51	100.1	1091.17
1386.61	100	1096.14
1386.71	99.9	1071.71
1386.81	99.8	1054.37
1386.91	99.7	1084.86
1387.01	99.6	1068.13
1387.11	99.5	1081.09
1387.21	99.4	1082.09
1387.31	99.3	1068.02
1387.41	99.2	1081.34
1387.51	99.1	1097.31
1387.61	99	1088.61
1387.71	98.9	1098.75
1387.81	98.8	1082.11
1387.91	98.7	1118.37
1388.01	98.6	1099.86
1388.11	98.5	1111.78
1388.21	98.4	1116.55
1388.31	98.3	1110.75
1388.41	98.2	1080.73
1388.51	98.1	1088.57
1388.61	98	1121.51
1388.71	97.9	1123.58
1388.81	97.8	1113.64
1388.91	97.7	1117.65
1389.01	97.6	1125.26
1389.11	97.5	1088.19
1389.21	97.4	1100.84
1389.31	97.3	1119.31
1389.41	97.2	1113.52
1389.51	97.1	1099.1
1389.61	97	1099.33
1389.71	96.9	1071.89
1389.81	96.8	1097.03
1389.91	96.7	1121.51
1390.01	96.6	1122.61
1390.11	96.5	1131.73
1390.21	96.4	1136.48
1390.31	96.3	1102.72
1390.41	96.2	1117.02
1390.51	96.1	1126.84
1390.61	96	1122.1
1390.71	95.9	1119
1390.81	95.8	1127.61
1390.91	95.7	1154.88
1391.01	95.6	1144.88
1391.11	95.5	1138.11
1391.21	95.4	1131.09
1391.31	95.3	1114.77
1391.41	95.2	1118.93
1391.51	95.1	1130
1391.61	95	1138.51
1391.71	94.9	1130.5
1391.81	94.8	1131.82
1391.91	94.7	1117.24
1392.01	94.6	1125.58
1392.11	94.5	1129.9
1392.21	94.4	1093.02
1392.31	94.3	1112.91
1392.41	94.2	1123.12
1392.51	94.1	1106.62
1392.61	94	1095.09
1392.71	93.9	1090.02
1392.81	93.8	1117.22
1392.91	93.7	1119.87
1393.01	93.6	1123.73
1393.11	93.5	1094.59
1393.21	93.4	1126.24
1393.31	93.3	1153.36
1393.41	93.2	1119.67
1393.51	93.1	1117.63
1393.61	93	1115.93
1393.71	92.9	1097.7
1393.81	92.8	1094.18
1393.91	92.7	1085.02
1394.01	92.6	1065.84
1394.11	92.5	1100.04
1394.21	92.4	1105
1394.31	92.3	1118.62
1394.41	92.2	1080.86
1394.51	92.1	1084.85
1394.61	92	1107.71
1394.71	91.9	1114.15
1394.81	91.8	1105.54
1394.91	91.7	1130.81
1395.01	91.6	1125.22
1395.11	91.5	1120.69
1395.21	91.4	1106.34
1395.31	91.3	1084.21
1395.41	91.2	1122.92
1395.51	91.1	1116.23
1395.61	91	1104.45
1395.71	90.9	1098.23
1395.81	90.8	1063.05
1395.91	90.7	1110.03
1396.01	90.6	1103.45
1396.11	90.5	1113.47
1396.21	90.4	1126.51
1396.31	90.3	1117.68
1396.41	90.2	1111.26
1396.51	90.1	1085.61
1396.61	90	1080.97
1396.71	89.9	1091.38
1396.81	89.8	1085.58
1396.91	89.7	1083
1397.01	89.6	1078.43
1397.11	89.5	1059.35
1397.21	89.4	1072.3
1397.31	89.3	1067.57
1397.41	89.2	1066.14
1397.51	89.1	1057.77
1397.61	89	1086.95
1397.71	88.9	1055.45
1397.81	88.8	1064.53
1397.91	88.7	1100.53
1398.01	88.6	1099.89
1398.11	88.5	1036.98
1398.21	88.4	1058.74
1398.31	88.3	1039.7
1398.41	88.2	1016.17
1398.51	88.1	1013.02
1398.61	88	1020.16
1398.71	87.9	1017.43
1398.81	87.8	1018.02
1398.91	87.7	1003.55
1399.01	87.6	1000.2
1399.11	87.5	965.043
1399.21	87.4	932.097
1399.31	87.3	921.347
1399.41	87.2	906.143
1399.51	87.1	924.897
1399.61	87	890.63
1399.71	86.9	871.31
1399.81	86.8	856.31
1399.91	86.7	849.3
1400.01	86.6	846.463
1400.11	86.5	861.777
1400.21	86.4	839.477
1400.31	86.3	829.47
1400.41	86.2	814.317
1400.51	86.1	819.287
1400.61	86	774.98
1400.71	85.9	783.937
1400.81	85.8	754.66
1400.91	85.7	760.51
1401.01	85.6	753.81
1401.11	85.5	767.707
1401.21	85.4	752.947
1401.31	85.3	781.037
1401.41	85.2	776.11
1401.51	85.1	766.36
1401.61	85	769.89
1401.71	84.9	773.297
1401.81	84.8	743.103
1401.91	84.7	756.337
1402.01	84.6	757.787
1402.11	84.5	740.817
1402.21	84.4	749.983
1402.31	84.3	735.893
1402.41	84.2	739.057
1402.51	84.1	725.603
1402.61	84	738.043
1402.71	83.9	733.097
1402.81	83.8	730.317
1402.91	83.7	707.88
1403.01	83.6	722.37
1403.11	83.5	716.393
1403.21	83.4	720.653
1403.31	83.3	742.427
1403.41	83.2	741.233
1403.51	83.1	720.147
1403.61	83	726.393
1403.71	82.9	722.693
1403.81	82.8	752.603
1403.91	82.7	728.747
1404.01	82.6	733.443
1404.11	82.5	736.63
1404.21	82.4	743.067
1404.31	82.3	727.56
1404.41	82.2	746.423
1404.51	82.1	741.9
1404.61	82	773.563
1404.71	81.9	743.823
1404.81	81.8	766.01
1404.91	81.7	777.19
1405.01	81.6	773.677
1405.11	81.5	762.07
1405.21	81.4	742.8
1405.31	81.3	768.73
1405.41	81.2	775.903
1405.51	81.1	784.343
1405.61	81	795.823
1405.71	80.9	790.18
1405.81	80.8	803.4
1405.91	80.7	850.153
1406.01	80.6	822.023
1406.11	80.5	818.33
1406.21	80.4	826.283
1406.31	80.3	865.86
1406.41	80.2	902.397
1406.51	80.1	889.08
1406.61	80	896.593
1406.71	79.9	929.933
1406.81	79.8	939.347
1406.91	79.7	938.227
1407.01	79.6	964.687
1407.11	79.5	1007.29
1407.21	79.4	1018.61
1407.31	79.3	1019.11
1407.41	79.2	1081.01
1407.51	79.1	1127.76
1407.61	79	1163.63
1407.71	78.9	1223.9
1407.81	78.8	1286.51
1407.91	78.7	1315.3
1408.01	78.6	1350.32
1408.11	78.5	1429.65
1408.21	78.4	1508.48
1408.31	78.3	1578.28
1408.41	78.2	1603
1408.51	78.1	1671.95
1408.61	78	1718.42
1408.71	77.9	1820.41
1408.81	77.8	1868.3
1408.91	77.7	1913.26
1409.01	77.6	1994.55
1409.11	77.5	1988.53
1409.21	77.4	1988.52
1409.31	77.3	1982.53
1409.41	77.2	1981.87
1409.51	77.1	1977.76
1409.61	77	1952.17
1409.71	76.9	1908.61
1409.81	76.8	1871.48
1409.91	76.7	1914.41
1410.01	76.6	1923.07
1410.11	76.5	1918.52
1410.21	76.4	1963.16
1410.31	76.3	2000.1
1410.41	76.2	2025.89
1410.51	76.1	2091.57
1410.61	76	2140.72
1410.71	75.9	2232.56
1410.81	75.8	2280.79
1410.91	75.7	2412.3
1411.01	75.6	2496.11
1411.11	75.5	2591.72
1411.21	75.4	2651.04
1411.31	75.3	2606.45
1411.41	75.2	2637.49
1411.51	75.1	2632.96
1411.61	75	2630.67
1411.71	74.9	2542.77
1411.81	74.8	2509.17
1411.91	74.7	2397.7
1412.01	74.6	2297.04
1412.11	74.5	2194.94
1412.21	74.4	2006.01
1412.31	74.3	1863.24
1412.41	74.2	1734.28
1412.51	74.1	1652.81
1412.61	74	1512.63
1412.71	73.9	1378.73
1412.81	73.8	1300.08
1412.91	73.7	1218.12
1413.01	73.6	1191.05
1413.11	73.5	1078.69
1413.21	73.4	992.5
1413.31	73.3	953.357
1413.41	73.2	904.987
1413.51	73.1	871.573
1413.61	73	815.14
1413.71	72.9	758.123
1413.81	72.8	729.557
1413.91	72.7	703.123
1414.01	72.6	674.237
1414.11	72.5	647.183
1414.21	72.4	629.41
1414.31	72.3	601.657
1414.41	72.2	593.637
1414.51	72.1	558.98
1414.61	72	541.54
1414.71	71.9	538.25
1414.81	71.8	515.96
1414.91	71.7	502.077
1415.01	71.6	505.187
1415.11	71.5	502.887
1415.21	71.4	479.307
1415.31	71.3	443.41
1415.41	71.2	443.317
1415.51	71.1	465.927
1415.61	71	433.213
1415.71	70.9	427.263
1415.81	70.8	421.82
1415.91	70.7	412.7
1416.01	70.6	404.603
1416.11	70.5	402.683
1416.21	70.4	386.59
1416.31	70.3	400.6
1416.41	70.2	371.82
1416.51	70.1	382.067
1416.61	70	373.17
1416.71	69.9	368.107
1416.81	69.8	364.4
1416.91	69.7	353.707
1417.01	69.6	360.257
1417.11	69.5	367.373
1417.21	69.4	362.94
1417.31	69.3	343.323
1417.41	69.2	342.713
1417.51	69.1	343.017
1417.61	69	332.768
1417.71	68.9	337.35
1417.81	68.8	329.63
1417.91	68.7	334.617
1418.01	68.6	322.346
1418.11	68.5	322.24
1418.21	68.4	328.948
1418.31	68.3	329.56
1418.41	68.2	314.052
1418.51	68.1	316.35
1418.61	68	318.413
1418.71	67.9	318.524
1418.81	67.8	314.077
1418.91	67.7	312.918
1419.01	67.6	316.271
1419.11	67.5	320.888
1419.21	67.4	323.081
1419.31	67.3	313.481
1419.41	67.2	311.509
1419.51	67.1	303.398
1419.61	67	302.788
1419.71	66.9	289.841
1419.81	66.8	297.808
1419.91	66.7	295.147
1420.01	66.6	291.204
1420.11	66.5	285.181
1420.21	66.4	296.603
1420.31	66.3	287.43
1420.41	66.2	304.298
1420.51	66.1	306.62
1420.61	66	302.185
1420.71	65.9	323.736
1420.81	65.8	308.298
1420.91	65.7	296.998
1421.01	65.6	291.951
1421.11	65.5	283.7
1421.21	65.4	305.723
1421.31	65.3	302.5
1421.41	65.2	288.94
1421.51	65.1	289.527
1421.61	65	298.329
1421.71	64.9	279.359
1421.81	64.8	291.295
1421.91	64.7	277.615
1422.01	64.6	284.551
1422.11	64.5	284.299
1422.21	64.4	289.37
1422.31	64.3	282.991
1422.41	64.2	280.408
1422.51	64.1	290.723
1422.61	64	286.529
1422.71	63.9	291.443
1422.81	63.8	287.59
1422.91	63.7	274.122
1423.01	63.6	282.489
1423.11	63.5	269.793
1423.21	63.4	289.194
1423.31	63.3	288.598
1423.41	63.2	292.584
1423.51	63.1	282.078
1423.61	63	293.457
1423.71	62.9	274.484
1423.81	62.8	284.965
1423.91	62.7	288.404
1424.01	62.6	283.268
1424.11	62.5	279.172
1424.21	62.4	271.246
1424.31	62.3	286.436
1424.41	62.2	285.007
1424.51	62.1	276.46
1424.61	62	274.014
1424.71	61.9	276.765
1424.81	61.8	274.328
1424.91	61.7	275.578
1425.01	61.6	288.996
1425.11	61.5	290.152
1425.21	61.4	284.619
1425.31	61.3	273.179
1425.41	61.2	285.609
1425.51	61.1	278.847
1425.61	61	276.401
1425.71	60.9	282.874
1425.81	60.8	272.954
1425.91	60.7	272.583
1426.01	60.6	276.993
1426.11	60.5	270.576
1426.21	60.4	281.026
1426.31	60.3	284.12
1426.41	60.2	274.006
1426.51	60.1	275.649
1426.61	60	265.961
1426.71	59.9	277.007
1426.81	59.8	288.415
1426.91	59.7	271.993
1427.01	59.6	266.838
1427.11	59.5	273.101
1427.21	59.4	282.848
1427.31	59.3	267.455
1427.41	59.2	273.136
1427.51	59.1	262.408
1427.61	59	278.286
1427.71	58.9	281.912
1427.81	58.8	272.997
1427.91	58.7	285.963
1428.01	58.6	287.561
1428.11	58.5	261.413
1428.21	58.4	266.865
1428.31	58.3	275.99
1428.41	58.2	272.612
1428.51	58.1	268.909
1428.61	58	285.349
1428.71	57.9	268.462
1428.81	57.8	272.807
1428.91	57.7	278.773
1429.01	57.6	267.101
1429.11	57.5	267.594
1429.21	57.4	274.906
1429.31	57.3	261.949
1429.41	57.2	264.776
1429.51	57.1	273.636
1429.61	57	273.497
1429.71	56.9	283.12
1429.81	56.8	265.656
1429.91	56.7	272.403
1430.01	56.6	259.941
1430.11	56.5	270.785
1430.21	56.4	253.01
1430.31	56.3	274.695
1430.41	56.2	258.556
1430.51	56.1	267.115
1430.61	56	280.09
1430.71	55.9	260.967
1430.81	55.8	269.203
1430.91	55.7	278.221
1431.01	55.6	277.325
1431.11	55.5	273.344
1431.21	55.4	281.808
1431.31	55.3	269.241
1431.41	55.2	273.001
1431.51	55.1	274.767
1431.61	55	272.149
1431.71	54.9	270.379
1431.81	54.8	272.385
1431.91	54.7	281.514
1432.01	54.6	266.554
1432.11	54.5	282.755
1432.21	54.4	272.92
1432.31	54.3	276.21
1432.41	54.2	281.527
1432.51	54.1	284.254
1432.61	54	270.275
1432.71	53.9	270.031
1432.81	53.8	267.416
1432.91	53.7	277.28
1433.01	53.6	271.539
1433.11	53.5	270.565
1433.21	53.4	263.215
1433.31	53.3	273.568
1433.41	53.2	263.449
1433.51	53.1	268.927
1433.61	53	278.051
1433.71	52.9	277.797
1433.81	52.8	269.459
1433.91	52.7	269.808
1434.01	52.6	280.852
1434.11	52.5	271.263
1434.21	52.4	290.344
1434.31	52.3	288.016
1434.41	52.2	281.934
1434.51	52.1	270.529
1434.61	52	268.158
1434.71	51.9	278.51
1434.81	51.8	285.375
1434.91	51.7	285.172
1435.01	51.6	272.753
1435.11	51.5	266.156
1435.21	51.4	289.271
1435.31	51.3	274.251
1435.41	51.2	270.956
1435.51	51.1	266.488
1435.61	51	282.094
1435.71	50.9	293.491
1435.81	50.8	278.156
1435.91	50.7	275.782
1436.01	50.6	272.003
1436.11	50.5	257.923
1436.21	50.4	272.761
1436.31	50.3	278.55
1436.41	50.2	278.435
1436.51	50.1	284.048
1436.61	50	269.062
1436.71	49.9	282.055
1436.81	49.8	296.578
1436.91	49.7	283.73
1437.01	49.6	278.275
1437.11	49.5	288.828
1437.21	49.4	276.543
1437.31	49.3	291.597
1437.41	49.2	270.485
1437.51	49.1	277.898
1437.61	49	281.083
1437.71	48.9	277.328
1437.81	48.8	270.825
1437.91	48.7	265.255
1438.01	48.6	267.977
1438.11	48.5	280.904
1438.21	48.4	288.79
1438.31	48.3	278.69
1438.41	48.2	284.484
1438.51	48.1	284.289
1438.61	48	296.347
1438.71	47.9	291.247
1438.81	47.8	280.355
1438.91	47.7	264.798
1439.01	47.6	282.268
1439.11	47.5	280.349
1439.21	47.4	281.156
1439.31	47.3	292.39
1439.41	47.2	280.34
1439.51	47.1	277.916
1439.61	47	273.827
1439.71	46.9	263.24
1439.81	46.8	280.169
1439.91	46.7	294.958
1440.01	46.6	283.088
1440.11	46.5	274.545
1440.21	46.4	289.351
1440.31	46.3	279.074
1440.41	46.2	279.98
1440.51	46.1	274.945
1440.61	46	283.726
1440.71	45.9	281.7
1440.81	45.8	283.994
1440.91	45.7	270.197
1441.01	45.6	267.17
1441.11	45.5	273.895
1441.21	45.4	282.709
1441.31	45.3	287.346
1441.41	45.2	279.814
1441.51	45.1	279.76
1441.61	45	278.249
1441.71	44.9	279.642
1441.81	44.8	268.388
1441.91	44.7	266.801
1442.01	44.6	267.195
1442.11	44.5	277.698
1442.21	44.4	277.695
1442.31	44.3	272.809
1442.41	44.2	273.915
1442.51	44.1	272.149
1442.61	44	267.3
1442.71	43.9	285.267
1442.81	43.8	277.131
1442.91	43.7	264.872
1443.01	43.6	271.771
1443.11	43.5	281.322
1443.21	43.4	289.773
1443.31	43.3	291.531
1443.41	43.2	273.206
1443.51	43.1	276.759
1443.61	43	286.382
1443.71	42.9	280.031
1443.81	42.8	274.52
1443.91	42.7	277.154
1444.01	42.6	280.129
1444.11	42.5	276.368
1444.21	42.4	282.344
1444.31	42.3	290.396
1444.41	42.2	278.854
1444.51	42.1	266.136
1444.61	42	287.495
1444.71	41.9	273.044
1444.81	41.8	274.557
1444.91	41.7	277.412
1445.01	41.6	276.327
1445.11	41.5	284.764
1445.21	41.4	293.376
1445.31	41.3	283.949
1445.41	41.2	284.49
1445.51	41.1	273.736
1445.61	41	266.168
1445.71	40.9	267.741
1445.81	40.8	297.109
1445.91	40.7	280.096
1446.01	40.6	278.369
1446.11	40.5	290.03
1446.21	40.4	280.784
1446.31	40.3	278.435
1446.41	40.2	280.322
1446.51	40.1	290.456
1446.61	40	293.594
