c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_cu n2 largearea.vms
Pr:Cu2s
	Characteristic Energy eV	1486.61	Acquisition Time s	4
KE_Pr:Cu2s	BE_Pr:Cu2s	CPS_Pr:Cu2s
386.71	1099.9	2469.35
386.81	1099.8	2438.8
386.91	1099.7	2523.71
387.01	1099.6	2598.92
387.11	1099.5	2712.14
387.21	1099.4	2734.02
387.31	1099.3	2684.16
387.41	1099.2	2796.74
387.51	1099.1	2897.32
387.61	1099	2888.97
387.71	1098.9	2962.55
387.81	1098.8	2955.4
387.91	1098.7	3059.65
388.01	1098.6	3191.65
388.11	1098.5	3264.97
388.21	1098.4	3227.48
388.31	1098.3	3303.4
388.41	1098.2	3311.54
388.51	1098.1	3407.08
388.61	1098	3471.96
388.71	1097.9	3521
388.81	1097.8	3649.21
388.91	1097.7	3561.64
389.01	1097.6	3628.49
389.11	1097.5	3666.29
389.21	1097.4	3770.47
389.31	1097.3	3768.29
389.41	1097.2	3758.79
389.51	1097.1	3769.61
389.61	1097	3838.43
389.71	1096.9	3715.34
389.81	1096.8	3796.98
389.91	1096.7	3758.35
390.01	1096.6	3706.38
390.11	1096.5	3747.72
390.21	1096.4	3675.87
390.31	1096.3	3596.45
390.41	1096.2	3546.23
390.51	1096.1	3571.68
390.61	1096	3546.81
390.71	1095.9	3560.46
390.81	1095.8	3288.75
390.91	1095.7	3300.55
391.01	1095.6	3268.36
391.11	1095.5	3258.6
391.21	1095.4	3032.06
391.31	1095.3	3047.55
391.41	1095.2	2964.69
391.51	1095.1	3024.39
391.61	1095	2931.72
391.71	1094.9	2825.88
391.81	1094.8	2750.05
391.91	1094.7	2690.95
392.01	1094.6	2631.3
392.11	1094.5	2469.75
392.21	1094.4	2396.89
392.31	1094.3	2372.39
392.41	1094.2	2322.65
392.51	1094.1	2098.42
392.61	1094	2113.98
392.71	1093.9	2194.19
392.81	1093.8	2079.53
392.91	1093.7	1945.63
393.01	1093.6	1867.21
393.11	1093.5	1880.19
393.21	1093.4	1893.59
393.31	1093.3	1746.47
393.41	1093.2	1802.64
393.51	1093.1	1722.77
393.61	1093	1621.26
393.71	1092.9	1596.85
393.81	1092.8	1513.4
393.91	1092.7	1479.11
394.01	1092.6	1364.08
394.11	1092.5	1390.29
394.21	1092.4	1321.02
394.31	1092.3	1417.53
394.41	1092.2	1200.81
394.51	1092.1	1199.77
394.61	1092	1194.02
394.71	1091.9	1109.37
394.81	1091.8	1090.15
394.91	1091.7	1024.2
395.01	1091.6	1092.87
395.11	1091.5	1086.99
395.21	1091.4	995.21
395.31	1091.3	969.353
395.41	1091.2	928.819
395.51	1091.1	966.208
395.61	1091	873.821
395.71	1090.9	749.257
395.81	1090.8	762.492
395.91	1090.7	742.501
396.01	1090.6	854.032
396.11	1090.5	838.662
396.21	1090.4	869.641
396.31	1090.3	820.143
396.41	1090.2	750.794
396.51	1090.1	740.743
396.61	1090	631.241
396.71	1089.9	672.962
396.81	1089.8	754.707
396.91	1089.7	571.7
397.01	1089.6	651.967
397.11	1089.5	684.533
397.21	1089.4	688.397
397.31	1089.3	654.534
397.41	1089.2	575.346
397.51	1089.1	638.055
397.61	1089	560.364
397.71	1088.9	547.871
397.81	1088.8	477.601
397.91	1088.7	592.481
398.01	1088.6	662.008
398.11	1088.5	605.985
398.21	1088.4	496.185
398.31	1088.3	412.684
398.41	1088.2	517.281
398.51	1088.1	535.652
398.61	1088	379.222
398.71	1087.9	437.79
398.81	1087.8	425.182
398.91	1087.7	396.198
399.01	1087.6	460.038
399.11	1087.5	456.451
399.21	1087.4	458.963
399.31	1087.3	480.848
399.41	1087.2	392.533
399.51	1087.1	427.116
399.61	1087	422.973
399.71	1086.9	280.103
399.81	1086.8	364.707
399.91	1086.7	270.336
400.01	1086.6	362.537
400.11	1086.5	380.613
400.21	1086.4	314.137
400.31	1086.3	314.511
400.41	1086.2	387.933
400.51	1086.1	323.079
400.61	1086	307.398
400.71	1085.9	289.217
400.81	1085.8	236.759
400.91	1085.7	320.2
401.01	1085.6	302.365
401.11	1085.5	168.729
401.21	1085.4	234.092
401.31	1085.3	358.703
401.41	1085.2	374.239
401.51	1085.1	244.698
401.61	1085	357.106
401.71	1084.9	235.563
401.81	1084.8	286.094
401.91	1084.7	247.349
402.01	1084.6	163.953
402.11	1084.5	274.681
402.21	1084.4	197.432
402.31	1084.3	175.533
402.41	1084.2	279.283
402.51	1084.1	293.581
402.61	1084	251.929
402.71	1083.9	223.55
402.81	1083.8	263.396
402.91	1083.7	253.34
403.01	1083.6	208.384
403.11	1083.5	216.926
403.21	1083.4	179.567
403.31	1083.3	158.683
403.41	1083.2	169.597
403.51	1083.1	202.036
403.61	1083	192.748
403.71	1082.9	131.66
403.81	1082.8	173.446
403.91	1082.7	262.08
404.01	1082.6	178.664
404.11	1082.5	62.672
404.21	1082.4	186.454
404.31	1082.3	192.71
404.41	1082.2	128.29
404.51	1082.1	127.469
404.61	1082	166.448
404.71	1081.9	169.525
404.81	1081.8	206.102
404.91	1081.7	188.952
405.01	1081.6	153.377
405.11	1081.5	156.451
405.21	1081.4	204.199
405.31	1081.3	261.296
405.41	1081.2	248.518
405.51	1081.1	209.089
405.61	1081	109.608
405.71	1080.9	149.502
405.81	1080.8	292.846
405.91	1080.7	193.888
406.01	1080.6	116.405
406.11	1080.5	227.72
406.21	1080.4	58.2106
406.31	1080.3	61.3249
406.41	1080.2	108.263
406.51	1080.1	74.8512
406.61	1080	111.663
406.71	1079.9	126.175
406.81	1079.8	183.16
406.91	1079.7	221.795
407.01	1079.6	130.604
407.11	1079.5	67.3377
407.21	1079.4	132.595
407.31	1079.3	173.903
407.41	1079.2	140.384
407.51	1079.1	185.34
407.61	1079	92.7947
407.71	1078.9	133.149
407.81	1078.8	96.2778
407.91	1078.7	122.856
408.01	1078.6	138.633
408.11	1078.5	94.6351
408.21	1078.4	109.036
408.31	1078.3	92.8868
408.41	1078.2	165.162
408.51	1078.1	90.3611
408.61	1078	79.5349
408.71	1077.9	46.883
408.81	1077.8	59.0806
408.91	1077.7	117.528
409.01	1077.6	142.674
409.11	1077.5	73.445
409.21	1077.4	156.19
409.31	1077.3	121.135
409.41	1077.2	90.2793
409.51	1077.1	61.198
409.61	1077	52.0912
409.71	1076.9	95.9089
409.81	1076.8	117.201
409.91	1076.7	70.2428
410.01	1076.6	107.484
410.11	1076.5	8.39966
410.21	1076.4	40.0399
410.31	1076.3	160.08
410.41	1076.2	80.7939
410.51	1076.1	30.1077
410.61	1076	119.396
410.71	1075.9	65.9591
410.81	1075.8	137.347
410.91	1075.7	165.709
411.01	1075.6	75.1203
411.11	1075.5	14.0816
411.21	1075.4	18.1174
411.31	1075.3	85.9778
411.41	1075.2	40.8129
411.51	1075.1	43.5476
411.61	1075	55.2819
411.71	1074.9	68.2158
411.81	1074.8	91.9494
411.91	1074.7	63.4826
412.01	1074.6	60.3655
412.11	1074.5	16.373
412.21	1074.4	49.3052
412.31	1074.3	104.912
412.41	1074.2	144.069
412.51	1074.1	111.15
412.61	1074	86.5309
412.71	1073.9	107.887
412.81	1073.8	168.742
412.91	1073.7	161.447
413.01	1073.6	174.402
413.11	1073.5	202.356
413.21	1073.4	161.311
413.31	1073.3	108.265
413.41	1073.2	112.218
413.51	1073.1	49.9471
413.61	1073	92.2504
413.71	1072.9	87.4785
413.81	1072.8	53.5564
413.91	1072.7	84.8341
414.01	1072.6	168.062
414.11	1072.5	72.514
414.21	1072.4	182.766
414.31	1072.3	27.743
414.41	1072.2	-16.6802
414.51	1072.1	-14.7036
414.61	1072	109.073
414.71	1071.9	40.4742
414.81	1071.8	26.8004
414.91	1071.7	173.476
415.01	1071.6	64.2774
415.11	1071.5	48.8032
415.21	1071.4	71.0039
415.31	1071.3	28.9295
415.41	1071.2	-16.47
415.51	1071.1	38.0554
415.61	1071	53.6307
415.71	1070.9	38.9059
415.81	1070.8	128.531
415.91	1070.7	60.5563
416.01	1070.6	56.8313
416.11	1070.5	13.4564
416.21	1070.4	89.6314
416.31	1070.3	86.0313
416.41	1070.2	69.4063
416.51	1070.1	28.0812
416.61	1070	62.5061
