c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex340_cec356_cu n2 largearea.vms
Pr:Cu2s
	Characteristic Energy eV	1486.61	Acquisition Time s	7.8
KE_Pr:Cu2s	BE_Pr:Cu2s	CPS_Pr:Cu2s
391.41	1095.2	108.224
391.51	1095.1	100.881
391.61	1095	89.0877
391.71	1094.9	74.076
391.81	1094.8	94.7428
391.91	1094.7	87.5241
392.01	1094.6	79.6633
392.11	1094.5	86.9555
392.21	1094.4	86.0288
392.31	1094.3	80.3319
392.41	1094.2	54.1597
392.51	1094.1	68.6789
392.61	1094	73.2228
392.71	1093.9	53.894
392.81	1093.8	68.4617
392.91	1093.7	56.5413
393.01	1093.6	64.3123
393.11	1093.5	50.467
393.21	1093.4	30.5055
393.31	1093.3	47.5045
393.41	1093.2	51.2591
393.51	1093.1	57.1282
393.61	1093	56.7272
393.71	1092.9	58.3894
393.81	1092.8	49.3584
393.91	1092.7	56.5957
394.01	1092.6	59.9476
394.11	1092.5	59.1191
394.21	1092.4	42.2898
394.31	1092.3	6.89548
394.41	1092.2	29.6798
394.51	1092.1	25.7838
394.61	1092	35.3229
394.71	1091.9	15.4636
394.81	1091.8	44.1421
394.91	1091.7	31.1401
395.01	1091.6	41.4066
395.11	1091.5	41.3133
395.21	1091.4	28.5269
395.31	1091.3	17.9063
395.41	1091.2	6.10539
395.51	1091.1	30.2652
395.61	1091	-1.8065
395.71	1090.9	11.5825
395.81	1090.8	30.1117
395.91	1090.7	14.3069
396.01	1090.6	13.6038
396.11	1090.5	38.6819
396.21	1090.4	21.6183
396.31	1090.3	29.7205
396.41	1090.2	32.822
396.51	1090.1	-0.269613
396.61	1090	12.8688
396.71	1089.9	16.4167
396.81	1089.8	11.7459
396.91	1089.7	0.971791
397.01	1089.6	-0.495375
397.11	1089.5	26.3316
397.21	1089.4	13.3117
397.31	1089.3	1.86792
397.41	1089.2	-0.320137
397.51	1089.1	14.3757
397.61	1089	-13.2369
397.71	1088.9	-13.0553
397.81	1088.8	1.15118
397.91	1088.7	4.63902
398.01	1088.6	-19.22
398.11	1088.5	1.95875
398.21	1088.4	30.4573
398.31	1088.3	27.1859
398.41	1088.2	35.2472
398.51	1088.1	20.154
398.61	1088	3.54721
398.71	1087.9	-4.41919
398.81	1087.8	11.165
398.91	1087.7	2.47932
399.01	1087.6	22.293
399.11	1087.5	27.4136
399.21	1087.4	11.7644
399.31	1087.3	17.0633
399.41	1087.2	-17.9462
399.51	1087.1	-24.0845
399.61	1087	-17.0312
399.71	1086.9	-1.13235
399.81	1086.8	1.48382
399.91	1086.7	-23.4135
400.01	1086.6	-17.337
400.11	1086.5	-14.0689
400.21	1086.4	-8.41671
400.31	1086.3	-23.5472
400.41	1086.2	-12.9604
400.51	1086.1	11.6386
400.61	1086	10.2371
400.71	1085.9	12.3606
400.81	1085.8	26.7271
400.91	1085.7	5.54169
401.01	1085.6	-17.8622
401.11	1085.5	13.2974
401.21	1085.4	-2.95382
401.31	1085.3	-18.1287
401.41	1085.2	-4.39385
401.51	1085.1	1.53272
401.61	1085	-27.2464
401.71	1084.9	-9.06452
401.81	1084.8	2.25784
401.91	1084.7	23.7848
402.01	1084.6	23.0035
402.11	1084.5	-25.1886
402.21	1084.4	-8.25305
402.31	1084.3	-14.2154
402.41	1084.2	7.43704
402.51	1084.1	-13.629
402.61	1084	-40.6826
402.71	1083.9	-13.4933
402.81	1083.8	0.221256
402.91	1083.7	-9.28268
403.01	1083.6	-21.0563
403.11	1083.5	3.05411
403.21	1083.4	-6.6308
403.31	1083.3	6.20944
403.41	1083.2	-14.5149
403.51	1083.1	-6.11152
403.61	1083	-6.63169
403.71	1082.9	-5.48567
403.81	1082.8	-5.13499
403.91	1082.7	-26.6309
404.01	1082.6	-27.3837
404.11	1082.5	8.31174
404.21	1082.4	-14.1599
404.31	1082.3	-13.3371
404.41	1082.2	3.95954
404.51	1082.1	-13.6288
404.61	1082	13.5516
404.71	1081.9	-24.8325
404.81	1081.8	-8.80679
404.91	1081.7	-52.6661
405.01	1081.6	-32.1028
405.11	1081.5	-25.1552
405.21	1081.4	9.81757
405.31	1081.3	18.9438
405.41	1081.2	-0.558608
405.51	1081.1	-6.70242
405.61	1081	-1.84663
405.71	1080.9	-7.70917
405.81	1080.8	-17.4054
405.91	1080.7	-1.64054
406.01	1080.6	-40.9145
406.11	1080.5	-6.61188
406.21	1080.4	-14.8353
406.31	1080.3	-36.277
406.41	1080.2	-8.57806
406.51	1080.1	6.73591
406.61	1080	-1.32226
406.71	1079.9	-18.5859
406.81	1079.8	-20.8755
406.91	1079.7	-16.4732
407.01	1079.6	-35.2635
407.11	1079.5	17.5484
407.21	1079.4	16.0779
407.31	1079.3	-25.0723
407.41	1079.2	-9.69729
407.51	1079.1	16.0621
407.61	1079	7.43648
407.71	1078.9	-12.5356
407.81	1078.8	-21.2515
407.91	1078.7	-32.6985
408.01	1078.6	-1.70988
408.11	1078.5	-5.93952
408.21	1078.4	-10.7079
408.31	1078.3	-14.4509
408.41	1078.2	-32.0404
408.51	1078.1	2.62628
408.61	1078	5.36961
408.71	1077.9	-16.9002
408.81	1077.8	3.40675
408.91	1077.7	3.77749
409.01	1077.6	-6.35201
409.11	1077.5	2.85156
409.21	1077.4	-9.93229
409.31	1077.3	-2.93433
409.41	1077.2	-18.3084
409.51	1077.1	-37.0417
409.61	1077	-13.647
409.71	1076.9	-33.291
409.81	1076.8	-8.56341
409.91	1076.7	-26.6309
410.01	1076.6	11.3783
410.11	1076.5	22.9001
410.21	1076.4	7.43452
410.31	1076.3	8.59695
410.41	1076.2	-3.22799
410.51	1076.1	-4.43775
410.61	1076	-10.6349
410.71	1075.9	30.1037
410.81	1075.8	-1.76043
410.91	1075.7	-34.4324
411.01	1075.6	8.30561
411.11	1075.5	10.364
411.21	1075.4	10.2043
411.31	1075.3	16.6086
411.41	1075.2	1.53828
411.51	1075.1	22.3268
411.61	1075	-46.654
411.71	1074.9	-18.8145
411.81	1074.8	5.12749
411.91	1074.7	-2.19992
412.01	1074.6	16.4469
412.11	1074.5	24.4654
412.21	1074.4	20.9197
412.31	1074.3	9.70714
412.41	1074.2	-24.5568
412.51	1074.1	15.41
412.61	1074	21.0945
412.71	1073.9	-17.2082
412.81	1073.8	-3.99813
412.91	1073.7	-9.27538
413.01	1073.6	-2.48861
413.11	1073.5	-35.4199
413.21	1073.4	-36.5051
413.31	1073.3	-7.75703
413.41	1073.2	2.02941
413.51	1073.1	2.7004
413.61	1073	-10.2569
413.71	1072.9	-14.3424
413.81	1072.8	-4.69727
413.91	1072.7	-13.847
414.01	1072.6	1.74674
414.11	1072.5	-8.48004
414.21	1072.4	12.2803
414.31	1072.3	3.97654
414.41	1072.2	-16.6606
414.51	1072.1	16.6766
414.61	1072	-1.8837
414.71	1071.9	10.6714
414.81	1071.8	-0.119699
414.91	1071.7	-14.2954
415.01	1071.6	-2.54805
415.11	1071.5	3.94289
415.21	1071.4	0
415.31	1071.3	0
415.41	1071.2	0
415.51	1071.1	0
415.61	1071	0
415.71	1070.9	0
415.81	1070.8	0
415.91	1070.7	0
416.01	1070.6	0
416.11	1070.5	0
416.21	1070.4	0
416.31	1070.3	0
416.41	1070.2	0
416.51	1070.1	0
416.61	1070	0
