C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
479.21	1007.4	24892.7
479.31	1007.3	24933.4
479.41	1007.2	24821
479.51	1007.1	24929.9
479.61	1007	24873.7
479.71	1006.9	24906.2
479.81	1006.8	25042.6
479.91	1006.7	25133.2
480.01	1006.6	24889.1
480.11	1006.5	24999.6
480.21	1006.4	24910.4
480.31	1006.3	24900.2
480.41	1006.2	25003.7
480.51	1006.1	25010.8
480.61	1006	24925.2
480.71	1005.9	24929.4
480.81	1005.8	24961.7
480.91	1005.7	25040.1
481.01	1005.6	25044.6
481.11	1005.5	25026.9
481.21	1005.4	24868.6
481.31	1005.3	24920.3
481.41	1005.2	24868.7
481.51	1005.1	25007.5
481.61	1005	24969.2
481.71	1004.9	24992
481.81	1004.8	25011
481.91	1004.7	25014.7
482.01	1004.6	25030
482.11	1004.5	25085.4
482.21	1004.4	24979.5
482.31	1004.3	25029.8
482.41	1004.2	25122
482.51	1004.1	24929.9
482.61	1004	25018.1
482.71	1003.9	25076.6
482.81	1003.8	25009.7
482.91	1003.7	25047.3
483.01	1003.6	25104.7
483.11	1003.5	25091.5
483.21	1003.4	25128.3
483.31	1003.3	25236.2
483.41	1003.2	25179.1
483.51	1003.1	25159.1
483.61	1003	25013.4
483.71	1002.9	25109.8
483.81	1002.8	25285.7
483.91	1002.7	25209.8
484.01	1002.6	25182
484.11	1002.5	25055.4
484.21	1002.4	25134.7
484.31	1002.3	25147.1
484.41	1002.2	25227.8
484.51	1002.1	25224.5
484.61	1002	25371.3
484.71	1001.9	25449.4
484.81	1001.8	25236.5
484.91	1001.7	25325.4
485.01	1001.6	25441.3
485.11	1001.5	25242.1
485.21	1001.4	25309.1
485.31	1001.3	25312
485.41	1001.2	25415.5
485.51	1001.1	25354
485.61	1001	25201
485.71	1000.9	25298.7
485.81	1000.8	25276.5
