C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Ag3d
	Characteristic Energy eV	1486.61	Acquisition Time s	3.6
KE_Ag3d	BE_Ag3d	CPS_Ag3d
1036.61	450	2285.54
1036.71	449.9	2313.35
1036.81	449.8	2281.02
1036.91	449.7	2279.51
1037.01	449.6	2293.43
1037.11	449.5	2278.54
1037.21	449.4	2330.55
1037.31	449.3	2294.48
1037.41	449.2	2245.04
1037.51	449.1	2265.35
1037.61	449	2259.33
1037.71	448.9	2249.36
1037.81	448.8	2291.95
1037.91	448.7	2291.28
1038.01	448.6	2317.86
1038.11	448.5	2310.73
1038.21	448.4	2312.25
1038.31	448.3	2257.78
1038.41	448.2	2277.44
1038.51	448.1	2300.49
1038.61	448	2291.44
1038.71	447.9	2288.19
1038.81	447.8	2354.65
1038.91	447.7	2324.65
1039.01	447.6	2291.16
1039.11	447.5	2307.86
1039.21	447.4	2304.77
1039.31	447.3	2281.96
1039.41	447.2	2313.58
1039.51	447.1	2300.87
1039.61	447	2314.4
1039.71	446.9	2246.56
1039.81	446.8	2301.67
1039.91	446.7	2334.92
1040.01	446.6	2330.95
1040.11	446.5	2344.09
1040.21	446.4	2266.18
1040.31	446.3	2300.12
1040.41	446.2	2306.64
1040.51	446.1	2267.36
1040.61	446	2252.16
1040.71	445.9	2270.78
1040.81	445.8	2305
1040.91	445.7	2273.71
1041.01	445.6	2314.51
1041.11	445.5	2295.95
1041.21	445.4	2315.08
1041.31	445.3	2326.18
1041.41	445.2	2295.4
1041.51	445.1	2292.16
1041.61	445	2314.22
1041.71	444.9	2280.13
1041.81	444.8	2304.7
1041.91	444.7	2281.66
1042.01	444.6	2308.16
1042.11	444.5	2313.13
1042.21	444.4	2288.74
1042.31	444.3	2300.98
1042.41	444.2	2318.98
1042.51	444.1	2308.24
1042.61	444	2269.86
1042.71	443.9	2278.14
1042.81	443.8	2333.32
1042.91	443.7	2321.51
1043.01	443.6	2332.18
1043.11	443.5	2307.5
1043.21	443.4	2276.53
1043.31	443.3	2278.06
1043.41	443.2	2305.77
1043.51	443.1	2293.77
1043.61	443	2255.04
1043.71	442.9	2295.31
1043.81	442.8	2283.82
1043.91	442.7	2281.63
1044.01	442.6	2279.74
1044.11	442.5	2277.25
1044.21	442.4	2319.59
1044.31	442.3	2308.67
1044.41	442.2	2284.2
1044.51	442.1	2286.4
1044.61	442	2295.25
1044.71	441.9	2284.37
1044.81	441.8	2290.24
1044.91	441.7	2279.76
1045.01	441.6	2312.1
1045.11	441.5	2306.04
1045.21	441.4	2282.84
1045.31	441.3	2283.43
1045.41	441.2	2291.08
1045.51	441.1	2314.88
1045.61	441	2278.93
1045.71	440.9	2284.05
1045.81	440.8	2275.53
1045.91	440.7	2308.82
1046.01	440.6	2256.74
1046.11	440.5	2310.79
1046.21	440.4	2319.3
1046.31	440.3	2306.16
1046.41	440.2	2318.93
1046.51	440.1	2272.19
1046.61	440	2303.29
1046.71	439.9	2280.52
1046.81	439.8	2292.23
1046.91	439.7	2296.74
1047.01	439.6	2294.67
1047.11	439.5	2316.54
1047.21	439.4	2277.44
1047.31	439.3	2315.54
1047.41	439.2	2297.85
1047.51	439.1	2310.54
1047.61	439	2305.54
1047.71	438.9	2265.74
1047.81	438.8	2288.65
1047.91	438.7	2309.44
1048.01	438.6	2300.89
1048.11	438.5	2303.46
1048.21	438.4	2329.94
1048.31	438.3	2314.59
1048.41	438.2	2291.08
1048.51	438.1	2292.38
1048.61	438	2299.15
1048.71	437.9	2275.25
1048.81	437.8	2305.71
1048.91	437.7	2302.63
1049.01	437.6	2288.51
1049.11	437.5	2323.17
1049.21	437.4	2274.56
1049.31	437.3	2280.66
1049.41	437.2	2306.42
1049.51	437.1	2305.46
1049.61	437	2295.14
1049.71	436.9	2316.87
1049.81	436.8	2318.16
1049.91	436.7	2306.25
1050.01	436.6	2278.6
1050.11	436.5	2280.87
1050.21	436.4	2315.73
1050.31	436.3	2284.1
1050.41	436.2	2294.01
1050.51	436.1	2279.61
1050.61	436	2274.13
1050.71	435.9	2280.79
1050.81	435.8	2306.92
1050.91	435.7	2334.6
1051.01	435.6	2292.54
1051.11	435.5	2283.14
1051.21	435.4	2288.66
1051.31	435.3	2289.33
1051.41	435.2	2279.03
1051.51	435.1	2319.98
