C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Survey	BE_Pr:Survey	CPS_Pr:Survey	Background_Pr:Survey
1342.61	144	3371.35	3371.35
1343.11	143.5	3399.53	3399.53
1343.61	143	3389.22	3389.22
1344.11	142.5	3416.03	3416.03
1344.61	142	3400.12	3400.12
1345.11	141.5	3406.51	3406.51
1345.61	141	3425.98	3425.98
1346.11	140.5	3439.27	3439.27
1346.61	140	3446.89	3446.89
1347.11	139.5	3466.25	3466.25
1347.61	139	3489.4	3489.4
1348.11	138.5	3450.63	3450.63
1348.61	138	3490.84	3490.84
1349.11	137.5	3474.31	3474.31
1349.61	137	3487.12	3487.12
1350.11	136.5	3497.28	3497.28
1350.61	136	3536.23	3536.23
1351.11	135.5	3549.1	3549.1
1351.61	135	3547.91	3547.91
1352.11	134.5	3569.59	3569.59
1352.61	134	3539.23	3539.23
1353.11	133.5	3558.59	3558.59
1353.61	133	3596.22	3596.22
1354.11	132.5	3599.68	3599.68
1354.61	132	3601.93	3601.93
1355.11	131.5	3611.52	3611.52
1355.61	131	3599.25	3599.25
1356.11	130.5	3603.84	3603.84
1356.61	130	3624.5	3624.5
1357.11	129.5	3649.22	3649.22
1357.61	129	3638.57	3638.57
1358.11	128.5	3629.63	3629.63
1358.61	128	3691.09	3691.09
1359.11	127.5	3748.28	3748.28
1359.61	127	3760.17	3760.17
1360.11	126.5	3903.43	3903.43
1360.61	126	4028.44	4028.44
1361.11	125.5	4207.09	4207.09
1361.61	125	4509.66	4509.66
1362.11	124.5	4853.07	4853.07
1362.61	124	5388.36	5388.36
1363.11	123.5	5973.39	5973.39
1363.61	123	6435.5	6435.5
1364.11	122.5	6699.17	6699.17
1364.61	122	6477.53	6477.53
1365.11	121.5	5887.68	5887.68
1365.61	121	5148.56	5148.56
1366.11	120.5	4469.85	4469.85
1366.61	120	3964.2	3964.2
1367.11	119.5	3645.19	3645.19
1367.61	119	3440.37	3440.37
1368.11	118.5	3314.74	3314.74
1368.61	118	3238.26	3238.26
1369.11	117.5	3163.21	3163.21
1369.61	117	3111.76	3111.76
1370.11	116.5	3069.49	3069.49
1370.61	116	3022.82	3022.82
1371.11	115.5	3038.24	3038.24
1371.61	115	3034.63	3034.63
1372.11	114.5	2997.32	2997.32
1372.61	114	2991.61	2991.61
1373.11	113.5	3007.24	3007.24
1373.61	113	2986.69	2986.69
1374.11	112.5	2998.79	2998.79
1374.61	112	2982.47	2982.47
1375.11	111.5	3008.83	3008.83
1375.61	111	3001.38	3001.38
1376.11	110.5	2992.17	2992.17
1376.61	110	3014.1	3014.1
1377.11	109.5	3052.84	3052.84
1377.61	109	3060.32	3060.32
1378.11	108.5	3046	3046
1378.61	108	3055.18	3055.18
1379.11	107.5	3067.06	3067.06
1379.61	107	3057.5	3057.5
1380.11	106.5	3111.12	3111.12
1380.61	106	3099.08	3099.08
1381.11	105.5	3117.01	3117.01
1381.61	105	3101.08	3101.08
1382.11	104.5	3118.55	3118.55
1382.61	104	3148.58	3148.58
1383.11	103.5	3146.96	3146.96
1383.61	103	3182.99	3182.99
1384.11	102.5	3194.96	3194.96
1384.61	102	3217.81	3217.81
1385.11	101.5	3205.05	3205.05
1385.61	101	3239.68	3239.68
1386.11	100.5	3268.72	3268.72
1386.61	100	3262.91	3262.91
1387.11	99.5	3274.24	3274.24
1387.61	99	3284.91	3284.91
1388.11	98.5	3295.39	3295.39
1388.61	98	3307.27	3307.27
1389.11	97.5	3339.62	3339.62
1389.61	97	3369.05	3369.05
1390.11	96.5	3389.99	3389.99
1390.61	96	3404.62	3404.62
1391.11	95.5	3426.88	3426.88
1391.61	95	3427.4	3427.4
1392.11	94.5	3416.55	3416.55
1392.61	94	3403.14	3403.14
1393.11	93.5	3355.51	3355.51
1393.61	93	3352.08	3352.08
1394.11	92.5	3325.94	3325.94
1394.61	92	3271.06	3271.06
1395.11	91.5	3243.21	3243.21
1395.61	91	3236.69	3236.69
1396.11	90.5	3172.07	3172.07
1396.61	90	3137.17	3137.17
1397.11	89.5	3160.28	3160.28
1397.61	89	3177.18	3177.18
1398.11	88.5	3158.31	3158.31
1398.61	88	3170.41	3170.41
1399.11	87.5	3164.99	3164.99
1399.61	87	3149.08	3149.08
1400.11	86.5	3184.13	3184.13
1400.61	86	3187.81	3187.81
1401.11	85.5	3184.55	3184.55
1401.61	85	3179.79	3179.79
1402.11	84.5	3191.62	3191.62
1402.61	84	3208.73	3208.73
1403.11	83.5	3196.84	3196.84
1403.61	83	3233.78	3233.78
1404.11	82.5	3293.39	3293.39
1404.61	82	3416.72	3416.72
1405.11	81.5	3504.51	3504.51
1405.61	81	3702.91	3702.91
1406.11	80.5	4002.53	4002.53
1406.61	80	4389.96	4389.96
1407.11	79.5	4979.16	4979.16
1407.61	79	5755.31	5755.31
1408.11	78.5	6632.3	6632.3
1408.61	78	7583.93	7583.93
1409.11	77.5	8289	8289
1409.61	77	8849.94	8849.94
1410.11	76.5	9287.1	9287.1
1410.61	76	9651.54	9651.54
1411.11	75.5	9942.47	9942.47
1411.61	75	9638.06	9638.06
1412.11	74.5	8645.26	8645.26
1412.61	74	7062.53	7062.53
1413.11	73.5	5313.27	5313.27
1413.61	73	3915.03	3915.03
1414.11	72.5	2956.53	2956.53
1414.61	72	2361.49	2361.49
1415.11	71.5	1936.24	1936.24
1415.61	71	1666	1666
1416.11	70.5	1471.73	1471.73
1416.61	70	1324.43	1324.43
1417.11	69.5	1214.06	1214.06
1417.61	69	1123.39	1123.39
1418.11	68.5	1048.76	1048.76
1418.61	68	989.493	989.493
1419.11	67.5	953.898	953.898
1419.61	67	920.479	920.479
1420.11	66.5	896.184	896.184
1420.61	66	878.662	878.662
1421.11	65.5	853.168	853.168
1421.61	65	824.526	824.526
1422.11	64.5	813.618	813.618
1422.61	64	807.22	807.22
1423.11	63.5	800.066	800.066
1423.61	63	785.315	785.315
1424.11	62.5	772.863	772.863
1424.61	62	778.159	778.159
1425.11	61.5	764.058	764.058
1425.61	61	752.421	752.421
1426.11	60.5	753.505	753.505
1426.61	60	758.606	758.606
1427.11	59.5	748.957	748.957
1427.61	59	746.263	746.263
1428.11	58.5	731.561	731.561
1428.61	58	739.83	739.83
1429.11	57.5	741.309	741.309
1429.61	57	730.257	730.257
1430.11	56.5	737.572	737.572
1430.61	56	744.942	744.942
1431.11	55.5	732.551	732.551
1431.61	55	726.016	726.016
1432.11	54.5	722.854	722.854
1432.61	54	732.286	732.286
1433.11	53.5	734.326	734.326
1433.61	53	735.559	735.559
1434.11	52.5	725.381	725.381
1434.61	52	727.435	727.435
1435.11	51.5	734.32	734.32
1435.61	51	734.486	734.486
1436.11	50.5	733.574	733.574
1436.61	50	735.007	735.007
1437.11	49.5	726.982	726.982
1437.61	49	735.527	735.527
1438.11	48.5	736.953	736.953
1438.61	48	748.835	748.835
1439.11	47.5	744.51	744.51
1439.61	47	745.164	745.164
1440.11	46.5	744.833	744.833
1440.61	46	746.322	746.322
1441.11	45.5	757.751	757.751
1441.61	45	757.711	757.711
