C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Survey	BE_Pr:Survey	CPS_Pr:Survey	Background_Pr:Survey
1385.11	101.5	645.896	645.896
1385.61	101	627.131	627.131
1386.11	100.5	634.481	634.481
1386.61	100	647.962	647.962
1387.11	99.5	648.746	648.746
1387.61	99	648.286	648.286
1388.11	98.5	645.476	645.476
1388.61	98	642.486	642.486
1389.11	97.5	648.45	648.45
1389.61	97	652.078	652.078
1390.11	96.5	655.485	655.485
1390.61	96	657.784	657.784
1391.11	95.5	656.852	656.852
1391.61	95	652.239	652.239
1392.11	94.5	659.162	659.162
1392.61	94	641.2	641.2
1393.11	93.5	638.041	638.041
1393.61	93	629.374	629.374
1394.11	92.5	610.44	610.44
1394.61	92	612.788	612.788
1395.11	91.5	586.663	586.663
1395.61	91	587.789	587.789
1396.11	90.5	575.036	575.036
1396.61	90	558.733	558.733
1397.11	89.5	549.076	549.076
1397.61	89	530.539	530.539
1398.11	88.5	523.977	523.977
1398.61	88	509.724	509.724
1399.11	87.5	511.774	511.774
1399.61	87	506.438	506.438
1400.11	86.5	505.192	505.192
1400.61	86	502.073	502.073
1401.11	85.5	505.967	505.967
1401.61	85	500.753	500.753
1402.11	84.5	503.984	503.984
1402.61	84	490.548	490.548
1403.11	83.5	491.232	491.232
1403.61	83	489.004	489.004
1404.11	82.5	487.21	487.21
1404.61	82	480.752	480.752
1405.11	81.5	478.776	478.776
1405.61	81	477.924	477.924
1406.11	80.5	500.81	500.81
1406.61	80	537.811	537.811
1407.11	79.5	584.023	584.023
1407.61	79	646.922	646.922
1408.11	78.5	718.857	718.857
1408.61	78	803.422	803.422
1409.11	77.5	886.179	886.179
1409.61	77	944.262	944.262
1410.11	76.5	981.278	981.278
1410.61	76	1013.87	1013.87
1411.11	75.5	1037.18	1037.18
1411.61	75	1023.78	1023.78
1412.11	74.5	937.053	937.053
1412.61	74	785.748	785.748
1413.11	73.5	629.597	629.597
1413.61	73	493.306	493.306
1414.11	72.5	405.832	405.832
1414.61	72	350.411	350.411
1415.11	71.5	312.023	312.023
1415.61	71	289.971	289.971
1416.11	70.5	276.703	276.703
1416.61	70	254.497	254.497
1417.11	69.5	244.043	244.043
1417.61	69	241.919	241.919
1418.11	68.5	229.779	229.779
1418.61	68	222.543	222.543
1419.11	67.5	225.138	225.138
1419.61	67	218.855	218.855
1420.11	66.5	217.666	217.666
1420.61	66	213.237	213.237
1421.11	65.5	217.999	217.999
1421.61	65	217.495	217.495
1422.11	64.5	213.48	213.48
1422.61	64	205.469	205.469
1423.11	63.5	209.127	209.127
1423.61	63	211.355	211.355
1424.11	62.5	205.378	205.378
1424.61	62	206.997	206.997
1425.11	61.5	209.75	209.75
1425.61	61	203.912	203.912
1426.11	60.5	203.581	203.581
1426.61	60	200.14	200.14
1427.11	59.5	200.388	200.388
1427.61	59	205.962	205.962
1428.11	58.5	205.55	205.55
1428.61	58	208.236	208.236
1429.11	57.5	207.493	207.493
1429.61	57	206.362	206.362
1430.11	56.5	198.619	198.619
1430.61	56	201.108	201.108
1431.11	55.5	206.983	206.983
1431.61	55	204.334	204.334
1432.11	54.5	202.142	202.142
1432.61	54	204.289	204.289
1433.11	53.5	208.494	208.494
1433.61	53	203.198	203.198
1434.11	52.5	200.503	200.503
1434.61	52	197.693	197.693
1435.11	51.5	206.082	206.082
1435.61	51	198.155	198.155
1436.11	50.5	199.097	199.097
1436.61	50	201.529	201.529
1437.11	49.5	204.41	204.41
1437.61	49	204.778	204.778
1438.11	48.5	207.645	207.645
1438.61	48	205.666	205.666
1439.11	47.5	198.228	198.228
1439.61	47	200.75	200.75
1440.11	46.5	200.45	200.45
1440.61	46	204.092	204.092
1441.11	45.5	207.246	207.246
1441.61	45	209.073	209.073
