C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Au4f
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Au4f	BE_Au4f	CPS_Au4f
1311.61	175	3137.08
1311.71	174.9	3122.68
1311.81	174.8	3144.98
1311.91	174.7	3154.95
1312.01	174.6	3155.38
1312.11	174.5	3168.25
1312.21	174.4	3101.58
1312.31	174.3	3127.18
1312.41	174.2	3155.39
1312.51	174.1	3150.7
1312.61	174	3192.28
1312.71	173.9	3153.38
1312.81	173.8	3155.29
1312.91	173.7	3187.16
1313.01	173.6	3143.56
1313.11	173.5	3142.73
1313.21	173.4	3136.39
1313.31	173.3	3194.13
1313.41	173.2	3194.74
1313.51	173.1	3161.93
1313.61	173	3171.83
1313.71	172.9	3187.52
1313.81	172.8	3190.31
1313.91	172.7	3192.67
1314.01	172.6	3177.84
1314.11	172.5	3173.1
1314.21	172.4	3208.21
1314.31	172.3	3218.01
1314.41	172.2	3212.32
1314.51	172.1	3121.09
1314.61	172	3138.92
1314.71	171.9	3122.01
1314.81	171.8	3183.32
1314.91	171.7	3163.09
1315.01	171.6	3170.39
1315.11	171.5	3173.13
1315.21	171.4	3206.05
1315.31	171.3	3175.83
1315.41	171.2	3204.89
1315.51	171.1	3179.91
1315.61	171	3162.46
1315.71	170.9	3180.98
1315.81	170.8	3175.49
1315.91	170.7	3191.18
1316.01	170.6	3155.33
1316.11	170.5	3206.89
1316.21	170.4	3250.58
1316.31	170.3	3196.32
1316.41	170.2	3162.5
1316.51	170.1	3143.96
1316.61	170	3156.33
1316.71	169.9	3173.97
1316.81	169.8	3167.85
1316.91	169.7	3188.85
1317.01	169.6	3164.13
1317.11	169.5	3112.12
1317.21	169.4	3178.66
1317.31	169.3	3190.46
1317.41	169.2	3154.35
1317.51	169.1	3166.64
1317.61	169	3193.74
1317.71	168.9	3194.94
1317.81	168.8	3176.76
1317.91	168.7	3222.98
1318.01	168.6	3214.44
1318.11	168.5	3188.98
1318.21	168.4	3163.95
1318.31	168.3	3219.9
1318.41	168.2	3189.35
1318.51	168.1	3209.62
1318.61	168	3171.25
1318.71	167.9	3208.66
1318.81	167.8	3211.1
1318.91	167.7	3156.6
1319.01	167.6	3198.26
1319.11	167.5	3213.74
1319.21	167.4	3160.34
1319.31	167.3	3205.72
1319.41	167.2	3163.53
1319.51	167.1	3178.45
1319.61	167	3203.6
1319.71	166.9	3205.2
1319.81	166.8	3158.08
1319.91	166.7	3193.82
1320.01	166.6	3149.38
1320.11	166.5	3219.01
1320.21	166.4	3188.25
1320.31	166.3	3222.81
1320.41	166.2	3285.99
1320.51	166.1	3182.88
1320.61	166	3204.14
1320.71	165.9	3212.86
1320.81	165.8	3215.99
1320.91	165.7	3204.09
1321.01	165.6	3218.99
1321.11	165.5	3200.62
1321.21	165.4	3199.57
1321.31	165.3	3232.98
1321.41	165.2	3208.87
1321.51	165.1	3201.23
1321.61	165	3154.71
1321.71	164.9	3211.55
1321.81	164.8	3235.01
1321.91	164.7	3187.97
1322.01	164.6	3211.24
1322.11	164.5	3217.61
1322.21	164.4	3210.43
1322.31	164.3	3207.93
1322.41	164.2	3180.49
1322.51	164.1	3211.04
1322.61	164	3203.03
1322.71	163.9	3228.41
1322.81	163.8	3238.98
1322.91	163.7	3256.05
1323.01	163.6	3224.57
1323.11	163.5	3249
1323.21	163.4	3223.6
1323.31	163.3	3188.87
1323.41	163.2	3241.1
1323.51	163.1	3236.25
1323.61	163	3242.25
1323.71	162.9	3216.45
1323.81	162.8	3191.19
1323.91	162.7	3196
1324.01	162.6	3210.36
1324.11	162.5	3201.58
1324.21	162.4	3186.16
1324.31	162.3	3226.67
1324.41	162.2	3240.45
1324.51	162.1	3245.64
1324.61	162	3223.02
1324.71	161.9	3203.23
1324.81	161.8	3252.9
1324.91	161.7	3266.44
1325.01	161.6	3210.51
1325.11	161.5	3267.23
1325.21	161.4	3232.6
1325.31	161.3	3249.13
1325.41	161.2	3230.07
1325.51	161.1	3198.7
1325.61	161	3232.87
1325.71	160.9	3268.36
1325.81	160.8	3236.93
1325.91	160.7	3220.48
1326.01	160.6	3217.05
1326.11	160.5	3230.85
1326.21	160.4	3228.5
1326.31	160.3	3277.41
1326.41	160.2	3294.46
1326.51	160.1	3243.14
1326.61	160	3234.46
1326.71	159.9	3238.22
1326.81	159.8	3263.07
1326.91	159.7	3249.57
1327.01	159.6	3241.62
1327.11	159.5	3271.56
1327.21	159.4	3277.09
1327.31	159.3	3239.81
1327.41	159.2	3284.35
1327.51	159.1	3221.96
1327.61	159	3241.4
1327.71	158.9	3285.05
1327.81	158.8	3240.22
1327.91	158.7	3220.41
1328.01	158.6	3257.93
1328.11	158.5	3268.77
1328.21	158.4	3225.02
1328.31	158.3	3244.71
1328.41	158.2	3274.09
1328.51	158.1	3272.12
1328.61	158	3233.77
1328.71	157.9	3174.71
1328.81	157.8	3262.88
1328.91	157.7	3227.88
1329.01	157.6	3229.66
1329.11	157.5	3274.34
1329.21	157.4	3232.41
1329.31	157.3	3258.95
1329.41	157.2	3252.08
1329.51	157.1	3259.57
1329.61	157	3287.61
1329.71	156.9	3264.94
1329.81	156.8	3328.55
1329.91	156.7	3284.25
1330.01	156.6	3286.85
1330.11	156.5	3253.36
1330.21	156.4	3222.98
1330.31	156.3	3229.64
1330.41	156.2	3274.54
1330.51	156.1	3288.86
1330.61	156	3272.36
1330.71	155.9	3292.7
1330.81	155.8	3274.48
1330.91	155.7	3258.67
1331.01	155.6	3259.58
1331.11	155.5	3272.18
1331.21	155.4	3288.44
1331.31	155.3	3286.83
1331.41	155.2	3261.27
1331.51	155.1	3292.55
1331.61	155	3245.73
1331.71	154.9	3287.35
1331.81	154.8	3298.24
1331.91	154.7	3326.86
1332.01	154.6	3298.31
1332.11	154.5	3303.66
1332.21	154.4	3254.34
1332.31	154.3	3263.72
1332.41	154.2	3277.35
1332.51	154.1	3255.01
1332.61	154	3289.86
1332.71	153.9	3280.27
1332.81	153.8	3305.37
1332.91	153.7	3303.21
1333.01	153.6	3203
1333.11	153.5	3248.08
1333.21	153.4	3309.01
1333.31	153.3	3306.79
1333.41	153.2	3284.88
1333.51	153.1	3303.36
1333.61	153	3306.38
1333.71	152.9	3269.04
1333.81	152.8	3317.28
1333.91	152.7	3294.42
1334.01	152.6	3226.31
1334.11	152.5	3339.05
1334.21	152.4	3301.11
1334.31	152.3	3315.96
1334.41	152.2	3335.66
1334.51	152.1	3377.27
1334.61	152	3299.88
1334.71	151.9	3298.78
1334.81	151.8	3271.32
1334.91	151.7	3287.29
1335.01	151.6	3289.41
1335.11	151.5	3353.82
1335.21	151.4	3319.54
1335.31	151.3	3375.35
1335.41	151.2	3301.51
1335.51	151.1	3315.59
1335.61	151	3358.36
1335.71	150.9	3313.6
1335.81	150.8	3361
1335.91	150.7	3306.22
1336.01	150.6	3300.66
1336.11	150.5	3281.75
1336.21	150.4	3314.52
1336.31	150.3	3308.76
1336.41	150.2	3350.24
1336.51	150.1	3329.08
1336.61	150	3308.67
1336.71	149.9	3327.25
1336.81	149.8	3335.31
1336.91	149.7	3320.62
1337.01	149.6	3315.37
1337.11	149.5	3339.56
1337.21	149.4	3324.81
1337.31	149.3	3340.45
1337.41	149.2	3334.61
1337.51	149.1	3280.74
1337.61	149	3260.81
1337.71	148.9	3289.62
1337.81	148.8	3303.87
1337.91	148.7	3346.02
1338.01	148.6	3274.81
1338.11	148.5	3311.76
1338.21	148.4	3315.97
1338.31	148.3	3300.74
1338.41	148.2	3316.51
1338.51	148.1	3332.61
1338.61	148	3337.07
1338.71	147.9	3337.64
1338.81	147.8	3293.6
1338.91	147.7	3329.51
1339.01	147.6	3345.11
1339.11	147.5	3339.48
1339.21	147.4	3297.62
1339.31	147.3	3277.31
1339.41	147.2	3358.34
1339.51	147.1	3302.16
1339.61	147	3318.08
1339.71	146.9	3296.18
1339.81	146.8	3340.74
1339.91	146.7	3334.49
1340.01	146.6	3330.85
1340.11	146.5	3327.67
1340.21	146.4	3316.94
1340.31	146.3	3310.75
1340.41	146.2	3340.8
1340.51	146.1	3349.31
1340.61	146	3288.53
1340.71	145.9	3300.99
1340.81	145.8	3319.48
1340.91	145.7	3347.78
1341.01	145.6	3265.39
1341.11	145.5	3287.79
1341.21	145.4	3310.85
1341.31	145.3	3304.38
1341.41	145.2	3340.99
1341.51	145.1	3347.55
1341.61	145	3344.13
1341.71	144.9	3354.28
1341.81	144.8	3337.24
1341.91	144.7	3305.93
1342.01	144.6	3354.77
1342.11	144.5	3351.68
1342.21	144.4	3316.76
1342.31	144.3	3336.05
1342.41	144.2	3384.78
1342.51	144.1	3288.57
1342.61	144	3317.08
1342.71	143.9	3334.16
1342.81	143.8	3295.88
1342.91	143.7	3334.49
1343.01	143.6	3313.79
1343.11	143.5	3289.25
1343.21	143.4	3332.9
1343.31	143.3	3370.88
1343.41	143.2	3317.43
1343.51	143.1	3319.91
1343.61	143	3278.83
1343.71	142.9	3311.59
1343.81	142.8	3340.13
1343.91	142.7	3343.88
1344.01	142.6	3353.57
1344.11	142.5	3367.24
1344.21	142.4	3334.36
1344.31	142.3	3341.56
1344.41	142.2	3350.36
1344.51	142.1	3308.39
1344.61	142	3336.32
1344.71	141.9	3329.72
1344.81	141.8	3308.25
1344.91	141.7	3315.26
1345.01	141.6	3360.73
1345.11	141.5	3283.71
1345.21	141.4	3325.98
1345.31	141.3	3319.74
1345.41	141.2	3324.33
1345.51	141.1	3327.9
1345.61	141	3324.96
1345.71	140.9	3340.04
1345.81	140.8	3347.66
1345.91	140.7	3358.47
1346.01	140.6	3330.23
1346.11	140.5	3377.33
1346.21	140.4	3355
1346.31	140.3	3349.89
1346.41	140.2	3362.88
1346.51	140.1	3328.76
1346.61	140	3339.47
1346.71	139.9	3332.91
1346.81	139.8	3343.7
1346.91	139.7	3377.88
1347.01	139.6	3379.93
1347.11	139.5	3389.04
1347.21	139.4	3395.96
1347.31	139.3	3336.6
1347.41	139.2	3350.83
1347.51	139.1	3346.15
1347.61	139	3329.21
1347.71	138.9	3372.34
1347.81	138.8	3367.52
1347.91	138.7	3376.34
1348.01	138.6	3406.67
1348.11	138.5	3407.5
1348.21	138.4	3344.68
1348.31	138.3	3340.06
1348.41	138.2	3361.71
1348.51	138.1	3380.74
1348.61	138	3310.78
1348.71	137.9	3321.15
1348.81	137.8	3346.3
1348.91	137.7	3333.9
1349.01	137.6	3368.91
1349.11	137.5	3382.38
1349.21	137.4	3339.96
1349.31	137.3	3364.27
1349.41	137.2	3335.9
1349.51	137.1	3386.28
1349.61	137	3347.52
1349.71	136.9	3388.1
1349.81	136.8	3357.61
1349.91	136.7	3345.45
1350.01	136.6	3374.02
1350.11	136.5	3390.02
1350.21	136.4	3311.39
1350.31	136.3	3377.97
1350.41	136.2	3370.42
1350.51	136.1	3398.43
1350.61	136	3385.43
1350.71	135.9	3370.06
1350.81	135.8	3353.93
1350.91	135.7	3341.87
1351.01	135.6	3373.55
1351.11	135.5	3361.05
1351.21	135.4	3334.98
1351.31	135.3	3338.29
1351.41	135.2	3416.39
