C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX318_CEC356_Au Ag Cu in N2_clean.vms
Ag3d
	Characteristic Energy eV	1486.61	Acquisition Time s	3.6
KE_Ag3d	BE_Ag3d	CPS_Ag3d
1036.61	450	2144.46
1036.71	449.9	2132.27
1036.81	449.8	2138.62
1036.91	449.7	2126.91
1037.01	449.6	2154.07
1037.11	449.5	2159.79
1037.21	449.4	2147.24
1037.31	449.3	2143.72
1037.41	449.2	2153.51
1037.51	449.1	2138.46
1037.61	449	2154.96
1037.71	448.9	2149.58
1037.81	448.8	2152
1037.91	448.7	2115.08
1038.01	448.6	2163.04
1038.11	448.5	2163.05
1038.21	448.4	2151.44
1038.31	448.3	2121.02
1038.41	448.2	2115.26
1038.51	448.1	2138.78
1038.61	448	2150.97
1038.71	447.9	2149.51
1038.81	447.8	2154.46
1038.91	447.7	2161.05
1039.01	447.6	2153.45
1039.11	447.5	2164.27
1039.21	447.4	2159.41
1039.31	447.3	2148.59
1039.41	447.2	2160.87
1039.51	447.1	2139.99
1039.61	447	2145.68
1039.71	446.9	2165.54
1039.81	446.8	2163.1
1039.91	446.7	2164.36
1040.01	446.6	2151.52
1040.11	446.5	2172.38
1040.21	446.4	2158.57
1040.31	446.3	2150.74
1040.41	446.2	2189.99
1040.51	446.1	2143.06
1040.61	446	2141.39
1040.71	445.9	2174.43
1040.81	445.8	2191.66
1040.91	445.7	2138.89
1041.01	445.6	2123.85
1041.11	445.5	2169.43
1041.21	445.4	2178.94
1041.31	445.3	2159.35
1041.41	445.2	2162.11
1041.51	445.1	2150.37
1041.61	445	2149.53
1041.71	444.9	2132.6
1041.81	444.8	2204.8
1041.91	444.7	2168.49
1042.01	444.6	2147.75
1042.11	444.5	2163.12
1042.21	444.4	2165.51
1042.31	444.3	2151.67
1042.41	444.2	2168.12
1042.51	444.1	2163.81
1042.61	444	2156.6
1042.71	443.9	2175.34
1042.81	443.8	2129.48
1042.91	443.7	2156.99
1043.01	443.6	2168.6
1043.11	443.5	2164.33
1043.21	443.4	2169.23
1043.31	443.3	2182.72
1043.41	443.2	2164.07
1043.51	443.1	2132.34
1043.61	443	2161.32
1043.71	442.9	2160.67
1043.81	442.8	2165.49
1043.91	442.7	2150.88
1044.01	442.6	2152.15
1044.11	442.5	2159.91
1044.21	442.4	2154.06
1044.31	442.3	2166.37
1044.41	442.2	2165.76
1044.51	442.1	2151.38
1044.61	442	2161.37
1044.71	441.9	2145.83
1044.81	441.8	2150.85
1044.91	441.7	2179.74
1045.01	441.6	2157.61
1045.11	441.5	2145.56
1045.21	441.4	2154.14
1045.31	441.3	2155.48
1045.41	441.2	2173.5
1045.51	441.1	2174.07
1045.61	441	2159.06
1045.71	440.9	2156.09
1045.81	440.8	2161.92
1045.91	440.7	2148.92
1046.01	440.6	2154.33
1046.11	440.5	2176.95
1046.21	440.4	2196
1046.31	440.3	2152.28
1046.41	440.2	2169.05
1046.51	440.1	2148.01
1046.61	440	2173.03
1046.71	439.9	2153.91
1046.81	439.8	2156.4
1046.91	439.7	2172.47
1047.01	439.6	2154.66
1047.11	439.5	2201.04
1047.21	439.4	2178.88
1047.31	439.3	2157.61
1047.41	439.2	2163.69
1047.51	439.1	2172.11
1047.61	439	2172.69
1047.71	438.9	2139.05
1047.81	438.8	2146.68
1047.91	438.7	2184.79
1048.01	438.6	2169.23
1048.11	438.5	2181.76
1048.21	438.4	2183.15
1048.31	438.3	2187.7
1048.41	438.2	2184.37
1048.51	438.1	2179.64
1048.61	438	2183.26
1048.71	437.9	2194.31
1048.81	437.8	2169.41
1048.91	437.7	2162.77
1049.01	437.6	2133.9
1049.11	437.5	2144.41
1049.21	437.4	2149.56
1049.31	437.3	2179.34
1049.41	437.2	2165.77
1049.51	437.1	2171.53
1049.61	437	2200.09
1049.71	436.9	2203.38
1049.81	436.8	2207.24
1049.91	436.7	2173.25
1050.01	436.6	2176.52
1050.11	436.5	2185.8
1050.21	436.4	2204.39
1050.31	436.3	2178.45
1050.41	436.2	2200.7
1050.51	436.1	2196.42
1050.61	436	2213.13
1050.71	435.9	2199.16
1050.81	435.8	2218.83
1050.91	435.7	2191.67
1051.01	435.6	2201.46
1051.11	435.5	2210.52
1051.21	435.4	2221.1
1051.31	435.3	2218.52
1051.41	435.2	2225.01
1051.51	435.1	2191.79
1051.61	435	2170.11
1051.71	434.9	2188.76
1051.81	434.8	2183.99
1051.91	434.7	2203.79
1052.01	434.6	2215.27
1052.11	434.5	2183.37
1052.21	434.4	2204.96
1052.31	434.3	2198.71
1052.41	434.2	2187.88
1052.51	434.1	2189.74
1052.61	434	2194.1
1052.71	433.9	2190.77
1052.81	433.8	2165.41
1052.91	433.7	2173.5
1053.01	433.6	2200.94
1053.11	433.5	2188.61
1053.21	433.4	2161.8
1053.31	433.3	2172.97
1053.41	433.2	2160.94
1053.51	433.1	2176.3
1053.61	433	2199.26
1053.71	432.9	2199.09
1053.81	432.8	2198.52
1053.91	432.7	2205.3
1054.01	432.6	2191.1
1054.11	432.5	2209.87
1054.21	432.4	2166.38
1054.31	432.3	2159.84
1054.41	432.2	2170.86
1054.51	432.1	2178.37
1054.61	432	2179.18
1054.71	431.9	2171.17
1054.81	431.8	2177.05
1054.91	431.7	2187.38
1055.01	431.6	2181.46
1055.11	431.5	2154.82
1055.21	431.4	2165.94
1055.31	431.3	2185.73
1055.41	431.2	2200.89
1055.51	431.1	2171.93
1055.61	431	2141.71
1055.71	430.9	2163.97
1055.81	430.8	2198.59
1055.91	430.7	2182.15
1056.01	430.6	2186.77
1056.11	430.5	2182.96
1056.21	430.4	2189.77
1056.31	430.3	2199.35
1056.41	430.2	2199.4
1056.51	430.1	2168.71
1056.61	430	2184.67
1056.71	429.9	2190.19
1056.81	429.8	2185.23
1056.91	429.7	2213.81
1057.01	429.6	2192.94
1057.11	429.5	2199.45
1057.21	429.4	2184.66
1057.31	429.3	2161.44
1057.41	429.2	2163.84
1057.51	429.1	2200.95
1057.61	429	2191.56
1057.71	428.9	2193.53
1057.81	428.8	2220.24
1057.91	428.7	2202.96
1058.01	428.6	2223.45
1058.11	428.5	2194.29
1058.21	428.4	2158.08
1058.31	428.3	2173.02
1058.41	428.2	2190.82
1058.51	428.1	2169.68
1058.61	428	2179.13
1058.71	427.9	2177.78
1058.81	427.8	2172.51
1058.91	427.7	2175.62
1059.01	427.6	2158.98
1059.11	427.5	2159.2
1059.21	427.4	2175.03
1059.31	427.3	2175.28
1059.41	427.2	2167.68
1059.51	427.1	2153.54
1059.61	427	2149.91
1059.71	426.9	2152.58
1059.81	426.8	2152.4
1059.91	426.7	2163.88
1060.01	426.6	2143.95
1060.11	426.5	2157.77
1060.21	426.4	2167.49
1060.31	426.3	2168.21
1060.41	426.2	2151.34
1060.51	426.1	2161.01
1060.61	426	2143.11
1060.71	425.9	2146.32
1060.81	425.8	2152.97
1060.91	425.7	2193.41
1061.01	425.6	2192.15
1061.11	425.5	2199
1061.21	425.4	2197.22
1061.31	425.3	2190.81
1061.41	425.2	2201.66
1061.51	425.1	2199.09
1061.61	425	2183.94
1061.71	424.9	2193.86
1061.81	424.8	2203.89
1061.91	424.7	2172.74
1062.01	424.6	2179.34
1062.11	424.5	2171.19
1062.21	424.4	2160.32
1062.31	424.3	2179.34
1062.41	424.2	2199.38
1062.51	424.1	2171.08
1062.61	424	2188.02
1062.71	423.9	2205.79
1062.81	423.8	2224.03
1062.91	423.7	2175.92
1063.01	423.6	2184.92
1063.11	423.5	2213.28
1063.21	423.4	2206.3
1063.31	423.3	2209.21
1063.41	423.2	2208.25
1063.51	423.1	2194.46
1063.61	423	2201.28
1063.71	422.9	2231.89
1063.81	422.8	2221.81
1063.91	422.7	2208.92
1064.01	422.6	2216.61
1064.11	422.5	2268.98
1064.21	422.4	2244.5
1064.31	422.3	2256.79
1064.41	422.2	2284.52
1064.51	422.1	2288.78
1064.61	422	2264.61
1064.71	421.9	2272.73
1064.81	421.8	2290.62
1064.91	421.7	2321.53
1065.01	421.6	2302.98
1065.11	421.5	2308.63
1065.21	421.4	2285.25
1065.31	421.3	2270.32
1065.41	421.2	2267.66
1065.51	421.1	2253.17
1065.61	421	2221.85
1065.71	420.9	2205.47
1065.81	420.8	2207.63
1065.91	420.7	2221.38
1066.01	420.6	2233.18
1066.11	420.5	2221.03
1066.21	420.4	2217.68
1066.31	420.3	2268.19
1066.41	420.2	2249.34
1066.51	420.1	2282.78
1066.61	420	2299.15
1066.71	419.9	2348.35
1066.81	419.8	2353.45
1066.91	419.7	2321.58
1067.01	419.6	2337.14
1067.11	419.5	2343.73
1067.21	419.4	2304.62
1067.31	419.3	2289.29
1067.41	419.2	2307.29
1067.51	419.1	2317.2
1067.61	419	2359.39
1067.71	418.9	2373.74
1067.81	418.8	2417.47
1067.91	418.7	2402.72
1068.01	418.6	2466.91
1068.11	418.5	2446.63
1068.21	418.4	2403.12
1068.31	418.3	2361.79
1068.41	418.2	2280.99
1068.51	418.1	2234.03
1068.61	418	2175.41
1068.71	417.9	2124.41
1068.81	417.8	2095.53
1068.91	417.7	2089.63
1069.01	417.6	2084.26
1069.11	417.5	2068.14
1069.21	417.4	2103.52
1069.31	417.3	2077.53
1069.41	417.2	2089.32
1069.51	417.1	2094.95
1069.61	417	2065.5
1069.71	416.9	2056.44
1069.81	416.8	2057.84
1069.91	416.7	2050.61
1070.01	416.6	2058.07
1070.11	416.5	2041.14
1070.21	416.4	2075.18
1070.31	416.3	2114.76
1070.41	416.2	2096.04
1070.51	416.1	2085.13
1070.61	416	2070.88
1070.71	415.9	2081.13
1070.81	415.8	2062.59
1070.91	415.7	2091.31
1071.01	415.6	2114.82
1071.11	415.5	2076.27
1071.21	415.4	2087.19
1071.31	415.3	2105.23
1071.41	415.2	2115.56
1071.51	415.1	2123.1
1071.61	415	2100.71
1071.71	414.9	2097.79
1071.81	414.8	2089.97
1071.91	414.7	2074.89
1072.01	414.6	2100.66
1072.11	414.5	2101.98
1072.21	414.4	2086.41
1072.31	414.3	2082.76
1072.41	414.2	2083.1
1072.51	414.1	2091.78
1072.61	414	2050.27
1072.71	413.9	2031.76
1072.81	413.8	2062.04
1072.91	413.7	2079.21
1073.01	413.6	2030.19
1073.11	413.5	2051.8
1073.21	413.4	2037.14
1073.31	413.3	2044.06
1073.41	413.2	2021.33
1073.51	413.1	2010.79
1073.61	413	2002.43
1073.71	412.9	2020.42
1073.81	412.8	2051.95
1073.91	412.7	2072.63
1074.01	412.6	2072.7
1074.11	412.5	2051.95
1074.21	412.4	2025.16
1074.31	412.3	2037.31
1074.41	412.2	2051.96
1074.51	412.1	2041.37
1074.61	412	2066.05
1074.71	411.9	2061.26
1074.81	411.8	2056.15
1074.91	411.7	2048.44
1075.01	411.6	2021.38
1075.11	411.5	2066.02
1075.21	411.4	2049.73
1075.31	411.3	2045.52
1075.41	411.2	2028.92
1075.51	411.1	2021.4
1075.61	411	2026.98
1075.71	410.9	2039.07
1075.81	410.8	2040.56
1075.91	410.7	2056.46
1076.01	410.6	2046.44
1076.11	410.5	2010.29
1076.21	410.4	2030.52
1076.31	410.3	2044.8
1076.41	410.2	2038.09
1076.51	410.1	2009.33
1076.61	410	2032.59
1076.71	409.9	2032.61
1076.81	409.8	2043.51
1076.91	409.7	2021
1077.01	409.6	2047.32
1077.11	409.5	2038.53
1077.21	409.4	2039.28
1077.31	409.3	2018.06
1077.41	409.2	2041.99
1077.51	409.1	2035.32
1077.61	409	2040.98
1077.71	408.9	2039.77
1077.81	408.8	2031.11
1077.91	408.7	2028.72
1078.01	408.6	2029.54
1078.11	408.5	2034.59
1078.21	408.4	2041.13
1078.31	408.3	2026.1
1078.41	408.2	2001.74
1078.51	408.1	2019.34
1078.61	408	2036.5
1078.71	407.9	2023.62
1078.81	407.8	2039.24
1078.91	407.7	2043
1079.01	407.6	2044
1079.11	407.5	2050.67
1079.21	407.4	2044.85
1079.31	407.3	2050.86
1079.41	407.2	2088
1079.51	407.1	2065.37
1079.61	407	2052.7
1079.71	406.9	2073.86
1079.81	406.8	2080.94
1079.91	406.7	2100.64
1080.01	406.6	2128.43
1080.11	406.5	2183.29
1080.21	406.4	2276.02
1080.31	406.3	2387.55
1080.41	406.2	2632.33
1080.51	406.1	2981.88
1080.61	406	3447.25
1080.71	405.9	3974
1080.81	405.8	4488.76
1080.91	405.7	4903.74
1081.01	405.6	4936.33
1081.11	405.5	4669.84
1081.21	405.4	4200.35
1081.31	405.3	3559.8
1081.41	405.2	2948.7
1081.51	405.1	2575.56
1081.61	405	2336.35
1081.71	404.9	2183.05
1081.81	404.8	2142.99
1081.91	404.7	2142.54
1082.01	404.6	2083.91
1082.11	404.5	2052.55
1082.21	404.4	2083.68
1082.31	404.3	2074.1
1082.41	404.2	2035.27
1082.51	404.1	2047.32
1082.61	404	2042.17
1082.71	403.9	2037.74
1082.81	403.8	2053.99
1082.91	403.7	2026.95
1083.01	403.6	2002.92
1083.11	403.5	2018.57
1083.21	403.4	2031.13
1083.31	403.3	2041.25
1083.41	403.2	2017.12
1083.51	403.1	2022.08
1083.61	403	2028.11
1083.71	402.9	2047.34
1083.81	402.8	2022.41
1083.91	402.7	2027.73
1084.01	402.6	2037.34
1084.11	402.5	2039.43
1084.21	402.4	2016.66
1084.31	402.3	2009.02
1084.41	402.2	2010.78
1084.51	402.1	2016.69
1084.61	402	2021.9
1084.71	401.9	2022.7
1084.81	401.8	2001.33
1084.91	401.7	2038.77
1085.01	401.6	2053.06
1085.11	401.5	2026.66
1085.21	401.4	2041.57
1085.31	401.3	2023.8
1085.41	401.2	2044.58
1085.51	401.1	2050.95
1085.61	401	2017.03
1085.71	400.9	2054.52
1085.81	400.8	2027.64
1085.91	400.7	2012.98
1086.01	400.6	2034.81
1086.11	400.5	2032.33
1086.21	400.4	2046.51
1086.31	400.3	2040.44
1086.41	400.2	2045.47
1086.51	400.1	2077.56
1086.61	400	2032.44
