c:\users\mark\owncloud\muelheim group\projects\gas phase background\au in n2 300um nozzle\20180228 au gas phase background in n2 - au4f.vms				
Counts per Second				
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Counts per Second	BE_Counts per Second	CPS_Counts per Second		
1377.01	109.6	2401.52		
1377.06	109.55	2363.58		
1377.11	109.5	2357		
1377.16	109.45	2402.66		
1377.21	109.4	2390		
1377.26	109.35	2347.62		
1377.31	109.3	2357.35		
1377.36	109.25	2359.04		
1377.41	109.2	2328.83		
1377.46	109.15	2346.64		
1377.51	109.1	2340.56		
1377.56	109.05	2339.28		
1377.61	109	2360.14		
1377.66	108.95	2349.16		
1377.71	108.9	2327.72		
1377.76	108.85	2338.18		
1377.81	108.8	2329.24		
1377.86	108.75	2300.64		
1377.91	108.7	2290.7		
1377.96	108.65	2345.61		
1378.01	108.6	2341.43		
1378.06	108.55	2313.18		
1378.11	108.5	2320.25		
1378.16	108.45	2394.45		
1378.21	108.4	2294.47		
1378.26	108.35	2305.07		
1378.31	108.3	2329.93		
1378.36	108.25	2308.11		
1378.41	108.2	2300.14		
1378.46	108.15	2343.25		
1378.51	108.1	2315.06		
1378.56	108.05	2310.89		
1378.61	108	2322.47		
1378.66	107.95	2302.47		
1378.71	107.9	2261.4		
1378.76	107.85	2273.54		
1378.81	107.8	2343.44		
1378.86	107.75	2380.61		
1378.91	107.7	2293.48		
1378.96	107.65	2289.55		
1379.01	107.6	2271.35		
1379.06	107.55	2239.02		
1379.11	107.5	2257.72		
1379.16	107.45	2277.1		
1379.21	107.4	2272.65		
1379.26	107.35	2247.9		
1379.31	107.3	2249.49		
1379.36	107.25	2214.15		
1379.41	107.2	2233.84		
1379.46	107.15	2245.76		
1379.51	107.1	2218.12		
1379.56	107.05	2245.62		
1379.61	107	2243.5		
1379.66	106.95	2270.44		
1379.71	106.9	2235.61		
1379.76	106.85	2192.43		
1379.81	106.8	2177.78		
1379.86	106.75	2185.17		
1379.91	106.7	2238.17		
1379.96	106.65	2208.09		
1380.01	106.6	2198.48		
1380.06	106.55	2196.27		
1380.11	106.5	2218.97		
1380.16	106.45	2244.11		
1380.21	106.4	2217.08		
1380.26	106.35	2223.26		
1380.31	106.3	2215.64		
1380.36	106.25	2204.07		
1380.41	106.2	2193.35		
1380.46	106.15	2185.42		
1380.51	106.1	2183.51		
1380.56	106.05	2213.77		
1380.61	106	2175.96		
1380.66	105.95	2193.54		
1380.71	105.9	2188.9		
1380.76	105.85	2176.96		
1380.81	105.8	2172.51		
1380.86	105.75	2167.15		
1380.91	105.7	2162.92		
1380.96	105.65	2183.25		
1381.01	105.6	2175.34		
1381.06	105.55	2117.2		
1381.11	105.5	2209.71		
1381.16	105.45	2197.28		
1381.21	105.4	2141.31		
1381.26	105.35	2171.38		
1381.31	105.3	2175.86		
1381.36	105.25	2151.14		
1381.41	105.2	2151.35		
1381.46	105.15	2187.68		
1381.51	105.1	2200.32		
1381.56	105.05	2176.04		
1381.61	105	2159.46		
1381.66	104.95	2211.11		
1381.71	104.9	2220.39		
1381.76	104.85	2195.49		
1381.81	104.8	2157.66		
1381.86	104.75	2161.78		
1381.91	104.7	2124.87		
1381.96	104.65	2179.03		
1382.01	104.6	2151.84		
1382.06	104.55	2124.81		
1382.11	104.5	2123.76		
1382.16	104.45	2138.85		
1382.21	104.4	2173.37		
1382.26	104.35	2165.44		
1382.31	104.3	2175.15		
1382.36	104.25	2197.2		
1382.41	104.2	2184.55		
1382.46	104.15	2185.13		
1382.51	104.1	2186.24		
1382.56	104.05	2199.43		
1382.61	104	2177.71		
1382.66	103.95	2177.16		
1382.71	103.9	2159.25		
1382.76	103.85	2161.62		
1382.81	103.8	2195.78		
1382.86	103.75	2194.79		
1382.91	103.7	2186.93		
1382.96	103.65	2171.02		
1383.01	103.6	2130.47		
1383.06	103.55	2151.14		
1383.11	103.5	2206.51		
1383.16	103.45	2196.51		
1383.21	103.4	2177.72		
1383.26	103.35	2220.64		
1383.31	103.3	2220.75		
1383.36	103.25	2202.48		
1383.41	103.2	2200.51		
1383.46	103.15	2158.12		
1383.51	103.1	2192.68		
1383.56	103.05	2216.16		
1383.61	103	2193.58		
1383.66	102.95	2213.68		
1383.71	102.9	2241.21		
1383.76	102.85	2194.65		
1383.81	102.8	2179.67		
1383.86	102.75	2154.44		
1383.91	102.7	2234.65		
1383.96	102.65	2213.26		
1384.01	102.6	2243.9		
1384.06	102.55	2263.63		
1384.11	102.5	2195.78		
1384.16	102.45	2196.03		
1384.21	102.4	2235.38		
1384.26	102.35	2218.52		
1384.31	102.3	2198.79		
1384.36	102.25	2144.17		
1384.41	102.2	2214.93		
1384.46	102.15	2217.72		
1384.51	102.1	2253.63		
1384.56	102.05	2227.79		
1384.61	102	2263.8		
1384.66	101.95	2236.61		
1384.71	101.9	2226.33		
1384.76	101.85	2282.32		
1384.81	101.8	2240.35		
1384.86	101.75	2249.78		
1384.91	101.7	2261.54		
1384.96	101.65	2227.42		
1385.01	101.6	2200.49		
1385.06	101.55	2202.29		
1385.11	101.5	2250.42		
1385.16	101.45	2188.05		
1385.21	101.4	2165.44		
1385.26	101.35	2206.26		
1385.31	101.3	2205.2		
1385.36	101.25	2258.58		
1385.41	101.2	2262.46		
1385.46	101.15	2248.85		
1385.51	101.1	2259.34		
1385.56	101.05	2267.39		
1385.61	101	2258.17		
1385.66	100.95	2262.22		
1385.71	100.9	2252.11		
1385.76	100.85	2274		
1385.81	100.8	2285.3		
1385.86	100.75	2317.52		
1385.91	100.7	2261.36		
1385.96	100.65	2266.1		
1386.01	100.6	2285.51		
1386.06	100.55	2265.05		
1386.11	100.5	2287.48		
1386.16	100.45	2314.78		
1386.21	100.4	2307.84		
1386.26	100.35	2289.28		
1386.31	100.3	2305.8		
1386.36	100.25	2256.68		
1386.41	100.2	2293.48		
1386.46	100.15	2257.34		
1386.51	100.1	2240.34		
1386.56	100.05	2270.71		
1386.61	100	2297.08		
1386.66	99.95	2266.4		
1386.71	99.9	2289.9		
1386.76	99.85	2332.42		
1386.81	99.8	2314.08		
1386.86	99.75	2278.02		
1386.91	99.7	2324.15		
1386.96	99.65	2307.32		
1387.01	99.6	2256.38		
1387.06	99.55	2323.59		
1387.11	99.5	2307.37		
1387.16	99.45	2318.65		
1387.21	99.4	2285.58		
1387.26	99.35	2276.2		
1387.31	99.3	2320.7		
1387.36	99.25	2253.93		
1387.41	99.2	2250.96		
1387.46	99.15	2360.1		
1387.51	99.1	2356.15		
1387.56	99.05	2322.49		
1387.61	99	2298.12		
1387.66	98.95	2350.29		
1387.71	98.9	2401.62		
1387.76	98.85	2308.49		
1387.81	98.8	2336.31		
1387.86	98.75	2316.04		
1387.91	98.7	2300.38		
1387.96	98.65	2367.8		
1388.01	98.6	2344.88		
1388.06	98.55	2333.51		
1388.11	98.5	2344.46		
1388.16	98.45	2290.9		
1388.21	98.4	2294.39		
1388.26	98.35	2302.45		
1388.31	98.3	2337.78		
1388.36	98.25	2393.14		
1388.41	98.2	2383.44		
1388.46	98.15	2351.72		
1388.51	98.1	2335.37		
1388.56	98.05	2336.21		
1388.61	98	2373.62		
1388.66	97.95	2415.8		
1388.71	97.9	2394.04		
1388.76	97.85	2384.71		
1388.81	97.8	2357.69		
1388.86	97.75	2437.94		
1388.91	97.7	2388.23		
1388.96	97.65	2403.06		
1389.01	97.6	2342.16		
1389.06	97.55	2327.25		
1389.11	97.5	2314.87		
1389.16	97.45	2335.12		
1389.21	97.4	2341.95		
1389.26	97.35	2383.46		
1389.31	97.3	2360.24		
1389.36	97.25	2344.79		
1389.41	97.2	2316.15		
1389.46	97.15	2316.45		
1389.51	97.1	2321.7		
1389.56	97.05	2351.31		
1389.61	97	2339		
1389.66	96.95	2362.13		
1389.71	96.9	2319.62		
1389.76	96.85	2316.31		
1389.81	96.8	2342.98		
1389.86	96.75	2285.6		
1389.91	96.7	2276.92		
1389.96	96.65	2266.41		
1390.01	96.6	2296.44		
1390.06	96.55	2328.22		
1390.11	96.5	2330.72		
1390.16	96.45	2310.92		
1390.21	96.4	2277.77		
1390.26	96.35	2289.88		
1390.31	96.3	2266.94		
1390.36	96.25	2248.36		
1390.41	96.2	2224.97		
1390.46	96.15	2237.18		
1390.51	96.1	2242.16		
1390.56	96.05	2291.8		
1390.61	96	2300.29		
1390.66	95.95	2262.49		
1390.71	95.9	2289.6		
1390.76	95.85	2266.81		
1390.81	95.8	2255.08		
1390.86	95.75	2280.62		
1390.91	95.7	2216.58		
1390.96	95.65	2270.88		
1391.01	95.6	2253.08		
1391.06	95.55	2254.83		
1391.11	95.5	2301.98		
1391.16	95.45	2293.26		
1391.21	95.4	2313.34		
1391.26	95.35	2304.64		
1391.31	95.3	2295.33		
1391.36	95.25	2312.17		
1391.41	95.2	2330.5		
1391.46	95.15	2336.96		
1391.51	95.1	2288.47		
1391.56	95.05	2303.72		
1391.61	95	2324.53		
1391.66	94.95	2349.23		
1391.71	94.9	2370.11		
1391.76	94.85	2351.65		
1391.81	94.8	2316.7		
1391.86	94.75	2401.64		
1391.91	94.7	2350.41		
1391.96	94.65	2327.7		
1392.01	94.6	2384.19		
1392.06	94.55	2442.65		
1392.11	94.5	2444.89		
1392.16	94.45	2390.63		
1392.21	94.4	2360.6		
1392.26	94.35	2336.57		
1392.31	94.3	2356.04		
1392.36	94.25	2406.59		
1392.41	94.2	2433.16		
1392.46	94.15	2404.71		
1392.51	94.1	2412.88		
1392.56	94.05	2392		
1392.61	94	2395.86		
1392.66	93.95	2411.17		
1392.71	93.9	2383.13		
1392.76	93.85	2425.06		
1392.81	93.8	2414.82		
1392.86	93.75	2348.53		
1392.91	93.7	2390.56		
1392.96	93.65	2428.24		
1393.01	93.6	2338.03		
1393.06	93.55	2380.92		
1393.11	93.5	2413.71		
1393.16	93.45	2389.43		
1393.21	93.4	2376.12		
1393.26	93.35	2396.39		
1393.31	93.3	2362.65		
1393.36	93.25	2370.97		
1393.41	93.2	2373.74		
1393.46	93.15	2411.38		
1393.51	93.1	2404.25		
1393.56	93.05	2323.6		
1393.61	93	2357.56		
1393.66	92.95	2324.05		
1393.71	92.9	2340.01		
1393.76	92.85	2365.47		
1393.81	92.8	2387.44		
1393.86	92.75	2349.35		
1393.91	92.7	2311.79		
1393.96	92.65	2277.03		
1394.01	92.6	2359.77		
1394.06	92.55	2315.08		
1394.11	92.5	2289.13		
1394.16	92.45	2254.84		
1394.21	92.4	2287.37		
1394.26	92.35	2277.3		
1394.31	92.3	2246.39		
1394.36	92.25	2298.58		
1394.41	92.2	2305.06		
1394.46	92.15	2299.46		
1394.51	92.1	2306.28		
1394.56	92.05	2312.52		
1394.61	92	2297.43		
1394.66	91.95	2291.07		
1394.71	91.9	2353.97		
1394.76	91.85	2311.9		
1394.81	91.8	2302.47		
1394.86	91.75	2330.67		
1394.91	91.7	2340.29		
1394.96	91.65	2334.18		
1395.01	91.6	2404.34		
1395.06	91.55	2383.39		
1395.11	91.5	2395.24		
1395.16	91.45	2394.27		
1395.21	91.4	2365.27		
1395.26	91.35	2376.75		
1395.31	91.3	2429.47		
1395.36	91.25	2440.84		
1395.41	91.2	2444.5		
1395.46	91.15	2517.56		
1395.51	91.1	2494.82		
1395.56	91.05	2523.9		
1395.61	91	2450.89		
1395.66	90.95	2506.47		
1395.71	90.9	2542.26		
1395.76	90.85	2524.95		
1395.81	90.8	2535.37		
1395.86	90.75	2525.36		
1395.91	90.7	2563.31		
1395.96	90.65	2551.45		
1396.01	90.6	2605.3		
1396.06	90.55	2594.18		
1396.11	90.5	2618.13		
1396.16	90.45	2649.83		
1396.21	90.4	2606.19		
1396.26	90.35	2621.96		
1396.31	90.3	2627.6		
1396.36	90.25	2637.71		
1396.41	90.2	2630.34		
1396.46	90.15	2632.67		
1396.51	90.1	2609.21		
1396.56	90.05	2659.4		
1396.61	90	2642.84		
1396.66	89.95	2678.05		
1396.71	89.9	2588.43		
1396.76	89.85	2641.08		
1396.81	89.8	2650.91		
1396.86	89.75	2671.89		
1396.91	89.7	2692.18		
1396.96	89.65	2693.57		
1397.01	89.6	2687.16		
1397.06	89.55	2716.2		
1397.11	89.5	2728.55		
1397.16	89.45	2793.12		
1397.21	89.4	2816.03		
1397.26	89.35	2852.68		
1397.31	89.3	2899.37		
1397.36	89.25	2921.01		
1397.41	89.2	2957.43		
1397.46	89.15	3039.62		
1397.51	89.1	3151.47		
1397.56	89.05	3239.43		
1397.61	89	3293.96		
1397.66	88.95	3443.75		
1397.71	88.9	3572.32		
1397.76	88.85	3667.95		
1397.81	88.8	3820.09		
1397.86	88.75	4009.29		
1397.91	88.7	4266.82		
1397.96	88.65	4557.59		
1398.01	88.6	4698.22		
1398.06	88.55	5075.1		
1398.11	88.5	5516.09		
1398.16	88.45	6004.26		
1398.21	88.4	6505.71		
1398.26	88.35	7096.98		
1398.31	88.3	7959.97		
1398.36	88.25	8924.89		
1398.41	88.2	9974.46		
1398.46	88.15	11477.5		
1398.51	88.1	13080.9		
1398.56	88.05	14959		
1398.61	88	17103.6		
1398.66	87.95	19342.4		
1398.71	87.9	21711.4		
1398.76	87.85	24373.9		
1398.81	87.8	26529.7		
1398.86	87.75	28234.8		
1398.91	87.7	29656.7		
1398.96	87.65	29774.5		
1399.01	87.6	29300.5		
1399.06	87.55	28197.5		
1399.11	87.5	26331.2		
1399.16	87.45	23814.1		
1399.21	87.4	21372.1		
1399.26	87.35	19002.9		
1399.31	87.3	16776		
1399.36	87.25	14712.6		
1399.41	87.2	12841.4		
1399.46	87.15	11318.2		
1399.51	87.1	9976.54		
1399.56	87.05	8679.02		
1399.61	87	7591.09		
1399.66	86.95	6703.47		
1399.71	86.9	5949.08		
1399.76	86.85	5352.19		
1399.81	86.8	4841.88		
1399.86	86.75	4349.48		
1399.91	86.7	4064.82		
1399.96	86.65	3788.79		
1400.01	86.6	3607.89		
1400.06	86.55	3376.12		
1400.11	86.5	3268.12		
1400.16	86.45	3093.07		
1400.21	86.4	2879.39		
1400.26	86.35	2829.1		
1400.31	86.3	2743.75		
1400.36	86.25	2698.15		
1400.41	86.2	2649.42		
1400.46	86.15	2580.39		
1400.51	86.1	2530.95		
1400.56	86.05	2523.59		
1400.61	86	2495.66		
1400.66	85.95	2491.49		
1400.71	85.9	2440.7		
1400.76	85.85	2425.36		
1400.81	85.8	2409.76		
1400.86	85.75	2434.25		
1400.91	85.7	2504.46		
1400.96	85.65	2539.78		
1401.01	85.6	2562.73		
1401.06	85.55	2619.34		
1401.11	85.5	2716.34		
1401.16	85.45	2785.36		
1401.21	85.4	2790.24		
1401.26	85.35	2928.74		
1401.31	85.3	3067.33		
1401.36	85.25	3210.51		
1401.41	85.2	3326.39		
1401.46	85.15	3463.79		
1401.51	85.1	3652.18		
1401.56	85.05	3883.55		
1401.61	85	4172.7		
1401.66	84.95	4482.74		
1401.71	84.9	4865.27		
1401.76	84.85	5282.7		
1401.81	84.8	5826.79		
1401.86	84.75	6466.06		
1401.91	84.7	7109.61		
1401.96	84.65	8085.01		
1402.01	84.6	9157.33		
1402.06	84.55	10430		
1402.11	84.5	12143.7		
1402.16	84.45	14123.9		
1402.21	84.4	16288.3		
1402.26	84.35	18929.1		
1402.31	84.3	21881.2		
1402.36	84.25	25206.8		
1402.41	84.2	28449.4		
1402.46	84.15	31674.1		
1402.51	84.1	34210.5		
1402.56	84.05	36411.2		
1402.61	84	37179.4		
1402.66	83.95	37308.6		
1402.71	83.9	36292.8		
1402.76	83.85	34018.1		
1402.81	83.8	31168.3		
1402.86	83.75	27934.5		
1402.91	83.7	24654.5		
1402.96	83.65	21340		
1403.01	83.6	18568.6		
1403.06	83.55	16128.7		
1403.11	83.5	13923.5		
1403.16	83.45	11886.8		
1403.21	83.4	10073.6		
1403.26	83.35	8673.4		
1403.31	83.3	7293.94		
1403.36	83.25	6294.78		
1403.41	83.2	5313.96		
1403.46	83.15	4551.22		
1403.51	83.1	3931.53		
1403.56	83.05	3470.11		
1403.61	83	3126.35		
1403.66	82.95	2761.67		
1403.71	82.9	2521.91		
1403.76	82.85	2257.64		
1403.81	82.8	2072.34		
1403.86	82.75	1937.2		
1403.91	82.7	1772.03		
1403.96	82.65	1659.17		
1404.01	82.6	1605.1		
1404.06	82.55	1513.33		
1404.11	82.5	1443.24		
1404.16	82.45	1362.89		
1404.21	82.4	1276.12		
1404.26	82.35	1229.8		
1404.31	82.3	1238.2		
1404.36	82.25	1186.45		
1404.41	82.2	1120.64		
1404.46	82.15	1076.11		
1404.51	82.1	1026.99		
1404.56	82.05	992.361		
1404.61	82	1003.49		
1404.66	81.95	934.482		
1404.71	81.9	887.133		
1404.76	81.85	886.253		
1404.81	81.8	879.206		
1404.86	81.75	868.443		
1404.91	81.7	842.884		
1404.96	81.65	814.107		
1405.01	81.6	786.155		
1405.06	81.55	769.607		
1405.11	81.5	764.031		
1405.16	81.45	742.987		
1405.21	81.4	732.722		
1405.26	81.35	718.201		
1405.31	81.3	701.055		
1405.36	81.25	705.464		
1405.41	81.2	651.405		
1405.46	81.15	656.548		
1405.51	81.1	654.084		
1405.56	81.05	648.081		
1405.61	81	676.583		
1405.66	80.95	639.326		
1405.71	80.9	648.977		
1405.76	80.85	648.874		
1405.81	80.8	664.277		
1405.86	80.75	651.759		
1405.91	80.7	648.408		
1405.96	80.65	617.779		
1406.01	80.6	595.473		
1406.06	80.55	610.37		
1406.11	80.5	611.745		
1406.16	80.45	580.83		
1406.21	80.4	597.988		
1406.26	80.35	600.978		
1406.31	80.3	580.772		
1406.36	80.25	558.321		
1406.41	80.2	565.748		
1406.46	80.15	609.86		
1406.51	80.1	566.986		
1406.56	80.05	552.517		
1406.61	80	560.943		
1406.66	79.95	542.433		
1406.71	79.9	551.314		
1406.76	79.85	536.485		
1406.81	79.8	562.379		
1406.86	79.75	556.184		
1406.91	79.7	544.292		
1406.96	79.65	556.362		
1407.01	79.6	572.76		
1407.06	79.55	528.52		
1407.11	79.5	562.024		
1407.16	79.45	560.051		
1407.21	79.4	552.405		
1407.26	79.35	542.743		
1407.31	79.3	535.224		
1407.36	79.25	513.889		
1407.41	79.2	523.36		
1407.46	79.15	520.829		
1407.51	79.1	526.704		
1407.56	79.05	516.059		
1407.61	79	552.13		
1407.66	78.95	519.925		
1407.71	78.9	531.461		
1407.76	78.85	548.94		
1407.81	78.8	554.953		
1407.86	78.75	548.053		
1407.91	78.7	528.937		
1407.96	78.65	531.165		
1408.01	78.6	507.48		
1408.06	78.55	520.013		
1408.11	78.5	540.065		
1408.16	78.45	519.604		
1408.21	78.4	505.683		
1408.26	78.35	527.546		
1408.31	78.3	526.401		
1408.36	78.25	556.895		
1408.41	78.2	532.054		
1408.46	78.15	516.227		
1408.51	78.1	512.303		
1408.56	78.05	517.327		
1408.61	78	523.411		
1408.66	77.95	502.562		
1408.71	77.9	511.394		
1408.76	77.85	513.351		
1408.81	77.8	508.501		
1408.86	77.75	493.013		
1408.91	77.7	521.887		
1408.96	77.65	502.433		
1409.01	77.6	519.157		
1409.06	77.55	523.029		
1409.11	77.5	523.53		
1409.16	77.45	529.39		
1409.21	77.4	520.121		
1409.26	77.35	530.314		
1409.31	77.3	503.155		
1409.36	77.25	540.825		
1409.41	77.2	536.34		
1409.46	77.15	543.985		
1409.51	77.1	516.175		
1409.56	77.05	511.356		
1409.61	77	528.186		
1409.66	76.95	546.137		
1409.71	76.9	516.566		
1409.76	76.85	511.243		
1409.81	76.8	523.492		
1409.86	76.75	524.648		
1409.91	76.7	538.885		
1409.96	76.65	525.394		
1410.01	76.6	541.58		
1410.06	76.55	523.502		
1410.11	76.5	532.695		
1410.16	76.45	536.266		
1410.21	76.4	536.439		
1410.26	76.35	558.587		
1410.31	76.3	565.215		
1410.36	76.25	565.012		
1410.41	76.2	548.556		
1410.46	76.15	550.794		
1410.51	76.1	571.484		
1410.56	76.05	581.477		
1410.61	76	563.089		
1410.66	75.95	586.577		
1410.71	75.9	587.206		
1410.76	75.85	561.034		
1410.81	75.8	549.4		
1410.86	75.75	571.015		
1410.91	75.7	588.167		
1410.96	75.65	583.136		
1411.01	75.6	584.184		
1411.06	75.55	556.441		
1411.11	75.5	574.389		
1411.16	75.45	615.073		
1411.21	75.4	601.283		
1411.26	75.35	585.476		
1411.31	75.3	593.197		
1411.36	75.25	579.936		
1411.41	75.2	563.835		
1411.46	75.15	580.864		
1411.51	75.1	624.798		
1411.56	75.05	598.376		
1411.61	75	579.571		
