c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex191_cec356 au in he_1200um.vms
Au4f
	Characteristic Energy eV	1486.61	Acquisition Time s	0.4
KE_Au4f	BE_Au4f	CPS_Au4f
1306.61	180	5498.52
1306.66	179.95	5476.75
1306.71	179.9	5463.5
1306.76	179.85	5504.87
1306.81	179.8	5476.48
1306.86	179.75	5469.4
1306.91	179.7	5462.75
1306.96	179.65	5488.37
1307.01	179.6	5481.43
1307.06	179.55	5466.72
1307.11	179.5	5463.55
1307.16	179.45	5480.63
1307.21	179.4	5484.07
1307.26	179.35	5486.45
1307.31	179.3	5492.07
1307.36	179.25	5477.7
1307.41	179.2	5495.65
1307.46	179.15	5490.97
1307.51	179.1	5508.13
1307.56	179.05	5514.47
1307.61	179	5489.02
1307.66	178.95	5506.4
1307.71	178.9	5482.82
1307.76	178.85	5524
1307.81	178.8	5494.72
1307.86	178.75	5478.98
1307.91	178.7	5508.93
1307.96	178.65	5518.82
1308.01	178.6	5512.27
1308.06	178.55	5533.15
1308.11	178.5	5533.45
1308.16	178.45	5526.43
1308.21	178.4	5499.75
1308.26	178.35	5488.35
1308.31	178.3	5486.77
1308.36	178.25	5520.15
1308.41	178.2	5531.02
1308.46	178.15	5530.52
1308.51	178.1	5523.45
1308.56	178.05	5469.55
1308.61	178	5502
1308.66	177.95	5490.38
1308.71	177.9	5515.77
1308.76	177.85	5519.15
1308.81	177.8	5550.18
1308.86	177.75	5515.43
1308.91	177.7	5522.42
1308.96	177.65	5486.2
1309.01	177.6	5503.4
1309.06	177.55	5498.17
1309.11	177.5	5516.07
1309.16	177.45	5517.55
1309.21	177.4	5524.4
1309.26	177.35	5508.95
1309.31	177.3	5477.53
1309.36	177.25	5475.67
1309.41	177.2	5526.57
1309.46	177.15	5521.92
1309.51	177.1	5548.05
1309.56	177.05	5533.57
1309.61	177	5495.32
1309.66	176.95	5529.2
1309.71	176.9	5578.67
1309.76	176.85	5569.47
1309.81	176.8	5569.4
1309.86	176.75	5558.88
1309.91	176.7	5545.3
1309.96	176.65	5523.47
1310.01	176.6	5538.05
1310.06	176.55	5579.82
1310.11	176.5	5542.05
1310.16	176.45	5568.5
1310.21	176.4	5525.25
1310.26	176.35	5505.27
1310.31	176.3	5560.3
1310.36	176.25	5533.35
1310.41	176.2	5537.82
1310.46	176.15	5534.82
1310.51	176.1	5537.53
1310.56	176.05	5541.75
1310.61	176	5538.45
1310.66	175.95	5549.35
1310.71	175.9	5547.8
1310.76	175.85	5590.57
1310.81	175.8	5595.52
1310.86	175.75	5592.5
1310.91	175.7	5603.98
1310.96	175.65	5569.52
1311.01	175.6	5561.65
1311.06	175.55	5573.95
1311.11	175.5	5559.27
1311.16	175.45	5529.92
1311.21	175.4	5578.9
1311.26	175.35	5594.32
1311.31	175.3	5605.4
1311.36	175.25	5569.13
