C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Ag3d
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Ag3d	BE_Pr:Ag3d	CPS_Pr:Ag3d
1060.61	426	1602.25
1060.71	425.9	1623.31
1060.81	425.8	1600.3
1060.91	425.7	1580.15
1061.01	425.6	1589.17
1061.11	425.5	1600.31
1061.21	425.4	1599.12
1061.31	425.3	1582.66
1061.41	425.2	1599.84
1061.51	425.1	1612.1
1061.61	425	1602.3
1061.71	424.9	1608.48
1061.81	424.8	1605.99
1061.91	424.7	1596.62
1062.01	424.6	1603.33
1062.11	424.5	1602.1
1062.21	424.4	1610.53
1062.31	424.3	1608.29
1062.41	424.2	1598.31
1062.51	424.1	1617.14
1062.61	424	1621.23
1062.71	423.9	1598.04
1062.81	423.8	1594.25
1062.91	423.7	1625.03
1063.01	423.6	1611.37
1063.11	423.5	1612.25
1063.21	423.4	1604.73
1063.31	423.3	1623.34
1063.41	423.2	1619.81
1063.51	423.1	1607.76
1063.61	423	1609.26
1063.71	422.9	1598.57
1063.81	422.8	1612.99
1063.91	422.7	1623.35
1064.01	422.6	1608.43
1064.11	422.5	1617.9
1064.21	422.4	1622.88
1064.31	422.3	1611.11
1064.41	422.2	1623.99
1064.51	422.1	1603.31
1064.61	422	1630.04
1064.71	421.9	1633.26
1064.81	421.8	1613.73
1064.91	421.7	1599.35
1065.01	421.6	1614.84
1065.11	421.5	1633.61
1065.21	421.4	1623.85
1065.31	421.3	1611.97
1065.41	421.2	1613.36
1065.51	421.1	1616.44
1065.61	421	1607.67
1065.71	420.9	1609.11
1065.81	420.8	1612.46
1065.91	420.7	1604.97
1066.01	420.6	1610.65
1066.11	420.5	1619.13
1066.21	420.4	1627.5
1066.31	420.3	1612.38
1066.41	420.2	1598.9
1066.51	420.1	1610.19
1066.61	420	1612.52
1066.71	419.9	1609.53
1066.81	419.8	1614.55
1066.91	419.7	1607.8
1067.01	419.6	1623.23
1067.11	419.5	1625.52
1067.21	419.4	1611.04
1067.31	419.3	1616.97
1067.41	419.2	1601.17
1067.51	419.1	1585.15
1067.61	419	1605.18
1067.71	418.9	1616.04
1067.81	418.8	1604.5
1067.91	418.7	1614.2
1068.01	418.6	1606.14
1068.11	418.5	1623.2
1068.21	418.4	1620.33
1068.31	418.3	1599.16
1068.41	418.2	1598.43
1068.51	418.1	1594.16
1068.61	418	1608.95
1068.71	417.9	1631.7
1068.81	417.8	1627.04
1068.91	417.7	1626.02
1069.01	417.6	1628.51
1069.11	417.5	1614.85
1069.21	417.4	1637.6
1069.31	417.3	1625.79
1069.41	417.2	1603.86
1069.51	417.1	1618.15
1069.61	417	1632.52
1069.71	416.9	1603.28
1069.81	416.8	1620.27
1069.91	416.7	1638.05
1070.01	416.6	1632.44
1070.11	416.5	1636.32
1070.21	416.4	1624.08
1070.31	416.3	1636.67
1070.41	416.2	1621.71
1070.51	416.1	1630.26
1070.61	416	1625.21
1070.71	415.9	1617.46
1070.81	415.8	1603.94
1070.91	415.7	1603.25
1071.01	415.6	1611.96
1071.11	415.5	1607.58
1071.21	415.4	1610.17
1071.31	415.3	1622.43
1071.41	415.2	1609.66
1071.51	415.1	1626.22
1071.61	415	1616.45
1071.71	414.9	1612.75
1071.81	414.8	1623.98
1071.91	414.7	1625.99
1072.01	414.6	1635.9
1072.11	414.5	1640.18
1072.21	414.4	1599.09
1072.31	414.3	1616.51
1072.41	414.2	1611.47
1072.51	414.1	1624.08
1072.61	414	1613.48
1072.71	413.9	1625.09
1072.81	413.8	1639.48
1072.91	413.7	1630.18
1073.01	413.6	1628.94
1073.11	413.5	1632.02
1073.21	413.4	1628.53
1073.31	413.3	1621.21
1073.41	413.2	1634.53
1073.51	413.1	1613.44
1073.61	413	1606.72
1073.71	412.9	1605.94
1073.81	412.8	1618.76
1073.91	412.7	1639.3
1074.01	412.6	1640.91
1074.11	412.5	1641.53
1074.21	412.4	1629.96
1074.31	412.3	1613.52
1074.41	412.2	1625.88
1074.51	412.1	1627.55
1074.61	412	1644.46
1074.71	411.9	1632.18
1074.81	411.8	1621.68
1074.91	411.7	1612.19
1075.01	411.6	1609.48
1075.11	411.5	1634.55
1075.21	411.4	1622
1075.31	411.3	1620.26
1075.41	411.2	1641.58
1075.51	411.1	1638.83
1075.61	411	1625.54
1075.71	410.9	1623.37
1075.81	410.8	1625.15
1075.91	410.7	1620.02
1076.01	410.6	1619.16
1076.11	410.5	1613.24
1076.21	410.4	1621.26
1076.31	410.3	1639.97
1076.41	410.2	1616.23
1076.51	410.1	1627.86
1076.61	410	1628.09
1076.71	409.9	1637.66
1076.81	409.8	1638.87
1076.91	409.7	1637.8
1077.01	409.6	1629.68
1077.11	409.5	1633.92
1077.21	409.4	1630.43
1077.31	409.3	1630.4
1077.41	409.2	1622.6
1077.51	409.1	1621.45
1077.61	409	1624.36
1077.71	408.9	1630.82
1077.81	408.8	1640.6
1077.91	408.7	1648.32
1078.01	408.6	1644.07
1078.11	408.5	1641.6
1078.21	408.4	1634.58
1078.31	408.3	1628.74
1078.41	408.2	1640.7
1078.51	408.1	1637.2
1078.61	408	1631.5
1078.71	407.9	1646.54
1078.81	407.8	1649.89
1078.91	407.7	1636.44
1079.01	407.6	1629.95
1079.11	407.5	1632.11
1079.21	407.4	1641.35
1079.31	407.3	1628.59
1079.41	407.2	1630.38
1079.51	407.1	1643.39
1079.61	407	1633.62
1079.71	406.9	1643.14
1079.81	406.8	1650.72
1079.91	406.7	1639.57
1080.01	406.6	1624.41
1080.11	406.5	1614.17
1080.21	406.4	1636.06
1080.31	406.3	1632.5
1080.41	406.2	1655.4
1080.51	406.1	1642.75
1080.61	406	1650.1
1080.71	405.9	1641.71
1080.81	405.8	1635.37
1080.91	405.7	1648.33
1081.01	405.6	1639.48
1081.11	405.5	1648
1081.21	405.4	1644.74
1081.31	405.3	1645.93
1081.41	405.2	1645.29
1081.51	405.1	1629.26
1081.61	405	1644.01
1081.71	404.9	1633.4
1081.81	404.8	1645.94
1081.91	404.7	1632.21
1082.01	404.6	1631.86
1082.11	404.5	1634.31
1082.21	404.4	1655.23
1082.31	404.3	1657.49
1082.41	404.2	1644.63
1082.51	404.1	1642.85
1082.61	404	1649.63
1082.71	403.9	1646.6
1082.81	403.8	1630.44
1082.91	403.7	1647.86
1083.01	403.6	1642.04
1083.11	403.5	1652.57
1083.21	403.4	1649.91
1083.31	403.3	1652.63
1083.41	403.2	1646.66
1083.51	403.1	1646.64
1083.61	403	1651.35
1083.71	402.9	1650.8
1083.81	402.8	1674.96
1083.91	402.7	1676.74
1084.01	402.6	1656.88
1084.11	402.5	1653.22
1084.21	402.4	1647.49
1084.31	402.3	1638.43
1084.41	402.2	1654.33
1084.51	402.1	1662.82
1084.61	402	1652.78
1084.71	401.9	1668.86
1084.81	401.8	1671.3
1084.91	401.7	1671.47
1085.01	401.6	1687.71
1085.11	401.5	1660
1085.21	401.4	1663.44
1085.31	401.3	1665.66
1085.41	401.2	1686.71
1085.51	401.1	1682.95
1085.61	401	1681.97
1085.71	400.9	1678.14
1085.81	400.8	1683.03
1085.91	400.7	1670.43
1086.01	400.6	1694.18
1086.11	400.5	1708.29
1086.21	400.4	1689.38
1086.31	400.3	1675.75
1086.41	400.2	1669.57
1086.51	400.1	1684.27
1086.61	400	1694.97
1086.71	399.9	1691
1086.81	399.8	1682.21
1086.91	399.7	1713.25
1087.01	399.6	1708.29
1087.11	399.5	1703.34
1087.21	399.4	1674.72
1087.31	399.3	1694.84
1087.41	399.2	1690.37
1087.51	399.1	1688.63
1087.61	399	1698.8
1087.71	398.9	1699.77
1087.81	398.8	1694.27
1087.91	398.7	1700.22
1088.01	398.6	1700.15
1088.11	398.5	1704.84
1088.21	398.4	1702.9
1088.31	398.3	1707.64
1088.41	398.2	1693.34
1088.51	398.1	1702.33
1088.61	398	1700.37
1088.71	397.9	1709.13
1088.81	397.8	1704.65
1088.91	397.7	1703.45
1089.01	397.6	1697.83
1089.11	397.5	1708.5
1089.21	397.4	1706.93
1089.31	397.3	1706.84
1089.41	397.2	1686.44
1089.51	397.1	1704.52
1089.61	397	1690.73
1089.71	396.9	1693.44
1089.81	396.8	1716.71
1089.91	396.7	1725.26
1090.01	396.6	1709.99
1090.11	396.5	1694.05
1090.21	396.4	1670.91
1090.31	396.3	1704.41
1090.41	396.2	1725.04
1090.51	396.1	1696.8
1090.61	396	1700.17
1090.71	395.9	1695.43
1090.81	395.8	1698.77
1090.91	395.7	1683.25
1091.01	395.6	1717.62
1091.11	395.5	1709.65
1091.21	395.4	1695.18
1091.31	395.3	1707.85
1091.41	395.2	1711.32
1091.51	395.1	1713.39
1091.61	395	1712.69
1091.71	394.9	1709.97
1091.81	394.8	1714.1
1091.91	394.7	1730.63
1092.01	394.6	1749.06
1092.11	394.5	1743.39
1092.21	394.4	1739.83
1092.31	394.3	1751.55
1092.41	394.2	1746.39
1092.51	394.1	1746.2
1092.61	394	1739.52
1092.71	393.9	1761.34
1092.81	393.8	1754.25
1092.91	393.7	1752.02
1093.01	393.6	1754.94
1093.11	393.5	1746.69
1093.21	393.4	1746.93
1093.31	393.3	1755.04
1093.41	393.2	1752.99
1093.51	393.1	1742.06
1093.61	393	1755.37
1093.71	392.9	1761.1
1093.81	392.8	1746.87
1093.91	392.7	1737.85
1094.01	392.6	1721.72
1094.11	392.5	1744.86
1094.21	392.4	1745.71
1094.31	392.3	1732.98
1094.41	392.2	1718.9
1094.51	392.1	1761.97
1094.61	392	1770.05
1094.71	391.9	1754.22
1094.81	391.8	1778.31
1094.91	391.7	1799.36
1095.01	391.6	1775.83
1095.11	391.5	1756.11
1095.21	391.4	1756.72
1095.31	391.3	1777.27
1095.41	391.2	1782.99
1095.51	391.1	1768.97
1095.61	391	1777.53
1095.71	390.9	1764.91
1095.81	390.8	1743.29
1095.91	390.7	1730.16
1096.01	390.6	1737.43
1096.11	390.5	1714.48
1096.21	390.4	1717.84
1096.31	390.3	1727.66
1096.41	390.2	1739.41
1096.51	390.1	1748.4
1096.61	390	1735.18
1096.71	389.9	1737.99
1096.81	389.8	1736.58
1096.91	389.7	1737.03
1097.01	389.6	1710.86
1097.11	389.5	1707.68
1097.21	389.4	1713.75
1097.31	389.3	1695.44
1097.41	389.2	1667.21
1097.51	389.1	1654.57
1097.61	389	1654.75
1097.71	388.9	1660.2
1097.81	388.8	1640.74
1097.91	388.7	1630.41
1098.01	388.6	1619.9
1098.11	388.5	1622.19
1098.21	388.4	1621.91
1098.31	388.3	1608.5
1098.41	388.2	1591.73
1098.51	388.1	1595.34
1098.61	388	1592.85
1098.71	387.9	1605.7
1098.81	387.8	1617.14
1098.91	387.7	1607.58
1099.01	387.6	1610.5
1099.11	387.5	1589.6
1099.21	387.4	1603.63
1099.31	387.3	1611.57
1099.41	387.2	1600.16
1099.51	387.1	1619.09
1099.61	387	1605
1099.71	386.9	1588.45
1099.81	386.8	1570.32
1099.91	386.7	1543.76
1100.01	386.6	1510.47
1100.11	386.5	1508.8
1100.21	386.4	1494.96
1100.31	386.3	1502.21
1100.41	386.2	1484.21
1100.51	386.1	1487.75
1100.61	386	1503.73
1100.71	385.9	1520.67
1100.81	385.8	1516.26
1100.91	385.7	1516.54
1101.01	385.6	1520.92
1101.11	385.5	1520.86
1101.21	385.4	1527.83
1101.31	385.3	1527.87
1101.41	385.2	1491.47
1101.51	385.1	1506.33
1101.61	385	1506.29
1101.71	384.9	1483.28
1101.81	384.8	1477.89
1101.91	384.7	1469.16
1102.01	384.6	1483.76
1102.11	384.5	1477.89
1102.21	384.4	1466.72
1102.31	384.3	1497.45
1102.41	384.2	1501.82
1102.51	384.1	1489.37
1102.61	384	1521.3
1102.71	383.9	1509.18
1102.81	383.8	1533.99
1102.91	383.7	1552.44
1103.01	383.6	1560.51
1103.11	383.5	1583.87
1103.21	383.4	1600.75
1103.31	383.3	1631.59
1103.41	383.2	1617.72
1103.51	383.1	1586.93
1103.61	383	1613.14
1103.71	382.9	1628.33
1103.81	382.8	1630.04
1103.91	382.7	1594.97
1104.01	382.6	1555.94
1104.11	382.5	1547.18
1104.21	382.4	1518.13
1104.31	382.3	1491.35
1104.41	382.2	1479.71
1104.51	382.1	1444.67
1104.61	382	1410.66
1104.71	381.9	1408.38
1104.81	381.8	1389.95
1104.91	381.7	1347.35
1105.01	381.6	1338.67
1105.11	381.5	1314.32
1105.21	381.4	1300.6
1105.31	381.3	1268.72
1105.41	381.2	1279.21
1105.51	381.1	1270.5
1105.61	381	1235.59
1105.71	380.9	1222.83
1105.81	380.8	1193.67
1105.91	380.7	1183.07
1106.01	380.6	1159.24
1106.11	380.5	1135.99
1106.21	380.4	1121.1
1106.31	380.3	1092.72
1106.41	380.2	1104.29
1106.51	380.1	1077.89
1106.61	380	1087.42
1106.71	379.9	1086.99
1106.81	379.8	1070.61
1106.91	379.7	1052.05
1107.01	379.6	1053.69
1107.11	379.5	1063.62
1107.21	379.4	1055.56
1107.31	379.3	1045.57
1107.41	379.2	1065.6
1107.51	379.1	1071.25
1107.61	379	1087.83
1107.71	378.9	1099.27
1107.81	378.8	1098.22
1107.91	378.7	1113.53
1108.01	378.6	1130.5
1108.11	378.5	1130.65
1108.21	378.4	1175.51
1108.31	378.3	1210.59
1108.41	378.2	1235.37
1108.51	378.1	1268.01
1108.61	378	1285.75
1108.71	377.9	1292.72
1108.81	377.8	1308.03
1108.91	377.7	1290.13
1109.01	377.6	1293.33
1109.11	377.5	1315.3
1109.21	377.4	1316.54
1109.31	377.3	1344.5
1109.41	377.2	1377.67
1109.51	377.1	1406.23
1109.61	377	1419.5
1109.71	376.9	1455.41
1109.81	376.8	1448.7
1109.91	376.7	1463.2
1110.01	376.6	1451.77
1110.11	376.5	1442.86
1110.21	376.4	1439.86
1110.31	376.3	1455.14
1110.41	376.2	1440.57
1110.51	376.1	1420.89
1110.61	376	1395.05
1110.71	375.9	1387.68
1110.81	375.8	1392.13
1110.91	375.7	1412.42
1111.01	375.6	1431.74
1111.11	375.5	1470.69
1111.21	375.4	1546.5
1111.31	375.3	1614.59
1111.41	375.2	1747.99
1111.51	375.1	1915.47
1111.61	375	2218.85
1111.71	374.9	2681.84
1111.81	374.8	3400.46
1111.91	374.7	4375.78
1112.01	374.6	5648.2
1112.11	374.5	7126.42
1112.21	374.4	8605.11
1112.31	374.3	9713.31
1112.41	374.2	10023.9
1112.51	374.1	9529.93
1112.61	374	8269.71
1112.71	373.9	6657.34
1112.81	373.8	5037.82
1112.91	373.7	3728.57
1113.01	373.6	2800.95
1113.11	373.5	2218.47
1113.21	373.4	1806.8
1113.31	373.3	1498.53
1113.41	373.2	1303.01
1113.51	373.1	1160.39
1113.61	373	1056.43
1113.71	372.9	994.055
1113.81	372.8	958.307
1113.91	372.7	953.804
1114.01	372.6	945.257
1114.11	372.5	941.805
1114.21	372.4	964.56
1114.31	372.3	975.401
1114.41	372.2	1006.2
1114.51	372.1	1023.79
1114.61	372	1024.77
1114.71	371.9	1022.1
1114.81	371.8	1012.79
1114.91	371.7	985.26
1115.01	371.6	962.286
1115.11	371.5	920.39
1115.21	371.4	867.167
1115.31	371.3	824.856
1115.41	371.2	797.272
1115.51	371.1	770.052
1115.61	371	770.071
1115.71	370.9	759.289
1115.81	370.8	752.28
1115.91	370.7	744.244
1116.01	370.6	762.894
1116.11	370.5	791.076
1116.21	370.4	799.804
1116.31	370.3	814.099
1116.41	370.2	844.584
1116.51	370.1	880.842
1116.61	370	912.622
1116.71	369.9	958.021
1116.81	369.8	1007.19
1116.91	369.7	1067.26
1117.01	369.6	1159.02
1117.11	369.5	1253.99
1117.21	369.4	1359.03
1117.31	369.3	1519.58
1117.41	369.2	1736.91
1117.51	369.1	2067.99
1117.61	369	2546.17
1117.71	368.9	3191.64
1117.81	368.8	4201.21
1117.91	368.7	5626.15
1118.01	368.6	7475.67
1118.11	368.5	9644.58
1118.21	368.4	11789.1
1118.31	368.3	13314.3
1118.41	368.2	13831.6
1118.51	368.1	13029.6
1118.61	368	11270.9
1118.71	367.9	9013.07
1118.81	367.8	6678.85
1118.91	367.7	4780.5
1119.01	367.6	3468.69
1119.11	367.5	2565.66
1119.21	367.4	1934.58
1119.31	367.3	1483.54
1119.41	367.2	1180.1
1119.51	367.1	951.84
1119.61	367	796.762
1119.71	366.9	699.088
1119.81	366.8	627.702
1119.91	366.7	560.845
1120.01	366.6	524.902
1120.11	366.5	496.176
1120.21	366.4	470.346
1120.31	366.3	454.434
1120.41	366.2	426.973
1120.51	366.1	413.297
1120.61	366	408.008
1120.71	365.9	388.455
1120.81	365.8	381.366
1120.91	365.7	369.462
1121.01	365.6	367.311
1121.11	365.5	362.391
1121.21	365.4	343.572
1121.31	365.3	342.738
1121.41	365.2	336.307
1121.51	365.1	333.384
1121.61	365	330.748
1121.71	364.9	322.544
1121.81	364.8	323.202
1121.91	364.7	314.122
1122.01	364.6	316.406
1122.11	364.5	310.654
1122.21	364.4	305.603
1122.31	364.3	303.303
1122.41	364.2	297.097
1122.51	364.1	294.673
1122.61	364	295.626
1122.71	363.9	292.546
1122.81	363.8	295.111
1122.91	363.7	290.698
1123.01	363.6	281.556
1123.11	363.5	278.562
1123.21	363.4	289.946
1123.31	363.3	284.904
1123.41	363.2	285.767
1123.51	363.1	277.279
1123.61	363	273.473
1123.71	362.9	272.172
1123.81	362.8	284.016
1123.91	362.7	287.027
1124.01	362.6	281.64
1124.11	362.5	279.008
1124.21	362.4	284.58
1124.31	362.3	282.303
1124.41	362.2	274.112
1124.51	362.1	278.87
1124.61	362	275.795
1124.71	361.9	277.106
1124.81	361.8	273.317
1124.91	361.7	276.027
1125.01	361.6	261.214
1125.11	361.5	264.502
1125.21	361.4	267.177
1125.31	361.3	268.562
1125.41	361.2	264.746
1125.51	361.1	271.877
1125.61	361	269.121
1125.71	360.9	267.703
1125.81	360.8	259.394
1125.91	360.7	262.842
1126.01	360.6	265.377
1126.11	360.5	269.958
1126.21	360.4	264.857
1126.31	360.3	261.154
1126.41	360.2	256.852
1126.51	360.1	254.76
1126.61	360	263.48
1126.71	359.9	264.412
1126.81	359.8	259.809
1126.91	359.7	265.202
1127.01	359.6	264.228
1127.11	359.5	268.661
1127.21	359.4	266.116
1127.31	359.3	263.408
1127.41	359.2	259.845
1127.51	359.1	249.351
1127.61	359	260.891
1127.71	358.9	263.511
1127.81	358.8	267.105
1127.91	358.7	258.496
1128.01	358.6	266.41
1128.11	358.5	256.139
1128.21	358.4	254.914
1128.31	358.3	254.312
1128.41	358.2	263.194
1128.51	358.1	263.443
1128.61	358	268.096
1128.71	357.9	268.316
1128.81	357.8	262.303
1128.91	357.7	259.583
1129.01	357.6	256.066
1129.11	357.5	267.289
1129.21	357.4	257.796
1129.31	357.3	262.009
1129.41	357.2	256.206
1129.51	357.1	265.224
1129.61	357	262.725
1129.71	356.9	258.848
1129.81	356.8	260.592
1129.91	356.7	258.785
1130.01	356.6	263.447
1130.11	356.5	266.155
1130.21	356.4	263.494
1130.31	356.3	262.432
1130.41	356.2	260.449
1130.51	356.1	257.325
1130.61	356	257.009
1130.71	355.9	263.278
1130.81	355.8	260.242
1130.91	355.7	264.291
1131.01	355.6	259.566
1131.11	355.5	261.5
1131.21	355.4	265.127
1131.31	355.3	264.632
1131.41	355.2	259.749
1131.51	355.1	265.197
1131.61	355	261.047
1131.71	354.9	256.511
1131.81	354.8	255.032
1131.91	354.7	259.013
1132.01	354.6	254.579
1132.11	354.5	258.448
1132.21	354.4	255.542
1132.31	354.3	260.018
1132.41	354.2	260.099
1132.51	354.1	255.788
1132.61	354	262.221
1132.71	353.9	260.863
1132.81	353.8	253.181
1132.91	353.7	256.029
1133.01	353.6	255.331
1133.11	353.5	261.822
1133.21	353.4	265.004
1133.31	353.3	257.81
1133.41	353.2	257.077
1133.51	353.1	260.591
1133.61	353	259.93
1133.71	352.9	250.649
1133.81	352.8	250.967
1133.91	352.7	249.256
1134.01	352.6	266.567
1134.11	352.5	262.769
1134.21	352.4	263.232
1134.31	352.3	263.396
1134.41	352.2	262.163
1134.51	352.1	266.36
1134.61	352	269.775
1134.71	351.9	263.486
1134.81	351.8	265.229
1134.91	351.7	258.775
1135.01	351.6	258.375
1135.11	351.5	252.665
1135.21	351.4	263.586
1135.31	351.3	266.027
1135.41	351.2	261.348
1135.51	351.1	266.252
1135.61	351	264.071
1135.71	350.9	261.458
1135.81	350.8	259.818
1135.91	350.7	249.149
1136.01	350.6	255.039
1136.11	350.5	261.917
1136.21	350.4	253.918
1136.31	350.3	252.534
1136.41	350.2	254.142
1136.51	350.1	258.035
1136.61	350	256.568
