C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX320_CEC356_Ag in He.vms
Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	0.1
KE_Survey	BE_Survey	CPS_Survey
934.11	552.5	67327.8
934.61	552	67081.3
935.11	551.5	66862.6
935.61	551	67125.9
936.11	550.5	67194.5
936.61	550	66966
937.11	549.5	67192.9
937.61	549	67387.6
938.11	548.5	67286.5
938.61	548	67207.8
939.11	547.5	67282.5
939.61	547	67305.9
940.11	546.5	67606
940.61	546	67918.3
941.11	545.5	67425.1
941.61	545	67748.2
942.11	544.5	67996.5
942.61	544	67966.9
943.11	543.5	67705.5
943.61	543	68272.3
944.11	542.5	68051.5
944.61	542	68058
945.11	541.5	68247.4
945.61	541	68053.8
946.11	540.5	67748
946.61	540	67975.1
947.11	539.5	67992.1
947.61	539	68023
948.11	538.5	67955.6
948.61	538	68585.3
949.11	537.5	69032.9
949.61	537	69203.6
950.11	536.5	68538.8
950.61	536	68944.2
