C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p	Background_Pr:Cu2p
527.61	959	2172.38	2172.38
527.71	958.9	2167.39	2167.39
527.81	958.8	2135.55	2135.55
527.91	958.7	2154.44	2154.44
528.01	958.6	2155.26	2155.26
528.11	958.5	2185.53	2185.53
528.21	958.4	2165.29	2165.29
528.31	958.3	2181.79	2181.79
528.41	958.2	2206.08	2206.08
528.51	958.1	2180.64	2180.64
528.61	958	2179.86	2179.86
528.71	957.9	2163.21	2163.21
528.81	957.8	2144.48	2144.48
528.91	957.7	2164.2	2164.2
529.01	957.6	2181.88	2181.88
529.11	957.5	2165.14	2165.14
529.21	957.4	2157.1	2157.1
529.31	957.3	2104.18	2104.18
529.41	957.2	2120.59	2120.59
529.51	957.1	2160.1	2160.1
529.61	957	2185.53	2185.53
529.71	956.9	2201.76	2201.76
529.81	956.8	2179.12	2179.12
529.91	956.7	2141.01	2141.01
530.01	956.6	2135.6	2135.6
530.11	956.5	2172.23	2172.23
530.21	956.4	2176.88	2176.88
530.31	956.3	2158.63	2158.63
530.41	956.2	2160.18	2160.18
530.51	956.1	2231.23	2231.23
530.61	956	2237.33	2237.33
530.71	955.9	2202.64	2202.64
530.81	955.8	2175.1	2175.1
530.91	955.7	2214.44	2214.44
531.01	955.6	2196.51	2196.51
531.11	955.5	2201.02	2201.02
531.21	955.4	2211.33	2211.33
531.31	955.3	2248.74	2248.74
531.41	955.2	2235.51	2235.51
531.51	955.1	2199.81	2199.81
531.61	955	2201.86	2201.86
531.71	954.9	2223	2223
531.81	954.8	2201.92	2201.92
531.91	954.7	2214.43	2214.43
532.01	954.6	2234.37	2234.37
532.11	954.5	2218.81	2218.81
532.21	954.4	2225.61	2225.61
532.31	954.3	2272.5	2272.5
532.41	954.2	2252.45	2252.45
532.51	954.1	2215.76	2215.76
532.61	954	2238.85	2238.85
532.71	953.9	2231.45	2231.45
532.81	953.8	2277.86	2277.86
532.91	953.7	2312.72	2312.72
533.01	953.6	2320.14	2320.14
533.11	953.5	2320.52	2320.52
533.21	953.4	2314.21	2314.21
533.31	953.3	2295.3	2295.3
533.41	953.2	2368.12	2368.12
533.51	953.1	2449.2	2449.2
533.61	953	2451.82	2451.82
533.71	952.9	2476.53	2476.53
533.81	952.8	2539.22	2539.22
533.91	952.7	2590.29	2590.29
534.01	952.6	2599.07	2599.07
534.11	952.5	2625.97	2625.97
534.21	952.4	2660.59	2660.59
534.31	952.3	2671.98	2671.98
534.41	952.2	2620.95	2620.95
534.51	952.1	2583.58	2583.58
534.61	952	2556.36	2556.36
534.71	951.9	2528.98	2528.98
534.81	951.8	2508.78	2508.78
534.91	951.7	2445.85	2445.85
535.01	951.6	2413.87	2413.87
535.11	951.5	2334.63	2334.63
535.21	951.4	2276.46	2276.46
535.31	951.3	2258.54	2258.54
535.41	951.2	2239.07	2239.07
535.51	951.1	2225.13	2225.13
535.61	951	2219.3	2219.3
535.71	950.9	2194.62	2194.62
535.81	950.8	2228.81	2228.81
535.91	950.7	2238.98	2238.98
536.01	950.6	2238.75	2238.75
536.11	950.5	2215.12	2215.12
536.21	950.4	2202.42	2202.42
536.31	950.3	2173.36	2173.36
536.41	950.2	2170.68	2170.68
536.51	950.1	2184.35	2184.35
536.61	950	2187.21	2187.21
536.71	949.9	2208.24	2208.24
536.81	949.8	2248.06	2248.06
536.91	949.7	2247.57	2247.57
537.01	949.6	2211.9	2211.9
537.11	949.5	2254.72	2254.72
537.21	949.4	2238.89	2238.89
537.31	949.3	2214.85	2214.85
537.41	949.2	2219.89	2219.89
537.51	949.1	2224.22	2224.22
537.61	949	2215.8	2215.8
537.71	948.9	2179.55	2179.55
537.81	948.8	2149.51	2149.51
537.91	948.7	2168.06	2168.06
538.01	948.6	2204.65	2204.65
538.11	948.5	2170.91	2170.91
538.21	948.4	2169.69	2169.69
538.31	948.3	2225.95	2225.95
538.41	948.2	2199.64	2199.64
538.51	948.1	2183.25	2183.25
538.61	948	2176.53	2176.53
538.71	947.9	2165.56	2165.56
538.81	947.8	2153.33	2153.33
538.91	947.7	2163.19	2163.19
539.01	947.6	2164.39	2164.39
539.11	947.5	2125.91	2125.91
539.21	947.4	2163.42	2163.42
539.31	947.3	2162.69	2162.69
539.41	947.2	2163.61	2163.61
539.51	947.1	2161.69	2161.69
539.61	947	2115.71	2115.71
539.71	946.9	2162.42	2162.42
539.81	946.8	2107.57	2107.57
539.91	946.7	2080.2	2080.2
540.01	946.6	2109.36	2109.36
540.11	946.5	2138.39	2138.39
540.21	946.4	2091.12	2091.12
540.31	946.3	2066	2066
540.41	946.2	2091.52	2091.52
540.51	946.1	2098.64	2098.64
540.61	946	2073.97	2073.97
540.71	945.9	2087.41	2087.41
540.81	945.8	2106.4	2106.4
540.91	945.7	2092.8	2092.8
541.01	945.6	2120.51	2120.51
541.11	945.5	2091.67	2091.67
541.21	945.4	2065.68	2065.68
541.31	945.3	2086.75	2086.75
541.41	945.2	2079.75	2079.75
541.51	945.1	2062.72	2062.72
541.61	945	2050.46	2050.46
541.71	944.9	2052.4	2052.4
541.81	944.8	2074.4	2074.4
541.91	944.7	2076.57	2076.57
542.01	944.6	2073.23	2073.23
542.11	944.5	2074.16	2074.16
542.21	944.4	2053.97	2053.97
542.31	944.3	2012.43	2012.43
542.41	944.2	2086.85	2086.85
542.51	944.1	2094.45	2094.45
542.61	944	2093.57	2093.57
542.71	943.9	2040.72	2040.72
542.81	943.8	2027.79	2027.79
542.91	943.7	2088.33	2088.33
543.01	943.6	2083.69	2083.69
543.11	943.5	2060.81	2060.81
543.21	943.4	2044.74	2044.74
543.31	943.3	2091.94	2091.94
543.41	943.2	2122.73	2122.73
543.51	943.1	2086.45	2086.45
543.61	943	2051.28	2051.28
543.71	942.9	2052.48	2052.48
543.81	942.8	2076.84	2076.84
543.91	942.7	2100.33	2100.33
544.01	942.6	2102.26	2102.26
544.11	942.5	2067.8	2067.8
544.21	942.4	2081.86	2081.86
544.31	942.3	2115.21	2115.21
544.41	942.2	2093.77	2093.77
544.51	942.1	2095.22	2095.22
544.61	942	2089.69	2089.69
544.71	941.9	2138.44	2138.44
544.81	941.8	2169.79	2169.79
544.91	941.7	2172.02	2172.02
545.01	941.6	2143.76	2143.76
545.11	941.5	2199.73	2199.73
545.21	941.4	2172.39	2172.39
545.31	941.3	2180.92	2180.92
545.41	941.2	2221.2	2221.2
545.51	941.1	2240.67	2240.67
545.61	941	2234.51	2234.51
545.71	940.9	2213.87	2213.87
545.81	940.8	2196.92	2196.92
545.91	940.7	2222.14	2222.14
546.01	940.6	2202.82	2202.82
546.11	940.5	2176.19	2176.19
546.21	940.4	2183.5	2183.5
546.31	940.3	2158.38	2158.38
546.41	940.2	2149.92	2149.92
546.51	940.1	2138.92	2138.92
546.61	940	2096.8	2096.8
546.71	939.9	2070.09	2070.09
546.81	939.8	2052.6	2052.6
546.91	939.7	2059.25	2059.25
547.01	939.6	2049.28	2049.28
547.11	939.5	2043.01	2043.01
547.21	939.4	2039.6	2039.6
547.31	939.3	2014.17	2014.17
547.41	939.2	2045.45	2045.45
547.51	939.1	2033.96	2033.96
547.61	939	2028.87	2028.87
547.71	938.9	2066.98	2066.98
547.81	938.8	2050.86	2050.86
547.91	938.7	2009.68	2009.68
548.01	938.6	1991.24	1991.24
548.11	938.5	2020.13	2020.13
548.21	938.4	2015.92	2015.92
548.31	938.3	2000.35	2000.35
548.41	938.2	2002.38	2002.38
548.51	938.1	2023.41	2023.41
548.61	938	1999.93	1999.93
548.71	937.9	1978.08	1978.08
548.81	937.8	1997.17	1997.17
548.91	937.7	2004.5	2004.5
549.01	937.6	2045.81	2045.81
549.11	937.5	2027.17	2027.17
549.21	937.4	2062.72	2062.72
549.31	937.3	2078.31	2078.31
549.41	937.2	2018.6	2018.6
549.51	937.1	2007.03	2007.03
549.61	937	2053.6	2053.6
549.71	936.9	2010.51	2010.51
549.81	936.8	1993.77	1993.77
549.91	936.7	2023.62	2023.62
550.01	936.6	2015.36	2015.36
550.11	936.5	2001.74	2001.74
550.21	936.4	2050.84	2050.84
550.31	936.3	2046.92	2046.92
550.41	936.2	2058.94	2058.94
550.51	936.1	2043.73	2043.73
550.61	936	2047.04	2047.04
550.71	935.9	2028.08	2028.08
550.81	935.8	2057.84	2057.84
550.91	935.7	2086.85	2086.85
551.01	935.6	2038.38	2038.38
551.11	935.5	2086.8	2086.8
551.21	935.4	2088.12	2088.12
551.31	935.3	2070.68	2070.68
551.41	935.2	2087.62	2087.62
551.51	935.1	2105.89	2105.89
551.61	935	2124.13	2124.13
551.71	934.9	2090.3	2090.3
551.81	934.8	2119.31	2119.31
551.91	934.7	2083.54	2083.54
552.01	934.6	2116.43	2116.43
552.11	934.5	2115.56	2115.56
552.21	934.4	2124.66	2124.66
552.31	934.3	2132.11	2132.11
552.41	934.2	2101.38	2101.38
552.51	934.1	2157.74	2157.74
552.61	934	2209.9	2209.9
552.71	933.9	2215.4	2215.4
552.81	933.8	2248.08	2248.08
552.91	933.7	2301.54	2301.54
553.01	933.6	2322.38	2322.38
553.11	933.5	2399.45	2399.45
553.21	933.4	2443.03	2443.03
553.31	933.3	2490.08	2490.08
553.41	933.2	2642.38	2642.38
553.51	933.1	2751.56	2751.56
553.61	933	2886.89	2886.89
553.71	932.9	3089.33	3089.33
553.81	932.8	3269.4	3269.4
553.91	932.7	3457.65	3457.65
554.01	932.6	3547.71	3547.71
554.11	932.5	3574.11	3574.11
554.21	932.4	3475.32	3475.32
554.31	932.3	3382.96	3382.96
554.41	932.2	3223.92	3223.92
554.51	932.1	3029.96	3029.96
554.61	932	2863.49	2863.49
554.71	931.9	2725.49	2725.49
554.81	931.8	2563.56	2563.56
554.91	931.7	2354.79	2354.79
555.01	931.6	2273.1	2273.1
555.11	931.5	2223.79	2223.79
555.21	931.4	2187.2	2187.2
555.31	931.3	2187.94	2187.94
555.41	931.2	2151.9	2151.9
555.51	931.1	2146.13	2146.13
555.61	931	2110.48	2110.48
555.71	930.9	2034.34	2034.34
555.81	930.8	2030.81	2030.81
555.91	930.7	2042.99	2042.99
556.01	930.6	2036.98	2036.98
556.11	930.5	2000.3	2000.3
556.21	930.4	1996.02	1996.02
556.31	930.3	2015.37	2015.37
556.41	930.2	2025.07	2025.07
556.51	930.1	2000.23	2000.23
556.61	930	2011.3	2011.3
556.71	929.9	2000.74	2000.74
556.81	929.8	1966.98	1966.98
556.91	929.7	1939.46	1939.46
557.01	929.6	1935.89	1935.89
557.11	929.5	1920.67	1920.67
557.21	929.4	1969.52	1969.52
557.31	929.3	1984.75	1984.75
557.41	929.2	1971.89	1971.89
557.51	929.1	1966.77	1966.77
557.61	929	2003.07	2003.07
557.71	928.9	1974.93	1974.93
557.81	928.8	1954.39	1954.39
557.91	928.7	1996.21	1996.21
558.01	928.6	1955.1	1955.1
558.11	928.5	1959.76	1959.76
558.21	928.4	1945.16	1945.16
558.31	928.3	1985.27	1985.27
558.41	928.2	2028.73	2028.73
558.51	928.1	2025.63	2025.63
558.61	928	1973.46	1973.46
558.71	927.9	1950.98	1950.98
558.81	927.8	1942.85	1942.85
558.91	927.7	1964.69	1964.69
559.01	927.6	1992.35	1992.35
559.11	927.5	1978.37	1978.37
559.21	927.4	1986.63	1986.63
559.31	927.3	1957.38	1957.38
559.41	927.2	1960.52	1960.52
559.51	927.1	1958.96	1958.96
559.61	927	2014.02	2014.02
559.71	926.9	2028.59	2028.59
559.81	926.8	1993.9	1993.9
559.91	926.7	1991.68	1991.68
560.01	926.6	2001.57	2001.57
560.11	926.5	2000.57	2000.57
560.21	926.4	2011.9	2011.9
560.31	926.3	2005.84	2005.84
560.41	926.2	2003.84	2003.84
560.51	926.1	2016.48	2016.48
560.61	926	1984.56	1984.56
560.71	925.9	1982.33	1982.33
560.81	925.8	1993.17	1993.17
560.91	925.7	2008.87	2008.87
561.01	925.6	2055.96	2055.96
561.11	925.5	2015.17	2015.17
561.21	925.4	2004.01	2004.01
561.31	925.3	2015.91	2015.91
561.41	925.2	2008.68	2008.68
561.51	925.1	2003.87	2003.87
561.61	925	2039.51	2039.51
561.71	924.9	2010.75	2010.75
561.81	924.8	1970.14	1970.14
561.91	924.7	1986.4	1986.4
562.01	924.6	1982.47	1982.47
562.11	924.5	1974.13	1974.13
562.21	924.4	2007.39	2007.39
562.31	924.3	1995.01	1995.01
562.41	924.2	2032.39	2032.39
562.51	924.1	2048.11	2048.11
562.61	924	1979.54	1979.54
562.71	923.9	2005.59	2005.59
562.81	923.8	2017.11	2017.11
562.91	923.7	2012.49	2012.49
563.01	923.6	1965.06	1965.06
563.11	923.5	1970.97	1970.97
563.21	923.4	1979.82	1979.82
563.31	923.3	2007.27	2007.27
563.41	923.2	2010.12	2010.12
563.51	923.1	1964.58	1964.58
563.61	923	1981.99	1981.99
563.71	922.9	2038.64	2038.64
563.81	922.8	2054.6	2054.6
563.91	922.7	2050.97	2050.97
564.01	922.6	2058.86	2058.86
564.11	922.5	2013.65	2013.65
564.21	922.4	1998.72	1998.72
564.31	922.3	1978.56	1978.56
564.41	922.2	1986.6	1986.6
564.51	922.1	2006.28	2006.28
564.61	922	1987.98	1987.98
564.71	921.9	1983.49	1983.49
564.81	921.8	2007.75	2007.75
564.91	921.7	2023.08	2023.08
565.01	921.6	2031.34	2031.34
565.11	921.5	2054.2	2054.2
565.21	921.4	2042.74	2042.74
565.31	921.3	1997.77	1997.77
565.41	921.2	2015.19	2015.19
565.51	921.1	2034.6	2034.6
565.61	921	2023.2	2023.2
565.71	920.9	2055.75	2055.75
565.81	920.8	2042.5	2042.5
565.91	920.7	1999.75	1999.75
566.01	920.6	2003.67	2003.67
566.11	920.5	2028.94	2028.94
566.21	920.4	2021.23	2021.23
566.31	920.3	2008.9	2008.9
566.41	920.2	2017.7	2017.7
566.51	920.1	2050.85	2050.85
566.61	920	2074.44	2074.44
