C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX320_CEC356_Cu in He.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.3
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p	Background_Pr:Cu2p
549.51	937.1	159188	159188
549.61	937	159213	159213
549.71	936.9	159809	159809
549.81	936.8	160181	160181
549.91	936.7	160444	160444
550.01	936.6	160533	160533
550.11	936.5	160763	160763
550.21	936.4	162085	162085
550.31	936.3	161335	161335
550.41	936.2	160807	160807
550.51	936.1	162429	162429
550.61	936	162346	162346
550.71	935.9	161582	161582
550.81	935.8	161647	161647
550.91	935.7	161692	161692
551.01	935.6	162769	162769
551.11	935.5	163348	163348
551.21	935.4	163795	163795
551.31	935.3	164665	164665
551.41	935.2	167350	167350
551.51	935.1	167411	167411
551.61	935	168197	168197
551.71	934.9	169879	169879
551.81	934.8	171954	171954
551.91	934.7	175213	175213
552.01	934.6	178710	178710
552.11	934.5	183899	183899
552.21	934.4	189559	189559
552.31	934.3	196866	196866
552.41	934.2	205243	205243
552.51	934.1	216303	216303
552.61	934	229232	229232
552.71	933.9	246258	246258
552.81	933.8	266892	266892
552.91	933.7	295129	295129
553.01	933.6	332194	332194
553.11	933.5	380765	380765
553.21	933.4	447204	447204
553.31	933.3	533775	533775
553.41	933.2	648111	648111
553.51	933.1	784204	784204
553.61	933	935733	935733
553.71	932.9	1.08329e+006	1.08329e+006
553.81	932.8	1.20302e+006	1.20302e+006
553.91	932.7	1.27273e+006	1.27273e+006
554.01	932.6	1.27683e+006	1.27683e+006
554.11	932.5	1.21304e+006	1.21304e+006
554.21	932.4	1.09671e+006	1.09671e+006
554.31	932.3	948372	948372
554.41	932.2	792672	792672
554.51	932.1	652726	652726
554.61	932	535805	535805
554.71	931.9	443440	443440
554.81	931.8	370042	370042
554.91	931.7	314296	314296
555.01	931.6	272086	272086
555.11	931.5	239272	239272
555.21	931.4	215575	215575
555.31	931.3	197641	197641
555.41	931.2	182722	182722
555.51	931.1	170760	170760
555.61	931	161976	161976
555.71	930.9	154772	154772
555.81	930.8	147604	147604
555.91	930.7	141995	141995
556.01	930.6	137082	137082
556.11	930.5	133711	133711
556.21	930.4	130372	130372
556.31	930.3	127870	127870
556.41	930.2	124566	124566
556.51	930.1	121888	121888
556.61	930	120287	120287
556.71	929.9	118303	118303
556.81	929.8	117069	117069
556.91	929.7	115437	115437
557.01	929.6	113347	113347
557.11	929.5	112754	112754
557.21	929.4	112508	112508
557.31	929.3	110579	110579
557.41	929.2	109499	109499
557.51	929.1	108367	108367
557.61	929	107493	107493
557.71	928.9	106222	106222
557.81	928.8	105547	105547
557.91	928.7	105296	105296
558.01	928.6	105887	105887
558.11	928.5	105222	105222
558.21	928.4	104787	104787
558.31	928.3	104207	104207
558.41	928.2	102969	102969
558.51	928.1	102228	102228
558.61	928	102102	102102
558.71	927.9	102230	102230
558.81	927.8	101890	101890
558.91	927.7	101817	101817
559.01	927.6	101275	101275
559.11	927.5	100993	100993
559.21	927.4	101166	101166
559.31	927.3	100345	100345
559.41	927.2	99206.3	99206.3
559.51	927.1	99461.6	99461.6
559.61	927	99901.4	99901.4
559.71	926.9	99597.4	99597.4
559.81	926.8	100245	100245
559.91	926.7	99825	99825
560.01	926.6	98480	98480
560.11	926.5	98796.6	98796.6
560.21	926.4	98748.4	98748.4
560.31	926.3	99106.9	99106.9
560.41	926.2	98470.2	98470.2
560.51	926.1	98551.4	98551.4
560.61	926	98279.9	98279.9
560.71	925.9	97249.4	97249.4
560.81	925.8	97260.9	97260.9
560.91	925.7	97199.7	97199.7
561.01	925.6	97726.9	97726.9
561.11	925.5	97583.6	97583.6
561.21	925.4	97357.1	97357.1
561.31	925.3	97124.4	97124.4
561.41	925.2	97691.4	97691.4
561.51	925.1	97676.3	97676.3
561.61	925	97061.1	97061.1
561.71	924.9	97007.4	97007.4
561.81	924.8	96238.3	96238.3
561.91	924.7	96729.1	96729.1
562.01	924.6	96648.4	96648.4
562.11	924.5	96464.1	96464.1
562.21	924.4	96347.4	96347.4
562.31	924.3	96824.2	96824.2
562.41	924.2	96607.7	96607.7
562.51	924.1	96572.6	96572.6
562.61	924	96981.2	96981.2
562.71	923.9	96625.1	96625.1
562.81	923.8	96167	96167
562.91	923.7	96143.3	96143.3
563.01	923.6	96055.9	96055.9
563.11	923.5	96756.7	96756.7
563.21	923.4	96408.7	96408.7
563.31	923.3	96309.3	96309.3
563.41	923.2	96514.7	96514.7
563.51	923.1	96396.8	96396.8
563.61	923	96443.5	96443.5
563.71	922.9	96211.4	96211.4
563.81	922.8	96527.9	96527.9
563.91	922.7	97110.3	97110.3
564.01	922.6	96737.5	96737.5
564.11	922.5	96454.9	96454.9
564.21	922.4	96278.1	96278.1
564.31	922.3	95284.6	95284.6
564.41	922.2	96197.5	96197.5
564.51	922.1	96193.2	96193.2
564.61	922	96283.3	96283.3
564.71	921.9	96482.2	96482.2
564.81	921.8	96805.1	96805.1
564.91	921.7	96164.7	96164.7
565.01	921.6	96254.2	96254.2
565.11	921.5	96090.9	96090.9
565.21	921.4	96233.9	96233.9
565.31	921.3	96195.7	96195.7
565.41	921.2	95654	95654
565.51	921.1	96035.1	96035.1
565.61	921	95856.7	95856.7
565.71	920.9	95944.2	95944.2
565.81	920.8	95387.8	95387.8
565.91	920.7	95731	95731
566.01	920.6	95795.1	95795.1
566.11	920.5	95892.8	95892.8
566.21	920.4	96013.4	96013.4
566.31	920.3	95740.2	95740.2
566.41	920.2	95972.5	95972.5
566.51	920.1	95926.6	95926.6
566.61	920	95877.6	95877.6
