experiment 2019-01-28_au in o2 800um nozzle_irregular-January212020161648				
Counts per Second				
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Counts per Second	BE_Counts per Second	CPS_Counts per Second	Background_Counts per Second	
1365.41	121.2	1175.55	1155.85	
1365.46	121.15	1174.7	1168.27	
1365.51	121.1	1168.06	1213.97	
1365.56	121.05	1180.06	1229.92	
1365.61	121	1185.5	1203.13	
1365.66	120.95	1183.53	1217.19	
1365.71	120.9	1166.16	1182.67	
1365.76	120.85	1182.98	1218.83	
1365.81	120.8	1196.57	1227.87	
1365.86	120.75	1173.24	1175.18	
1365.91	120.7	1170.42	1179.34	
1365.96	120.65	1181.49	1169.98	
1366.01	120.6	1185.05	1183.27	
1366.06	120.55	1187.83	1141.12	
1366.11	120.5	1184.71	1189.52	
1366.16	120.45	1169.76	1192.48	
1366.21	120.4	1171.66	1172.95	
1366.26	120.35	1193.23	1208.71	
1366.31	120.3	1184.08	1200.63	
1366.36	120.25	1166.18	1152.11	
1366.41	120.2	1200.49	1222.28	
1366.46	120.15	1197.07	1189.11	
1366.51	120.1	1173.66	1174.92	
1366.56	120.05	1177.02	1191.47	
1366.61	120	1191.1	1130.72	
1366.66	119.95	1183.17	1142.79	
1366.71	119.9	1191.73	1166.54	
1366.76	119.85	1182.79	1219.71	
1366.81	119.8	1176.62	1146.81	
1366.86	119.75	1200.96	1198.11	
1366.91	119.7	1174.36	1218.51	
1366.96	119.65	1186.83	1246.41	
1367.01	119.6	1195.51	1160.77	
1367.06	119.55	1188.31	1219.1	
1367.11	119.5	1165.23	1173.2	
1367.16	119.45	1177.73	1156.24	
1367.21	119.4	1204.45	1240.5	
1367.26	119.35	1184.23	1130.91	
1367.31	119.3	1198.07	1244.17	
1367.36	119.25	1183.06	1193.46	
1367.41	119.2	1180.69	1178.42	
1367.46	119.15	1184.77	1173.84	
1367.51	119.1	1192.22	1181.82	
1367.56	119.05	1166.98	1158.85	
1367.61	119	1182.86	1196.56	
1367.66	118.95	1189.62	1206.46	
1367.71	118.9	1222.56	1246.1	
1367.76	118.85	1185.8	1183.92	
1367.81	118.8	1194.74	1174.17	
1367.86	118.75	1186.83	1097.77	
1367.91	118.7	1175.19	1156.95	
1367.96	118.65	1165.83	1147.75	
1368.01	118.6	1179.36	1170.62	
1368.06	118.55	1193.38	1089.7	
1368.11	118.5	1181.02	1133.76	
1368.16	118.45	1220.22	1215.65	
1368.21	118.4	1208.38	1168.61	
1368.26	118.35	1186.65	1176.33	
1368.31	118.3	1183.3	1140.04	
1368.36	118.25	1201.6	1203.21	
1368.41	118.2	1189.3	1181.39	
1368.46	118.15	1200.22	1176.42	
1368.51	118.1	1188.8	1174.59	
1368.56	118.05	1185	1148.38	
1368.61	118	1180.81	1149.87	
1368.66	117.95	1182.63	1182.28	
1368.71	117.9	1188.1	1191.76	
1368.76	117.85	1178.21	1153.31	
1368.81	117.8	1206.26	1231.53	
1368.86	117.75	1213.49	1253.21	
1368.91	117.7	1186.19	1164.28	
1368.96	117.65	1186.44	1197.29	
1369.01	117.6	1179.06	1191.43	
1369.06	117.55	1189.98	1169.38	
1369.11	117.5	1187.58	1131.86	
1369.16	117.45	1182.29	1147.39	
1369.21	117.4	1199.4	1108.71	
1369.26	117.35	1180.96	1159.04	
1369.31	117.3	1177.17	1205.16	
1369.36	117.25	1166.74	1192.99	
1369.41	117.2	1187.33	1153.66	
1369.46	117.15	1201.19	1208.03	
1369.51	117.1	1193.37	1196.93	
1369.56	117.05	1178.58	1189.8	
1369.61	117	1180.89	1167.02	
1369.66	116.95	1186.23	1138.94	
1369.71	116.9	1175.97	1138.16	
1369.76	116.85	1196.82	1192.93	
1369.81	116.8	1179.46	1140.97	
1369.86	116.75	1211.6	1198.15	
1369.91	116.7	1194.29	1156.84	
1369.96	116.65	1192.53	1207.06	
1370.01	116.6	1206.12	1164	
1370.06	116.55	1196.1	1167.07	
1370.11	116.5	1192.04	1170.48	
1370.16	116.45	1196.38	1165.46	
1370.21	116.4	1194.58	1170.92	
1370.26	116.35	1205.73	1190.01	
1370.31	116.3	1210.52	1189.38	
1370.36	116.25	1213.22	1168.92	
1370.41	116.2	1205.25	1186.28	
1370.46	116.15	1193.8	1225.34	
1370.51	116.1	1177.21	1187.77	
1370.56	116.05	1184.14	1215.49	
1370.61	116	1197.09	1239.43	
1370.66	115.95	1205.98	1233.51	
1370.71	115.9	1189.56	1162.1	
1370.76	115.85	1188.12	1175.87	
1370.81	115.8	1207.28	1153.84	
1370.86	115.75	1211.92	1160.92	
1370.91	115.7	1227.13	1204.68	
1370.96	115.65	1215.98	1196.69	
1371.01	115.6	1209.67	1196.67	
1371.06	115.55	1207.37	1114.3	
1371.11	115.5	1183.27	1215.65	
1371.16	115.45	1176.29	1241.49	
1371.21	115.4	1196.6	1161.34	
1371.26	115.35	1203.08	1192.25	
1371.31	115.3	1198.13	1209.98	
1371.36	115.25	1210.66	1164.71	
1371.41	115.2	1196.67	1155.58	
1371.46	115.15	1199.45	1213.28	
1371.51	115.1	1201.26	1258.3	
1371.56	115.05	1208.54	1194.77	
1371.61	115	1198.2	1245.16	
1371.66	114.95	1187.97	1207.06	
1371.71	114.9	1206.86	1165.53	
1371.76	114.85	1184.59	1196.7	
1371.81	114.8	1207.29	1175.92	
1371.86	114.75	1201.54	1146.78	
1371.91	114.7	1226.1	1219.31	
1371.96	114.65	1216.61	1139.19	
1372.01	114.6	1207.38	1227.95	
1372.06	114.55	1198.56	1231.41	
1372.11	114.5	1201.34	1234.87	
1372.16	114.45	1205.87	1210.59	
1372.21	114.4	1190.96	1116.71	
1372.26	114.35	1201.19	1178.63	
1372.31	114.3	1199.69	1214.76	
1372.36	114.25	1217.91	1195.53	
1372.41	114.2	1228.55	1218.68	
1372.46	114.15	1212.35	1257.68	
1372.51	114.1	1204.45	1232.73	
1372.56	114.05	1215.72	1210.22	
1372.61	114	1225.35	1226.57	
1372.66	113.95	1227.37	1156.3	
1372.71	113.9	1223.08	1221.49	
1372.76	113.85	1222.62	1260.66	
1372.81	113.8	1217.09	1222.82	
1372.86	113.75	1222.84	1236.02	
1372.91	113.7	1217.31	1222.78	
1372.96	113.65	1216.77	1208.98	
1373.01	113.6	1196.1	1242.34	
1373.06	113.55	1208.48	1229.39	
1373.11	113.5	1202.35	1201.87	
1373.16	113.45	1206.55	1233.02	
1373.21	113.4	1210.72	1190.67	
1373.26	113.35	1229.92	1283.85	
1373.31	113.3	1212.47	1266	
1373.36	113.25	1222.36	1232.28	
1373.41	113.2	1231.96	1267.4	
1373.46	113.15	1226.55	1264.35	
1373.51	113.1	1226.75	1260.2	
1373.56	113.05	1210.26	1227.94	
1373.61	113	1227.57	1293.19	
1373.66	112.95	1219.38	1257.55	
1373.71	112.9	1232.47	1202.65	
1373.76	112.85	1243.42	1247.6	
1373.81	112.8	1238.4	1219.39	
1373.86	112.75	1237.38	1243.68	
1373.91	112.7	1251.8	1127.9	
1373.96	112.65	1242.36	1273.34	
1374.01	112.6	1236.6	1245.69	
1374.06	112.55	1230.74	1252.99	
1374.11	112.5	1233.08	1246.78	
1374.16	112.45	1246.08	1239.03	
1374.21	112.4	1245.87	1275.04	
1374.26	112.35	1245.22	1291.46	
1374.31	112.3	1228.5	1216.97	
1374.36	112.25	1235.58	1227.26	
1374.41	112.2	1244.63	1258.22	
1374.46	112.15	1240.56	1252.3	
1374.51	112.1	1239.23	1236.66	
1374.56	112.05	1241.15	1251.19	
1374.61	112	1259.03	1326.1	
1374.66	111.95	1218.91	1212.43	
1374.71	111.9	1231.4	1181.52	
1374.76	111.85	1256.06	1223.67	
1374.81	111.8	1238.4	1261.55	
1374.86	111.75	1237.37	1196.75	
1374.91	111.7	1230.48	1217.05	
1374.96	111.65	1254.69	1278	
1375.01	111.6	1237.01	1226.94	
1375.06	111.55	1245.47	1244.69	
1375.11	111.5	1250.15	1233.24	
1375.16	111.45	1255.78	1273.5	
1375.21	111.4	1236.89	1215.89	
1375.26	111.35	1242.25	1216.95	
1375.31	111.3	1240.07	1212.87	
1375.36	111.25	1238.73	1262.18	
1375.41	111.2	1241.86	1230.75	
1375.46	111.15	1242.36	1205.11	
1375.51	111.1	1228.75	1190.22	
1375.56	111.05	1232.59	1213.24	
1375.61	111	1238.94	1248.63	
1375.66	110.95	1232.96	1252.18	
1375.71	110.9	1244.21	1245.54	
1375.76	110.85	1246.49	1258.27	
1375.81	110.8	1235.86	1268.49	
1375.86	110.75	1239.59	1280.14	
1375.91	110.7	1231.8	1276.95	
1375.96	110.65	1233.17	1230.23	
1376.01	110.6	1237.66	1185.07	
1376.06	110.55	1249.41	1245.22	
1376.11	110.5	1229.37	1240.86	
1376.16	110.45	1238.69	1228.09	
1376.21	110.4	1252.08	1221.72	
1376.26	110.35	1240.95	1232.03	
1376.31	110.3	1232.74	1220.52	
1376.36	110.25	1231.8	1281.29	
1376.41	110.2	1227.75	1252.85	
1376.46	110.15	1263.39	1260.75	
1376.51	110.1	1248.1	1257.39	
1376.56	110.05	1252.7	1309.61	
1376.61	110	1235.33	1261.95	
1376.66	109.95	1251.26	1236.04	
1376.71	109.9	1242.44	1239.86	
1376.76	109.85	1250.23	1251.16	
1376.81	109.8	1252.93	1230.51	
1376.86	109.75	1243.06	1231.68	
1376.91	109.7	1248.24	1266.85	
1376.96	109.65	1240.36	1202.78	
1377.01	109.6	1244.87	1222.78	
1377.06	109.55	1248.35	1200.87	
1377.11	109.5	1244.46	1231.51	
1377.16	109.45	1252.1	1215.34	
1377.21	109.4	1240.47	1219.8	
1377.26	109.35	1224.78	1161.47	
1377.31	109.3	1228.71	1214.47	
1377.36	109.25	1237.98	1267.63	
1377.41	109.2	1235.99	1285.01	
1377.46	109.15	1230.88	1248.89	
1377.51	109.1	1256.72	1282.89	
1377.56	109.05	1259.97	1268.68	
1377.61	109	1249.51	1253.76	
1377.66	108.95	1242.52	1270.77	
1377.71	108.9	1229.37	1242.81	
1377.76	108.85	1220.8	1186.64	
1377.81	108.8	1230.33	1251.79	
1377.86	108.75	1234.31	1264.74	
1377.91	108.7	1225.75	1290.93	
1377.96	108.65	1208.49	1248.56	
1378.01	108.6	1222.96	1266.95	
1378.06	108.55	1237.83	1208.85	
1378.11	108.5	1236.18	1224.05	
1378.16	108.45	1246.26	1247.76	
1378.21	108.4	1235.41	1235.1	
1378.26	108.35	1228.86	1227.82	
1378.31	108.3	1242.43	1250.34	
1378.36	108.25	1224.34	1211.72	
1378.41	108.2	1227.21	1224.71	
1378.46	108.15	1228.64	1233.74	
1378.51	108.1	1241.93	1234.93	
1378.56	108.05	1250.39	1244.32	
1378.61	108	1246.54	1298.22	
1378.66	107.95	1253.26	1205.51	
1378.71	107.9	1240.16	1251.19	
1378.76	107.85	1229.65	1238.34	
1378.81	107.8	1223.23	1235.14	
1378.86	107.75	1227.04	1242.75	
1378.91	107.7	1219.91	1182	
1378.96	107.65	1213.49	1165.91	
1379.01	107.6	1243.44	1218.12	
1379.06	107.55	1230.16	1250.43	
1379.11	107.5	1236.31	1185.11	
1379.16	107.45	1237.11	1208.02	
1379.21	107.4	1232.06	1214.56	
1379.26	107.35	1225.08	1238.27	
1379.31	107.3	1223.25	1227.19	
1379.36	107.25	1209.18	1196.83	
1379.41	107.2	1208.99	1224.32	
1379.46	107.15	1210.28	1237.18	
1379.51	107.1	1224.5	1259.55	
1379.56	107.05	1242.99	1236.34	
1379.61	107	1225.8	1259.56	
1379.66	106.95	1210.57	1198.32	
1379.71	106.9	1195.24	1208.14	
1379.76	106.85	1235.31	1277.64	
1379.81	106.8	1207.66	1222.05	
1379.86	106.75	1200.12	1179.89	
1379.91	106.7	1215.16	1183.83	
1379.96	106.65	1229.28	1236.17	
1380.01	106.6	1216.9	1232.3	
1380.06	106.55	1200.4	1179.63	
1380.11	106.5	1221.24	1228.93	
1380.16	106.45	1221.25	1242.28	
1380.21	106.4	1204.75	1262.13	
1380.26	106.35	1175.2	1189.83	
1380.31	106.3	1207.76	1239.84	
1380.36	106.25	1201.81	1153.31	
1380.41	106.2	1217.18	1203.71	
1380.46	106.15	1200.18	1225.7	
1380.51	106.1	1199.71	1201.25	
1380.56	106.05	1185.45	1190.58	
1380.61	106	1193.8	1141.89	
1380.66	105.95	1205.53	1191.18	
1380.71	105.9	1197.91	1212.58	
1380.76	105.85	1220.86	1203.29	
1380.81	105.8	1193.96	1181.72	
1380.86	105.75	1185.73	1178.76	
1380.91	105.7	1217.19	1187.68	
1380.96	105.65	1214.83	1189.03	
1381.01	105.6	1210.54	1203.4	
1381.06	105.55	1202.85	1230.97	
1381.11	105.5	1210.38	1173.87	
1381.16	105.45	1201.77	1223.2	
1381.21	105.4	1212.92	1227.93	
1381.26	105.35	1213.89	1202.92	
1381.31	105.3	1226.96	1216.3	
1381.36	105.25	1195.48	1247.87	
1381.41	105.2	1202.36	1194.47	
1381.46	105.15	1223.48	1243.76	
1381.51	105.1	1214.74	1248.92	
1381.56	105.05	1195.77	1170.35	
1381.61	105	1227.84	1198.64	
1381.66	104.95	1218.44	1245.83	
1381.71	104.9	1206.58	1205.59	
1381.76	104.85	1206.68	1212.66	
1381.81	104.8	1208.85	1209.07	
1381.86	104.75	1199.86	1147.7	
1381.91	104.7	1192.72	1147.91	
1381.96	104.65	1201.98	1160.91	
1382.01	104.6	1221.5	1171.77	
1382.06	104.55	1220.91	1210.7	
1382.11	104.5	1203.43	1211.63	
1382.16	104.45	1202.53	1220.67	
1382.21	104.4	1207.84	1168.57	
1382.26	104.35	1182.94	1136.66	
1382.31	104.3	1194.41	1206.32	
1382.36	104.25	1174.93	1146.46	
1382.41	104.2	1206.22	1166.45	
1382.46	104.15	1215.16	1179.79	
1382.51	104.1	1205.39	1167.98	
1382.56	104.05	1194.98	1214.33	
1382.61	104	1199.82	1226.68	
1382.66	103.95	1177.31	1167.86	
1382.71	103.9	1192.59	1201.7	
1382.76	103.85	1178.48	1174.65	
1382.81	103.8	1205.05	1191.24	
1382.86	103.75	1181.94	1124.39	
1382.91	103.7	1187.32	1142.91	
1382.96	103.65	1195.38	1175.06	
1383.01	103.6	1206.54	1183.81	
1383.06	103.55	1222.92	1230.03	
1383.11	103.5	1206.53	1220.68	
1383.16	103.45	1232.82	1199.95	
1383.21	103.4	1216.33	1185.29	
1383.26	103.35	1205.83	1192.56	
1383.31	103.3	1209.65	1228.54	
1383.36	103.25	1210.99	1186.04	
1383.41	103.2	1212.65	1208.8	
1383.46	103.15	1206.93	1191.19	
1383.51	103.1	1205.2	1223.61	
1383.56	103.05	1203.61	1221.58	
1383.61	103	1208.23	1173.71	
1383.66	102.95	1199.38	1193.78	
1383.71	102.9	1192.06	1201.23	
1383.76	102.85	1179.12	1162.59	
1383.81	102.8	1179.96	1127.94	
1383.86	102.75	1163.65	1130.03	
1383.91	102.7	1153.62	1161.71	
1383.96	102.65	1165.24	1179.66	
1384.01	102.6	1151.06	1171.42	
1384.06	102.55	1145.49	1162.65	
1384.11	102.5	1139.12	1171.59	
1384.16	102.45	1120.6	1134.68	
1384.21	102.4	1122.56	1130.9	
1384.26	102.35	1133.64	1186.96	
1384.31	102.3	1108.76	1160.84	
1384.36	102.25	1130.59	1158.02	
1384.41	102.2	1132.48	1138.33	
1384.46	102.15	1122.72	1103.23	
1384.51	102.1	1109.54	1069.74	
1384.56	102.05	1138.77	1121.16	
1384.61	102	1125.07	1114.25	
1384.66	101.95	1116.02	1149	
1384.71	101.9	1119.72	1116.69	
1384.76	101.85	1146.48	1148.61	
1384.81	101.8	1125.39	1131.78	
1384.86	101.75	1136.83	1198.15	
1384.91	101.7	1130.41	1099.03	
1384.96	101.65	1138.79	1117.9	
1385.01	101.6	1143.36	1136.73	
1385.06	101.55	1139.04	1123.68	
1385.11	101.5	1142.72	1099.1	
1385.16	101.45	1125.25	1175.77	
1385.21	101.4	1159.84	1218.75	
1385.26	101.35	1146.23	1134.93	
1385.31	101.3	1145.24	1117.37	
1385.36	101.25	1145.24	1101.53	
1385.41	101.2	1161.43	1170.74	
1385.46	101.15	1155.88	1166	
1385.51	101.1	1146.98	1172.05	
1385.56	101.05	1166.49	1154.71	
1385.61	101	1159.8	1226.14	
1385.66	100.95	1142.52	1192.18	
1385.71	100.9	1154.64	1124.61	
1385.76	100.85	1126.95	1100.75	
1385.81	100.8	1116.62	1078.11	
1385.86	100.75	1132.73	1118.34	
1385.91	100.7	1135.12	1158.6	
1385.96	100.65	1118.38	1128.35	
1386.01	100.6	1126.57	1113.47	
1386.06	100.55	1103.11	1114.19	
1386.11	100.5	1087.02	1098.68	
1386.16	100.45	1105.19	1082.97	
1386.21	100.4	1095.7	1121.22	
1386.26	100.35	1078.12	1135.38	
1386.31	100.3	1085.83	1127.1	
1386.36	100.25	1093.16	1124.28	
1386.41	100.2	1085.59	1060.3	
1386.46	100.15	1085.49	1086.02	
1386.51	100.1	1088.17	1065.09	
1386.56	100.05	1078.99	1080.95	
1386.61	100	1069.53	1073.23	
1386.66	99.95	1064.68	1026.84	
1386.71	99.9	1058.91	1027.07	
1386.76	99.85	1050.74	1043.44	
1386.81	99.8	1068.86	1061.05	
1386.86	99.75	1078.35	1124.43	
1386.91	99.7	1068.77	1112.7	
1386.96	99.65	1062.75	1086.06	
1387.01	99.6	1074.28	1088.42	
1387.06	99.55	1088.31	1044.1	
1387.11	99.5	1090.37	1052.88	
1387.16	99.45	1074.96	1082.23	
1387.21	99.4	1075.85	1069.36	
1387.26	99.35	1068.34	1069.92	
1387.31	99.3	1040.66	1076.06	
1387.36	99.25	1052.33	1014.5	
1387.41	99.2	1045.19	1003.81	
1387.46	99.15	1035.68	1062.13	
1387.51	99.1	1032.43	1012.09	
1387.56	99.05	1029.79	1049.12	
1387.61	99	1017.71	999.994	
1387.66	98.95	1002.99	996.661	
1387.71	98.9	1009.22	985.98	
1387.76	98.85	990.43	1002.23	
1387.81	98.8	990.978	981.39	
1387.86	98.75	982.136	960.92	
1387.91	98.7	979.686	954.516	
1387.96	98.65	968.722	994.086	
1388.01	98.6	974.001	985.294	
1388.06	98.55	980.124	961.794	
1388.11	98.5	974.191	940.326	
1388.16	98.45	971.788	978.164	
1388.21	98.4	948.509	929.979	
1388.26	98.35	936.955	953.554	
1388.31	98.3	938.924	982.805	
1388.36	98.25	944.547	960.252	
1388.41	98.2	949.977	920.971	
1388.46	98.15	950.51	982.961	
1388.51	98.1	953.718	948.337	
1388.56	98.05	963.221	939.063	
1388.61	98	969.205	931.912	
1388.66	97.95	948.379	951.974	
1388.71	97.9	940.002	943.685	
1388.76	97.85	932.506	930.932	
1388.81	97.8	958.175	960.074	
1388.86	97.75	961.028	968.501	
1388.91	97.7	969.27	987.062	
1388.96	97.65	956.776	986.5	
1389.01	97.6	947.918	961.644	
1389.06	97.55	935.232	945.595	
1389.11	97.5	929.67	951.93	
1389.16	97.45	960.747	1003.35	
1389.21	97.4	955.263	1001.78	
1389.26	97.35	957.013	954.73	
1389.31	97.3	970.56	995.619	
1389.36	97.25	982.552	977.106	
1389.41	97.2	970.323	948.249	
1389.46	97.15	982.221	1002.12	
1389.51	97.1	989.434	1037.79	
1389.56	97.05	977.35	1009.14	
1389.61	97	970.75	1013.19	
1389.66	96.95	1002.41	1027.72	
1389.71	96.9	998.806	982.92	
1389.76	96.85	1002.49	978.986	
1389.81	96.8	1006.4	999.619	
1389.86	96.75	1008.47	986.522	
1389.91	96.7	1013.43	1033.79	
1389.96	96.65	1009.51	1032.11	
1390.01	96.6	1011.66	1003.25	
1390.06	96.55	1016.87	1010.48	
1390.11	96.5	1021.35	1044.14	
1390.16	96.45	1009.98	1026.54	
1390.21	96.4	1003.88	1017.26	
1390.26	96.35	994.927	1010.27	
1390.31	96.3	992.997	1021.89	
1390.36	96.25	986.03	997.477	
1390.41	96.2	984.945	964.18	
1390.46	96.15	960.331	946.165	
1390.51	96.1	957.046	964.136	
1390.56	96.05	976.817	990.79	
1390.61	96	963.368	978.689	
1390.66	95.95	949.675	925.352	
1390.71	95.9	953.687	985.421	
1390.76	95.85	944.925	898.081	
1390.81	95.8	924.363	895.002	
1390.86	95.75	914.878	917.6	
1390.91	95.7	894.889	914.141	
1390.96	95.65	897.918	914.695	
1391.01	95.6	894.903	903.237	
1391.06	95.55	907.586	910.356	
1391.11	95.5	882.383	885.566	
1391.16	95.45	871.173	853.58	
1391.21	95.4	858.816	860.884	
1391.26	95.35	848.249	844.815	
1391.31	95.3	840.816	897.904	
1391.36	95.25	835.243	866.947	
1391.41	95.2	845.24	841.506	
1391.46	95.15	839.43	828.345	
1391.51	95.1	838.888	835.64	
1391.56	95.05	826.042	829.607	
1391.61	95	827.007	872.326	
1391.66	94.95	831.459	836.41	
1391.71	94.9	823.303	847.195	
1391.76	94.85	826.695	815.909	
1391.81	94.8	823.758	807.304	
1391.86	94.75	802.821	825.574	
1391.91	94.7	820.754	831.256	
1391.96	94.65	801.33	821.961	
1392.01	94.6	812.657	837.777	
1392.06	94.55	818.047	838.864	
1392.11	94.5	814.45	797.782	
1392.16	94.45	824.957	797.381	
1392.21	94.4	807.8	801.262	
1392.26	94.35	802.783	839.962	
1392.31	94.3	817.151	816.262	
1392.36	94.25	812.336	814.099	
1392.41	94.2	803.703	796.825	
1392.46	94.15	805.258	828.899	
1392.51	94.1	827.952	838.487	
1392.56	94.05	834.826	819.295	
1392.61	94	828.631	798.676	
1392.66	93.95	841.147	846.864	
1392.71	93.9	828.341	864.151	
1392.76	93.85	821.618	822.029	
1392.81	93.8	842.144	853.871	
1392.86	93.75	821.204	828.808	
1392.91	93.7	833.619	805.673	
1392.96	93.65	819.715	860.9	
1393.01	93.6	834.747	844.758	
1393.06	93.55	849.156	822.163	
1393.11	93.5	841.101	840.408	
1393.16	93.45	868.523	865.875	
1393.21	93.4	868.055	882.751	
1393.26	93.35	877.56	933.96	
1393.31	93.3	884.927	915.087	
1393.36	93.25	906.498	856.816	
1393.41	93.2	908.549	868.293	
1393.46	93.15	919.104	946.117	
1393.51	93.1	931.148	924.821	
1393.56	93.05	936.861	918.87	
1393.61	93	943.419	941.414	
1393.66	92.95	944.379	937.08	
1393.71	92.9	948.877	952.366	
1393.76	92.85	969.337	953.497	
1393.81	92.8	992.269	963.959	
1393.86	92.75	982.841	1004.15	
1393.91	92.7	984.743	959.237	
1393.96	92.65	957.037	958.215	
1394.01	92.6	955.319	1002.26	
1394.06	92.55	972.864	974.321	
1394.11	92.5	972.384	956.191	
1394.16	92.45	982.561	966.982	
1394.21	92.4	975.81	979.456	
1394.26	92.35	964.915	959.28	
1394.31	92.3	966.281	937.409	
1394.36	92.25	952.79	964.102	
1394.41	92.2	945.225	899.928	
1394.46	92.15	921.053	889.699	
1394.51	92.1	907.173	905.293	
1394.56	92.05	909.164	917.221	
1394.61	92	902.684	888.397	
1394.66	91.95	899.258	929.414	
1394.71	91.9	878.957	868.757	
1394.76	91.85	873.447	874.934	
1394.81	91.8	882.578	917.472	
1394.86	91.75	875.742	909.407	
1394.91	91.7	861.784	859.797	
1394.96	91.65	832.736	833.662	
1395.01	91.6	847.171	835.08	
1395.06	91.55	826.965	807.712	
1395.11	91.5	838.287	813.232	
1395.16	91.45	811.349	791.161	
1395.21	91.4	812.009	795.957	
1395.26	91.35	809.212	811.915	
1395.31	91.3	823.721	814.63	
1395.36	91.25	798.94	765.365	
1395.41	91.2	802.598	808.176	
1395.46	91.15	805.572	820.83	
1395.51	91.1	796.928	807.763	
1395.56	91.05	824.77	797.156	
1395.61	91	816.975	781.499	
1395.66	90.95	821.753	821.642	
1395.71	90.9	799.037	793.639	
1395.76	90.85	821.632	822.215	
1395.81	90.8	819.804	791.557	
1395.86	90.75	826.739	810.024	
1395.91	90.7	819.157	836.663	
1395.96	90.65	821.856	844.42	
1396.01	90.6	849.818	866.05	
1396.06	90.55	820.848	811.99	
1396.11	90.5	823.067	785.869	
1396.16	90.45	844.055	857.805	
1396.21	90.4	843.336	836.901	
1396.26	90.35	833.511	820.602	
1396.31	90.3	826.561	770.444	
1396.36	90.25	838.2	841.227	
1396.41	90.2	838.142	848.485	
1396.46	90.15	845.56	859.387	
1396.51	90.1	843.608	844.665	
1396.56	90.05	859.745	837.154	
1396.61	90	848.725	884.767	
1396.66	89.95	843.747	814.784	
1396.71	89.9	850.198	843.556	
1396.76	89.85	832.435	823.533	
1396.81	89.8	846.778	823.621	
1396.86	89.75	866.646	875.354	
1396.91	89.7	880.415	863.465	
1396.96	89.65	863.825	838.801	
1397.01	89.6	889.593	836.009	
1397.06	89.55	889.502	842.997	
1397.11	89.5	892.791	896.845	
1397.16	89.45	899.257	916.207	
1397.21	89.4	930.088	871.54	
1397.26	89.35	960.794	962.921	
1397.31	89.3	966.191	965.77	
1397.36	89.25	982.217	944.909	
1397.41	89.2	998.283	952.059	
1397.46	89.15	1046.9	1060.87	
1397.51	89.1	1080.11	1097.65	
1397.56	89.05	1105.39	1122.91	
1397.61	89	1152.44	1133.45	
1397.66	88.95	1191.38	1173.41	
1397.71	88.9	1270.5	1204.89	
1397.76	88.85	1295.81	1289.81	
1397.81	88.8	1351.32	1318.09	
1397.86	88.75	1440.86	1499.28	
1397.91	88.7	1522.07	1543.27	
1397.96	88.65	1651.09	1667.22	
1398.01	88.6	1811.75	1800.46	
1398.06	88.55	1916.62	1930.61	
1398.11	88.5	2114.14	2102.34	
1398.16	88.45	2349.2	2335.71	
1398.21	88.4	2617.33	2558.69	
1398.26	88.35	2880.84	2826.95	
1398.31	88.3	3185.65	3200.72	
1398.36	88.25	3545.67	3546.86	
1398.41	88.2	3948.34	3835.65	
1398.46	88.15	4379.71	4270.7	
1398.51	88.1	4838.91	4770.43	
1398.56	88.05	5368.22	5378.25	
1398.61	88	5799.42	5866.15	
1398.66	87.95	6304.77	6399.91	
1398.71	87.9	6764.1	6792.74	
1398.76	87.85	7132.66	7092.79	
1398.81	87.8	7330.98	7341.49	
1398.86	87.75	7426.14	7423.32	
1398.91	87.7	7321.26	7329.42	
1398.96	87.65	7137.72	7138.95	
1399.01	87.6	6733.82	6796.15	
1399.06	87.55	6222.41	6200.15	
1399.11	87.5	5694.36	5648.69	
1399.16	87.45	5117.68	5166.55	
1399.21	87.4	4533.95	4521.25	
1399.26	87.35	3967.28	3997.76	
1399.31	87.3	3489.64	3444.47	
1399.36	87.25	3058.51	3035.43	
1399.41	87.2	2676.35	2635.7	
1399.46	87.15	2364.47	2289.85	
1399.51	87.1	2072.03	2014.19	
1399.56	87.05	1850.67	1824.81	
1399.61	87	1647.61	1600.61	
1399.66	86.95	1519.49	1438.77	
1399.71	86.9	1400.7	1353.54	
1399.76	86.85	1260.4	1250.69	
1399.81	86.8	1202.29	1198.76	
1399.86	86.75	1120.61	1118.8	
1399.91	86.7	1061.59	1047.15	
1399.96	86.65	1022.06	999.262	
1400.01	86.6	969.258	985.537	
1400.06	86.55	967.947	922.639	
1400.11	86.5	936.46	933.87	
1400.16	86.45	903.666	918.441	
1400.21	86.4	867.29	907.029	
1400.26	86.35	831.155	856.746	
1400.31	86.3	821.509	841.73	
1400.36	86.25	825.95	838.405	
1400.41	86.2	819.696	854.561	
1400.46	86.15	804.796	809.553	
1400.51	86.1	809.816	786.604	
1400.56	86.05	794.707	768.91	
1400.61	86	798.499	807.161	
1400.66	85.95	808.777	785.844	
1400.71	85.9	814.825	828.477	
1400.76	85.85	826.275	811.482	
1400.81	85.8	819.99	811.607	
1400.86	85.75	845.938	902.316	
1400.91	85.7	846.848	886.74	
1400.96	85.65	866.034	847.818	
1401.01	85.6	898.422	876.787	
1401.06	85.55	910.112	886.727	
1401.11	85.5	923.342	931.121	
1401.16	85.45	977.105	977.676	
1401.21	85.4	984.952	995.678	
1401.26	85.35	1042.59	1040.02	
1401.31	85.3	1097.71	1145.93	
