c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex391_cec356_o2 test without sample 1.vms
O1s
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_O1s	BE_O1s	CPS_O1s	Background_O1s
608.71	877.9	1.52585	1.52585
608.81	877.8	1.16752	1.16752
608.91	877.7	0.824051	0.824051
609.01	877.6	0.793307	0.793307
609.11	877.5	0.721118	0.721118
609.21	877.4	0.751125	0.751125
609.31	877.3	0.889037	0.889037
609.41	877.2	0.942461	0.942461
609.51	877.1	0.923483	0.923483
609.61	877	0.945909	0.945909
609.71	876.9	0.613774	0.613774
609.81	876.8	0.755777	0.755777
609.91	876.7	1.01675	1.01675
610.01	876.6	0.973934	0.973934
610.11	876.5	0.844621	0.844621
610.21	876.4	1.02239	1.02239
610.31	876.3	1.05749	1.05749
610.41	876.2	1.13027	1.13027
610.51	876.1	0.991486	0.991486
610.61	876	0.816436	0.816436
610.71	875.9	0.940746	0.940746
610.81	875.8	0.977111	0.977111
610.91	875.7	1.70406	1.70406
611.01	875.6	1.42293	1.42293
611.11	875.5	0.918504	0.918504
611.21	875.4	0.810815	0.810815
611.31	875.3	0.846717	0.846717
611.41	875.2	1.05159	1.05159
611.51	875.1	1.12128	1.12128
611.61	875	0.915051	0.915051
611.71	874.9	1.01429	1.01429
611.81	874.8	1.0255	1.0255
611.91	874.7	1.10538	1.10538
612.01	874.6	1.18228	1.18228
612.11	874.5	0.875348	0.875348
612.21	874.4	0.763638	0.763638
612.31	874.3	1.12083	1.12083
612.41	874.2	0.892144	0.892144
612.51	874.1	0.871839	0.871839
612.61	874	1.06236	1.06236
612.71	873.9	1.29654	1.29654
612.81	873.8	1.22243	1.22243
612.91	873.7	1.20776	1.20776
613.01	873.6	1.40553	1.40553
613.11	873.5	0.765889	0.765889
613.21	873.4	0.860901	0.860901
613.31	873.3	0.849799	0.849799
613.41	873.2	0.845421	0.845421
613.51	873.1	1.39345	1.39345
613.61	873	1.25549	1.25549
613.71	872.9	1.12139	1.12139
613.81	872.8	1.0285	1.0285
613.91	872.7	1.05433	1.05433
614.01	872.6	1.16344	1.16344
614.11	872.5	0.754787	0.754787
614.21	872.4	0.835956	0.835956
614.31	872.3	1.32647	1.32647
614.41	872.2	1.04592	1.04592
614.51	872.1	0.992703	0.992703
614.61	872	1.20773	1.20773
614.71	871.9	0.977341	0.977341
614.81	871.8	1.11498	1.11498
614.91	871.7	1.04069	1.04069
615.01	871.6	1.14275	1.14275
615.11	871.5	0.961321	0.961321
615.21	871.4	1.14877	1.14877
615.31	871.3	0.87882	0.87882
615.41	871.2	0.933812	0.933812
615.51	871.1	1.1655	1.1655
615.61	871	0.748253	0.748253
615.71	870.9	0.705264	0.705264
615.81	870.8	0.58183	0.58183
615.91	870.7	0.941531	0.941531
616.01	870.6	0.852784	0.852784
616.11	870.5	1.49943	1.49943
616.21	870.4	1.06626	1.06626
616.31	870.3	1.35085	1.35085
616.41	870.2	1.07656	1.07656
616.51	870.1	1.17837	1.17837
616.61	870	0.774059	0.774059
616.71	869.9	0.755819	0.755819
616.81	869.8	0.86906	0.86906
616.91	869.7	1.12392	1.12392
617.01	869.6	0.957779	0.957779
617.11	869.5	1.6759	1.6759
617.21	869.4	1.13538	1.13538
617.31	869.3	1.08749	1.08749
617.41	869.2	0.768537	0.768537
617.51	869.1	1.30751	1.30751
617.61	869	1.12329	1.12329
617.71	868.9	0.801626	0.801626
617.81	868.8	0.967813	0.967813
617.91	868.7	1.13927	1.13927
618.01	868.6	1.24616	1.24616
618.11	868.5	1.37393	1.37393
618.21	868.4	1.02751	1.02751
618.31	868.3	1.1263	1.1263
618.41	868.2	1.30167	1.30167
618.51	868.1	1.6109	1.6109
618.61	868	1.28272	1.28272
618.71	867.9	0.764494	0.764494
618.81	867.8	1.2102	1.2102
618.91	867.7	1.38276	1.38276
619.01	867.6	0.929343	0.929343
619.11	867.5	0.979704	0.979704
619.21	867.4	1.09174	1.09174
619.31	867.3	0.748162	0.748162
619.41	867.2	0.770836	0.770836
619.51	867.1	0.699826	0.699826
619.61	867	1.11852	1.11852
619.71	866.9	0.946197	0.946197
619.81	866.8	0.77782	0.77782
619.91	866.7	1.20534	1.20534
620.01	866.6	0.804936	0.804936
620.11	866.5	1.18343	1.18343
620.21	866.4	0.965798	0.965798
620.31	866.3	1.34392	1.34392
620.41	866.2	1.22654	1.22654
620.51	866.1	0.966671	0.966671
620.61	866	0.924865	0.924865
620.71	865.9	0.910599	0.910599
620.81	865.8	1.04884	1.04884
620.91	865.7	1.08436	1.08436
621.01	865.6	1.032	1.032
621.11	865.5	1.25149	1.25149
621.21	865.4	1.06142	1.06142
621.31	865.3	1.27296	1.27296
621.41	865.2	1.06573	1.06573
621.51	865.1	0.829167	0.829167
621.61	865	1.28413	1.28413
621.71	864.9	1.03593	1.03593
621.81	864.8	0.953957	0.953957
621.91	864.7	1.38655	1.38655
622.01	864.6	1.18585	1.18585
622.11	864.5	0.641283	0.641283
622.21	864.4	0.652869	0.652869
622.31	864.3	0.809852	0.809852
622.41	864.2	1.05465	1.05465
622.51	864.1	1.26758	1.26758
622.61	864	1.17072	1.17072
622.71	863.9	0.873084	0.873084
622.81	863.8	0.930335	0.930335
622.91	863.7	0.596205	0.596205
623.01	863.6	0.922689	0.922689
623.11	863.5	1.24228	1.24228
623.21	863.4	1.37141	1.37141
623.31	863.3	1.6268	1.6268
623.41	863.2	1.07142	1.07142
623.51	863.1	1.30881	1.30881
623.61	863	1.32576	1.32576
623.71	862.9	0.933147	0.933147
623.81	862.8	1.08544	1.08544
623.91	862.7	1.06427	1.06427
624.01	862.6	0.993484	0.993484
624.11	862.5	1.43759	1.43759
624.21	862.4	0.926351	0.926351
624.31	862.3	0.83196	0.83196
624.41	862.2	0.91886	0.91886
624.51	862.1	1.0615	1.0615
624.61	862	1.41305	1.41305
624.71	861.9	1.3354	1.3354
624.81	861.8	0.89306	0.89306
624.91	861.7	0.745042	0.745042
625.01	861.6	0.73553	0.73553
625.11	861.5	0.872532	0.872532
625.21	861.4	0.937807	0.937807
625.31	861.3	0.876181	0.876181
625.41	861.2	0.877839	0.877839
625.51	861.1	0.968396	0.968396
625.61	861	1.25087	1.25087
625.71	860.9	1.25956	1.25956
625.81	860.8	0.866164	0.866164
625.91	860.7	0.803017	0.803017
626.01	860.6	1.20044	1.20044
626.11	860.5	1.02005	1.02005
626.21	860.4	1.13994	1.13994
626.31	860.3	0.987602	0.987602
626.41	860.2	0.86691	0.86691
626.51	860.1	0.964852	0.964852
626.61	860	1.0429	1.0429
626.71	859.9	1.22041	1.22041
626.81	859.8	1.07053	1.07053
626.91	859.7	1.02245	1.02245
627.01	859.6	0.566114	0.566114
627.11	859.5	1.13329	1.13329
627.21	859.4	1.12907	1.12907
627.31	859.3	1.32762	1.32762
627.41	859.2	1.01589	1.01589
627.51	859.1	1.25476	1.25476
627.61	859	1.38826	1.38826
627.71	858.9	0.913286	0.913286
627.81	858.8	0.739207	0.739207
627.91	858.7	0.887914	0.887914
628.01	858.6	1.08602	1.08602
628.11	858.5	0.818849	0.818849
628.21	858.4	1.05892	1.05892
628.31	858.3	1.15403	1.15403
628.41	858.2	0.789705	0.789705
628.51	858.1	0.898711	0.898711
628.61	858	0.995121	0.995121
628.71	857.9	1.1942	1.1942
628.81	857.8	0.983326	0.983326
628.91	857.7	1.1104	1.1104
629.01	857.6	0.770961	0.770961
629.11	857.5	0.878236	0.878236
629.21	857.4	1.0231	1.0231
629.31	857.3	1.31322	1.31322
629.41	857.2	1.31846	1.31846
629.51	857.1	1.19608	1.19608
629.61	857	0.549797	0.549797
629.71	856.9	0.803618	0.803618
629.81	856.8	1.09243	1.09243
629.91	856.7	0.662292	0.662292
630.01	856.6	1.07344	1.07344
630.11	856.5	1.27422	1.27422
630.21	856.4	1.11063	1.11063
630.31	856.3	0.570617	0.570617
630.41	856.2	1.39845	1.39845
630.51	856.1	1.02902	1.02902
630.61	856	0.748856	0.748856
630.71	855.9	1.39654	1.39654
630.81	855.8	0.917648	0.917648
630.91	855.7	1.31769	1.31769
631.01	855.6	1.18564	1.18564
631.11	855.5	1.02026	1.02026
631.21	855.4	1.34979	1.34979
631.31	855.3	1.07253	1.07253
631.41	855.2	1.01487	1.01487
631.51	855.1	1.27288	1.27288
631.61	855	0.883738	0.883738
631.71	854.9	1.09574	1.09574
631.81	854.8	0.839688	0.839688
631.91	854.7	1.38477	1.38477
632.01	854.6	1.63789	1.63789
632.11	854.5	1.25313	1.25313
632.21	854.4	1.33321	1.33321
632.31	854.3	1.45725	1.45725
632.41	854.2	0.808336	0.808336
632.51	854.1	1.19098	1.19098
632.61	854	1.14348	1.14348
632.71	853.9	0.829158	0.829158
632.81	853.8	1.22465	1.22465
632.91	853.7	1.27784	1.27784
633.01	853.6	1.21637	1.21637
633.11	853.5	1.33857	1.33857
633.21	853.4	0.956291	0.956291
633.31	853.3	1.20426	1.20426
633.41	853.2	1.5935	1.5935
633.51	853.1	1.27642	1.27642
633.61	853	1.37425	1.37425
633.71	852.9	1.19989	1.19989
633.81	852.8	1.32993	1.32993
633.91	852.7	1.42096	1.42096
634.01	852.6	1.01443	1.01443
634.11	852.5	1.07401	1.07401
634.21	852.4	0.613753	0.613753
634.31	852.3	0.893427	0.893427
634.41	852.2	1.49871	1.49871
634.51	852.1	1.01896	1.01896
634.61	852	0.769159	0.769159
634.71	851.9	0.396679	0.396679
634.81	851.8	0.886791	0.886791
634.91	851.7	1.1556	1.1556
635.01	851.6	1.17992	1.17992
635.11	851.5	1.11917	1.11917
635.21	851.4	1.13769	1.13769
635.31	851.3	0.979699	0.979699
635.41	851.2	1.20505	1.20505
635.51	851.1	1.25775	1.25775
635.61	851	1.29493	1.29493
635.71	850.9	1.26841	1.26841
635.81	850.8	1.05577	1.05577
635.91	850.7	1.44932	1.44932
636.01	850.6	1.34515	1.34515
636.11	850.5	1.42411	1.42411
636.21	850.4	1.04397	1.04397
636.31	850.3	0.912223	0.912223
636.41	850.2	0.954842	0.954842
636.51	850.1	0.733574	0.733574
636.61	850	0.851831	0.851831
636.71	849.9	1.18029	1.18029
636.81	849.8	0.960979	0.960979
636.91	849.7	1.2313	1.2313
637.01	849.6	1.27674	1.27674
637.11	849.5	1.25359	1.25359
637.21	849.4	1.00207	1.00207
637.31	849.3	1.46007	1.46007
637.41	849.2	1.19522	1.19522
637.51	849.1	1.2072	1.2072
637.61	849	1.02617	1.02617
637.71	848.9	0.821869	0.821869
637.81	848.8	0.842258	0.842258
637.91	848.7	0.844864	0.844864
638.01	848.6	0.881509	0.881509
638.11	848.5	1.22377	1.22377
638.21	848.4	0.971221	0.971221
638.31	848.3	0.824089	0.824089
638.41	848.2	1.31961	1.31961
638.51	848.1	1.26063	1.26063
638.61	848	1.11842	1.11842
638.71	847.9	0.735813	0.735813
638.81	847.8	0.882917	0.882917
638.91	847.7	0.980692	0.980692
639.01	847.6	0.763359	0.763359
639.11	847.5	1.24461	1.24461
639.21	847.4	1.06006	1.06006
639.31	847.3	1.22042	1.22042
639.41	847.2	1.11672	1.11672
639.51	847.1	0.76847	0.76847
639.61	847	0.801484	0.801484
639.71	846.9	0.893546	0.893546
639.81	846.8	1.0565	1.0565
639.91	846.7	0.986776	0.986776
640.01	846.6	1.11737	1.11737
640.11	846.5	0.912188	0.912188
640.21	846.4	1.00039	1.00039
640.31	846.3	1.10768	1.10768
640.41	846.2	1.27086	1.27086
640.51	846.1	1.08703	1.08703
640.61	846	0.91402	0.91402
640.71	845.9	0.969013	0.969013
640.81	845.8	1.12958	1.12958
640.91	845.7	1.37799	1.37799
641.01	845.6	1.33069	1.33069
641.11	845.5	1.37886	1.37886
641.21	845.4	0.991549	0.991549
641.31	845.3	0.982219	0.982219
641.41	845.2	1.36247	1.36247
641.51	845.1	1.30532	1.30532
641.61	845	0.72839	0.72839
641.71	844.9	1.05525	1.05525
641.81	844.8	0.970693	0.970693
641.91	844.7	0.973194	0.973194
642.01	844.6	1.40009	1.40009
642.11	844.5	1.50299	1.50299
642.21	844.4	1.20692	1.20692
642.31	844.3	0.86517	0.86517
642.41	844.2	1.40868	1.40868
642.51	844.1	1.45647	1.45647
642.61	844	1.74569	1.74569
642.71	843.9	1.10099	1.10099
642.81	843.8	1.07505	1.07505
642.91	843.7	0.844576	0.844576
643.01	843.6	1.16472	1.16472
643.11	843.5	1.09726	1.09726
643.21	843.4	1.16802	1.16802
643.31	843.3	1.00406	1.00406
643.41	843.2	0.857708	0.857708
643.51	843.1	1.34596	1.34596
643.61	843	1.37809	1.37809
643.71	842.9	1.43835	1.43835
643.81	842.8	1.02745	1.02745
643.91	842.7	0.906264	0.906264
644.01	842.6	1.3654	1.3654
644.11	842.5	0.882636	0.882636
644.21	842.4	1.31062	1.31062
644.31	842.3	1.4778	1.4778
644.41	842.2	1.35494	1.35494
644.51	842.1	1.4634	1.4634
644.61	842	1.2111	1.2111
644.71	841.9	1.12543	1.12543
644.81	841.8	1.00876	1.00876
644.91	841.7	1.33607	1.33607
645.01	841.6	0.961168	0.961168
645.11	841.5	1.03567	1.03567
645.21	841.4	1.39356	1.39356
645.31	841.3	1.00537	1.00537
645.41	841.2	0.876519	0.876519
645.51	841.1	0.969452	0.969452
645.61	841	1.36931	1.36931
645.71	840.9	1.37166	1.37166
645.81	840.8	1.20372	1.20372
645.91	840.7	1.28499	1.28499
646.01	840.6	1.2696	1.2696
646.11	840.5	1.35586	1.35586
646.21	840.4	1.49807	1.49807
646.31	840.3	1.27655	1.27655
646.41	840.2	1.50513	1.50513
646.51	840.1	1.39286	1.39286
646.61	840	1.08915	1.08915
646.71	839.9	0.806192	0.806192
646.81	839.8	0.935473	0.935473
646.91	839.7	0.987925	0.987925
647.01	839.6	1.18618	1.18618
647.11	839.5	1.0414	1.0414
647.21	839.4	1.20906	1.20906
647.31	839.3	1.14453	1.14453
647.41	839.2	1.19281	1.19281
647.51	839.1	0.857192	0.857192
647.61	839	1.26697	1.26697
647.71	838.9	1.33249	1.33249
647.81	838.8	1.24749	1.24749
647.91	838.7	0.880374	0.880374
648.01	838.6	1.01565	1.01565
648.11	838.5	1.01867	1.01867
648.21	838.4	1.34395	1.34395
648.31	838.3	1.49651	1.49651
648.41	838.2	1.26949	1.26949
648.51	838.1	1.0336	1.0336
648.61	838	1.02919	1.02919
648.71	837.9	0.816228	0.816228
648.81	837.8	1.04176	1.04176
648.91	837.7	0.923605	0.923605
649.01	837.6	0.850585	0.850585
649.11	837.5	1.02601	1.02601
649.21	837.4	1.53064	1.53064
649.31	837.3	1.54624	1.54624
649.41	837.2	1.12674	1.12674
649.51	837.1	0.891897	0.891897
649.61	837	0.750304	0.750304
649.71	836.9	0.625168	0.625168
649.81	836.8	1.21794	1.21794
649.91	836.7	1.50317	1.50317
650.01	836.6	1.11463	1.11463
650.11	836.5	0.73315	0.73315
650.21	836.4	1.02171	1.02171
650.31	836.3	0.567235	0.567235
650.41	836.2	0.952061	0.952061
650.51	836.1	0.889733	0.889733
650.61	836	1.26492	1.26492
650.71	835.9	1.40536	1.40536
650.81	835.8	1.19289	1.19289
650.91	835.7	1.35398	1.35398
651.01	835.6	1.66614	1.66614
651.11	835.5	1.35093	1.35093
651.21	835.4	1.33886	1.33886
651.31	835.3	1.2717	1.2717
651.41	835.2	1.91214	1.91214
651.51	835.1	1.15725	1.15725
651.61	835	1.26339	1.26339
651.71	834.9	1.53822	1.53822
651.81	834.8	1.17313	1.17313
651.91	834.7	1.40905	1.40905
652.01	834.6	1.68828	1.68828
652.11	834.5	1.2115	1.2115
652.21	834.4	1.27827	1.27827
652.31	834.3	1.47145	1.47145
652.41	834.2	1.5286	1.5286
652.51	834.1	1.05971	1.05971
652.61	834	1.37827	1.37827
652.71	833.9	1.36973	1.36973
652.81	833.8	1.72042	1.72042
652.91	833.7	1.2688	1.2688
653.01	833.6	1.0686	1.0686
653.11	833.5	0.872817	0.872817
653.21	833.4	1.50944	1.50944
653.31	833.3	1.49558	1.49558
653.41	833.2	1.21019	1.21019
653.51	833.1	1.30149	1.30149
653.61	833	1.12002	1.12002
653.71	832.9	1.27764	1.27764
653.81	832.8	1.17201	1.17201
653.91	832.7	1.06195	1.06195
654.01	832.6	1.22381	1.22381
654.11	832.5	1.14535	1.14535
654.21	832.4	0.938126	0.938126
654.31	832.3	0.760669	0.760669
654.41	832.2	1.14211	1.14211
654.51	832.1	1.23849	1.23849
654.61	832	1.10756	1.10756
654.71	831.9	1.39798	1.39798
654.81	831.8	1.22831	1.22831
654.91	831.7	1.3552	1.3552
655.01	831.6	1.22095	1.22095
655.11	831.5	1.20978	1.20978
655.21	831.4	0.923444	0.923444
655.31	831.3	1.00953	1.00953
655.41	831.2	1.0085	1.0085
655.51	831.1	1.15938	1.15938
655.61	831	1.13165	1.13165
655.71	830.9	1.36845	1.36845
655.81	830.8	0.960607	0.960607
655.91	830.7	1.23542	1.23542
656.01	830.6	1.2422	1.2422
656.11	830.5	1.31479	1.31479
656.21	830.4	1.57818	1.57818
656.31	830.3	0.990925	0.990925
656.41	830.2	1.1399	1.1399
656.51	830.1	1.44099	1.44099
656.61	830	1.55739	1.55739
656.71	829.9	1.2426	1.2426
656.81	829.8	1.15182	1.15182
656.91	829.7	1.04886	1.04886
657.01	829.6	1.0718	1.0718
657.11	829.5	1.40998	1.40998
657.21	829.4	1.03453	1.03453
657.31	829.3	1.16427	1.16427
657.41	829.2	1.243	1.243
657.51	829.1	1.2461	1.2461
657.61	829	1.10671	1.10671
657.71	828.9	1.29981	1.29981
657.81	828.8	1.2856	1.2856
657.91	828.7	0.923336	0.923336
658.01	828.6	1.01519	1.01519
658.11	828.5	0.833227	0.833227
658.21	828.4	0.911301	0.911301
658.31	828.3	0.842101	0.842101
658.41	828.2	1.0219	1.0219
658.51	828.1	1.35102	1.35102
658.61	828	1.5346	1.5346
658.71	827.9	0.830772	0.830772
658.81	827.8	0.819282	0.819282
658.91	827.7	1.1621	1.1621
659.01	827.6	1.20772	1.20772
659.11	827.5	0.943108	0.943108
659.21	827.4	0.971954	0.971954
659.31	827.3	1.5794	1.5794
659.41	827.2	1.40035	1.40035
659.51	827.1	1.25817	1.25817
659.61	827	1.40086	1.40086
659.71	826.9	0.902454	0.902454
659.81	826.8	1.03292	1.03292
659.91	826.7	1.16835	1.16835
660.01	826.6	1.30688	1.30688
660.11	826.5	1.21244	1.21244
660.21	826.4	1.07496	1.07496
660.31	826.3	1.1917	1.1917
660.41	826.2	1.31195	1.31195
660.51	826.1	1.36483	1.36483
660.61	826	1.44482	1.44482
660.71	825.9	1.04799	1.04799
660.81	825.8	1.24392	1.24392
660.91	825.7	1.1985	1.1985
661.01	825.6	1.65901	1.65901
661.11	825.5	1.61827	1.61827
661.21	825.4	1.61152	1.61152
661.31	825.3	1.02562	1.02562
661.41	825.2	1.24278	1.24278
661.51	825.1	1.42357	1.42357
661.61	825	1.61477	1.61477
661.71	824.9	1.26491	1.26491
661.81	824.8	1.2046	1.2046
661.91	824.7	1.68746	1.68746
662.01	824.6	1.5245	1.5245
662.11	824.5	1.06793	1.06793
662.21	824.4	1.20898	1.20898
662.31	824.3	1.20867	1.20867
662.41	824.2	1.30876	1.30876
662.51	824.1	1.45368	1.45368
662.61	824	1.19804	1.19804
662.71	823.9	0.927402	0.927402
662.81	823.8	1.02194	1.02194
662.91	823.7	1.41019	1.41019
663.01	823.6	1.33757	1.33757
663.11	823.5	1.22196	1.22196
663.21	823.4	1.08151	1.08151
663.31	823.3	1.3657	1.3657
663.41	823.2	1.31082	1.31082
663.51	823.1	1.43978	1.43978
663.61	823	1.23036	1.23036
663.71	822.9	1.14019	1.14019
663.81	822.8	1.02936	1.02936
663.91	822.7	1.33421	1.33421
664.01	822.6	1.18955	1.18955
664.11	822.5	1.0159	1.0159
664.21	822.4	1.20165	1.20165
664.31	822.3	0.821673	0.821673
664.41	822.2	1.09765	1.09765
664.51	822.1	1.26607	1.26607
664.61	822	1.05434	1.05434
664.71	821.9	1.27191	1.27191
664.81	821.8	1.58054	1.58054
664.91	821.7	1.09607	1.09607
665.01	821.6	0.810155	0.810155
665.11	821.5	0.972723	0.972723
665.21	821.4	1.73364	1.73364
665.31	821.3	1.34749	1.34749
665.41	821.2	1.08765	1.08765
665.51	821.1	1.23651	1.23651
665.61	821	1.23883	1.23883
665.71	820.9	1.11652	1.11652
665.81	820.8	0.94091	0.94091
665.91	820.7	1.22734	1.22734
666.01	820.6	1.16014	1.16014
666.11	820.5	1.15484	1.15484
666.21	820.4	1.05624	1.05624
666.31	820.3	1.15589	1.15589
666.41	820.2	1.81529	1.81529
666.51	820.1	1.31505	1.31505
666.61	820	1.25653	1.25653
666.71	819.9	1.05763	1.05763
666.81	819.8	1.405	1.405
666.91	819.7	1.15337	1.15337
667.01	819.6	1.04124	1.04124
667.11	819.5	1.40996	1.40996
667.21	819.4	0.82501	0.82501
667.31	819.3	1.29167	1.29167
667.41	819.2	1.47164	1.47164
667.51	819.1	0.968145	0.968145
667.61	819	0.869365	0.869365
667.71	818.9	1.26669	1.26669
667.81	818.8	1.45942	1.45942
667.91	818.7	1.65884	1.65884
668.01	818.6	1.42032	1.42032
668.11	818.5	1.16149	1.16149
668.21	818.4	1.27495	1.27495
668.31	818.3	1.53339	1.53339
668.41	818.2	1.25718	1.25718
668.51	818.1	1.37215	1.37215
668.61	818	1.17583	1.17583
668.71	817.9	1.15685	1.15685
668.81	817.8	0.928763	0.928763
668.91	817.7	1.1451	1.1451
669.01	817.6	1.11455	1.11455
669.11	817.5	0.942531	0.942531
669.21	817.4	1.27777	1.27777
669.31	817.3	1.28756	1.28756
669.41	817.2	1.10138	1.10138
669.51	817.1	1.19963	1.19963
669.61	817	1.67405	1.67405
669.71	816.9	1.04662	1.04662
669.81	816.8	1.09061	1.09061
669.91	816.7	1.04643	1.04643
670.01	816.6	0.8469	0.8469
670.11	816.5	1.28459	1.28459
670.21	816.4	1.10657	1.10657
670.31	816.3	1.22393	1.22393
670.41	816.2	1.28153	1.28153
670.51	816.1	1.62149	1.62149
670.61	816	1.53575	1.53575
670.71	815.9	1.5811	1.5811
670.81	815.8	1.35557	1.35557
670.91	815.7	1.01899	1.01899
671.01	815.6	1.0741	1.0741
671.11	815.5	0.960561	0.960561
671.21	815.4	1.01673	1.01673
671.31	815.3	1.1278	1.1278
671.41	815.2	1.10018	1.10018
671.51	815.1	1.59044	1.59044
671.61	815	1.10182	1.10182
671.71	814.9	1.35818	1.35818
671.81	814.8	1.38545	1.38545
671.91	814.7	1.189	1.189
672.01	814.6	1.4569	1.4569
672.11	814.5	1.07524	1.07524
672.21	814.4	1.28122	1.28122
672.31	814.3	1.26118	1.26118
672.41	814.2	1.74253	1.74253
672.51	814.1	1.37735	1.37735
672.61	814	1.63227	1.63227
672.71	813.9	1.58859	1.58859
672.81	813.8	1.4616	1.4616
672.91	813.7	1.43057	1.43057
673.01	813.6	1.04306	1.04306
673.11	813.5	1.48365	1.48365
673.21	813.4	1.46304	1.46304
673.31	813.3	0.921043	0.921043
673.41	813.2	0.978066	0.978066
673.51	813.1	1.31888	1.31888
673.61	813	1.55914	1.55914
673.71	812.9	1.18258	1.18258
673.81	812.8	1.5175	1.5175
673.91	812.7	1.49895	1.49895
674.01	812.6	1.31191	1.31191
674.11	812.5	1.01827	1.01827
674.21	812.4	1.09168	1.09168
674.31	812.3	1.03481	1.03481
674.41	812.2	1.64886	1.64886
674.51	812.1	1.29108	1.29108
674.61	812	1.36126	1.36126
674.71	811.9	1.37571	1.37571
674.81	811.8	1.30765	1.30765
674.91	811.7	1.44337	1.44337
675.01	811.6	1.26135	1.26135
675.11	811.5	1.05253	1.05253
675.21	811.4	1.30105	1.30105
675.31	811.3	1.46793	1.46793
675.41	811.2	1.07087	1.07087
675.51	811.1	1.27845	1.27845
675.61	811	1.31367	1.31367
675.71	810.9	1.33268	1.33268
675.81	810.8	1.44617	1.44617
675.91	810.7	1.49447	1.49447
676.01	810.6	1.22498	1.22498
676.11	810.5	1.56121	1.56121
676.21	810.4	1.6088	1.6088
676.31	810.3	1.31093	1.31093
676.41	810.2	1.42285	1.42285
676.51	810.1	1.19131	1.19131
676.61	810	1.20223	1.20223
676.71	809.9	1.73085	1.73085
676.81	809.8	1.75656	1.75656
676.91	809.7	1.51083	1.51083
677.01	809.6	1.70649	1.70649
677.11	809.5	1.44965	1.44965
677.21	809.4	1.53011	1.53011
677.31	809.3	1.22671	1.22671
677.41	809.2	1.55482	1.55482
677.51	809.1	1.51739	1.51739
677.61	809	1.29637	1.29637
677.71	808.9	1.02887	1.02887
677.81	808.8	1.38103	1.38103
677.91	808.7	1.69954	1.69954
678.01	808.6	1.51702	1.51702
678.11	808.5	1.76338	1.76338
678.21	808.4	1.45144	1.45144
678.31	808.3	1.44796	1.44796
678.41	808.2	1.24236	1.24236
678.51	808.1	1.7862	1.7862
678.61	808	2.0052	2.0052
678.71	807.9	1.50945	1.50945
678.81	807.8	1.0791	1.0791
678.91	807.7	1.14106	1.14106
679.01	807.6	1.10675	1.10675
679.11	807.5	1.54297	1.54297
679.21	807.4	1.48983	1.48983
679.31	807.3	1.19019	1.19019
679.41	807.2	1.11422	1.11422
679.51	807.1	1.78175	1.78175
679.61	807	1.19293	1.19293
679.71	806.9	1.0965	1.0965
679.81	806.8	1.34283	1.34283
679.91	806.7	1.42719	1.42719
680.01	806.6	1.34089	1.34089
680.11	806.5	1.34493	1.34493
680.21	806.4	1.05879	1.05879
680.31	806.3	1.07151	1.07151
680.41	806.2	1.22028	1.22028
680.51	806.1	1.31412	1.31412
680.61	806	0.997227	0.997227
680.71	805.9	1.58107	1.58107
680.81	805.8	1.64098	1.64098
680.91	805.7	1.761	1.761
681.01	805.6	1.64615	1.64615
681.11	805.5	1.46718	1.46718
681.21	805.4	1.16006	1.16006
681.31	805.3	1.11647	1.11647
681.41	805.2	1.25256	1.25256
681.51	805.1	1.64618	1.64618
681.61	805	1.44042	1.44042
681.71	804.9	1.45765	1.45765
681.81	804.8	1.44645	1.44645
681.91	804.7	1.25385	1.25385
682.01	804.6	1.35303	1.35303
682.11	804.5	1.06652	1.06652
682.21	804.4	1.73067	1.73067
682.31	804.3	1.78201	1.78201
682.41	804.2	1.22214	1.22214
682.51	804.1	1.05405	1.05405
682.61	804	1.45471	1.45471
682.71	803.9	1.09914	1.09914
682.81	803.8	0.750964	0.750964
682.91	803.7	0.892909	0.892909
683.01	803.6	1.25923	1.25923
683.11	803.5	1.16933	1.16933
683.21	803.4	1.17461	1.17461
683.31	803.3	1.34291	1.34291
683.41	803.2	1.27175	1.27175
683.51	803.1	1.27616	1.27616
683.61	803	1.38319	1.38319
683.71	802.9	0.906792	0.906792
683.81	802.8	1.13425	1.13425
683.91	802.7	1.40697	1.40697
684.01	802.6	1.57006	1.57006
684.11	802.5	1.16632	1.16632
684.21	802.4	1.29545	1.29545
684.31	802.3	1.51324	1.51324
684.41	802.2	1.29422	1.29422
684.51	802.1	1.38335	1.38335
684.61	802	1.59861	1.59861
684.71	801.9	1.8626	1.8626
684.81	801.8	0.893685	0.893685
684.91	801.7	1.02609	1.02609
685.01	801.6	1.35543	1.35543
685.11	801.5	1.05253	1.05253
685.21	801.4	1.66315	1.66315
685.31	801.3	1.557	1.557
685.41	801.2	1.39201	1.39201
685.51	801.1	1.299	1.299
685.61	801	1.2278	1.2278
685.71	800.9	1.56378	1.56378
685.81	800.8	1.78498	1.78498
685.91	800.7	1.64491	1.64491
686.01	800.6	1.59866	1.59866
686.11	800.5	1.43931	1.43931
686.21	800.4	1.56254	1.56254
686.31	800.3	1.52182	1.52182
686.41	800.2	1.16079	1.16079
686.51	800.1	0.905593	0.905593
686.61	800	1.25176	1.25176
686.71	799.9	1.21838	1.21838
