c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex391_cec356_o2 test without sample 1.vms
O1s
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_O1s	BE_O1s	CPS_O1s	Background_O1s
764.91	721.7	2.68305	2.68305
765.01	721.6	2.61994	2.61994
765.11	721.5	2.41996	2.41996
765.21	721.4	2.64066	2.64066
765.31	721.3	3.2003	3.2003
765.41	721.2	2.75205	2.75205
765.51	721.1	2.80205	2.80205
765.61	721	2.47043	2.47043
765.71	720.9	2.9505	2.9505
765.81	720.8	2.99797	2.99797
765.91	720.7	2.47798	2.47798
766.01	720.6	2.59887	2.59887
766.11	720.5	2.58018	2.58018
766.21	720.4	2.97356	2.97356
766.31	720.3	2.58717	2.58717
766.41	720.2	2.93776	2.93776
766.51	720.1	3.01522	3.01522
766.61	720	2.86689	2.86689
766.71	719.9	2.88205	2.88205
766.81	719.8	3.23049	3.23049
766.91	719.7	2.89071	2.89071
767.01	719.6	3.12881	3.12881
767.11	719.5	2.4341	2.4341
767.21	719.4	2.55124	2.55124
767.31	719.3	2.59411	2.59411
767.41	719.2	3.0365	3.0365
767.51	719.1	2.88232	2.88232
767.61	719	2.9218	2.9218
767.71	718.9	2.61535	2.61535
767.81	718.8	2.95068	2.95068
767.91	718.7	2.8667	2.8667
768.01	718.6	3.0537	3.0537
768.11	718.5	3.06348	3.06348
768.21	718.4	3.25614	3.25614
768.31	718.3	2.95934	2.95934
768.41	718.2	2.66082	2.66082
768.51	718.1	2.92119	2.92119
768.61	718	2.99317	2.99317
768.71	717.9	2.87331	2.87331
768.81	717.8	3.0121	3.0121
768.91	717.7	2.43767	2.43767
769.01	717.6	2.88363	2.88363
769.11	717.5	3.45672	3.45672
769.21	717.4	3.67066	3.67066
769.31	717.3	3.23692	3.23692
769.41	717.2	3.48021	3.48021
769.51	717.1	3.30409	3.30409
769.61	717	3.2544	3.2544
769.71	716.9	3.30071	3.30071
769.81	716.8	3.1032	3.1032
769.91	716.7	3.1026	3.1026
770.01	716.6	2.70545	2.70545
770.11	716.5	3.17195	3.17195
770.21	716.4	3.52319	3.52319
770.31	716.3	3.03006	3.03006
770.41	716.2	3.21267	3.21267
770.51	716.1	2.73187	2.73187
770.61	716	3.54108	3.54108
770.71	715.9	3.22897	3.22897
770.81	715.8	3.04106	3.04106
770.91	715.7	2.68611	2.68611
771.01	715.6	3.49696	3.49696
771.11	715.5	3.4251	3.4251
771.21	715.4	3.48555	3.48555
771.31	715.3	2.90348	2.90348
771.41	715.2	2.83317	2.83317
771.51	715.1	2.27709	2.27709
771.61	715	3.40343	3.40343
771.71	714.9	3.51573	3.51573
771.81	714.8	2.95138	2.95138
771.91	714.7	3.4313	3.4313
772.01	714.6	3.51232	3.51232
772.11	714.5	3.54192	3.54192
772.21	714.4	2.98286	2.98286
772.31	714.3	3.18044	3.18044
772.41	714.2	3.79808	3.79808
772.51	714.1	2.91583	2.91583
772.61	714	3.18254	3.18254
772.71	713.9	3.22167	3.22167
772.81	713.8	3.44974	3.44974
772.91	713.7	3.30749	3.30749
773.01	713.6	2.94795	2.94795
773.11	713.5	3.21116	3.21116
773.21	713.4	2.82592	2.82592
773.31	713.3	2.62084	2.62084
773.41	713.2	2.82722	2.82722
773.51	713.1	3.2846	3.2846
773.61	713	3.66556	3.66556
773.71	712.9	3.52121	3.52121
773.81	712.8	4.29702	4.29702
773.91	712.7	3.672	3.672
774.01	712.6	3.40182	3.40182
774.11	712.5	3.06944	3.06944
774.21	712.4	3.17681	3.17681
774.31	712.3	2.89322	2.89322
774.41	712.2	2.76279	2.76279
774.51	712.1	3.14008	3.14008
774.61	712	3.95436	3.95436
774.71	711.9	3.04108	3.04108
774.81	711.8	3.81352	3.81352
774.91	711.7	3.08441	3.08441
775.01	711.6	4.00455	4.00455
775.11	711.5	3.45651	3.45651
775.21	711.4	3.13344	3.13344
775.31	711.3	3.27541	3.27541
775.41	711.2	3.23405	3.23405
775.51	711.1	3.46617	3.46617
775.61	711	3.77793	3.77793
775.71	710.9	3.51189	3.51189
775.81	710.8	3.88483	3.88483
775.91	710.7	3.18613	3.18613
776.01	710.6	2.84954	2.84954
776.11	710.5	3.2205	3.2205
776.21	710.4	3.09357	3.09357
776.31	710.3	2.37276	2.37276
776.41	710.2	3.42768	3.42768
776.51	710.1	3.25707	3.25707
776.61	710	2.60621	2.60621
776.71	709.9	3.28613	3.28613
776.81	709.8	3.13729	3.13729
776.91	709.7	3.65009	3.65009
777.01	709.6	3.74495	3.74495
777.11	709.5	3.88664	3.88664
777.21	709.4	3.331	3.331
777.31	709.3	3.58857	3.58857
777.41	709.2	3.26925	3.26925
777.51	709.1	2.96784	2.96784
777.61	709	3.54139	3.54139
777.71	708.9	3.00644	3.00644
777.81	708.8	3.47819	3.47819
777.91	708.7	3.88244	3.88244
778.01	708.6	4.25091	4.25091
778.11	708.5	3.10312	3.10312
778.21	708.4	3.28242	3.28242
778.31	708.3	3.006	3.006
778.41	708.2	2.60855	2.60855
778.51	708.1	4.1301	4.1301
778.61	708	3.54748	3.54748
778.71	707.9	3.86935	3.86935
778.81	707.8	3.89156	3.89156
778.91	707.7	3.55218	3.55218
779.01	707.6	3.64091	3.64091
779.11	707.5	3.54452	3.54452
779.21	707.4	3.15395	3.15395
779.31	707.3	2.9706	2.9706
779.41	707.2	3.67446	3.67446
779.51	707.1	3.75053	3.75053
779.61	707	3.55671	3.55671
779.71	706.9	3.50771	3.50771
779.81	706.8	3.34067	3.34067
779.91	706.7	3.50979	3.50979
780.01	706.6	3.369	3.369
780.11	706.5	2.99888	2.99888
780.21	706.4	3.29852	3.29852
780.31	706.3	3.24658	3.24658
780.41	706.2	3.08329	3.08329
780.51	706.1	2.95291	2.95291
780.61	706	3.40329	3.40329
780.71	705.9	3.25268	3.25268
780.81	705.8	4.08421	4.08421
780.91	705.7	3.07379	3.07379
781.01	705.6	3.36934	3.36934
781.11	705.5	3.22528	3.22528
781.21	705.4	2.97145	2.97145
781.31	705.3	2.88159	2.88159
781.41	705.2	2.98472	2.98472
781.51	705.1	3.50597	3.50597
781.61	705	3.96622	3.96622
781.71	704.9	3.92051	3.92051
781.81	704.8	3.27141	3.27141
781.91	704.7	3.11262	3.11262
782.01	704.6	3.5153	3.5153
782.11	704.5	4.06926	4.06926
782.21	704.4	3.51518	3.51518
782.31	704.3	3.39483	3.39483
782.41	704.2	3.93344	3.93344
782.51	704.1	3.35675	3.35675
782.61	704	3.65994	3.65994
782.71	703.9	4.14934	4.14934
782.81	703.8	3.08382	3.08382
782.91	703.7	3.04346	3.04346
783.01	703.6	3.90473	3.90473
783.11	703.5	3.82859	3.82859
783.21	703.4	3.60325	3.60325
783.31	703.3	4.33068	4.33068
783.41	703.2	4.02873	4.02873
783.51	703.1	3.63271	3.63271
783.61	703	3.90136	3.90136
783.71	702.9	4.1698	4.1698
783.81	702.8	3.44413	3.44413
783.91	702.7	4.17567	4.17567
784.01	702.6	3.53555	3.53555
784.11	702.5	2.66776	2.66776
784.21	702.4	3.14583	3.14583
784.31	702.3	3.66436	3.66436
784.41	702.2	3.70846	3.70846
784.51	702.1	2.88633	2.88633
784.61	702	2.98102	2.98102
784.71	701.9	3.60652	3.60652
784.81	701.8	4.22977	4.22977
784.91	701.7	3.32753	3.32753
785.01	701.6	4.07123	4.07123
785.11	701.5	3.52613	3.52613
785.21	701.4	3.41896	3.41896
785.31	701.3	3.81427	3.81427
785.41	701.2	3.94652	3.94652
785.51	701.1	4.36093	4.36093
785.61	701	3.77172	3.77172
785.71	700.9	3.55805	3.55805
785.81	700.8	3.37954	3.37954
785.91	700.7	4.44421	4.44421
786.01	700.6	3.92427	3.92427
786.11	700.5	3.95961	3.95961
786.21	700.4	4.26757	4.26757
786.31	700.3	3.39212	3.39212
786.41	700.2	3.02281	3.02281
786.51	700.1	3.24273	3.24273
786.61	700	3.46296	3.46296
786.71	699.9	3.91202	3.91202
786.81	699.8	3.9455	3.9455
786.91	699.7	3.94452	3.94452
787.01	699.6	3.38232	3.38232
787.11	699.5	4.81663	4.81663
787.21	699.4	4.12041	4.12041
787.31	699.3	3.43296	3.43296
787.41	699.2	3.53571	3.53571
787.51	699.1	4.01069	4.01069
787.61	699	3.87913	3.87913
787.71	698.9	4.53313	4.53313
787.81	698.8	3.55916	3.55916
787.91	698.7	3.22126	3.22126
788.01	698.6	4.02797	4.02797
788.11	698.5	4.62326	4.62326
788.21	698.4	4.02994	4.02994
788.31	698.3	4.0706	4.0706
788.41	698.2	2.92566	2.92566
788.51	698.1	3.0255	3.0255
788.61	698	2.97911	2.97911
788.71	697.9	4.12863	4.12863
788.81	697.8	3.91526	3.91526
788.91	697.7	3.77228	3.77228
789.01	697.6	4.14024	4.14024
789.11	697.5	3.68958	3.68958
789.21	697.4	3.71919	3.71919
789.31	697.3	3.75822	3.75822
789.41	697.2	3.74449	3.74449
789.51	697.1	4.06698	4.06698
789.61	697	4.09444	4.09444
789.71	696.9	3.77052	3.77052
789.81	696.8	3.37906	3.37906
789.91	696.7	3.36328	3.36328
790.01	696.6	3.87031	3.87031
790.11	696.5	4.50726	4.50726
790.21	696.4	4.36403	4.36403
790.31	696.3	4.01874	4.01874
790.41	696.2	4.30151	4.30151
790.51	696.1	3.864	3.864
790.61	696	3.32361	3.32361
790.71	695.9	3.79634	3.79634
790.81	695.8	3.63222	3.63222
790.91	695.7	3.28594	3.28594
791.01	695.6	3.70003	3.70003
791.11	695.5	4.19229	4.19229
791.21	695.4	4.0397	4.0397
791.31	695.3	3.95308	3.95308
791.41	695.2	4.45022	4.45022
791.51	695.1	3.8649	3.8649
791.61	695	3.77087	3.77087
791.71	694.9	3.80179	3.80179
791.81	694.8	4.07895	4.07895
791.91	694.7	4.32698	4.32698
792.01	694.6	4.52813	4.52813
792.11	694.5	4.61267	4.61267
792.21	694.4	4.60197	4.60197
792.31	694.3	4.46496	4.46496
792.41	694.2	4.34704	4.34704
792.51	694.1	4.06339	4.06339
792.61	694	4.15238	4.15238
792.71	693.9	4.2232	4.2232
792.81	693.8	3.80494	3.80494
792.91	693.7	3.85471	3.85471
793.01	693.6	4.38212	4.38212
793.11	693.5	4.16743	4.16743
793.21	693.4	3.79059	3.79059
793.31	693.3	4.26283	4.26283
793.41	693.2	4.11743	4.11743
793.51	693.1	3.96575	3.96575
793.61	693	3.43251	3.43251
793.71	692.9	3.51249	3.51249
793.81	692.8	3.45455	3.45455
793.91	692.7	4.23227	4.23227
794.01	692.6	4.26026	4.26026
794.11	692.5	4.63938	4.63938
794.21	692.4	4.79198	4.79198
794.31	692.3	4.16999	4.16999
794.41	692.2	3.99912	3.99912
794.51	692.1	3.93525	3.93525
794.61	692	4.0059	4.0059
794.71	691.9	4.57394	4.57394
794.81	691.8	4.04952	4.04952
794.91	691.7	3.98321	3.98321
795.01	691.6	4.18262	4.18262
795.11	691.5	4.11149	4.11149
795.21	691.4	3.98589	3.98589
795.31	691.3	3.23748	3.23748
795.41	691.2	4.35402	4.35402
795.51	691.1	4.13419	4.13419
795.61	691	4.424	4.424
795.71	690.9	4.516	4.516
795.81	690.8	4.27337	4.27337
795.91	690.7	5.33086	5.33086
796.01	690.6	3.8626	3.8626
796.11	690.5	4.11256	4.11256
796.21	690.4	4.14801	4.14801
796.31	690.3	4.28016	4.28016
796.41	690.2	4.9271	4.9271
796.51	690.1	5.25628	5.25628
796.61	690	5.05434	5.05434
796.71	689.9	5.49176	5.49176
796.81	689.8	4.49885	4.49885
796.91	689.7	4.30318	4.30318
797.01	689.6	4.60178	4.60178
797.11	689.5	4.78638	4.78638
797.21	689.4	4.47043	4.47043
797.31	689.3	4.76339	4.76339
797.41	689.2	3.84269	3.84269
797.51	689.1	4.25677	4.25677
797.61	689	3.99478	3.99478
797.71	688.9	4.75008	4.75008
797.81	688.8	4.81736	4.81736
797.91	688.7	4.89089	4.89089
798.01	688.6	4.62965	4.62965
798.11	688.5	4.17807	4.17807
798.21	688.4	4.31008	4.31008
798.31	688.3	4.92989	4.92989
798.41	688.2	4.56594	4.56594
798.51	688.1	4.17531	4.17531
798.61	688	4.59682	4.59682
798.71	687.9	4.24191	4.24191
798.81	687.8	4.05442	4.05442
798.91	687.7	3.79571	3.79571
799.01	687.6	3.41113	3.41113
799.11	687.5	4.2049	4.2049
799.21	687.4	4.18231	4.18231
799.31	687.3	4.93639	4.93639
799.41	687.2	3.93292	3.93292
799.51	687.1	4.5749	4.5749
799.61	687	4.25125	4.25125
799.71	686.9	3.79559	3.79559
799.81	686.8	4.16121	4.16121
799.91	686.7	5.13875	5.13875
800.01	686.6	4.69735	4.69735
800.11	686.5	3.99156	3.99156
800.21	686.4	4.278	4.278
800.31	686.3	4.93174	4.93174
800.41	686.2	5.40861	5.40861
800.51	686.1	4.53962	4.53962
800.61	686	4.79604	4.79604
800.71	685.9	4.81429	4.81429
800.81	685.8	4.60397	4.60397
800.91	685.7	4.02195	4.02195
801.01	685.6	4.50475	4.50475
801.11	685.5	4.73306	4.73306
801.21	685.4	5.3218	5.3218
801.31	685.3	4.51387	4.51387
801.41	685.2	4.63094	4.63094
801.51	685.1	5.0468	5.0468
801.61	685	4.61515	4.61515
801.71	684.9	4.25402	4.25402
801.81	684.8	5.72919	5.72919
801.91	684.7	5.33292	5.33292
802.01	684.6	4.62654	4.62654
802.11	684.5	3.92676	3.92676
802.21	684.4	4.61969	4.61969
802.31	684.3	5.00551	5.00551
802.41	684.2	5.02516	5.02516
802.51	684.1	5.11677	5.11677
802.61	684	4.42401	4.42401
802.71	683.9	4.51779	4.51779
802.81	683.8	4.21125	4.21125
802.91	683.7	4.26513	4.26513
803.01	683.6	4.76853	4.76853
803.11	683.5	4.54043	4.54043
803.21	683.4	4.48754	4.48754
803.31	683.3	4.70829	4.70829
803.41	683.2	4.97606	4.97606
803.51	683.1	4.38823	4.38823
803.61	683	4.2449	4.2449
803.71	682.9	4.75971	4.75971
803.81	682.8	5.39309	5.39309
803.91	682.7	4.67275	4.67275
804.01	682.6	5.37315	5.37315
804.11	682.5	5.31163	5.31163
804.21	682.4	4.88503	4.88503
804.31	682.3	4.48973	4.48973
804.41	682.2	4.42871	4.42871
804.51	682.1	4.69239	4.69239
804.61	682	5.29905	5.29905
804.71	681.9	4.74193	4.74193
804.81	681.8	5.38862	5.38862
804.91	681.7	5.27835	5.27835
805.01	681.6	5.1445	5.1445
805.11	681.5	4.8091	4.8091
805.21	681.4	3.96726	3.96726
805.31	681.3	5.07456	5.07456
805.41	681.2	5.6794	5.6794
805.51	681.1	4.72112	4.72112
805.61	681	4.50836	4.50836
805.71	680.9	5.06445	5.06445
805.81	680.8	4.67915	4.67915
805.91	680.7	4.23218	4.23218
806.01	680.6	4.59289	4.59289
806.11	680.5	4.22352	4.22352
806.21	680.4	4.97831	4.97831
806.31	680.3	5.52258	5.52258
806.41	680.2	4.51678	4.51678
806.51	680.1	4.94625	4.94625
806.61	680	5.3387	5.3387
806.71	679.9	4.89966	4.89966
806.81	679.8	4.69065	4.69065
806.91	679.7	4.98692	4.98692
807.01	679.6	4.86519	4.86519
807.11	679.5	5.54003	5.54003
807.21	679.4	4.29259	4.29259
807.31	679.3	4.77468	4.77468
807.41	679.2	4.93913	4.93913
807.51	679.1	4.78163	4.78163
807.61	679	5.31274	5.31274
807.71	678.9	5.73211	5.73211
807.81	678.8	4.80529	4.80529
807.91	678.7	4.70327	4.70327
808.01	678.6	4.74914	4.74914
808.11	678.5	4.70813	4.70813
808.21	678.4	5.39936	5.39936
808.31	678.3	4.83591	4.83591
808.41	678.2	5.3596	5.3596
808.51	678.1	4.87489	4.87489
808.61	678	4.6915	4.6915
808.71	677.9	5.0393	5.0393
808.81	677.8	4.71585	4.71585
808.91	677.7	4.10347	4.10347
809.01	677.6	4.48803	4.48803
809.11	677.5	4.68428	4.68428
809.21	677.4	5.13993	5.13993
809.31	677.3	5.5495	5.5495
809.41	677.2	5.17371	5.17371
809.51	677.1	5.49979	5.49979
809.61	677	5.52138	5.52138
809.71	676.9	5.5128	5.5128
809.81	676.8	5.13954	5.13954
809.91	676.7	5.58398	5.58398
810.01	676.6	5.40277	5.40277
810.11	676.5	5.10552	5.10552
810.21	676.4	5.0778	5.0778
810.31	676.3	4.77408	4.77408
810.41	676.2	4.66946	4.66946
810.51	676.1	5.56535	5.56535
810.61	676	5.17046	5.17046
810.71	675.9	4.95094	4.95094
810.81	675.8	5.62068	5.62068
810.91	675.7	5.54515	5.54515
811.01	675.6	5.03034	5.03034
811.11	675.5	4.91707	4.91707
811.21	675.4	4.4771	4.4771
811.31	675.3	5.75507	5.75507
811.41	675.2	5.95179	5.95179
811.51	675.1	5.53822	5.53822
811.61	675	5.97488	5.97488
811.71	674.9	6.02381	6.02381
811.81	674.8	6.08407	6.08407
811.91	674.7	5.89857	5.89857
812.01	674.6	5.80275	5.80275
812.11	674.5	5.31859	5.31859
812.21	674.4	5.45267	5.45267
812.31	674.3	5.11909	5.11909
812.41	674.2	5.2962	5.2962
812.51	674.1	6.42596	6.42596
812.61	674	6.58516	6.58516
812.71	673.9	5.95814	5.95814
812.81	673.8	5.61624	5.61624
812.91	673.7	5.08162	5.08162
813.01	673.6	5.35607	5.35607
813.11	673.5	5.23293	5.23293
813.21	673.4	5.43199	5.43199
813.31	673.3	5.72789	5.72789
813.41	673.2	5.72341	5.72341
813.51	673.1	5.9554	5.9554
813.61	673	5.42842	5.42842
813.71	672.9	5.72805	5.72805
813.81	672.8	5.1761	5.1761
813.91	672.7	5.85706	5.85706
814.01	672.6	5.42098	5.42098
814.11	672.5	5.38994	5.38994
814.21	672.4	6.54504	6.54504
814.31	672.3	5.41812	5.41812
814.41	672.2	5.2973	5.2973
814.51	672.1	5.34987	5.34987
814.61	672	6.04395	6.04395
814.71	671.9	6.01812	6.01812
814.81	671.8	5.604	5.604
814.91	671.7	5.47538	5.47538
815.01	671.6	5.87221	5.87221
815.11	671.5	5.08538	5.08538
815.21	671.4	5.42696	5.42696
815.31	671.3	6.9813	6.9813
815.41	671.2	6.21494	6.21494
815.51	671.1	5.9102	5.9102
815.61	671	4.78199	4.78199
815.71	670.9	5.21429	5.21429
815.81	670.8	5.40729	5.40729
815.91	670.7	5.67246	5.67246
816.01	670.6	6.32057	6.32057
816.11	670.5	6.30423	6.30423
816.21	670.4	6.11213	6.11213
816.31	670.3	4.72399	4.72399
816.41	670.2	5.52572	5.52572
816.51	670.1	6.31571	6.31571
816.61	670	7.0364	7.0364
816.71	669.9	5.29487	5.29487
816.81	669.8	5.91135	5.91135
816.91	669.7	5.93389	5.93389
817.01	669.6	6.11024	6.11024
817.11	669.5	5.61785	5.61785
817.21	669.4	5.76188	5.76188
817.31	669.3	6.3876	6.3876
817.41	669.2	6.20078	6.20078
817.51	669.1	6.03301	6.03301
817.61	669	6.18543	6.18543
817.71	668.9	6.23514	6.23514
817.81	668.8	5.40346	5.40346
817.91	668.7	5.41145	5.41145
818.01	668.6	6.13132	6.13132
818.11	668.5	6.51153	6.51153
818.21	668.4	4.85862	4.85862
818.31	668.3	5.99324	5.99324
818.41	668.2	7.40661	7.40661
818.51	668.1	5.80881	5.80881
818.61	668	5.81661	5.81661
818.71	667.9	5.62857	5.62857
818.81	667.8	5.75439	5.75439
818.91	667.7	6.33291	6.33291
819.01	667.6	6.81296	6.81296
819.11	667.5	6.25398	6.25398
819.21	667.4	5.44727	5.44727
819.31	667.3	6.58126	6.58126
819.41	667.2	6.61543	6.61543
819.51	667.1	6.48072	6.48072
819.61	667	6.4633	6.4633
819.71	666.9	6.05714	6.05714
819.81	666.8	6.27545	6.27545
819.91	666.7	5.60704	5.60704
820.01	666.6	5.54092	5.54092
820.11	666.5	5.99756	5.99756
820.21	666.4	5.45259	5.45259
820.31	666.3	6.62106	6.62106
820.41	666.2	6.4719	6.4719
820.51	666.1	6.24845	6.24845
820.61	666	4.94071	4.94071
820.71	665.9	7.08322	7.08322
820.81	665.8	7.08234	7.08234
820.91	665.7	5.59577	5.59577
821.01	665.6	5.99687	5.99687
821.11	665.5	6.17782	6.17782
821.21	665.4	6.37536	6.37536
821.31	665.3	5.94346	5.94346
821.41	665.2	6.41481	6.41481
821.51	665.1	6.77693	6.77693
821.61	665	6.98616	6.98616
821.71	664.9	7.10488	7.10488
821.81	664.8	6.44139	6.44139
821.91	664.7	5.90042	5.90042
822.01	664.6	6.40159	6.40159
822.11	664.5	6.56407	6.56407
822.21	664.4	6.30234	6.30234
822.31	664.3	7.13958	7.13958
822.41	664.2	5.83695	5.83695
822.51	664.1	6.79642	6.79642
822.61	664	5.89954	5.89954
822.71	663.9	6.27475	6.27475
822.81	663.8	6.53196	6.53196
822.91	663.7	6.81856	6.81856
823.01	663.6	6.6088	6.6088
823.11	663.5	6.76556	6.76556
823.21	663.4	5.88291	5.88291
823.31	663.3	6.97826	6.97826
823.41	663.2	7.02929	7.02929
823.51	663.1	6.65921	6.65921
823.61	663	6.15202	6.15202
823.71	662.9	6.26857	6.26857
823.81	662.8	6.6889	6.6889
823.91	662.7	6.53073	6.53073
824.01	662.6	6.76191	6.76191
824.11	662.5	6.6177	6.6177
824.21	662.4	6.28913	6.28913
824.31	662.3	7.22806	7.22806
824.41	662.2	6.49352	6.49352
824.51	662.1	6.78512	6.78512
824.61	662	6.63737	6.63737
824.71	661.9	7.32138	7.32138
824.81	661.8	7.34177	7.34177
824.91	661.7	6.19135	6.19135
825.01	661.6	7.16928	7.16928
825.11	661.5	7.65432	7.65432
825.21	661.4	6.46174	6.46174
825.31	661.3	7.05933	7.05933
825.41	661.2	6.1946	6.1946
825.51	661.1	6.53263	6.53263
825.61	661	6.32873	6.32873
825.71	660.9	6.19183	6.19183
825.81	660.8	6.23879	6.23879
825.91	660.7	7.23841	7.23841
826.01	660.6	7.09132	7.09132
826.11	660.5	7.39114	7.39114
826.21	660.4	7.54529	7.54529
826.31	660.3	7.7653	7.7653
826.41	660.2	6.7297	6.7297
826.51	660.1	6.02587	6.02587
826.61	660	5.62745	5.62745
826.71	659.9	7.03386	7.03386
826.81	659.8	6.67026	6.67026
826.91	659.7	6.00431	6.00431
827.01	659.6	7.43806	7.43806
827.11	659.5	6.81363	6.81363
827.21	659.4	6.15049	6.15049
827.31	659.3	6.40681	6.40681
827.41	659.2	6.97003	6.97003
827.51	659.1	7.14626	7.14626
827.61	659	6.94439	6.94439
827.71	658.9	7.86748	7.86748
827.81	658.8	7.37891	7.37891
827.91	658.7	6.83475	6.83475
828.01	658.6	7.44862	7.44862
828.11	658.5	8.50669	8.50669
828.21	658.4	6.69411	6.69411
828.31	658.3	7.65645	7.65645
828.41	658.2	7.74378	7.74378
828.51	658.1	6.25472	6.25472
828.61	658	6.24999	6.24999
828.71	657.9	6.67758	6.67758
828.81	657.8	7.20384	7.20384
828.91	657.7	6.68575	6.68575
829.01	657.6	7.25191	7.25191
829.11	657.5	7.04523	7.04523
829.21	657.4	6.53857	6.53857
829.31	657.3	7.01614	7.01614
829.41	657.2	6.80973	6.80973
829.51	657.1	7.64659	7.64659
829.61	657	7.0905	7.0905
829.71	656.9	7.90669	7.90669
829.81	656.8	7.6645	7.6645
829.91	656.7	7.62845	7.62845
830.01	656.6	7.79843	7.79843
830.11	656.5	7.71217	7.71217
830.21	656.4	7.48466	7.48466
830.31	656.3	6.48992	6.48992
830.41	656.2	7.78826	7.78826
830.51	656.1	7.38089	7.38089
830.61	656	8.32051	8.32051
830.71	655.9	7.66371	7.66371
830.81	655.8	6.51524	6.51524
830.91	655.7	6.77568	6.77568
831.01	655.6	7.60445	7.60445
831.11	655.5	6.55929	6.55929
831.21	655.4	8.02835	8.02835
831.31	655.3	8.10451	8.10451
831.41	655.2	6.98501	6.98501
831.51	655.1	7.04399	7.04399
831.61	655	7.24644	7.24644
831.71	654.9	7.92249	7.92249
831.81	654.8	7.11526	7.11526
831.91	654.7	8.1284	8.1284
832.01	654.6	7.88308	7.88308
832.11	654.5	7.16093	7.16093
832.21	654.4	7.55917	7.55917
832.31	654.3	7.52053	7.52053
832.41	654.2	7.55734	7.55734
832.51	654.1	8.36147	8.36147
832.61	654	8.71749	8.71749
832.71	653.9	8.08553	8.08553
832.81	653.8	7.6669	7.6669
832.91	653.7	7.67358	7.67358
833.01	653.6	6.94058	6.94058
833.11	653.5	7.3451	7.3451
833.21	653.4	7.72097	7.72097
833.31	653.3	7.17333	7.17333
833.41	653.2	8.62204	8.62204
833.51	653.1	8.22296	8.22296
833.61	653	7.69694	7.69694
833.71	652.9	7.1998	7.1998
833.81	652.8	7.28604	7.28604
833.91	652.7	7.5078	7.5078
834.01	652.6	7.79281	7.79281
834.11	652.5	9.21108	9.21108
834.21	652.4	7.80399	7.80399
834.31	652.3	7.43569	7.43569
834.41	652.2	7.25578	7.25578
834.51	652.1	8.18203	8.18203
834.61	652	7.23335	7.23335
834.71	651.9	9.8784	9.8784
834.81	651.8	8.06009	8.06009
834.91	651.7	7.79133	7.79133
835.01	651.6	7.80644	7.80644
835.11	651.5	8.31991	8.31991
835.21	651.4	6.97785	6.97785
835.31	651.3	7.20674	7.20674
835.41	651.2	7.90987	7.90987
835.51	651.1	7.48934	7.48934
835.61	651	8.76978	8.76978
835.71	650.9	8.12474	8.12474
835.81	650.8	7.51622	7.51622
835.91	650.7	8.62577	8.62577
836.01	650.6	8.05186	8.05186
836.11	650.5	8.28729	8.28729
836.21	650.4	8.73531	8.73531
836.31	650.3	8.84291	8.84291
836.41	650.2	7.79878	7.79878
836.51	650.1	7.48787	7.48787
836.61	650	8.60394	8.60394
836.71	649.9	7.4259	7.4259
836.81	649.8	7.29857	7.29857
836.91	649.7	7.88877	7.88877
837.01	649.6	8.13454	8.13454
837.11	649.5	8.19819	8.19819
837.21	649.4	8.90213	8.90213
837.31	649.3	8.44813	8.44813
837.41	649.2	8.58798	8.58798
837.51	649.1	7.38585	7.38585
837.61	649	8.38771	8.38771
837.71	648.9	7.4288	7.4288
837.81	648.8	7.7632	7.7632
837.91	648.7	8.0969	8.0969
838.01	648.6	8.27228	8.27228
838.11	648.5	8.06564	8.06564
838.21	648.4	7.84896	7.84896
838.31	648.3	7.87837	7.87837
838.41	648.2	7.89205	7.89205
838.51	648.1	9.39577	9.39577
838.61	648	7.44348	7.44348
838.71	647.9	7.39755	7.39755
838.81	647.8	6.87951	6.87951
838.91	647.7	7.94369	7.94369
839.01	647.6	7.89592	7.89592
839.11	647.5	7.39295	7.39295
839.21	647.4	7.98021	7.98021
839.31	647.3	9.81653	9.81653
839.41	647.2	8.65039	8.65039
839.51	647.1	8.9637	8.9637
839.61	647	8.92089	8.92089
839.71	646.9	8.65134	8.65134
839.81	646.8	8.62919	8.62919
839.91	646.7	9.32454	9.32454
840.01	646.6	7.80386	7.80386
840.11	646.5	9.49304	9.49304
840.21	646.4	8.56227	8.56227
840.31	646.3	8.67223	8.67223
840.41	646.2	8.43807	8.43807
840.51	646.1	8.41598	8.41598
840.61	646	9.04899	9.04899
840.71	645.9	8.48778	8.48778
840.81	645.8	9.10487	9.10487
840.91	645.7	8.38522	8.38522
841.01	645.6	8.40613	8.40613
841.11	645.5	7.96716	7.96716
841.21	645.4	8.76769	8.76769
841.31	645.3	8.3437	8.3437
841.41	645.2	7.69664	7.69664
841.51	645.1	7.84264	7.84264
841.61	645	7.5311	7.5311
841.71	644.9	7.45769	7.45769
841.81	644.8	9.25405	9.25405
841.91	644.7	8.72371	8.72371
842.01	644.6	7.23298	7.23298
842.11	644.5	8.57204	8.57204
842.21	644.4	8.98231	8.98231
842.31	644.3	8.30874	8.30874
842.41	644.2	9.31625	9.31625
842.51	644.1	8.17652	8.17652
842.61	644	8.08361	8.08361
842.71	643.9	8.71817	8.71817
842.81	643.8	9.39272	9.39272
842.91	643.7	9.37414	9.37414
