C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p
557.61	929	6928.71
557.71	928.9	6907.05
557.81	928.8	6887.19
557.91	928.7	6860.91
558.01	928.6	6794.16
558.11	928.5	6759.56
558.21	928.4	6755.78
558.31	928.3	6772.86
558.41	928.2	6729.45
558.51	928.1	6699.27
558.61	928	6701.44
558.71	927.9	6656.24
558.81	927.8	6655.18
558.91	927.7	6690.67
559.01	927.6	6676.19
559.11	927.5	6654.86
559.21	927.4	6606.37
559.31	927.3	6577.74
559.41	927.2	6561.48
559.51	927.1	6592.89
559.61	927	6603.95
559.71	926.9	6586.29
559.81	926.8	6574.15
559.91	926.7	6554.77
560.01	926.6	6552.38
560.11	926.5	6557.01
560.21	926.4	6513.14
560.31	926.3	6562.79
560.41	926.2	6587.63
560.51	926.1	6551.53
560.61	926	6508.45
560.71	925.9	6503.19
560.81	925.8	6484.94
560.91	925.7	6464.58
561.01	925.6	6478.06
561.11	925.5	6511.11
561.21	925.4	6516.75
561.31	925.3	6482.67
561.41	925.2	6494.26
561.51	925.1	6547.18
561.61	925	6528.77
561.71	924.9	6486.89
561.81	924.8	6457.23
561.91	924.7	6469.25
562.01	924.6	6454.35
562.11	924.5	6449.94
562.21	924.4	6481.29
562.31	924.3	6506.11
562.41	924.2	6497.13
562.51	924.1	6498.09
562.61	924	6503.75
562.71	923.9	6453.36
562.81	923.8	6478.92
562.91	923.7	6470.47
563.01	923.6	6471.94
563.11	923.5	6465.85
563.21	923.4	6490.18
563.31	923.3	6495.19
563.41	923.2	6489.44
563.51	923.1	6467.89
563.61	923	6487.91
563.71	922.9	6459.03
563.81	922.8	6420.47
563.91	922.7	6447.48
564.01	922.6	6444.11
564.11	922.5	6487.7
564.21	922.4	6455.77
564.31	922.3	6433.65
564.41	922.2	6461.39
564.51	922.1	6460.05
564.61	922	6481.06
564.71	921.9	6468.97
564.81	921.8	6436.22
564.91	921.7	6444.99
565.01	921.6	6470.1
565.11	921.5	6475.38
565.21	921.4	6473.29
565.31	921.3	6472.19
565.41	921.2	6441.79
565.51	921.1	6461.67
565.61	921	6453.27
565.71	920.9	6486.79
565.81	920.8	6474.62
565.91	920.7	6479.58
566.01	920.6	6508.44
566.11	920.5	6484.17
566.21	920.4	6461.77
566.31	920.3	6467.2
566.41	920.2	6469.15
566.51	920.1	6455.42
566.61	920	6471.37
