C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX320_CEC356_Cu in He.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.3
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p	Background_Pr:Cu2p
549.51	937.1	131306	131306
549.61	937	131535	131535
549.71	936.9	131692	131692
549.81	936.8	131485	131485
549.91	936.7	132194	132194
550.01	936.6	132816	132816
550.11	936.5	132594	132594
550.21	936.4	133164	133164
550.31	936.3	133117	133117
550.41	936.2	132888	132888
550.51	936.1	133772	133772
550.61	936	133857	133857
550.71	935.9	133569	133569
550.81	935.8	133729	133729
550.91	935.7	132980	132980
551.01	935.6	134288	134288
551.11	935.5	135388	135388
551.21	935.4	135943	135943
551.31	935.3	135687	135687
551.41	935.2	136053	136053
551.51	935.1	137160	137160
551.61	935	138852	138852
551.71	934.9	140032	140032
551.81	934.8	141534	141534
551.91	934.7	143840	143840
552.01	934.6	146269	146269
552.11	934.5	149703	149703
552.21	934.4	154025	154025
552.31	934.3	159230	159230
552.41	934.2	165296	165296
552.51	934.1	173261	173261
552.61	934	183734	183734
552.71	933.9	195803	195803
552.81	933.8	211787	211787
552.91	933.7	232343	232343
553.01	933.6	260297	260297
553.11	933.5	295713	295713
553.21	933.4	345147	345147
553.31	933.3	410110	410110
553.41	933.2	493949	493949
553.51	933.1	595870	595870
553.61	933	708061	708061
553.71	932.9	814373	814373
553.81	932.8	901920	901920
553.91	932.7	952082	952082
554.01	932.6	953438	953438
554.11	932.5	905679	905679
554.21	932.4	820728	820728
554.31	932.3	711814	711814
554.41	932.2	598369	598369
554.51	932.1	495019	495019
554.61	932	408957	408957
554.71	931.9	340433	340433
554.81	931.8	287157	287157
554.91	931.7	245782	245782
555.01	931.6	214750	214750
555.11	931.5	191011	191011
555.21	931.4	173894	173894
555.31	931.3	160190	160190
555.41	931.2	149084	149084
555.51	931.1	140641	140641
555.61	931	133975	133975
555.71	930.9	128789	128789
555.81	930.8	123549	123549
555.91	930.7	119150	119150
556.01	930.6	116007	116007
556.11	930.5	113004	113004
556.21	930.4	110129	110129
556.31	930.3	108474	108474
556.41	930.2	105973	105973
556.51	930.1	104337	104337
556.61	930	103033	103033
556.71	929.9	101935	101935
556.81	929.8	100337	100337
556.91	929.7	99529.9	99529.9
557.01	929.6	97464.9	97464.9
557.11	929.5	97182.8	97182.8
557.21	929.4	97142.4	97142.4
557.31	929.3	96201.1	96201.1
557.41	929.2	95682.3	95682.3
557.51	929.1	94410.1	94410.1
557.61	929	93496.8	93496.8
557.71	928.9	93108.1	93108.1
557.81	928.8	92756.2	92756.2
557.91	928.7	92135.8	92135.8
558.01	928.6	92359.1	92359.1
558.11	928.5	91932.1	91932.1
558.21	928.4	91280.7	91280.7
558.31	928.3	91104.8	91104.8
558.41	928.2	90334.5	90334.5
558.51	928.1	89814.4	89814.4
558.61	928	89757	89757
558.71	927.9	89855.8	89855.8
558.81	927.8	89709	89709
558.91	927.7	89272.4	89272.4
559.01	927.6	88980.7	88980.7
559.11	927.5	89102	89102
559.21	927.4	88829.6	88829.6
559.31	927.3	88605.6	88605.6
559.41	927.2	88387.3	88387.3
559.51	927.1	88193.7	88193.7
559.61	927	87638.1	87638.1
559.71	926.9	87580.5	87580.5
559.81	926.8	88028.1	88028.1
559.91	926.7	87967.5	87967.5
560.01	926.6	87482	87482
560.11	926.5	87644.9	87644.9
560.21	926.4	87279.4	87279.4
560.31	926.3	87148.7	87148.7
560.41	926.2	87224.4	87224.4
560.51	926.1	87361.5	87361.5
560.61	926	86942.1	86942.1
560.71	925.9	86725.3	86725.3
560.81	925.8	86790.3	86790.3
560.91	925.7	86376.2	86376.2
561.01	925.6	86515	86515
561.11	925.5	86801.5	86801.5
561.21	925.4	86593.1	86593.1
561.31	925.3	86153.5	86153.5
561.41	925.2	86784.7	86784.7
561.51	925.1	87035.7	87035.7
561.61	925	86297.6	86297.6
561.71	924.9	86163.8	86163.8
561.81	924.8	85870.6	85870.6
561.91	924.7	85714.5	85714.5
562.01	924.6	85880.3	85880.3
562.11	924.5	85899.4	85899.4
562.21	924.4	85708.4	85708.4
562.31	924.3	85969.7	85969.7
562.41	924.2	86134	86134
562.51	924.1	85991.7	85991.7
562.61	924	86056.1	86056.1
562.71	923.9	85690.2	85690.2
562.81	923.8	85275.4	85275.4
562.91	923.7	86222.1	86222.1
563.01	923.6	86255.3	86255.3
563.11	923.5	86164.1	86164.1
563.21	923.4	85898.7	85898.7
563.31	923.3	85954.6	85954.6
563.41	923.2	85236.1	85236.1
563.51	923.1	85172	85172
563.61	923	85779.6	85779.6
563.71	922.9	85433.3	85433.3
563.81	922.8	85581.1	85581.1
563.91	922.7	85474.9	85474.9
564.01	922.6	85668.2	85668.2
564.11	922.5	85605.4	85605.4
564.21	922.4	85515.6	85515.6
564.31	922.3	85227.4	85227.4
564.41	922.2	85310.9	85310.9
564.51	922.1	85447.9	85447.9
564.61	922	85709.9	85709.9
564.71	921.9	85757.8	85757.8
564.81	921.8	85555.8	85555.8
564.91	921.7	85231.1	85231.1
565.01	921.6	85491.7	85491.7
565.11	921.5	85676.5	85676.5
565.21	921.4	85401	85401
565.31	921.3	85270.5	85270.5
565.41	921.2	85532.7	85532.7
565.51	921.1	85995.4	85995.4
565.61	921	85797.1	85797.1
565.71	920.9	85562.6	85562.6
565.81	920.8	84710.6	84710.6
565.91	920.7	84871.8	84871.8
566.01	920.6	84897.1	84897.1
566.11	920.5	84961.6	84961.6
566.21	920.4	85693.3	85693.3
566.31	920.3	85555.7	85555.7
566.41	920.2	85383.5	85383.5
566.51	920.1	85283.1	85283.1
566.61	920	86050.7	86050.7
