C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\CasaXP2.vms
Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	0.1
KE_Survey	BE_Survey	CPS_Survey
975.11	511.5	100818
975.61	511	100366
976.11	510.5	100527
976.61	510	100914
977.11	509.5	100628
977.61	509	100808
978.11	508.5	100618
978.61	508	100829
979.11	507.5	101570
979.61	507	101316
980.11	506.5	101320
980.61	506	101428
981.11	505.5	101668
981.61	505	101947
982.11	504.5	102366
982.61	504	101955
983.11	503.5	101964
983.61	503	101802
984.11	502.5	102228
984.61	502	102359
985.11	501.5	102446
985.61	501	102843
986.11	500.5	103305
986.61	500	102918
987.11	499.5	102602
987.61	499	103371
988.11	498.5	103146
988.61	498	103072
989.11	497.5	103302
989.61	497	103400
990.11	496.5	103680
990.61	496	103515
991.11	495.5	103785
991.61	495	103631
992.11	494.5	103599
992.61	494	104108
993.11	493.5	103976
993.61	493	103916
994.11	492.5	103927
994.61	492	104325
995.11	491.5	104357
995.61	491	104460
996.11	490.5	104668
996.61	490	105056
997.11	489.5	104835
997.61	489	105279
998.11	488.5	105787
998.61	488	105191
999.11	487.5	105656
999.61	487	106074
1000.11	486.5	105511
1000.61	486	105856
1001.11	485.5	106110
1001.61	485	106068
1002.11	484.5	106340
1002.61	484	106172
1003.11	483.5	106862
1003.61	483	106622
1004.11	482.5	106596
1004.61	482	106646
1005.11	481.5	107082
1005.61	481	106859
1006.11	480.5	107262
1006.61	480	107102
1007.11	479.5	107532
1007.61	479	107480
1008.11	478.5	107680
1008.61	478	108207
1009.11	477.5	107700
1009.61	477	108211
1010.11	476.5	108619
1010.61	476	108571
1011.11	475.5	108678
1011.61	475	109386
1012.11	474.5	108829
1012.61	474	108865
1013.11	473.5	108896
1013.61	473	108762
1014.11	472.5	109594
1014.61	472	109630
1015.11	471.5	109564
1015.61	471	109652
1016.11	470.5	109860
1016.61	470	109369
1017.11	469.5	109561
1017.61	469	110235
1018.11	468.5	110409
1018.61	468	110795
1019.11	467.5	110799
1019.61	467	110766
1020.11	466.5	110729
