C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p
558.41	928.2	1805.92
558.51	928.1	1802.87
558.61	928	1787.68
558.71	927.9	1846.08
558.81	927.8	1855.36
558.91	927.7	1822.06
559.01	927.6	1823.41
559.11	927.5	1828.09
559.21	927.4	1825.93
559.31	927.3	1823.4
559.41	927.2	1810.38
559.51	927.1	1807.93
559.61	927	1804.73
559.71	926.9	1809.36
559.81	926.8	1797.57
559.91	926.7	1824.32
560.01	926.6	1822.23
560.11	926.5	1832.99
560.21	926.4	1805.78
560.31	926.3	1807.78
560.41	926.2	1793.35
560.51	926.1	1811.61
560.61	926	1816.94
560.71	925.9	1807.98
560.81	925.8	1798
560.91	925.7	1793.71
561.01	925.6	1796.11
561.11	925.5	1831.67
561.21	925.4	1808.15
561.31	925.3	1813.57
561.41	925.2	1846.87
561.51	925.1	1816.81
561.61	925	1840.83
561.71	924.9	1805.79
561.81	924.8	1826.16
561.91	924.7	1817.82
562.01	924.6	1807.3
562.11	924.5	1818.25
562.21	924.4	1794.41
562.31	924.3	1824.89
562.41	924.2	1846.96
562.51	924.1	1810.85
562.61	924	1825.92
562.71	923.9	1793.62
562.81	923.8	1828.13
562.91	923.7	1808.26
563.01	923.6	1802.02
563.11	923.5	1789.44
563.21	923.4	1842.19
563.31	923.3	1849.54
563.41	923.2	1832.92
563.51	923.1	1817.51
563.61	923	1809.05
563.71	922.9	1801.43
563.81	922.8	1802.8
563.91	922.7	1840.55
564.01	922.6	1824.9
564.11	922.5	1828.06
564.21	922.4	1828.38
564.31	922.3	1834.57
564.41	922.2	1805.45
564.51	922.1	1842.68
564.61	922	1818.95
564.71	921.9	1836.12
564.81	921.8	1836.25
564.91	921.7	1829.95
565.01	921.6	1854.5
565.11	921.5	1832.02
565.21	921.4	1815.59
565.31	921.3	1826.64
565.41	921.2	1834.73
565.51	921.1	1821.25
565.61	921	1835.14
565.71	920.9	1822.44
565.81	920.8	1851.41
565.91	920.7	1839.96
566.01	920.6	1840.09
566.11	920.5	1839.45
566.21	920.4	1854.07
566.31	920.3	1825.42
566.41	920.2	1844.46
566.51	920.1	1823.52
566.61	920	1816.05
