C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX320_CEC356_Cu in He.vms
Pr:Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.3
KE_Pr:Cu2p	BE_Pr:Cu2p	CPS_Pr:Cu2p	Background_Pr:Cu2p
549.41	937.2	103622	103622
549.51	937.1	103667	103667
549.61	937	104861	104861
549.71	936.9	105017	105017
549.81	936.8	105343	105343
549.91	936.7	106273	106273
550.01	936.6	105986	105986
550.11	936.5	105416	105416
550.21	936.4	105332	105332
550.31	936.3	105450	105450
550.41	936.2	105966	105966
550.51	936.1	105595	105595
550.61	936	105725	105725
550.71	935.9	105486	105486
550.81	935.8	105933	105933
550.91	935.7	107018	107018
551.01	935.6	107025	107025
551.11	935.5	107356	107356
551.21	935.4	106885	106885
551.31	935.3	107933	107933
551.41	935.2	108582	108582
551.51	935.1	109068	109068
551.61	935	109632	109632
551.71	934.9	111351	111351
551.81	934.8	112554	112554
551.91	934.7	114274	114274
552.01	934.6	116369	116369
552.11	934.5	118113	118113
552.21	934.4	121227	121227
552.31	934.3	125029	125029
552.41	934.2	130253	130253
552.51	934.1	135887	135887
552.61	934	142388	142388
552.71	933.9	150141	150141
552.81	933.8	161789	161789
552.91	933.7	175765	175765
553.01	933.6	195152	195152
553.11	933.5	221452	221452
553.21	933.4	256606	256606
553.31	933.3	302837	302837
553.41	933.2	362114	362114
553.51	933.1	433801	433801
553.61	933	511529	511529
553.71	932.9	589603	589603
553.81	932.8	651708	651708
553.91	932.7	684807	684807
554.01	932.6	685705	685705
554.11	932.5	653319	653319
554.21	932.4	592051	592051
554.31	932.3	516952	516952
554.41	932.2	435957	435957
554.51	932.1	361810	361810
554.61	932	301156	301156
554.71	931.9	253751	253751
554.81	931.8	215260	215260
554.91	931.7	185324	185324
555.01	931.6	163419	163419
555.11	931.5	147481	147481
555.21	931.4	134956	134956
555.31	931.3	125709	125709
555.41	931.2	117710	117710
555.51	931.1	111180	111180
555.61	931	106109	106109
555.71	930.9	102538	102538
555.81	930.8	99186.5	99186.5
555.91	930.7	96030.9	96030.9
556.01	930.6	93628.2	93628.2
556.11	930.5	91618.1	91618.1
556.21	930.4	90504.4	90504.4
556.31	930.3	88409.6	88409.6
556.41	930.2	87252.1	87252.1
556.51	930.1	86547.4	86547.4
556.61	930	85000.6	85000.6
556.71	929.9	83653.4	83653.4
556.81	929.8	82743.7	82743.7
556.91	929.7	82617	82617
557.01	929.6	81844	81844
557.11	929.5	80428	80428
557.21	929.4	79973.5	79973.5
557.31	929.3	80367.2	80367.2
557.41	929.2	79903.3	79903.3
557.51	929.1	79101.4	79101.4
557.61	929	78200.4	78200.4
557.71	928.9	77858.3	77858.3
557.81	928.8	77724.8	77724.8
557.91	928.7	77754.5	77754.5
558.01	928.6	77105.1	77105.1
558.11	928.5	76488.5	76488.5
558.21	928.4	76108.5	76108.5
558.31	928.3	76200.7	76200.7
558.41	928.2	76605.9	76605.9
558.51	928.1	75567.8	75567.8
558.61	928	75940.1	75940.1
558.71	927.9	75395.3	75395.3
558.81	927.8	75829.9	75829.9
558.91	927.7	75290.3	75290.3
559.01	927.6	74312.9	74312.9
559.11	927.5	74757.3	74757.3
559.21	927.4	75367.8	75367.8
559.31	927.3	74910.8	74910.8
559.41	927.2	75518.5	75518.5
559.51	927.1	75117.3	75117.3
559.61	927	75534.3	75534.3
559.71	926.9	75188	75188
559.81	926.8	74697.1	74697.1
559.91	926.7	74497.5	74497.5
560.01	926.6	74458.8	74458.8
560.11	926.5	74210.5	74210.5
560.21	926.4	74402.8	74402.8
560.31	926.3	74087.6	74087.6
560.41	926.2	73620.1	73620.1
560.51	926.1	73926.8	73926.8
560.61	926	74139.6	74139.6
560.71	925.9	73476.7	73476.7
560.81	925.8	73260.3	73260.3
560.91	925.7	73205.5	73205.5
561.01	925.6	73447.8	73447.8
561.11	925.5	73472.8	73472.8
561.21	925.4	73470.8	73470.8
561.31	925.3	73413.5	73413.5
561.41	925.2	73244	73244
561.51	925.1	73121	73121
561.61	925	73468.7	73468.7
561.71	924.9	72808.5	72808.5
561.81	924.8	72827.3	72827.3
561.91	924.7	73196.9	73196.9
562.01	924.6	72920.3	72920.3
562.11	924.5	73160.3	73160.3
562.21	924.4	72968.9	72968.9
562.31	924.3	73424.4	73424.4
562.41	924.2	73574.9	73574.9
562.51	924.1	72571.6	72571.6
562.61	924	72912.8	72912.8
562.71	923.9	73010.3	73010.3
562.81	923.8	73435.6	73435.6
562.91	923.7	73518.3	73518.3
563.01	923.6	73073	73073
563.11	923.5	72909	72909
563.21	923.4	72629.2	72629.2
563.31	923.3	72927.6	72927.6
563.41	923.2	72860.7	72860.7
563.51	923.1	73209.8	73209.8
563.61	923	72673.7	72673.7
563.71	922.9	73019.5	73019.5
563.81	922.8	73362.8	73362.8
563.91	922.7	73329.6	73329.6
564.01	922.6	73471.8	73471.8
564.11	922.5	72353.7	72353.7
564.21	922.4	73092.2	73092.2
564.31	922.3	73511	73511
564.41	922.2	73522.4	73522.4
564.51	922.1	73001.6	73001.6
564.61	922	72854.8	72854.8
564.71	921.9	72420.9	72420.9
564.81	921.8	72409.8	72409.8
564.91	921.7	72227	72227
565.01	921.6	72546.3	72546.3
565.11	921.5	71950.6	71950.6
565.21	921.4	72292.2	72292.2
565.31	921.3	72944.8	72944.8
565.41	921.2	72892.9	72892.9
565.51	921.1	72854.9	72854.9
565.61	921	73118.7	73118.7
565.71	920.9	73056.6	73056.6
565.81	920.8	73105.3	73105.3
565.91	920.7	73155.8	73155.8
566.01	920.6	72794	72794
566.11	920.5	72598.1	72598.1
566.21	920.4	72548.7	72548.7
566.31	920.3	72792.2	72792.2
566.41	920.2	72569.3	72569.3
566.51	920.1	72286.6	72286.6
566.61	920	72581.4	72581.4
