CasaXP2
Au4f
	Characteristic Energy eV	1486.61	Acquisition Time s	0.3
KE_Au4f	BE_Au4f	CPS_Au4f
1311.61	175	10966
1311.71	174.9	10914
1311.81	174.8	11003.7
1311.91	174.7	10969.1
1312.01	174.6	10899.9
1312.11	174.5	10975.6
1312.21	174.4	11027.5
1312.31	174.3	10974.8
1312.41	174.2	10924.7
1312.51	174.1	10923
1312.61	174	10921.4
1312.71	173.9	10973.5
1312.81	173.8	10956.3
1312.91	173.7	11031.2
1313.01	173.6	11040.2
1313.11	173.5	11050.5
1313.21	173.4	11031.2
1313.31	173.3	11048
1313.41	173.2	10926.4
1313.51	173.1	10998
1313.61	173	11023.6
1313.71	172.9	11052.9
1313.81	172.8	11084.7
1313.91	172.7	11028.2
1314.01	172.6	11036.6
1314.11	172.5	11028.7
1314.21	172.4	10996
1314.31	172.3	11006.7
1314.41	172.2	11042.9
1314.51	172.1	11109
1314.61	172	11041.7
1314.71	171.9	10959.1
1314.81	171.8	10972.4
1314.91	171.7	10910.2
1315.01	171.6	11071.5
1315.11	171.5	11082.9
1315.21	171.4	11032
1315.31	171.3	11041
1315.41	171.2	11110.7
1315.51	171.1	11049
1315.61	171	11122.5
1315.71	170.9	11170.1
1315.81	170.8	11066.7
1315.91	170.7	11045.3
1316.01	170.6	11051.1
1316.11	170.5	11111.2
1316.21	170.4	11088.3
1316.31	170.3	11018.7
1316.41	170.2	11111.2
1316.51	170.1	11066.6
1316.61	170	11103.3
1316.71	169.9	11099.1
1316.81	169.8	11087.8
1316.91	169.7	11123.2
1317.01	169.6	11157.1
1317.11	169.5	11104
1317.21	169.4	11092.1
1317.31	169.3	11135.1
1317.41	169.2	11120.6
1317.51	169.1	11202
1317.61	169	11095.7
1317.71	168.9	11128.1
1317.81	168.8	11184.1
1317.91	168.7	11183.2
1318.01	168.6	11198.6
1318.11	168.5	11148.3
1318.21	168.4	11174.3
1318.31	168.3	11210.1
1318.41	168.2	11125.8
1318.51	168.1	11095.4
1318.61	168	11164.2
1318.71	167.9	11192.7
1318.81	167.8	11264.2
1318.91	167.7	11226.1
1319.01	167.6	11165.9
1319.11	167.5	11268.7
1319.21	167.4	11237.1
1319.31	167.3	11219.9
1319.41	167.2	11176
1319.51	167.1	11163.8
1319.61	167	11228.7
1319.71	166.9	11211.3
1319.81	166.8	11174.6
1319.91	166.7	11194.2
1320.01	166.6	11246.4
1320.11	166.5	11244.8
1320.21	166.4	11144.2
1320.31	166.3	11180
1320.41	166.2	11341
1320.51	166.1	11188.5
1320.61	166	11215.8
1320.71	165.9	11243.1
1320.81	165.8	11243.9
1320.91	165.7	11245.5
1321.01	165.6	11189
1321.11	165.5	11260.7
1321.21	165.4	11193
1321.31	165.3	11170.8
1321.41	165.2	11133.5
1321.51	165.1	11201.2
1321.61	165	11250.4
1321.71	164.9	11305.9
1321.81	164.8	11214.4
1321.91	164.7	11271.5
1322.01	164.6	11267.5
1322.11	164.5	11272.9
1322.21	164.4	11254.4
1322.31	164.3	11265.4
1322.41	164.2	11251.1
1322.51	164.1	11229.7
1322.61	164	11272.2
