C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX320_CEC356_Ag in He.vms
Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	0.1
KE_Survey	BE_Survey	CPS_Survey
286.61	1200	81872.4
287.11	1199.5	82313.2
287.61	1199	83158.1
288.11	1198.5	83622.2
288.61	1198	83161
289.11	1197.5	83935
289.61	1197	84217.1
290.11	1196.5	84881.8
290.61	1196	85126.5
291.11	1195.5	85510.4
291.61	1195	85792.8
292.11	1194.5	85827.8
292.61	1194	85963.2
293.11	1193.5	86278.7
293.61	1193	85950.8
294.11	1192.5	86638.2
294.61	1192	86725.8
295.11	1191.5	86044.6
295.61	1191	86232
296.11	1190.5	86105.4
296.61	1190	86121.7
297.11	1189.5	85876.5
297.61	1189	85581.4
298.11	1188.5	85278.3
298.61	1188	84747.5
299.11	1187.5	84644
299.61	1187	84749.1
300.11	1186.5	84404.1
300.61	1186	84040.6
301.11	1185.5	83497.9
301.61	1185	83040.3
302.11	1184.5	82109.6
302.61	1184	81451.7
303.11	1183.5	80508.5
303.61	1183	79099
304.11	1182.5	77724.6
304.61	1182	77445.7
305.11	1181.5	76259.6
305.61	1181	75390.2
306.11	1180.5	74613.6
306.61	1180	73202.3
307.11	1179.5	72420.1
307.61	1179	71438.9
308.11	1178.5	70574.9
308.61	1178	69786.1
309.11	1177.5	68662
309.61	1177	68385.8
310.11	1176.5	67537.8
310.61	1176	67085
311.11	1175.5	66499.9
311.61	1175	66013.7
312.11	1174.5	65609.5
312.61	1174	65123.8
313.11	1173.5	64861.7
313.61	1173	64826.4
314.11	1172.5	64635.1
314.61	1172	64279.5
315.11	1171.5	64323.4
315.61	1171	64280.6
316.11	1170.5	64103.6
316.61	1170	63954.6
317.11	1169.5	64190.7
317.61	1169	64045.4
318.11	1168.5	64100.4
318.61	1168	64066.1
319.11	1167.5	64239.3
319.61	1167	64327.6
320.11	1166.5	64365.9
320.61	1166	64103.4
321.11	1165.5	64613.7
321.61	1165	65014.6
322.11	1164.5	65180.4
322.61	1164	65234.3
323.11	1163.5	65683.8
323.61	1163	65476.5
324.11	1162.5	65578.6
