C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\CasaXP2.vms
Survey
	Characteristic Energy eV	1486.61	Acquisition Time s	0.1
KE_Survey	BE_Survey	CPS_Survey
1442.11	44.5	12348.2
1442.61	44	12194.2
1443.11	43.5	12213.5
1443.61	43	12161.8
1444.11	42.5	12252.3
1444.61	42	12215.4
1445.11	41.5	12192.3
1445.61	41	12215.4
1446.11	40.5	12264.4
1446.61	40	12306.3
1447.11	39.5	12298.2
1447.61	39	12328.1
1448.11	38.5	12313.4
1448.61	38	12455.3
1449.11	37.5	12366.9
1449.61	37	12343.3
1450.11	36.5	12335.9
1450.61	36	12422.4
1451.11	35.5	12451.9
1451.61	35	12437
1452.11	34.5	12462.3
1452.61	34	12443.2
1453.11	33.5	12465.1
1453.61	33	12512.6
1454.11	32.5	12696.4
1454.61	32	12655.5
1455.11	31.5	12939.3
1455.61	31	13068.1
1456.11	30.5	13066.8
1456.61	30	13075.1
1457.11	29.5	13163.9
1457.61	29	13334.4
1458.11	28.5	13262.1
1458.61	28	13402.3
1459.11	27.5	13254.7
1459.61	27	13031.3
1460.11	26.5	12724.3
1460.61	26	12479.3
1461.11	25.5	12330.8
1461.61	25	12021.5
1462.11	24.5	11964.6
1462.61	24	11486.3
1463.11	23.5	11016.1
1463.61	23	10450.7
1464.11	22.5	10053.2
1464.61	22	9924.49
1465.11	21.5	9894.82
1465.61	21	9925.17
1466.11	20.5	10068
1466.61	20	9968.1
1467.11	19.5	9948.02
1467.61	19	9989.49
1468.11	18.5	10152.7
1468.61	18	10291.5
1469.11	17.5	10142
1469.61	17	10048.8
1470.11	16.5	10087.7
1470.61	16	10222.2
1471.11	15.5	10405.4
1471.61	15	10381.3
1472.11	14.5	10495.6
1472.61	14	10543.5
1473.11	13.5	10591.8
1473.61	13	10797.8
1474.11	12.5	10964.7
1474.61	12	11239.2
1475.11	11.5	11485.2
1475.61	11	11809.6
1476.11	10.5	12502.8
1476.61	10	13594.1
1477.11	9.5	15279.7
1477.61	9	18270.7
1478.11	8.5	23175.7
1478.61	8	31128.6
1479.11	7.5	40975.9
1479.61	7	50759.7
1480.11	6.5	57012.8
1480.61	6	59032.1
1481.11	5.5	58282
1481.61	5	55637.2
1482.11	4.5	55137.9
1482.61	4	59864.8
1483.11	3.5	65863.8
1483.61	3	66004.7
1484.11	2.5	61642.2
1484.61	2	56449.6
1485.11	1.5	43033.2
1485.61	1	21759.1
1486.11	0.5	11955.2
1486.61	-2.27374e-013	9489.6
